row_id,evidence_family,case_key,span_or_pressure_row,case_role,Re,Ri,RAF,RMF,SVF,ordinary_anchor_class,ordinary_f6_legitimate_now,recirculation_diagnostic_now,pressure_anchor_use,required_before_ordinary_f6,why,do_not_fit_reason,next_action,source_path
pm5:salt4_hi5q:test_section_span,PM5_current,salt4_hi5q,test_section_span,training,180.5527051,28.86760099,0.3778960681,0.4999891842,0.003682186888,current_recirculation_diagnostic,no,yes,diagnostic_pressure_onset_only,obtain low-reverse row; same-window pressure/velocity basis; straight-loss/development ledger; mesh/time UQ; split-safe score plan,"material reverse flow: RAF=0.377896, RMF=0.499989",Reverse-flow area or mass fraction is material; true single-stream f_D/F6 fitting is invalid.,harvest terminal PM10/high-heat evidence or run onset-bracketing CFD before scoring,work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/resampled_pm5_matched_plane_metrics.csv
pm5:salt4_hi5q:left_upper_leg,PM5_current,salt4_hi5q,left_upper_leg,training,172.3447967,91.3338926,0.7762644,0.5001364439,0.7596756928,current_recirculation_diagnostic,no,yes,diagnostic_pressure_onset_only,obtain low-reverse row; same-window pressure/velocity basis; straight-loss/development ledger; mesh/time UQ; split-safe score plan,"material reverse flow: RAF=0.776264, RMF=0.500136",Reverse-flow area or mass fraction is material; true single-stream f_D/F6 fitting is invalid.,harvest terminal PM10/high-heat evidence or run onset-bracketing CFD before scoring,work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/resampled_pm5_matched_plane_metrics.csv
pm10:salt2_lo10q,PM10,salt2_lo10q,blocked_pending_terminal,pending_terminal_or_harvest,,,,,,pending_ordinary_anchor_candidate,no,not_evaluated,future_anchor_candidate_after_terminal_postprocessing,terminal harvest; PM5/PM10 style RAF/RMF/SVF; same-window pressure and velocity fields; pressure definition; mesh/time UQ; no active duplicate job,could become an ordinary F6 pressure anchor only if RAF/RMF pass low-reverse gate and pressure basis is complete,terminal_harvest_and_pm5_style_postprocessing_missing,wait for terminal then run full output-contract postprocessing,work_products/2026-07/2026-07-17/2026-07-17_salt_pm10_terminal_admission_readiness/pm10_case_readiness.csv
pm10:salt2_hi10q,PM10,salt2_hi10q,blocked_pending_terminal,pending_terminal_or_harvest,,,,,,pending_ordinary_anchor_candidate,no,not_evaluated,future_anchor_candidate_after_terminal_postprocessing,terminal harvest; PM5/PM10 style RAF/RMF/SVF; same-window pressure and velocity fields; pressure definition; mesh/time UQ; no active duplicate job,could become an ordinary F6 pressure anchor only if RAF/RMF pass low-reverse gate and pressure basis is complete,terminal_harvest_and_pm5_style_postprocessing_missing,wait for terminal then run full output-contract postprocessing,work_products/2026-07/2026-07-17/2026-07-17_salt_pm10_terminal_admission_readiness/pm10_case_readiness.csv
pm10:salt4_lo10q,PM10,salt4_lo10q,blocked_pending_terminal,pending_terminal_or_harvest,,,,,,pending_ordinary_anchor_candidate,no,not_evaluated,future_anchor_candidate_after_terminal_postprocessing,terminal harvest; PM5/PM10 style RAF/RMF/SVF; same-window pressure and velocity fields; pressure definition; mesh/time UQ; no active duplicate job,could become an ordinary F6 pressure anchor only if RAF/RMF pass low-reverse gate and pressure basis is complete,terminal_harvest_and_pm5_style_postprocessing_missing,wait for terminal then run full output-contract postprocessing,work_products/2026-07/2026-07-17/2026-07-17_salt_pm10_terminal_admission_readiness/pm10_case_readiness.csv
pm10:salt4_hi10q,PM10,salt4_hi10q,blocked_pending_terminal,pending_terminal_or_harvest,,,,,,pending_ordinary_anchor_candidate,no,not_evaluated,future_anchor_candidate_after_terminal_postprocessing,terminal harvest; PM5/PM10 style RAF/RMF/SVF; same-window pressure and velocity fields; pressure definition; mesh/time UQ; no active duplicate job,could become an ordinary F6 pressure anchor only if RAF/RMF pass low-reverse gate and pressure basis is complete,terminal_harvest_and_pm5_style_postprocessing_missing,wait for terminal then run full output-contract postprocessing,work_products/2026-07/2026-07-17/2026-07-17_salt_pm10_terminal_admission_readiness/pm10_case_readiness.csv
high_heat:salt4_jin_q0500w_no_recirc_probe,high_heat,salt4_jin_q0500w_no_recirc_probe,blocked_pending_terminal,pending_terminal_or_harvest,,,,,,pending_ordinary_anchor_candidate,no,not_evaluated,future_anchor_candidate_after_terminal_postprocessing,terminal harvest; PM5/PM10 style RAF/RMF/SVF; same-window pressure and velocity fields; pressure definition; mesh/time UQ; no active duplicate job,could become an ordinary F6 pressure anchor only if RAF/RMF pass low-reverse gate and pressure basis is complete,terminal_harvest_missing,harvest after terminal and test ordinary anchor gate first,work_products/2026-07/2026-07-17/2026-07-17_high_heat_harvest_readiness_and_live_monitor/harvest_readiness_queue.csv
high_heat:salt4_jin_q1000w_no_recirc_probe,high_heat,salt4_jin_q1000w_no_recirc_probe,blocked_pending_terminal,pending_terminal_or_harvest,,,,,,pending_ordinary_anchor_candidate,no,not_evaluated,future_anchor_candidate_after_terminal_postprocessing,terminal harvest; PM5/PM10 style RAF/RMF/SVF; same-window pressure and velocity fields; pressure definition; mesh/time UQ; no active duplicate job,could become an ordinary F6 pressure anchor only if RAF/RMF pass low-reverse gate and pressure basis is complete,terminal_harvest_missing,harvest after terminal and test ordinary anchor gate first,work_products/2026-07/2026-07-17/2026-07-17_high_heat_harvest_readiness_and_live_monitor/harvest_readiness_queue.csv
high_heat:salt4_jin_q3x_no_recirc_probe,high_heat,salt4_jin_q3x_no_recirc_probe,blocked_pending_terminal,pending_terminal_or_harvest,,,,,,pending_ordinary_anchor_candidate,no,not_evaluated,future_anchor_candidate_after_terminal_postprocessing,terminal harvest; PM5/PM10 style RAF/RMF/SVF; same-window pressure and velocity fields; pressure definition; mesh/time UQ; no active duplicate job,could become an ordinary F6 pressure anchor only if RAF/RMF pass low-reverse gate and pressure basis is complete,terminal_harvest_missing,harvest after terminal and test ordinary anchor gate first,work_products/2026-07/2026-07-17/2026-07-17_high_heat_harvest_readiness_and_live_monitor/harvest_readiness_queue.csv
high_heat:salt4_jin_q1500w_no_recirc_probe,high_heat,salt4_jin_q1500w_no_recirc_probe,blocked_pending_terminal,pending_terminal_or_harvest,,,,,,pending_ordinary_anchor_candidate,no,not_evaluated,future_anchor_candidate_after_terminal_postprocessing,terminal harvest; PM5/PM10 style RAF/RMF/SVF; same-window pressure and velocity fields; pressure definition; mesh/time UQ; no active duplicate job,could become an ordinary F6 pressure anchor only if RAF/RMF pass low-reverse gate and pressure basis is complete,terminal_harvest_missing,harvest after terminal and test ordinary anchor gate first,work_products/2026-07/2026-07-17/2026-07-17_high_heat_harvest_readiness_and_live_monitor/harvest_readiness_queue.csv
