source_id,family,span_name,sample_count,mean_delta99_u_over_dh,mean_delta99_t_over_dh,mean_delta99_t_over_delta99_u,mean_shape_factor_u,usable_fraction,case_order,fit_status,fit_reason
viscosity_screening_salt_test_3_kirst_coarse_mesh,salt,test_section_span,12,0.09308689548097983,1.1024805135415086e-08,1.2766404343666313e-07,2.394514841675273,1.0,6,context_ready,landmark_support_usable
viscosity_screening_salt_test_3_kirst_coarse_mesh,salt,upper_leg,24,0.35054557700330924,0.0507068984427078,0.12049395241945254,2.4571739331728546,0.6666666666666666,6,screening_only,landmark_support_marginal
viscosity_screening_salt_test_4_jin_coarse_mesh,salt,left_lower_leg,16,0.05589915409882029,0.048526442155499394,0.644745659351113,2.6020577579593134,0.75,7,context_ready,landmark_support_usable
viscosity_screening_salt_test_4_jin_coarse_mesh,salt,left_upper_leg,16,0.3370342509936195,8.868940965345827e-09,2.0543029240711054e-08,4.15405860593117,0.75,7,context_ready,landmark_support_usable
viscosity_screening_salt_test_4_jin_coarse_mesh,salt,lower_leg,24,11.669394587279008,1.8797168599773344,0.4173884715625943,5.15447868328077,0.6666666666666666,7,screening_only,landmark_support_marginal
viscosity_screening_salt_test_4_jin_coarse_mesh,salt,right_leg,24,18.31870384901237,12.854049997345998,0.8391938564929915,20.348371186734624,1.0,7,context_ready,landmark_support_usable
viscosity_screening_salt_test_4_jin_coarse_mesh,salt,test_section_span,12,0.0952571728755602,1.1024805135415086e-08,1.2702356490340555e-07,2.4319717918671118,1.0,7,context_ready,landmark_support_usable
viscosity_screening_salt_test_4_jin_coarse_mesh,salt,upper_leg,24,0.3109233139762887,0.05207878537947926,0.14033650050059907,2.519842573623008,0.6666666666666666,7,screening_only,landmark_support_marginal
viscosity_screening_salt_test_4_kirst_coarse_mesh,salt,left_lower_leg,16,0.07180214223594272,0.04753708553471594,0.41500871308099113,2.67767673854849,0.75,8,context_ready,landmark_support_usable
viscosity_screening_salt_test_4_kirst_coarse_mesh,salt,left_upper_leg,16,0.33963558671116406,0.003511865484256705,0.02474030976957704,4.2830686532309565,0.75,8,context_ready,landmark_support_usable
viscosity_screening_salt_test_4_kirst_coarse_mesh,salt,lower_leg,24,11.704328221319091,1.8523903374534532,0.4125416586587097,4.908249907759306,0.6666666666666666,8,screening_only,landmark_support_marginal
viscosity_screening_salt_test_4_kirst_coarse_mesh,salt,right_leg,24,18.311205962579354,11.905959317566351,0.7954169915926715,29.299640051974393,1.0,8,context_ready,landmark_support_usable
viscosity_screening_salt_test_4_kirst_coarse_mesh,salt,test_section_span,12,0.09748490963595663,1.1024805135415086e-08,1.2491194958592612e-07,2.4432189578505734,1.0,8,context_ready,landmark_support_usable
viscosity_screening_salt_test_4_kirst_coarse_mesh,salt,upper_leg,24,0.3395393907062466,0.058357867911408456,0.14263214369767888,2.49721154218925,0.6666666666666666,8,screening_only,landmark_support_marginal
