segment_name,parent_name,parent_start_fraction,parent_end_fraction,refinement_level,segment_type,s_start_m,s_end_m,T_in_K,T_out_K,T_avg_K,Q_source_W,Q_hx_sink_W,Q_ambient_W,q_ambient_W_per_m,h_inner_W_m2K,h_outer_W_m2K,h_rad_W_m2K,reynolds_inner,prandtl_inner,nusselt_inner,h_inner_multiplier,profile_descriptor_htc_signal,profile_descriptor_friction_signal,profile_descriptor_developing_signal,profile_descriptor_htc_shape_signal,profile_descriptor_friction_shape_signal,profile_descriptor_htc_shape_contribution,profile_descriptor_htc_developing_contribution,profile_descriptor_friction_shape_contribution,profile_descriptor_friction_developing_contribution,profile_descriptor_source_kind,profile_descriptor_source_case_id,profile_descriptor_reference_path,profile_descriptor_section_id,profile_descriptor_section_label,profile_descriptor_htc_multiplier,profile_descriptor_friction_multiplier,outer_conv_multiplier,outer_rad_multiplier,outer_insulation_multiplier,R_i_prime_K_m_W,R_wall_prime_K_m_W,R_ins_prime_K_m_W,R_o_prime_K_m_W,R_total_prime_K_m_W,T_pipe_outer_wall_K,T_outer_surface_K,external_boundary_source,external_boundary_drive_selector,external_ambient_temperature_K,external_surroundings_temperature_K,external_emissivity,external_prescribed_h_W_m2K,external_boundary_coverage_multiplier,upcomer_exchange_Q_main_to_reservoir_W,upcomer_exchange_Q_reservoir_to_main_W,upcomer_reservoir_setup_heat_W,upcomer_exchange_reservoir_energy_residual_W,upcomer_main_stream_temperature_K,upcomer_reservoir_temperature_K,upcomer_prediction_stream,tswfc2_mode,tswfc2_node_ids,tswfc2_node_count,tswfc2_q_fluid_to_inner_wall_W,tswfc2_q_wall_conduction_W,tswfc2_q_external_W,tswfc2_energy_residual_W,tswfc2_inner_wall_temperature_K,tswfc2_outer_wall_temperature_K,tswfc2_external_drive_temperature_K,notes
cooled_incline_post_hx__s01,cooled_incline_post_hx,0.2499999999999991,0.3333333333333333,1,incline,1.6255999999999997,1.651,585.038205223872,584.9794012758207,585.0088032498463,0.0,0.0,2.259254070342462,88.94701064340295,741.6763850930593,8.126502965103224,0.0,552.6295057955041,6.710916377946231,27.484720644894686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.019421497208006497,0.0012020641551422474,2.669597092344477,0.5140335408986598,3.2042541946062855,583.1744278197409,345.7217468333792,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline after the active cooling jacket region.
cooled_incline_post_hx__s02,cooled_incline_post_hx,0.3333333333333333,0.6666666666666666,1,incline,1.651,1.7526,584.9794012758207,584.7525727237313,584.8659869997759,0.0,0.0,8.714744938601694,85.77504860828441,467.1804840536449,6.7538861104207175,0.0,552.2013053305627,6.717120049083171,17.315148119351072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.030832764496804582,0.0012022103596570593,2.6705460611135368,0.6185024482172167,3.321083484187215,582.1182957628507,353.05207756017467,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline after the active cooling jacket region.
cooled_incline_post_hx__s03,cooled_incline_post_hx,0.6666666666666666,1.0,1,incline,1.7526,1.8542,584.7525727237313,584.5260384004763,584.6393055621038,0.0,0.0,8.703440710949051,85.66378652508905,467.1069221558572,6.752200335385805,0.0,551.5212106890192,6.726991876630875,17.316511495648246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03083762016595193,0.0012024426249272384,2.672053877620366,0.6186568654344863,3.3227508058457316,581.8947426088681,352.9964896528606,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline after the active cooling jacket region.
top_horizontal_exit,top_horizontal_exit,0.0,1.0,0,horizontal,1.8542,1.8796000000000002,584.5260384004763,584.4702827658541,584.4981605831651,0.0,0.0,2.1421377006525693,84.33612994695154,741.4133320844695,6.145252444995366,0.0,551.0974617495269,6.733154431685539,27.489595993747052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.019428387943647193,0.001202587376985358,2.6729937343515764,0.6797597221050564,3.373384431777265,582.7582511838175,357.3283042561557,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,1 inch horizontal run between the cooled incline and TP1.
right_vertical__s00,right_vertical,0.0,0.14285714285714285,1,vertical,1.8796000000000002,2.0102285714285717,584.4702827658541,584.183572266397,584.3269275161256,0.0,0.0,11.015392573173793,84.32605863103299,429.47776383469704,6.301709882406687,0.0,550.5839847592417,6.740633949673378,15.926706645121609,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.033539491576270244,0.0012027628148514186,2.6741329918165375,0.662882800418625,3.371758046626284,581.3973893487052,355.8982938936043,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s01,right_vertical,0.14285714285714285,0.2500000000000007,1,vertical,2.0102285714285717,2.108200000000001,584.183572266397,583.9670082726711,584.0752902695341,0.0,0.0,8.320382824562039,84.92662550588199,472.6189953095063,6.553025744065551,0.0,549.8287355093798,6.751659295743733,17.53113783976003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03047796636463179,0.0012030209278068857,2.6758094459395014,0.6374605041126911,3.344950937344631,581.3848362479748,354.13736950756925,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s02,right_vertical,0.2500000000000007,0.2857142857142857,1,vertical,2.108200000000001,2.140857142857143,583.9670082726711,583.8920580249397,583.9295331488054,0.0,0.0,2.8795955994899507,88.1765931602366,681.5657081563631,8.019506765346291,0.0,549.3910843142002,6.758061411109569,25.2855527772426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02113437584953227,0.0012031705369628407,2.6767813385256027,0.5208917725870997,3.2200106574991976,581.9599209780129,345.9304619119272,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s03,right_vertical,0.2857142857142857,0.42857142857142855,1,vertical,2.140857142857143,2.2714857142857143,583.8920580249397,583.6062942144247,583.7491761196823,0.0,0.0,10.979021001824925,84.04762359227307,429.30593240114723,6.297608455144711,0.0,548.8500681914259,6.765988970858633,15.92989369058049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03355291589325055,0.0012033555197419352,2.6779832029593056,0.6633145143952078,3.376053988767506,580.8281328579334,355.75000862917983,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s04,right_vertical,0.42857142857142855,0.4999999999999999,1,vertical,2.2714857142857143,2.3368,583.6062942144247,583.4604688617405,583.5333815380826,0.0,0.0,5.602614936248457,85.77931879645502,540.8108484384537,6.984033931671204,0.0,548.2021266560134,6.775502852827681,20.07190639005817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.026634942482978843,0.0012035771187941906,2.6794232273025287,0.5981206756932074,3.3053824225975093,581.1454833244487,351.30638411903874,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s05,right_vertical,0.4999999999999999,0.5714285714285714,1,vertical,2.3368,2.402114285714286,583.4604688617405,583.3147657213223,583.3876172915313,0.0,0.0,5.597919545986917,85.70742961922221,540.7563801605891,6.9829124537907195,0.0,547.7645617331599,6.781939803967396,20.07291724696666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.026637625316693427,0.001203726803096816,2.6803960844641916,0.5982167357701581,3.30645417235414,581.0014775389152,351.2716187780617,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s06,right_vertical,0.5714285714285714,0.7142857142857143,1,vertical,2.402114285714286,2.5327428571428574,583.3147657213223,583.0299452437587,583.1723554825405,0.0,0.0,10.9427783660941,83.77017559345872,429.13485567485463,6.29350957231639,0.0,547.1185293001508,6.791461348966725,15.933068639520036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03356629192862191,0.001203947852811675,2.6818330072862584,0.6637465227113293,3.3803497697790217,580.259784689779,355.6021627570757,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s07,right_vertical,0.7142857142857143,0.7499999999999999,1,vertical,2.5327428571428574,2.5654000000000003,583.0299452437587,582.9553994011872,582.9926723224729,0.0,0.0,2.8640583306754817,87.7008237739652,681.124633526824,8.011533617114031,0.0,546.578756050126,6.799433172158362,25.29373851176678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.021148061798534155,0.001204132591930819,2.6830341084010034,0.5214101686288926,3.2267964714203607,581.0324028332902,345.728101312876,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s08,right_vertical,0.7499999999999999,0.8571428571428571,1,vertical,2.5654000000000003,2.6633714285714287,582.9553994011872,582.7403558391914,582.8478776201893,0.0,0.0,8.261968043731144,84.33038248194518,472.2183238169072,6.544033022776087,0.0,546.1442120403739,6.8058617479203,17.538573741174773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.030503826547642044,0.0012042813475963568,2.684001400356181,0.6383364936785407,3.3540460019299605,580.1740253382084,353.83116066409514,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
