source_id,case_label,case_family,element_name,element_kind,measurement_kind,dp_pa,resistance_pa_s_kg,reference_length_m,start_patch,end_patch,adjacent_major_spans,package_root,element_order_index,feature_endpoint_dp_pa,feature_endpoint_resistance_pa_s_kg,feature_probe_dp_pa,feature_probe_resistance_pa_s_kg,feature_probe_status
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,test_section_complex,minor_feature,feature_endpoint_or_probe,4880.1779576486515,433218.11118546955,0.25127800000000006,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,left_upper_leg|test_section_span|left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh,9,2.3325990725,207.0670727811563,4880.1779576486515,433218.11118546955,probe_ready_for_downstream_review
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,Salt 1,test_section_span,major_span,direct_prgh_terminal,1.61534856971566,739.994505820596,nan,ncc_pipeleg_left_05_fitting_end,ncc_pipeleg_left_03_fitting_start,test_section_span,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh,10,,,,,
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,left_lower_leg,major_span,direct_prgh_terminal,3.851632296685841,1206.9942224337922,nan,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_left_06_connector_start,left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh,0,,,,,
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,corner_lower_left,minor_feature,feature_endpoint_or_probe,373.506242705832,34166.02093085928,0.20635081146333206,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg|lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh,1,0.33574365500000036,30.711734992787306,373.506242705832,34166.02093085928,probe_ready_for_downstream_review
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,lower_leg,major_span,direct_prgh_terminal,5.960185520427561,594.1821169524793,nan,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_lower_09_fitting_end,lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh,2,,,,,
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,corner_lower_right,minor_feature,feature_endpoint_or_probe,356.31274585909597,32593.267102477086,0.2063504440343609,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg|right_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh,3,2.325679055,212.73861099604682,356.31274585909597,32593.267102477086,probe_ready_for_downstream_review
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,right_leg,major_span,direct_prgh_terminal,19.669838310724405,2085.934247581033,nan,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_right_03_upper_end,right_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh,4,,,,,
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,corner_upper_right,minor_feature,feature_endpoint_or_probe,214.55952689532637,19626.566971718577,0.2294842671364168,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,right_leg|upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh,5,4.3360210368250005,396.6321537963841,214.55952689532637,19626.566971718577,probe_ready_for_downstream_review
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,upper_leg,major_span,direct_prgh_terminal,nan,5951.3874980041965,nan,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_upper_01_straight_start,upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh,6,,,,,
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,corner_upper_left,minor_feature,feature_endpoint_or_probe,558.9931952149363,51133.21016956383,0.24229320516510972,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,upper_leg|left_upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh,7,12.109459175,1107.6977793923652,558.9931952149363,51133.21016956383,probe_ready_for_downstream_review
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,left_upper_leg,major_span,direct_prgh_terminal,nan,1969.6834778179857,nan,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_01_upper_start,left_upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh,8,,,,,
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,test_section_complex,minor_feature,feature_endpoint_or_probe,4880.325724780242,446421.75095738826,0.25127800000000006,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,left_upper_leg|test_section_span|left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh,9,2.68480077,245.5888250715303,4880.325724780242,446421.75095738826,probe_ready_for_downstream_review
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,Salt 1,test_section_span,major_span,direct_prgh_terminal,1.9555761265331695,880.3886417773257,nan,ncc_pipeleg_left_05_fitting_end,ncc_pipeleg_left_03_fitting_start,test_section_span,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh,10,,,,,
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,Salt 2,left_lower_leg,major_span,direct_prgh_terminal,5.337870265866158,1342.0436402253365,nan,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_left_06_connector_start,left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,0,,,,,
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,Salt 2,corner_lower_left,minor_feature,feature_endpoint_or_probe,370.8586253157969,28175.04730494903,0.20635081146333206,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg|lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,1,0.4834753445000002,36.73081808590687,370.8586253157969,28175.04730494903,probe_ready_for_downstream_review
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,Salt 2,lower_leg,major_span,direct_prgh_terminal,7.451823515593944,624.3198270373897,nan,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_lower_09_fitting_end,lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,2,,,,,
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,Salt 2,corner_lower_right,minor_feature,feature_endpoint_or_probe,353.8229515030272,26880.80501750661,0.2063504440343609,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg|right_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,3,2.52685953525,191.97177058510147,353.8229515030272,26880.80501750661,probe_ready_for_downstream_review
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,Salt 2,right_leg,major_span,direct_prgh_terminal,17.037530420806938,1541.0854651417285,nan,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_right_03_upper_end,right_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,4,,,,,
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,Salt 2,corner_upper_right,minor_feature,feature_endpoint_or_probe,219.44052455386947,16671.439567202495,0.2294842671364168,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,right_leg|upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,5,7.2126631295,547.9638627665163,219.44052455386947,16671.439567202495,probe_ready_for_downstream_review
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,Salt 2,upper_leg,major_span,direct_prgh_terminal,nan,4633.42914852731,nan,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_upper_01_straight_start,upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,6,,,,,
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,Salt 2,corner_upper_left,minor_feature,feature_endpoint_or_probe,570.8820914018745,43371.324900693675,0.24229320516510972,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,upper_leg|left_upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,7,4.0819625675000015,310.1167954187659,570.8820914018745,43371.324900693675,probe_ready_for_downstream_review
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,Salt 2,left_upper_leg,major_span,direct_prgh_terminal,nan,1925.2218664210247,nan,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_01_upper_start,left_upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,8,,,,,
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,Salt 2,test_section_complex,minor_feature,feature_endpoint_or_probe,4848.5892300266405,368359.31967859785,0.25127800000000006,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,left_upper_leg|test_section_span|left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,9,4.623219924,351.23745591453655,4848.5892300266405,368359.31967859785,probe_ready_for_downstream_review
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,Salt 2,test_section_span,major_span,direct_prgh_terminal,3.708518865310821,1265.590020708951,nan,ncc_pipeleg_left_05_fitting_end,ncc_pipeleg_left_03_fitting_start,test_section_span,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,10,,,,,
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,Salt 2,left_lower_leg,major_span,direct_prgh_terminal,4.937023955608906,1352.5720640624818,nan,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_left_06_connector_start,left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh,0,,,,,
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,Salt 2,corner_lower_left,minor_feature,feature_endpoint_or_probe,370.962675802169,30298.591603979283,0.20635081146333206,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg|lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh,1,0.42106361025000005,34.39061446997268,370.962675802169,30298.591603979283,probe_ready_for_downstream_review
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,Salt 2,lower_leg,major_span,direct_prgh_terminal,7.373807337541721,657.3248213146641,nan,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_lower_09_fitting_end,lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh,2,,,,,
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,Salt 2,corner_lower_right,minor_feature,feature_endpoint_or_probe,353.75074557289,28892.79722424708,0.2063504440343609,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg|right_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh,3,2.3393691957499994,191.0693352631469,353.75074557289,28892.79722424708,probe_ready_for_downstream_review
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,Salt 2,right_leg,major_span,direct_prgh_terminal,21.66697872475313,2117.6811623353015,nan,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_right_03_upper_end,right_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh,4,,,,,
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,Salt 2,corner_upper_right,minor_feature,feature_endpoint_or_probe,213.03977436000918,17400.14707619832,0.2294842671364168,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,right_leg|upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh,5,4.42628578975,361.5194579242573,213.03977436000918,17400.14707619832,probe_ready_for_downstream_review
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,Salt 2,upper_leg,major_span,direct_prgh_terminal,nan,5144.262067031617,nan,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_upper_01_straight_start,upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh,6,,,,,
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,Salt 2,corner_upper_left,minor_feature,feature_endpoint_or_probe,566.3991786217359,46260.981271984216,0.24229320516510972,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,upper_leg|left_upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh,7,8.12923494,663.9599764780943,566.3991786217359,46260.981271984216,probe_ready_for_downstream_review
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,Salt 2,left_upper_leg,major_span,direct_prgh_terminal,nan,2312.3333607575055,nan,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_01_upper_start,left_upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh,8,,,,,
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,Salt 2,test_section_complex,minor_feature,feature_endpoint_or_probe,4850.4777606194875,396165.5830614282,0.25127800000000006,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,left_upper_leg|test_section_span|left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh,9,4.475436191249999,365.53384546068503,4850.4777606194875,396165.5830614282,probe_ready_for_downstream_review
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,Salt 2,test_section_span,major_span,direct_prgh_terminal,3.5102325146590068,1296.9500218496853,nan,ncc_pipeleg_left_05_fitting_end,ncc_pipeleg_left_03_fitting_start,test_section_span,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh,10,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,Salt 3,left_lower_leg,major_span,direct_prgh_terminal,5.436047652638442,1178.6342994979043,nan,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_left_06_connector_start,left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,0,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,Salt 3,corner_lower_left,minor_feature,feature_endpoint_or_probe,369.05463307864426,24725.085935234853,0.20635081146333206,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg|lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,1,0.64197996475,43.009918788257856,369.05463307864426,24725.085935234853,probe_ready_for_downstream_review
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,Salt 3,lower_leg,major_span,direct_prgh_terminal,7.816160245930969,584.3120198577905,nan,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_lower_09_fitting_end,lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,2,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,Salt 3,corner_lower_right,minor_feature,feature_endpoint_or_probe,351.75745069509253,23566.248509721187,0.2063504440343609,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg|right_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,3,2.6360796765,176.60609213839498,351.75745069509253,23566.248509721187,probe_ready_for_downstream_review
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,Salt 3,right_leg,major_span,direct_prgh_terminal,11.841127395902289,875.987723520375,nan,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_right_03_upper_end,right_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,4,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,Salt 3,corner_upper_right,minor_feature,feature_endpoint_or_probe,233.82654051982627,15665.380651269013,0.2294842671364168,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,right_leg|upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,5,10.57082165125,708.1999528170172,233.82654051982627,15665.380651269013,probe_ready_for_downstream_review
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,Salt 3,upper_leg,major_span,direct_prgh_terminal,nan,4138.20078337916,nan,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_upper_01_straight_start,upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,6,,,,,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,Salt 3,corner_upper_left,minor_feature,feature_endpoint_or_probe,571.8783033938298,38313.40654893126,0.24229320516510972,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,upper_leg|left_upper_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,7,1.55220586,103.99117051457476,571.8783033938298,38313.40654893126,probe_ready_for_downstream_review
