source_id,case_id,span,uncertainty_term,qoi_family,status,value,units,basis,fit_impact
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,right_leg,local_dynamic_pressure_normalization,K,upper_bound_only,8.747643945836534,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,right_leg,development_model_form,development_loss,model_form_proxy_only,1.385941057806892,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.26718280106369635,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.13248929039002666,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,local_dynamic_pressure_normalization,K,upper_bound_only,8.747643945836534,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,development_model_form,development_loss,model_form_proxy_only,0.7655269557534745,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.26718280106369635,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.11097741699474317,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,local_dynamic_pressure_normalization,K,upper_bound_only,8.747643945836534,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,development_model_form,development_loss,model_form_proxy_only,0.0,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.26718280106369635,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.13228900343922345,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,local_dynamic_pressure_normalization,K,upper_bound_only,8.747643945836534,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,development_model_form,development_loss,model_form_proxy_only,0.0,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.26718280106369635,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.008616023515000792,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,local_dynamic_pressure_normalization,K,upper_bound_only,8.747643945836534,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,development_model_form,development_loss,model_form_proxy_only,1.30088784272575,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.13617186966824774,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.00938316096214542,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,local_dynamic_pressure_normalization,K,upper_bound_only,7.232679771356456,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,development_model_form,development_loss,model_form_proxy_only,1.4202603308614044,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.13617186966824774,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,3.413243284677847e-07,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,local_dynamic_pressure_normalization,K,upper_bound_only,7.232679771356456,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,development_model_form,development_loss,model_form_proxy_only,1.616219651946336,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.13617186966824774,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.11163165405025677,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,local_dynamic_pressure_normalization,K,upper_bound_only,7.232679771356456,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,development_model_form,development_loss,model_form_proxy_only,0.8510894868542376,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.13617186966824774,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.11592579886031873,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,local_dynamic_pressure_normalization,K,upper_bound_only,7.232679771356456,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,development_model_form,development_loss,model_form_proxy_only,0.0,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.13617186966824774,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.1202440350052284,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,local_dynamic_pressure_normalization,K,upper_bound_only,7.232679771356456,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,development_model_form,development_loss,model_form_proxy_only,0.0,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.13617186966824774,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.008639546232347417,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,local_dynamic_pressure_normalization,K,upper_bound_only,7.232679771356456,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,development_model_form,development_loss,model_form_proxy_only,1.4514521262637978,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.399076139558551,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.009340229601800254,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,local_dynamic_pressure_normalization,K,upper_bound_only,7.285125042276657,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,development_model_form,development_loss,model_form_proxy_only,1.5827901558356592,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.399076139558551,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,1.599834199550454e-05,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,local_dynamic_pressure_normalization,K,upper_bound_only,7.285125042276657,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,development_model_form,development_loss,model_form_proxy_only,1.8552346025050652,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.399076139558551,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.09953937648896216,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,local_dynamic_pressure_normalization,K,upper_bound_only,7.285125042276657,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,development_model_form,development_loss,model_form_proxy_only,0.9513494159679482,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.399076139558551,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.13148454883871796,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,local_dynamic_pressure_normalization,K,upper_bound_only,7.285125042276657,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,development_model_form,development_loss,model_form_proxy_only,0.0,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.399076139558551,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.11616237090089832,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,local_dynamic_pressure_normalization,K,upper_bound_only,7.285125042276657,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,development_model_form,development_loss,model_form_proxy_only,0.0,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,mesh_gci,L_m;D_h;section_means;f;K;Nu,not_quantified,,,TODO-MESH-UNCERTAINTY remains open; coarse mesh only in admitted package,paper_grade_bounds_blocked
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,time_window_uq,monitor_histories,quantified_from_quasi_steady_package,0.399076139558551,native_qoi_units,work_products/2026-07-07_time_window_quasi_steady_uq/quasi_steady_observations.csv,carry_as_observation_uncertainty
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,station_placement_sensitivity,pressure_gradient,diagnostic_proxy,,fraction,early_vs_late_total_pressure_proxy_slope,large_values_flag_development_or_feature_contamination
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,pressure_averaging_method_sensitivity,section_mean_pressure,diagnostic_proxy,0.009203637262539366,1_minus_flow_alignment,single-leg mask flow-alignment from section-mean extraction,high_values_reduce_section_mean_confidence
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,local_dynamic_pressure_normalization,K,upper_bound_only,7.285125042276657,K,work_products/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,minor_loss_coefficients_not_closure_grade
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,development_model_form,development_loss,model_form_proxy_only,1.632051335209415,Pa,Shah_minus_F1 proxy; station relaxation rows provide diagnostic challenge,do_not_tune_as_settled_loss_without_development_validation
