case_key,display_label,salt_family,variant,split_role,admission_status,group,quantity_label,series_role,series_name,unit,n_window,t_start,t_end,dt_median,window_seconds,osc_mean,osc_minimum,osc_maximum,osc_peak_to_peak,osc_rmse_about_mean,osc_var_about_mean,osc_rmse_about_trend,osc_var_about_trend,osc_cov,fit_slope,fit_intercept,fit_r2,fit_slope_se,fit_t_stat,rel_drift_over_window,drift_ratio,near_zero_mean,trend_resolved,unc_tau_int,unc_n_eff,unc_sem_naive,unc_sem_corrected,unc_rel_sem_naive,unc_rel_sem_corrected,verdict,postprocessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 3 (0.44376 0.837299 0),K,301,7584,7884,1,300,432.486155,432.486155,432.486155,0,2.50111043e-12,6.255553382e-24,2.50111043e-12,6.255553382e-24,5.783099415e-15,0,432.486155,0,1.664653305e-15,0,0,0,false,false,1,301,1.441616085e-13,1.441616085e-13,3.333323087e-16,3.333323087e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 4 (0.282856 0.890185 -0.010497),K,301,7584,7884,1,300,430.336429,430.336429,430.336429,0,1.875832822e-12,3.518748778e-24,1.875832822e-12,3.518748778e-24,4.358991468e-15,0,430.336429,0,1.248489979e-15,0,0,0,false,false,1,301,1.081212064e-13,1.081212064e-13,2.512480913e-16,2.512480913e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 5 (0.282856 0.879688 0),K,301,7584,7884,1,300,427.159021,427.159021,427.159021,0,4.547473509e-13,2.067951531e-25,4.547473509e-13,2.067951531e-25,1.064585619e-15,0,427.159021,0,3.026642372e-16,0,0,0,false,false,1,301,2.621120155e-14,2.621120155e-14,6.136169498e-17,6.136169498e-17,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 6 (0.282856 0.890185 0.010497),K,301,7584,7884,1,300,430.336397,430.336397,430.336397,0,2.785327524e-12,7.758049417e-24,2.785327524e-12,7.758049417e-24,6.472442358e-15,0,430.336397,0,1.853818453e-15,0,0,0,false,false,1,301,1.605436095e-13,1.605436095e-13,3.730653754e-16,3.730653754e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 7 (0.282856 0.900681 0),K,301,7584,7884,1,300,435.11278,435.11278,435.11278,0,1.421085472e-12,2.019483917e-24,1.421085472e-12,2.019483917e-24,3.266016391e-15,0,435.11278,0,9.458257413e-16,0,0,0,false,false,1,301,8.191000485e-14,8.191000485e-14,1.882500552e-16,1.882500552e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 8 (0.887519 0.534132 -0.010497),K,301,7584,7884,1,300,426.778578,426.778578,426.778578,0,1.534772309e-12,2.355526041e-24,1.534772309e-12,2.355526041e-24,3.59617935e-15,0,426.778578,0,1.021491801e-15,0,0,0,false,false,1,301,8.846280524e-14,8.846280524e-14,2.072803318e-16,2.072803318e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 9 (0.877023 0.534132 0),K,301,7584,7884,1,300,421.90542,421.90542,421.90542,0,1.591615728e-12,2.533240626e-24,1.591615728e-12,2.533240626e-24,3.772446744e-15,0,421.90542,0,1.05932483e-15,0,0,0,false,false,1,301,9.173920543e-14,9.173920543e-14,2.174402155e-16,2.174402155e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 10 (0.887519 0.534132 0.010497),K,301,7584,7884,1,300,426.77874,426.77874,426.77874,0,2.273736754e-12,5.169878828e-24,2.273736754e-12,5.169878828e-24,5.327671089e-15,0,426.77874,0,1.513321186e-15,0,0,0,false,false,1,301,1.310560078e-13,1.310560078e-13,3.070818564e-16,3.070818564e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 11 (0.898016 0.534132 0),K,301,7584,7884,1,300,425.768246,425.768246,425.768246,0,3.240074875e-12,1.04980852e-23,3.240074875e-12,1.04980852e-23,7.609949557e-15,0,425.768246,0,2.15648269e-15,0,0,0,false,false,1,301,1.867548111e-13,1.867548111e-13,4.386302004e-16,4.386302004e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 12 (0.887519 0.229332 -0.010497),K,301,7584,7884,1,300,425.684489,425.684489,425.684489,0,2.955857781e-12,8.73709522e-24,2.955857781e-12,8.73709522e-24,6.9437761e-15,0,425.684489,0,1.967317542e-15,0,0,0,false,false,1,301,1.703728101e-13,1.703728101e-13,4.002326007e-16,4.002326007e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 13 (0.877023 0.229332 0),K,301,7584,7884,1,300,422.693832,422.693832,422.693832,0,1.591615728e-12,2.533240626e-24,1.591615728e-12,2.533240626e-24,3.765410346e-15,0,422.693832,0,1.05932483e-15,0,0,0,false,false,1,301,9.173920543e-14,9.173920543e-14,2.170346442e-16,2.170346442e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 14 (0.887519 0.229332 0.010497),K,301,7584,7884,1,300,425.684548,425.684548,425.684548,0,1.762145985e-12,3.105158471e-24,1.762145985e-12,3.105158471e-24,4.139558255e-15,0,425.684548,0,1.172823919e-15,0,0,0,false,false,1,301,1.01568406e-13,1.01568406e-13,2.386001712e-16,2.386001712e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 15 (0.898016 0.229332 0),K,301,7584,7884,1,300,423.652419,423.652419,423.652419,0,1.98951966e-12,3.958188478e-24,1.98951966e-12,3.958188478e-24,4.696113066e-15,0,423.652419,0,1.324156038e-15,0,0,0,false,false,1,301,1.146740068e-13,1.146740068e-13,2.706794571e-16,2.706794571e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 16 (0.887519 -0.075468 -0.010497),K,301,7584,7884,1,300,424.486326,424.486326,424.486326,0,1.421085472e-12,2.019483917e-24,1.421085472e-12,2.019483917e-24,3.347776794e-15,0,424.486326,0,9.458257413e-16,0,0,0,false,false,1,301,8.191000485e-14,8.191000485e-14,1.929626465e-16,1.929626465e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 17 (0.887519 -0.085964 0),K,301,7584,7884,1,300,424.8259,424.8259,424.8259,0,1.023181539e-12,1.046900463e-24,1.023181539e-12,1.046900463e-24,2.408472599e-15,0,424.8259,0,6.809945338e-16,0,0,0,false,false,1,301,5.897520349e-14,5.897520349e-14,1.388220527e-16,1.388220527e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 18 (0.887519 -0.075468 0.010497),K,301,7584,7884,1,300,424.486326,424.486326,424.486326,0,1.421085472e-12,2.019483917e-24,1.421085472e-12,2.019483917e-24,3.347776794e-15,0,424.486326,0,9.458257413e-16,0,0,0,false,false,1,301,8.191000485e-14,8.191000485e-14,1.929626465e-16,1.929626465e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 19 (0.887519 -0.064971 0),K,301,7584,7884,1,300,424.801639,424.801639,424.801639,0,1.705302566e-12,2.908056841e-24,1.705302566e-12,2.908056841e-24,4.01435025e-15,0,424.801639,0,1.13499089e-15,0,0,0,false,false,1,301,9.829200582e-14,9.829200582e-14,2.313833018e-16,2.313833018e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 20 (0.648452 -0.203343 -0.010497),K,301,7584,7884,1,300,433.541214,433.541214,433.541214,0,2.046363079e-12,4.187601851e-24,2.046363079e-12,4.187601851e-24,4.720111982e-15,0,433.541214,0,1.361989068e-15,0,0,0,false,false,1,301,1.17950407e-13,1.17950407e-13,2.720627317e-16,2.720627317e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 21 (0.648452 -0.21384 0),K,301,7584,7884,1,300,426.537964,426.537964,426.537964,0,1.98951966e-12,3.958188478e-24,1.98951966e-12,3.958188478e-24,4.664343688e-15,0,426.537964,0,1.324156038e-15,0,0,0,false,false,1,301,1.146740068e-13,1.146740068e-13,2.688483007e-16,2.688483007e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 22 (0.648452 -0.203343 0.010497),K,301,7584,7884,1,300,433.541228,433.541228,433.541228,0,1.136868377e-12,1.292469707e-24,1.136868377e-12,1.292469707e-24,2.62228435e-15,0,433.541228,0,7.566605931e-16,0,0,0,false,false,1,301,6.552800388e-14,6.552800388e-14,1.511459572e-16,1.511459572e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 23 (0.648452 -0.192847 0),K,301,7584,7884,1,300,441.150729,441.150729,441.150729,0,6.252776075e-13,3.909720864e-25,6.252776075e-13,3.909720864e-25,1.417378611e-15,0,441.150729,0,4.161633262e-16,0,0,0,false,false,1,301,3.604040214e-14,3.604040214e-14,8.169634496e-17,8.169634496e-17,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 24 (0.44376 -0.122713 -0.010497),K,301,7584,7884,1,300,435.528463,435.528463,435.528463,0,1.98951966e-12,3.958188478e-24,1.98951966e-12,3.958188478e-24,4.568058874e-15,0,435.528463,0,1.324156038e-15,0,0,0,false,false,1,301,1.146740068e-13,1.146740068e-13,2.632985362e-16,2.632985362e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 25 (0.44376 -0.133209 0),K,301,7584,7884,1,300,428.62221,428.62221,428.62221,0,1.136868377e-12,1.292469707e-24,1.136868377e-12,1.292469707e-24,2.6523786e-15,0,428.62221,0,7.566605931e-16,0,0,0,false,false,1,301,6.552800388e-14,6.552800388e-14,1.528805609e-16,1.528805609e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 26 (0.44376 -0.122713 0.010497),K,301,7584,7884,1,300,435.52849,435.52849,435.52849,0,2.160049917e-12,4.665815643e-24,2.160049917e-12,4.665815643e-24,4.95960647e-15,0,435.52849,0,1.437655127e-15,0,0,0,false,false,1,301,1.245032074e-13,1.245032074e-13,2.858669645e-16,2.858669645e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 27 (0.44376 -0.112216 0),K,301,7584,7884,1,300,450.275808,450.275808,450.275808,0,2.50111043e-12,6.255553382e-24,2.50111043e-12,6.255553382e-24,5.554618715e-15,0,450.275808,0,1.664653305e-15,0,0,0,false,false,1,301,1.441616085e-13,1.441616085e-13,3.201629001e-16,3.201629001e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_nominal,salt1_jin_nominal_continuation_corrected,salt1,nominal,canonical_forward_train,user_requested_forward_train_reporting_row,wall_temperature,TW,individual,probe 28 (0.239068 -0.042083 -0.010497),K,301,7584,7884,1,300,438.384564,438.384564,438.384564,0,3.637978807e-12,1.32348898e-23,3.637978807e-12,1.32348898e-23,8.298601515e-15,0,438.384564,0,2.421313898e-15,0,0,0,false,false,1,301,2.096896124e-13,2.096896124e-13,4.783234394e-16,4.783234394e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
