case_key,case_id,source_id,physical_junction_bucket,physical_junction_label,patch_subrole,patch_name,bc_type,area_m2,h_W_m2K,Ta_K,Tsur_K,emissivity,thickness_total_m,wall_layer_metadata_status,realized_wallHeatFlux_W,realized_external_loss_positive_W,T_wall_shell_K,T_wall_shell_min_K,T_wall_shell_max_K,T_wall_to_ambient_drive_K,temperature_proxy_status,setup_radiation_policy,realized_flux_replay_policy,predictive_runtime_policy,source_paths,temperature_source_path
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_right,lower-right junction/stub group,stub,junction_lower_right_lower_stub,externalTemperature,0.000386841,64.70511208873087,299.19,,,,h_only,-0.29245768,0.29245768,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_right,lower-right junction/stub group,extension,junction_lower_right_right_extension,rcExternalTemperature,0.002183347,3.6516960127672866,299.19,299.19,0.95,0.041656001,h_and_layers_present,-0.853812114,0.853812114,430.172588088,390.678887,439.073335,130.982588088,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_right,lower-right junction/stub group,step,junction_lower_right_right_step,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_right,lower-right junction/stub group,stub,junction_lower_right_right_stub,externalTemperature,0.000505262,78.20769810451635,299.19,,,,h_only,-4.602934675,4.602934675,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_right,lower-right junction/stub group,ncc_interface,ncc_junction_lower_right_left_start,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_right,lower-right junction/stub group,ncc_interface,ncc_junction_lower_right_upper_end,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upper_left,upper-left junction/stub group,corner_body,junction_upper_left,rcExternalTemperature,0.002687301,4.717643273041631,299.19,299.19,0.95,0.041656001,h_and_layers_present,-1.264636399,1.264636399,453.632446828,449.664348,456.621428,154.44244682800002,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upper_left,upper-left junction/stub group,extension,junction_upper_left_upper_extension,rcExternalTemperature,0.010633262,3.9323445544910767,299.19,299.19,0.95,0.041656001,h_and_layers_present,-4.87757424,4.87757424,450.149702181,423.6311,456.266105,150.959702181,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upper_left,upper-left junction/stub group,stub,junction_upper_left_upper_stub,externalTemperature,0.000386841,69.35811242006397,299.19,,,,h_only,-3.610737921,3.610737921,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upper_left,upper-left junction/stub group,ncc_interface,ncc_junction_upper_left_lower_end,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upper_left,upper-left junction/stub group,ncc_interface,ncc_junction_upper_left_right_start,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upper_right,upper-right junction/stub group,corner_body,junction_upper_right,rcExternalTemperature,0.00292452,4.394061092147244,299.19,299.19,0.95,0.041656001,h_and_layers_present,-1.292050988,1.292050988,445.23238196,427.325747,451.201603,146.04238196,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upper_right,upper-right junction/stub group,extension,junction_upper_right_right_extension,rcExternalTemperature,0.002183347,3.6977259554279094,299.19,299.19,0.95,0.041656001,h_and_layers_present,-0.928071736,0.928071736,440.069442987,396.204641,450.351652,140.879442987,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upper_right,upper-right junction/stub group,step,junction_upper_right_right_step,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upper_right,upper-right junction/stub group,stub,junction_upper_right_right_stub,externalTemperature,0.000505262,82.62567204110032,299.19,,,,h_only,-5.233766697,5.233766697,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upper_right,upper-right junction/stub group,extension,junction_upper_right_upper_extension,rcExternalTemperature,0.005316631,4.438262265140018,299.19,299.19,0.95,0.041656001,h_and_layers_present,-2.31490906,2.31490906,442.3882778,413.848508,450.57677,143.19827780000003,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upper_right,upper-right junction/stub group,stub,junction_upper_right_upper_stub,externalTemperature,0.000386841,89.89063857101944,299.19,,,,h_only,-4.369507668,4.369507668,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upper_right,upper-right junction/stub group,ncc_interface,ncc_junction_upper_right_left_end,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt2_mainline,salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upper_right,upper-right junction/stub group,ncc_interface,ncc_junction_upper_right_lower_start,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_left,lower-left junction/stub group,corner_body,junction_lower_left,rcExternalTemperature,0.002924521,4.430053787713603,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,-1.333872702,1.333872702,450.382201537,405.979783,487.695523,150.59220153700005,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_left,lower-left junction/stub group,extension,junction_lower_left_left_extension,rcExternalTemperature,0.002183347,3.7298904334527156,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,-0.987019102,0.987019102,448.257612094,401.40392,460.54357,148.46761209400006,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_left,lower-left junction/stub group,step,junction_lower_left_left_step,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_left,lower-left junction/stub group,stub,junction_lower_left_left_stub,externalTemperature,0.000505262,80.28924498719647,299.78999999999996,,,,h_only,-5.417875854,5.417875854,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_left,lower-left junction/stub group,extension,junction_lower_left_lower_extension,rcExternalTemperature,0.001910429,5.814527160888802,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,-0.302599946,0.302599946,349.289788578,316.207587,400.560152,49.49978857800005,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_left,lower-left junction/stub group,stub,junction_lower_left_lower_stub,externalTemperature,0.000386841,87.29542952374743,299.78999999999996,,,,h_only,-0.549089561,0.549089561,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_left,lower-left junction/stub group,ncc_interface,ncc_junction_lower_left_right_end,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_left,lower-left junction/stub group,ncc_interface,ncc_junction_lower_left_upper_start,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_right,lower-right junction/stub group,corner_body,junction_lower_right,rcExternalTemperature,0.00292452,4.424167894759508,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,-1.329200119,1.329200119,449.029829528,428.962382,456.372437,149.23982952800003,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_right,lower-right junction/stub group,extension,junction_lower_right_lower_extension,rcExternalTemperature,0.003544421,4.899832376164366,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,-0.715041638,0.715041638,364.155020949,313.486702,444.915725,64.36502094900004,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_right,lower-right junction/stub group,stub,junction_lower_right_lower_stub,externalTemperature,0.000386841,65.94799399143895,299.78999999999996,,,,h_only,-0.348213686,0.348213686,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_right,lower-right junction/stub group,extension,junction_lower_right_right_extension,rcExternalTemperature,0.002183347,3.724506149106734,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,-0.933521289,0.933521289,441.237358436,398.605164,451.110156,141.44735843600006,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_right,lower-right junction/stub group,step,junction_lower_right_right_step,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_right,lower-right junction/stub group,stub,junction_lower_right_right_stub,externalTemperature,0.000505262,79.78060863062345,299.78999999999996,,,,h_only,-5.088970667,5.088970667,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_right,lower-right junction/stub group,ncc_interface,ncc_junction_lower_right_left_start,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
