case_slug,fluid,group,series,unit,n_window,t_start,t_end,window_s,verdict,osc_mean,osc_rmse_about_trend,fit_slope,fit_slope_se,unc_sem_corrected,unc_rel_sem_corrected,drift_over_window,half_drift_over_window,two_sided_95_sem,paper_envelope_abs,paper_envelope_rel,near_zero_mean,trend_resolved,drift_ratio,rel_drift_over_window,use_note
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,temperature,probe 0 (0.887519 0.70409 0),K,301,7615.0,7915.0,300,steady,450.8767079966778,0.018544855944072514,3.701720974237595e-05,1.2342819958944851e-05,0.0016764005239395707,3.718090764519872e-06,0.0111051629227,0.00555258146136,0.00328574502692,0.0273831824324,6.07331936795e-05,False,False,0.5988271333141482,2.4630154376470056e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,temperature,probe 1 (0.887519 -0.245426 0),K,301,7615.0,7915.0,300,steady,445.510906714286,0.036364163105793476,3.657512309960716e-05,2.4202739537374254e-05,0.002924645436008002,6.564699970148269e-06,0.0109725369299,0.00548626846494,0.00573230505458,0.0475827366253,0.000106804874826,False,False,0.30174039473863273,2.4629109556051857e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,temperature,probe 2 (-0 0 0),K,301,7615.0,7915.0,300,steady,441.6814575813955,0.0004795517860283563,3.5603996391737684e-05,3.1917321837327847e-07,0.0003897506619350314,8.824247775065495e-07,0.0106811989175,0.00534059945876,0.000763911297393,0.00658406254218,1.49068122041e-05,False,True,22.273296083375897,2.418303674329121e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,temperature,probe 3 (-0 0.323501 0),K,301,7615.0,7915.0,300,steady,449.6749669534878,0.00026545573808218413,3.378060636729288e-05,1.7667823314984967e-07,0.00037971885445192607,8.444296043973521e-07,0.0101341819102,0.00506709095509,0.000744248954726,0.0060767956479,1.35137512525e-05,False,True,38.17654115674215,2.2536682392720553e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,temperature,probe 4 (-0 0.574779 0),K,301,7615.0,7915.0,300,steady,450.4687004119599,0.0001199999170391676,3.3467283888143784e-05,7.9867828338466e-08,0.0003826744892291524,8.495029485493471e-07,0.0100401851664,0.00502009258322,0.000750041998889,0.00589013449915,1.30755688326e-05,False,True,83.66826756360216,2.22883080606072e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,temperature,probe 5 (-0 0.949515 0),K,301,7615.0,7915.0,300,steady,452.33891857807316,0.0002614679430370633,3.3381167851094756e-05,1.7402409356399696e-07,0.0003519303955885446,7.780236922678185e-07,0.0100143503553,0.00500717517766,0.000689783575354,0.00595842669605,1.31724829577e-05,False,True,38.30049006775903,2.2139042085541797e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,wall_temperature,wall T (spatial mean),K,301,7615.0,7915.0,300,steady,448.93545971337954,0.0009618048437152493,3.2001054642244506e-05,6.401443104988292e-07,0.00036198762508353385,8.063244220330533e-07,0.00960031639267,0.00480015819634,0.000709495745164,0.00647145878522,1.44151205818e-05,False,True,9.981563781264974,2.1384624860782045e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,mdot,lower (heater),kg/s,301,7318.0,7618.0,300,steady,-0.014981961293455155,4.370304160865561e-06,-1.4012392110185015e-08,2.908724531809189e-09,8.565540097978569e-07,5.7172355008822585e-05,-4.20371763306e-06,2.10185881653e-06,1.6788458592e-06,8.1510088366e-06,0.000544054858836,False,False,0.9618821661655093,0.00028058526855838904,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,temperature,probe 0 (0.887519 0.70409 0),K,301,7318.0,7618.0,300,steady,463.77197750498345,0.02564558558896563,5.103270511100714e-05,1.7068822029188567e-05,0.003981762099484342,8.5856030390313e-06,0.0153098115333,0.00765490576665,0.00780425371499,0.0411047450706,8.86313685698e-05,False,False,0.5969764847128076,3.301150624853704e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,temperature,probe 1 (0.887519 -0.245426 0),K,301,7318.0,7618.0,300,steady,459.6434260963457,0.046630019562285796,5.9122434709912185e-05,3.103534143781427e-05,0.003746040488478561,8.149883748567644e-06,0.017736730413,0.00886836520649,0.00734223935742,0.0628406241262,0.000136716029336,False,False,0.3803714984352926,3.8588021509647054e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,temperature,probe 2 (-0 0 0),K,301,7318.0,7618.0,300,steady,456.2742559202657,0.005572721508478273,7.913728278805022e-05,3.7090122709997113e-06,0.002074715343416944,4.547079561244197e-06,0.0237411848364,0.0118705924182,0.0040664420731,0.0215097559998,4.71421644344e-05,False,True,4.260249646478028,5.203270736485263e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,temperature,probe 3 (-0 0.323501 0),K,301,7318.0,7618.0,300,steady,463.4707694418602,0.0011053760617568559,6.615223955468639e-05,7.357003882013563e-07,0.0010876276243209954,2.3467016606695236e-06,0.0198456718664,0.0099228359332,0.00213175014367,0.0131599621386,2.83943735103e-05,False,True,17.953773881138446,4.2819683947501774e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,temperature,probe 4 (-0 0.574779 0),K,301,7318.0,7618.0,300,steady,463.9731995282392,0.0008667908908288134,6.485251809640631e-05,5.769062827890593e-07,0.0012199345793987623,2.6293212207928667e-06,0.0194557554289,0.00972787771446,0.00239107177562,0.0129857403809,2.79881260256e-05,False,True,22.445731300104654,4.193292942071698e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,temperature,probe 5 (-0 0.949515 0),K,301,7318.0,7618.0,300,steady,465.49954596677713,0.003582212212652553,6.495792875845501e-05,2.38419756555921e-06,0.0008228973645619871,1.767772647023629e-06,0.0194873786275,0.00974368931377,0.00161287883454,0.014938780361,3.20919332584e-05,False,True,5.440040251860598,4.18633676367266e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,wall_temperature,wall T (spatial mean),K,301,7318.0,7618.0,300,steady,461.7136774469193,0.0017255650019729711,6.292801432512892e-05,1.1484768720253274e-06,0.0010343322029161945,2.24020264817714e-06,0.0188784042975,0.00943920214877,0.00202729111772,0.0131920582685,2.85719460195e-05,False,True,10.940419095167986,4.088768693604279e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,mdot,lower (heater),kg/s,301,9700.0,10000.0,300,steady,-0.017080866363920272,3.633935865472417e-05,-3.379841178851965e-08,2.4186230545627307e-08,8.51138171029356e-06,0.0004982991804368928,-1.01395235366e-05,5.06976176828e-06,1.66823081522e-05,5.80914285752e-05,0.00340096499425,False,False,0.2790231834550482,0.0005936188083511677,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 0 (0.887519 0.70409 0),K,301,9700.0,10000.0,300,steady,478.9987347109633,0.07084557751790324,3.974701326703862e-05,4.7152386129504874e-05,0.010226408387268852,2.134955198459899e-05,0.0119241039801,0.00596205199006,0.020043760439,0.096851389947,0.000202195502678,False,False,0.16831119736582387,2.4893811018742693e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 1 (0.887519 -0.245426 0),K,301,9700.0,10000.0,300,steady,475.15116218272436,0.2894962135813196,-0.00011897732327120815,0.00019267874896448435,0.02768187302223693,5.8259087266194195e-05,-0.0356931969814,0.0178465984907,0.0542564711236,0.361599283196,0.00076101946491,False,False,0.12329417556038677,7.511966679697661e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 2 (-0 0 0),K,301,9700.0,10000.0,300,steady,474.38752589701045,0.05592298613050076,3.0311722954393645e-05,3.722042120235312e-05,0.012993849649634256,2.739079115763938e-05,0.00909351688632,0.00454675844316,0.0254679453133,0.0859376898869,0.00018115503717,False,False,0.16260785618810922,1.9168962904585934e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 3 (-0 0.323501 0),K,301,9700.0,10000.0,300,steady,479.0838671063125,0.02120791562240418,-7.257336912302895e-06,1.4115261128005508e-05,0.004744111930823053,9.902466471012051e-06,-0.00217720107369,0.00108860053685,0.00929845938441,0.0315949755437,6.59487361461e-05,False,False,0.10265983288762519,4.544509266908232e-06,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 4 (-0 0.574779 0),K,301,9700.0,10000.0,300,steady,479.4084167009965,0.015399606481976188,3.025788651505694e-06,1.0249449810710754e-05,0.003463027696904323,7.22354380161871e-06,0.000907736595452,0.000453868297726,0.00678753428593,0.0226410090656,4.72269744896e-05,False,False,0.058945441009426426,1.8934515203095751e-06,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 5 (-0 0.949515 0),K,301,9700.0,10000.0,300,steady,480.83044414285746,0.05113195349977697,6.067827770578339e-06,3.403167423355529e-05,0.006536225766302928,1.3593618802475364e-05,0.00182034833117,0.000910174165587,0.012811002502,0.0648531301673,0.000134877337651,False,False,0.035600993245475,3.785842500922562e-06,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,wall_temperature,wall T (spatial mean),K,301,9700.0,10000.0,300,steady,476.95771341097844,0.0162060224029318,-6.095167153027395e-06,1.0786172584637895e-05,0.002663567879066834,5.584494818247602e-06,-0.00182855014591,0.000914275072954,0.00522059304297,0.0223408905189,4.68404009217e-05,False,False,0.11283152031046305,3.833778329804719e-06,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,heat,total_Q,W,301,9700.0,10000.0,300,steady,0.056404664412292346,0.04593864194602249,-8.229332567939096e-05,3.057518421324925e-05,0.006310070901723131,0.11187143771655822,-0.0246879977038,0.0123439988519,0.0123677389674,0.0706503797653,1.25256271802,True,False,0.5374124409865114,nan,"Use absolute W components; total_Q is a near-zero net residual, so relative percentages can be misleading."
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,mdot,lower (heater),kg/s,301,9700.0,10000.0,300,quasi-steady (bounded drift/oscillation),-0.006551288200269102,4.086099270200817e-05,-1.1351644466040336e-07,2.719567505865951e-08,1.3100990520117122e-05,0.0019997579284603876,-3.40549333981e-05,1.70274666991e-05,2.56779414194e-05,8.35664008205e-05,0.0127557204424,False,False,0.8334338239522833,0.005198204132848584,"Use with caveat: bounded oscillation/drift screen, not fully steady."
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,temperature,probe 0 (0.887519 0.70409 0),K,301,9700.0,10000.0,300,steady,315.4583744950165,0.012458315769403474,-4.763054718283002e-07,8.29182760961701e-06,0.0030373477630098408,9.628363069682347e-06,-0.000142891641548,7.14458207742e-05,0.0059532016155,0.0184829632057,5.8590814827e-05,False,False,0.011469579371187503,4.529651234563988e-07,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,temperature,probe 1 (0.887519 -0.245426 0),K,301,9700.0,10000.0,300,steady,314.2570625016609,0.06181788015786809,0.00023810585025629537,4.1143860450211525e-05,0.007994533805833794,2.5439472202129237e-05,0.0714317550769,0.0357158775384,0.0156692862594,0.113203043956,0.000360224343264,False,False,1.1555193237695789,0.0002273035791407586,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,temperature,probe 2 (-0 0 0),K,301,9700.0,10000.0,300,steady,315.61005396345524,0.08234757286315242,-2.1859350069304808e-05,5.4807719670146866e-05,0.014138411901278472,4.479708971158305e-05,-0.00655780502079,0.0032789025104,0.0277112873265,0.1133377627,0.000359106946299,False,False,0.07963568072236193,2.077818795199337e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,temperature,probe 3 (-0 0.323501 0),K,301,9700.0,10000.0,300,steady,315.9341864086376,0.14082302493181803,-6.862033398594284e-06,9.372697464188162e-05,0.009883324387833334,3.1282858307236126e-05,-0.00205861001958,0.00102930500979,0.0193713158002,0.161223645742,0.000510307692797,False,False,0.014618419257610735,6.515945751168647e-06,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,temperature,probe 4 (-0 0.574779 0),K,301,9700.0,10000.0,300,steady,315.9802736943522,0.09982436338097342,-4.4843184528397375e-05,6.643967191998935e-05,0.008649205697232727,2.737261284101268e-05,-0.0134529553585,0.00672647767926,0.0169524431666,0.123503284227,0.000390857577224,False,False,0.13476625247462737,4.257530130356257e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,temperature,probe 5 (-0 0.949515 0),K,301,9700.0,10000.0,300,steady,315.914559641196,0.06674844939663906,-0.00023142030890406496,4.4425478198701695e-05,0.01020894468895809,3.2315524490397116e-05,-0.0694260926712,0.0347130463356,0.0200095315904,0.121471027323,0.000384505948256,False,False,1.0401154378683628,0.0002197622444184626,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,wall_temperature,wall T (spatial mean),K,301,9700.0,10000.0,300,steady,314.97843933736004,0.016720517340576804,-5.680022664773976e-05,1.1128602766047342e-05,0.0027109721976277474,8.606850054025888e-06,-0.0170400679943,0.00852003399716,0.00531350550735,0.0305540568451,9.70036454221e-05,False,False,1.019111289874366,5.409915685076792e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,mdot,lower (heater),kg/s,301,9199.0,9499.0,300,quasi-steady (bounded drift/oscillation),-0.007915485754514943,8.089874770634956e-05,8.78107784832019e-08,5.3843431345862336e-08,2.3775977508690283e-05,0.0030037294293819698,2.6343233545e-05,1.31716167725e-05,4.6600915917e-05,0.000140671280396,0.017771654799,False,False,0.32563215490779407,0.003328062782493741,"Use with caveat: bounded oscillation/drift screen, not fully steady."
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,temperature,probe 0 (0.887519 0.70409 0),K,301,9199.0,9499.0,300,steady,319.97632689036544,0.28232319662353356,0.00017950705727047339,0.00018790463493850238,0.047743150535032496,0.00014920838362955172,0.0538521171811,0.0269260585906,0.0935765750487,0.402825830263,0.00125892385283,False,False,0.1907463425789685,0.00016830031679060292,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,temperature,probe 1 (0.887519 -0.245426 0),K,301,9199.0,9499.0,300,steady,319.28418315946817,0.04031847709430174,0.00010956669732240147,2.6834595280470215e-05,0.006293360353937564,1.971084283493715e-05,0.0328700091967,0.0164350045984,0.0123349862937,0.0690884679864,0.000216385501163,False,False,0.8152591954264563,0.00010294906835489356,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,temperature,probe 2 (-0 0 0),K,301,9199.0,9499.0,300,steady,320.53644703986726,0.1514375249509356,-0.00035154353919604584,0.00010079162173783602,0.029628361816639817,9.243367514133187e-05,-0.105463061759,0.0527315308794,0.0580715891606,0.262240644991,0.000818130504074,False,False,0.6964130045903935,0.00032902049901893557,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,temperature,probe 3 (-0 0.323501 0),K,301,9199.0,9499.0,300,steady,321.08625323920273,0.14271732313445223,-0.00010046210512418814,9.498775454409164e-05,0.010331088802275533,3.217543167311832e-05,-0.0301386315373,0.0150693157686,0.0202489340525,0.178035572956,0.000554478963704,False,False,0.21117710783338617,9.386459629837772e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,temperature,probe 4 (-0 0.574779 0),K,301,9199.0,9499.0,300,steady,321.10536321926884,0.09374202883516236,-0.00014877562297860292,6.23914786929607e-05,0.008477927117479774,2.6402321756583578e-05,-0.0446326868936,0.0223163434468,0.0166167371503,0.132675109432,0.000413182477247,False,False,0.47612247620609727,0.000138997014706052,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,temperature,probe 5 (-0 0.949515 0),K,301,9199.0,9499.0,300,steady,321.0035341794021,0.12586552176986812,-5.52177404237508e-05,8.377177363519461e-05,0.013733411403778355,4.27827420619707e-05,-0.0165653221271,0.00828266106356,0.0269174863514,0.161065669185,0.000501756685005,False,False,0.1316112776095521,5.1604796718117216e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,wall_temperature,wall T (spatial mean),K,301,9199.0,9499.0,300,steady,320.02253450407744,0.016360063180459072,-4.7832456521576874e-05,1.0888696841989309e-05,0.0024362020881895366,7.61259544414519e-06,-0.0143497369565,0.00717486847824,0.00477495609285,0.0283098877515,8.84621696888e-05,False,False,0.8771198985107098,4.483977035776595e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,mdot,lower (heater),kg/s,301,8159.0,8459.0,300,quasi-steady (bounded drift/oscillation),-0.008964009239348834,9.069405837650031e-05,-1.3823036941145399e-07,6.036285411238136e-08,2.1292854155593652e-05,0.002375371732341098,-4.14691108234e-05,2.07345554117e-05,4.1733994145e-05,0.000153162607933,0.0170863955897,False,False,0.4572417594467383,0.004626178946960635,"Use with caveat: bounded oscillation/drift screen, not fully steady."
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,temperature,probe 0 (0.887519 0.70409 0),K,301,8159.0,8459.0,300,steady,324.13979377408634,0.22414886600117714,-0.000506662463752173,0.00014918579607184714,0.024333599411840177,7.507131145026831e-05,-0.151998739126,0.0759993695628,0.0476938548472,0.347842090411,0.00107312368642,False,False,0.6781151376641524,0.0004689295854602459,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,temperature,probe 1 (0.887519 -0.245426 0),K,301,8159.0,8459.0,300,steady,323.4111307607973,0.0626427920314608,-3.339910365009489e-05,4.1692893495734045e-05,0.008093932656283508,2.502675970750672e-05,-0.010019731095,0.00500986554751,0.0158641080063,0.0835167655853,0.000258237140413,False,False,0.15995026355141237,3.098140460242633e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,temperature,probe 2 (-0 0 0),K,301,8159.0,8459.0,300,steady,324.5545169933555,0.1960556579636387,-5.126112780797029e-05,0.00013048792050342835,0.022955816387879576,7.073023232133769e-05,-0.0153783383424,0.0076891691712,0.0449934001202,0.248738227255,0.000766398907522,False,False,0.07843863575333908,4.7382912691694026e-05,Use as steady-window uncertainty component.
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,temperature,probe 3 (-0 0.323501 0),K,301,8159.0,8459.0,300,steady,325.3098229601334,0.15431542642585774,-0.00025313063122923876,0.00010270705423683583,0.012010870492219166,3.692132743772417e-05,-0.0759391893688,0.0379695946844,0.0235413061647,0.215826327275,0.000663448540567,False,False,0.49210368093210244,0.00023343650885721318,Use as steady-window uncertainty component.
