artifact,role,path,exists,notes
TODO.md,read_only_input,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/TODO.md,True,input evidence; not mutated
slurm-saltq_sel_cont-3293924.out,read_only_input,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/slurm-saltq_sel_cont-3293924.out,True,input evidence; not mutated
slurm-saltq_sel_cont-3293924.err,read_only_input,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/slurm-saltq_sel_cont-3293924.err,True,input evidence; not mutated
refreshed_qoi_mesh_gate_status.csv,read_only_input,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv,True,input evidence; not mutated
thermal_admission_table.csv,read_only_input,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv,True,input evidence; not mutated
fit_safety_summary.csv,read_only_input,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv,True,input evidence; not mutated
upcomer_recirculation_onset_conditions.csv,read_only_input,work_products/2026-07/2026-07-14/2026-07-14_upcomer_recirculation_internal_nu_admissibility/upcomer_recirculation_onset_conditions.csv,True,input evidence; not mutated
blocked_missing_metrics.csv,read_only_input,work_products/2026-07/2026-07-14/2026-07-14_upcomer_recirculation_internal_nu_admissibility/blocked_missing_metrics.csv,True,input evidence; not mutated
next_evidence_requirements.csv,read_only_input,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv,True,input evidence; not mutated
mesh-gci-and-uncertainty.md,read_only_input,operational_notes/maps/mesh-gci-and-uncertainty.md,True,input evidence; not mutated
cfd-runs-and-admission.md,read_only_input,operational_notes/maps/cfd-runs-and-admission.md,True,input evidence; not mutated
thermal-boundary-and-radiation.md,read_only_input,operational_notes/maps/thermal-boundary-and-radiation.md,True,input evidence; not mutated
salt_cfd_candidate_inventory.csv,generated_output,work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/salt_cfd_candidate_inventory.csv,True,generated by tools/analyze/build_salt_cfd_training_evidence_inventory.py
corrected_q_perturbation_status.csv,generated_output,work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/corrected_q_perturbation_status.csv,True,generated by tools/analyze/build_salt_cfd_training_evidence_inventory.py
steady_state_admission_matrix.csv,generated_output,work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/steady_state_admission_matrix.csv,True,generated by tools/analyze/build_salt_cfd_training_evidence_inventory.py
bc_role_label_inventory.csv,generated_output,work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/bc_role_label_inventory.csv,True,generated by tools/analyze/build_salt_cfd_training_evidence_inventory.py
recommended_salt_split.csv,generated_output,work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/recommended_salt_split.csv,True,generated by tools/analyze/build_salt_cfd_training_evidence_inventory.py
run_actions_needed.csv,generated_output,work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/run_actions_needed.csv,True,generated by tools/analyze/build_salt_cfd_training_evidence_inventory.py
upcomer_onset_candidate_cases.csv,generated_output,work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/upcomer_onset_candidate_cases.csv,True,generated by tools/analyze/build_salt_cfd_training_evidence_inventory.py
excluded_or_diagnostic_salt_runs.csv,generated_output,work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/excluded_or_diagnostic_salt_runs.csv,True,generated by tools/analyze/build_salt_cfd_training_evidence_inventory.py
