source_id,case_label,branch_name,latest_time_s,time_row_count,nu_mean,nu_latest,nu_latest_vs_mean_fraction,htc_mean_w_m2_k,htc_latest_w_m2_k,htc_latest_vs_mean_fraction,residual_mean_fraction,residual_latest_fraction,residual_latest_vs_mean_fraction
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,upcomer,3297.0,4,5.085266454115417,5.08521443073402,1.0230217406862561e-05,128.7421400068025,128.74085162266715,1.0007478011998578e-05,1.0175477141128835,1.0173195024377566,0.0002242761415132617
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,upper_leg,3297.0,4,13.321686810501102,13.321820412434226,1.0028905124718409e-05,326.5621583908421,326.56548404335996,1.0183826975641732e-05,2.004698386083692,2.004724607708666,1.3080084842705723e-05
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,left_lower_leg,2082.0,4,6.761028035533995,6.765623924937669,0.0006797619207492906,168.76486418265512,168.87945869964392,0.0006790188084693745,0.3741715403737007,0.37345711315426106,0.0019093574533384403
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,left_upper_leg,2082.0,4,5.94196318143725,5.937024312366204,0.0008311847314159438,148.14845873942153,148.02569229845307,0.0008286717392341971,0.49278104080215007,0.5029833630523766,0.020703560822102916
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,lower_leg,2082.0,4,11.334391180407744,11.34258800850045,0.0007231820361797779,281.5899001142819,281.7941102992341,0.000725204223835227,1.6825324904868832,1.6765604243447216,0.0035494507095274255
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,right_leg,2082.0,4,2.4246089873364958,2.4197370727382057,0.002009360941799528,60.34818681642814,60.22698987649887,0.002008294636886709,7.352802674543106,7.378651245047002,0.0035154718068782865
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_span,2082.0,4,9.223215958210599,9.228907364603376,0.0006170739597299809,246.20739624727602,246.35938078547906,0.0006173028939000437,2.0242215180753087,2.017317543013946,0.0034106815878171045
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,upcomer,2082.0,4,7.409058822711025,7.409888475580752,0.00011197817287999425,188.95638702277398,188.97767312999778,0.00011265090087288661,1.1775156375828568,1.1770608428721505,0.00038623241695531687
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,upper_leg,2082.0,4,13.963235750543943,13.970597446536447,0.0005272199169320225,344.70715708760815,344.88885374385507,0.0005271043913971728,2.0035634315996687,1.995248303177614,0.004150169787944134
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,left_lower_leg,2983.0,4,5.297303743555994,5.296717191818511,0.00011072646876178995,132.26796490726883,132.25333638616405,0.00011059761231707442,0.301626742274807,0.29598911865715555,0.018690728730263322
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,left_upper_leg,2983.0,4,5.412677383519313,5.4140432542341195,0.00025234659633799827,134.9961694779463,135.03018368731688,0.0002519642557423745,0.5564695637215374,0.5597030677789765,0.005810747376395822
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,lower_leg,2983.0,4,10.94666536798389,10.945401820747849,0.0001154275931131233,271.9659162382648,271.9346119061566,0.00011510387971114467,1.6846758979039773,1.6845753296520698,5.969590473315486e-05
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,right_leg,2983.0,4,2.4868872148603085,2.485982395580712,0.0003638360735419308,61.915698457338195,61.89315924069676,0.000364030725696553,7.372536226860932,7.385122914139648,0.00170723980071584
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_span,2983.0,4,8.265646177967604,8.266760151283389,0.0001347714736150674,220.71880792823433,220.74845858086186,0.00013433677404228611,1.9234930898863267,1.924544775355806,0.0005467581219860088
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,upcomer,2983.0,4,6.422609599159053,6.423253480679053,0.00010025232112575935,163.85092349892778,163.86731219940054,0.00010002202076613325,1.13130017152649,1.1313235027411899,2.062336353073466e-05
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,upper_leg,2983.0,4,13.772953765632742,13.772070838229222,6.410588596639103e-05,340.0597211467364,340.0380977878431,6.358694531765254e-05,2.0056032728331337,2.005410545925181,9.609423287410258e-05
