source_id,case_id,name,loss_class,span_or_feature,pressure_basis,velocity_basis,plane_or_tap_span,included_fittings,delta_p_basis_pa,straight_loss_correction_pa,K_local,K_apparent,f_D_delta_p,fit_use_status,coefficient_naming_status,source_status,provenance_author_title,source_path,quality_flags
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,branch_apparent:lower_leg,branch_apparent,lower_leg,debuoyed_total_pressure_proxy_from_pressure_term_ledger,q_ref_pa_from_pressure_ledger,lower_leg__s01->lower_leg__s03,bend_minor_loss_upper_bound,7.696880161078721,7.696880161078721,8.291311570464572,8.291311570464572,1.502749527152471,fit_target,reject_universal_name,pressure_ledger_reduction,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",work_products/2026-07/2026-07-08/2026-07-08_pressure_term_ledger/pressure_term_ledger.csv,coarse_no_gci
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,branch_apparent:right_leg,branch_apparent,right_leg,debuoyed_total_pressure_proxy_from_pressure_term_ledger,q_ref_pa_from_pressure_ledger,right_leg__s01->right_leg__s03,bend_minor_loss_upper_bound,10.513645224087313,10.513645224087313,10.7252053702797,10.7252053702797,1.7676038798120834,fit_target,candidate_pending_other_gates,pressure_ledger_reduction,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",work_products/2026-07/2026-07-08/2026-07-08_pressure_term_ledger/pressure_term_ledger.csv,coarse_no_gci
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,branch_apparent:left_lower_leg,branch_apparent,left_lower_leg,debuoyed_total_pressure_proxy_from_pressure_term_ledger,q_ref_pa_from_pressure_ledger,left_lower_leg__s01->left_lower_leg__s03,straight_span_only,2.1895176546978283,2.1895176546978283,NaN,NaN,1.0482172998594788,not_fit_recirculation,reject_universal_name,pressure_ledger_reduction,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",work_products/2026-07/2026-07-08/2026-07-08_pressure_term_ledger/pressure_term_ledger.csv,recirculation_invalid_single_f;coarse_no_gci
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,straight_section:test_section_span,straight_section,test_section_span,debuoyed_total_pressure_proxy_from_pressure_term_ledger,q_ref_pa_from_pressure_ledger,test_section_span__s01->test_section_span__s03,straight_span_only,0.8868644229824224,0.8868644229824224,NaN,NaN,0.5191262299479986,fit_target,candidate_pending_other_gates,pressure_ledger_reduction,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",work_products/2026-07/2026-07-08/2026-07-08_pressure_term_ledger/pressure_term_ledger.csv,coarse_no_gci
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,branch_apparent:left_upper_leg,branch_apparent,left_upper_leg,debuoyed_total_pressure_proxy_from_pressure_term_ledger,q_ref_pa_from_pressure_ledger,left_upper_leg__s01->left_upper_leg__s03,bend_minor_loss_upper_bound,0.8725413540292285,0.8725413540292285,6.6750308324628325,6.6750308324628325,0.4384055937762863,not_fit_recirculation,reject_universal_name,pressure_ledger_reduction,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",work_products/2026-07/2026-07-08/2026-07-08_pressure_term_ledger/pressure_term_ledger.csv,recirculation_invalid_single_f;coarse_no_gci
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,branch_apparent:upper_leg,branch_apparent,upper_leg,debuoyed_total_pressure_proxy_from_pressure_term_ledger,q_ref_pa_from_pressure_ledger,upper_leg__s01->upper_leg__s03,bend_minor_loss_upper_bound,6.761584463927169,6.761584463927169,13.577588617003988,13.577588617003988,1.3261715194456618,fit_target,reject_universal_name,pressure_ledger_reduction,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",work_products/2026-07/2026-07-08/2026-07-08_pressure_term_ledger/pressure_term_ledger.csv,coarse_no_gci
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,cluster_K:corner_lower_left,cluster_K,corner_lower_left,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,mean,ncc_pipeleg_left_07_lower_end->ncc_pipeleg_lower_01_fitting_start,left_lower_leg;lower_leg,0.49951598888872795,0.37368540109087495,2.068513235146338,8.211480628569191,,,reject_universal_name,computed_from_preserved_two_tap_feature_rows,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,cluster_K:corner_lower_right,cluster_K,corner_lower_right,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,mean,ncc_pipeleg_lower_09_fitting_end->ncc_pipeleg_right_01_lower_start,lower_leg;right_leg,0.764693936138507,0.3593775973257073,8.747643945836534,16.503825877025502,,,candidate_pending_other_gates,computed_from_preserved_two_tap_feature_rows,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,cluster_K:corner_upper_right,cluster_K,corner_upper_right,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,mean,ncc_pipeleg_right_03_upper_end->ncc_pipeleg_upper_01_straight_start,right_leg;upper_leg,0.5996790416038161,0.3375586270047289,6.959989290443755,15.923062359144723,,,reject_universal_name,computed_from_preserved_two_tap_feature_rows,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,cluster_K:corner_upper_left,cluster_K,corner_upper_left,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,mean,ncc_pipeleg_upper_09_straight_end->ncc_pipeleg_left_01_upper_start,upper_leg;left_upper_leg,0.397984716988182,0.3300474592911758,1.0660717239286341,6.245177796682506,,,reject_universal_name,computed_from_preserved_two_tap_feature_rows,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent;downstream_span_recirculation_invalid_single_stream
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,cluster_K:test_section_complex,cluster_K,test_section_complex,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,,->,left_upper_leg;test_section_span;left_lower_leg,,,,,,,reject_universal_name,missing_preserved_two_tap_feature_output,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,feature_not_in_preserved_bend_minor_loss;requires_raw_two_tap_extraction;coarse_no_gci
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,cluster_K:corner_lower_left,cluster_K,corner_lower_left,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,mean,ncc_pipeleg_left_07_lower_end->ncc_pipeleg_lower_01_fitting_start,left_lower_leg;lower_leg,0.656791856335483,0.3693900231152213,3.6337489304866963,8.304110933357741,,,reject_universal_name,computed_from_preserved_two_tap_feature_rows,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,cluster_K:corner_lower_right,cluster_K,corner_lower_right,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,mean,ncc_pipeleg_lower_09_fitting_end->ncc_pipeleg_right_01_lower_start,lower_leg;right_leg,0.8372878613242898,0.39878369422962623,7.232679771356456,13.810210784371353,,,candidate_pending_other_gates,computed_from_preserved_two_tap_feature_rows,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,cluster_K:corner_upper_right,cluster_K,corner_upper_right,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,mean,ncc_pipeleg_right_03_upper_end->ncc_pipeleg_upper_01_straight_start,right_leg;upper_leg,0.7097390466380116,0.3793135541355117,6.6732125324752225,14.333759374743044,,,reject_universal_name,computed_from_preserved_two_tap_feature_rows,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,cluster_K:corner_upper_left,cluster_K,corner_upper_left,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,mean,ncc_pipeleg_upper_09_straight_end->ncc_pipeleg_left_01_upper_start,upper_leg;left_upper_leg,0.5025792250818311,0.3304497416344269,2.1319154340581776,6.224711684075602,,,reject_universal_name,computed_from_preserved_two_tap_feature_rows,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent;downstream_span_recirculation_invalid_single_stream
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,cluster_K:test_section_complex,cluster_K,test_section_complex,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,,->,left_upper_leg;test_section_span;left_lower_leg,,,,,,,reject_universal_name,missing_preserved_two_tap_feature_output,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,feature_not_in_preserved_bend_minor_loss;requires_raw_two_tap_extraction;coarse_no_gci
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,cluster_K:corner_lower_left,cluster_K,corner_lower_left,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,mean,ncc_pipeleg_left_07_lower_end->ncc_pipeleg_lower_01_fitting_start,left_lower_leg;lower_leg,0.8638360651323387,0.3787111423131125,4.6563486384138955,8.291311570464572,,,reject_universal_name,computed_from_preserved_two_tap_feature_rows,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,cluster_K:corner_lower_right,cluster_K,corner_lower_right,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,mean,ncc_pipeleg_lower_09_fitting_end->ncc_pipeleg_right_01_lower_start,lower_leg;right_leg,0.8743618005933114,0.44170130903059657,5.307153885802752,10.7252053702797,,,candidate_pending_other_gates,computed_from_preserved_two_tap_feature_rows,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,cluster_K:corner_upper_right,cluster_K,corner_upper_right,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,mean,ncc_pipeleg_right_03_upper_end->ncc_pipeleg_upper_01_straight_start,right_leg;upper_leg,0.9034003411668073,0.4186762392453998,7.285125042276657,13.577588617003988,,,reject_universal_name,computed_from_preserved_two_tap_feature_rows,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,cluster_K:corner_upper_left,cluster_K,corner_upper_left,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,mean,ncc_pipeleg_upper_09_straight_end->ncc_pipeleg_left_01_upper_start,upper_leg;left_upper_leg,0.7016926242834748,0.33266100131347115,3.5105078437926305,6.6750308324628325,,,reject_universal_name,computed_from_preserved_two_tap_feature_rows,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,coarse_no_gci;tap_length_proxy_abs_dz_not_centerline_length;K_local_still_upper_bound;recirculation_adjacent;downstream_span_recirculation_invalid_single_stream
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,cluster_K:test_section_complex,cluster_K,test_section_complex,two_tap_total_pressure_feature_loss_minus_buoyancy_dynamic_and_straight_proxy,,->,left_upper_leg;test_section_span;left_lower_leg,,,,,,,reject_universal_name,missing_preserved_two_tap_feature_output,"Lin et al., State-of-the-Art Review on Measurement of Pressure Losses of Fluid Flow Through Pipe Fittings; Salehi et al., Experimental Determination and Computational Fluid Dynamics Predictions of Pressure Loss in Close-Coupled Elbows (RP-1682)",work_products/2026-07/2026-07-08/2026-07-08_minor_loss_two_tap/minor_loss_two_tap.csv,feature_not_in_preserved_bend_minor_loss;requires_raw_two_tap_extraction;coarse_no_gci
