source_id,time_s,feature_name,feature_kind,start_patch,end_patch,start_p_pa,end_p_pa,delta_p_pa,start_p_rgh_pa,end_p_rgh_pa,delta_p_rgh_pa,abs_delta_p_rgh_pa,profile_dp_pa,wall_dp_pa,minor_residual_dp_pa,minor_k_reference,warning_flag,note
val_salt_test_2_coarse_mesh_laminar,7483.0,corner_lower_left,corner,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,-342.4587092,-3.918229935,338.540479265,-6.163906948,-5.635919566,0.5279873820000001,0.5279873820000001,nan,nan,nan,nan,0,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN.
val_salt_test_2_coarse_mesh_laminar,7484.0,corner_upper_right,corner,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,-13162.2335,-13496.02321,-333.7897099999991,4.904075899,12.65450222,7.750426320999999,7.750426320999999,nan,nan,nan,nan,1,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN. delta_p_pa and delta_p_rgh_pa have inconsistent nonzero signs.
val_salt_test_2_coarse_mesh_laminar,7485.0,corner_upper_right,corner,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,-13162.22199,-13496.0099,-333.7879099999991,4.885681296,12.66520023,7.779518934,7.779518934,nan,nan,nan,nan,1,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN. delta_p_pa and delta_p_rgh_pa have inconsistent nonzero signs.
val_salt_test_2_coarse_mesh_laminar,7486.0,corner_upper_right,corner,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,-13162.2094,-13495.99551,-333.7861100000009,4.837318289,12.67607968,7.838761391000001,7.838761391000001,nan,nan,nan,nan,1,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN. delta_p_pa and delta_p_rgh_pa have inconsistent nonzero signs.
val_salt_test_2_coarse_mesh_laminar,7487.0,corner_upper_right,corner,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,-13162.19165,-13495.97613,-333.78447999999844,4.79434577,12.69211376,7.89776799,7.89776799,nan,nan,nan,nan,1,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN. delta_p_pa and delta_p_rgh_pa have inconsistent nonzero signs.
val_salt_test_2_coarse_mesh_laminar,7483.0,corner_upper_left,corner,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,-18182.34044,-17851.59828,330.7421600000016,-24.01893134,-21.57011133,2.448820010000002,2.448820010000002,nan,nan,nan,nan,0,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN.
val_salt_test_2_coarse_mesh_laminar,7484.0,corner_upper_left,corner,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,-18182.32477,-17851.58266,330.74210999999923,-24.0026753,-21.55532557,2.447349729999999,2.447349729999999,nan,nan,nan,nan,0,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN.
val_salt_test_2_coarse_mesh_laminar,7485.0,corner_upper_left,corner,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,-18182.31054,-17851.56844,330.7420999999995,-23.98892496,-21.54226885,2.4466561099999993,2.4466561099999993,nan,nan,nan,nan,0,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN.
val_salt_test_2_coarse_mesh_laminar,7486.0,corner_upper_left,corner,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,-18182.2964,-17851.55429,330.74210999999923,-23.97686125,-21.5281358,2.4487254499999977,2.4487254499999977,nan,nan,nan,nan,0,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN.
val_salt_test_2_coarse_mesh_laminar,7487.0,corner_upper_left,corner,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,-18182.27787,-17851.53579,330.74208,-23.95930308,-21.50942737,2.4498757100000006,2.4498757100000006,nan,nan,nan,nan,0,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN.
val_salt_test_2_coarse_mesh_laminar,7483.0,test_section_complex,connector_expansion_contraction,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,-10991.35065,-6223.277496,4768.073154000001,-6.581136994,-11.65231894,-5.071181946,5.071181946,nan,nan,nan,nan,1,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN. delta_p_pa and delta_p_rgh_pa have inconsistent nonzero signs.
val_salt_test_2_coarse_mesh_laminar,7484.0,test_section_complex,connector_expansion_contraction,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,-10991.33489,-6223.261568,4768.073322,-6.565596208,-11.63653904,-5.070942832000001,5.070942832000001,nan,nan,nan,nan,1,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN. delta_p_pa and delta_p_rgh_pa have inconsistent nonzero signs.
val_salt_test_2_coarse_mesh_laminar,7485.0,test_section_complex,connector_expansion_contraction,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,-10991.3203,-6223.246892,4768.073407999999,-6.551192552,-11.62197879,-5.070786238,5.070786238,nan,nan,nan,nan,1,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN. delta_p_pa and delta_p_rgh_pa have inconsistent nonzero signs.
val_salt_test_2_coarse_mesh_laminar,7486.0,test_section_complex,connector_expansion_contraction,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,-10991.30626,-6223.233226,4768.073033999999,-6.537359707,-11.60842213,-5.071062422999999,5.071062422999999,nan,nan,nan,nan,1,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN. delta_p_pa and delta_p_rgh_pa have inconsistent nonzero signs.
val_salt_test_2_coarse_mesh_laminar,7487.0,test_section_complex,connector_expansion_contraction,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,-10991.28831,-6223.215949,4768.072361,-6.519617017,-11.59125812,-5.071641103000001,5.071641103000001,nan,nan,nan,nan,1,delta columns use end minus start in the FEATURE_BUDGETS geometric patch order. profile_dp_pa and wall_dp_pa are deferred in this first extractor; minor_residual_dp_pa and minor_k_reference therefore remain NaN. delta_p_pa and delta_p_rgh_pa have inconsistent nonzero signs.
