source_id,case_label,family,span_name,time_sample_count,bin_row_count,s_min_m,s_max_m,dynamic_pressure_mean_pa,dynamic_pressure_min_pa,dynamic_pressure_max_pa
val_water_test_2_coarse_mesh_laminar,Water 2,water,test_section_span,5,135,0.0,0.25127800000000006,0.15754191064102446,0.09242434465130811,0.4699714766839518
val_water_test_2_coarse_mesh_laminar,Water 2,water,upper_leg,5,470,0.0,0.9238969228247695,0.10578974682506917,0.0820099257237043,0.26587604969630074
val_water_test_3_coarse_mesh_laminar,Water 3,water,left_lower_leg,5,170,0.0,0.323501,0.14271799107101962,0.07093087925905796,0.5661066771562331
val_water_test_3_coarse_mesh_laminar,Water 3,water,left_upper_leg,5,195,0.0,0.37473599999999996,0.14101130893908034,0.07298062987015924,0.5842850593202543
val_water_test_3_coarse_mesh_laminar,Water 3,water,lower_leg,5,460,0.0,0.9004136306150922,0.13197800721426678,0.10035281956951615,0.18626859847524288
val_water_test_3_coarse_mesh_laminar,Water 3,water,right_leg,5,465,0.0,0.9144000000000001,0.13172765969003708,0.11649532713004479,0.18918959272011715
val_water_test_3_coarse_mesh_laminar,Water 3,water,test_section_span,5,135,0.0,0.25127800000000006,0.19204745873017395,0.11218818683278989,0.5759676035596949
val_water_test_3_coarse_mesh_laminar,Water 3,water,upper_leg,5,470,0.0,0.9238969228247695,0.1289657548817697,0.09956116990821218,0.32581014860856555
val_water_test_4_coarse_mesh_laminar,Water 4,water,left_lower_leg,5,170,0.0,0.323501,0.22105584447084708,0.11002777662491953,0.8756196631105438
val_water_test_4_coarse_mesh_laminar,Water 4,water,left_upper_leg,5,195,0.0,0.37473599999999996,0.21844787496317056,0.11322252796231565,0.9038356282444153
val_water_test_4_coarse_mesh_laminar,Water 4,water,lower_leg,5,460,0.0,0.9004136306150922,0.20447108385490503,0.15569588908914853,0.2881778338724749
val_water_test_4_coarse_mesh_laminar,Water 4,water,right_leg,5,465,0.0,0.9144000000000001,0.2045275885819673,0.1817764540022778,0.2926356502814063
val_water_test_4_coarse_mesh_laminar,Water 4,water,test_section_span,5,135,0.0,0.25127800000000006,0.2982550356702511,0.17513047218895642,0.8909100822853985
val_water_test_4_coarse_mesh_laminar,Water 4,water,upper_leg,5,470,0.0,0.9238969228247695,0.19977873185558223,0.15445892520511856,0.5040135057945956
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,left_lower_leg,4,136,0.0,0.323501,0.24407234705914183,0.12215166427112631,0.9615298433094244
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,left_upper_leg,4,156,0.0,0.37473599999999996,0.241722944677709,0.12597310262691375,0.9947250638650474
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,lower_leg,4,368,0.0,0.9004136306150922,0.22600228424325672,0.17304169594182855,0.3168088884291
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,right_leg,4,372,0.0,0.9144000000000001,0.2251292735665569,0.20047539781053444,0.3211376496843054
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,test_section_span,4,108,0.0,0.25127800000000006,0.3289898310013997,0.19354385467443694,0.9798317652932144
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,upper_leg,4,376,0.0,0.9238969228247695,0.22112103101793157,0.17188784597035622,0.5548288349323206
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,left_lower_leg,4,136,0.0,0.323501,0.22988902764689134,0.11505376119228607,0.9056493750434371
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,left_upper_leg,4,156,0.0,0.37473599999999996,0.22771071841351528,0.11867116029295321,0.9370576510817418
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,lower_leg,4,368,0.0,0.9004136306150922,0.2128504266398135,0.1629752538122642,0.29836374740964405
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,right_leg,4,372,0.0,0.9144000000000001,0.21202681413095678,0.1888123776759394,0.30244094523698895
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,test_section_span,4,108,0.0,0.25127800000000006,0.30991121648310094,0.18232148744902313,0.9230026216900046
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,upper_leg,4,376,0.0,0.9238969228247695,0.20828597993423104,0.16191629796126952,0.5226114462347362
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,left_lower_leg,4,136,0.0,0.323501,0.3356478499500311,0.167963942610359,1.322442837187097
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,left_upper_leg,4,156,0.0,0.37473599999999996,0.33234454602069563,0.173180857216349,1.3677999011947468
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,lower_leg,4,368,0.0,0.9004136306150922,0.31082401512057367,0.23796343548202406,0.4357516974164987
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,right_leg,4,372,0.0,0.9144000000000001,0.30968608218536675,0.27574443598451504,0.441801893279665
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,test_section_span,4,108,0.0,0.25127800000000006,0.45235374953480273,0.2660901540103982,1.3473926592673096
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,upper_leg,4,376,0.0,0.9238969228247695,0.3040225423290182,0.23631092276372923,0.7629178391494096
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,left_lower_leg,4,136,0.0,0.323501,0.2902730404868367,0.14527444127087802,1.1435328733496006
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,left_upper_leg,4,156,0.0,0.37473599999999996,0.2874214462134481,0.14978930992162226,1.1827749317153435
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,lower_leg,4,368,0.0,0.9004136306150922,0.26878661873338017,0.20580443847712235,0.37677254776020486
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,right_leg,4,372,0.0,0.9144000000000001,0.2677926046646469,0.2384723774944476,0.3819871284036411
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,test_section_span,4,108,0.0,0.25127800000000006,0.39118700333276074,0.230136186980345,1.1650648646635915
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,upper_leg,4,376,0.0,0.9238969228247695,0.2629433328490797,0.20440555052741669,0.6597525056802173
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,left_lower_leg,4,136,0.0,0.323501,0.43391204707663256,0.21711933587055296,1.7098094174882303
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,left_upper_leg,4,156,0.0,0.37473599999999996,0.42951836862702786,0.22379893926979127,1.7679437080106044
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,lower_leg,4,368,0.0,0.9004136306150922,0.40173178179393154,0.307540724823619,0.5632568879888843
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,right_leg,4,372,0.0,0.9144000000000001,0.40037310918624397,0.3564680535250263,0.5712444704117704
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,test_section_span,4,108,0.0,0.25127800000000006,0.5846879980652478,0.34390580950354166,1.7417706802450068
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,upper_leg,4,376,0.0,0.9238969228247695,0.3928726930652799,0.3053517037774631,0.985983394071725
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,left_lower_leg,4,136,0.0,0.323501,0.3799867153076272,0.19014986027984807,1.4970519174689694
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,left_upper_leg,4,156,0.0,0.37473599999999996,0.37626426930193707,0.19606482261432356,1.5484687572596834
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,lower_leg,4,368,0.0,0.9004136306150922,0.3519068716241366,0.26941447065146995,0.49331936377271585
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,right_leg,4,372,0.0,0.9144000000000001,0.35060889754034347,0.3121833071579137,0.5001519596114145
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,test_section_span,4,108,0.0,0.25127800000000006,0.5121324383580681,0.30124934307631873,1.5253854013488353
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,upper_leg,4,376,0.0,0.9238969228247695,0.3441968814458125,0.2675363640951076,0.8636868249503231
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,salt,left_lower_leg,4,136,0.0,0.323501,0.5658144661328095,0.2830429843879905,2.2306728012719375
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,salt,left_upper_leg,4,156,0.0,0.37473599999999996,0.5597878216851359,0.2915890953285528,2.3052940496884253
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,salt,lower_leg,4,368,0.0,0.9004136306150922,0.5235906286906475,0.4006989644300071,0.7344867606006517
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,salt,right_leg,4,372,0.0,0.9144000000000001,0.5220704060673335,0.46467420001661724,0.7452584643175766
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,salt,test_section_span,4,108,0.0,0.25127800000000006,0.7620092901893111,0.4480785216782532,2.271151432722598
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,salt,upper_leg,4,376,0.0,0.9238969228247695,0.5119926151402143,0.397815045239964,1.2855909995273338
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,salt,left_lower_leg,4,136,0.0,0.323501,0.49419143810916655,0.24732457792605195,1.9469093761681515
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,salt,left_upper_leg,4,156,0.0,0.37473599999999996,0.4891952254171601,0.25493733456731427,2.0131388574214686
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,salt,lower_leg,4,368,0.0,0.9004136306150922,0.4575317519934598,0.35031326125280576,0.6413676321797677
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,salt,right_leg,4,372,0.0,0.9144000000000001,0.4559791583444781,0.40603835836624935,0.6504405749435451
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,salt,test_section_span,4,108,0.0,0.25127800000000006,0.6659164137589109,0.3917486787675581,1.9833291527949206
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,salt,upper_leg,4,376,0.0,0.9238969228247695,0.447444383018596,0.3478215741216132,1.1227080082403464
