time_s,TW1,TW10,TW11,TW2,TW3,TW4,TW5,TW6,TW7,TW8,TW9
18.0,450.37117975,439.4807905,445.22069124999996,450.36844225,450.95012875,462.6597205,462.628098,462.62928899999997,450.367139,450.37301325,443.69732475
19.0,450.3273525,439.115375,445.09465574999996,450.32464500000003,450.9281335,462.900807,462.97795825,462.97921475,450.32325875000004,450.3291695,443.182345
20.0,450.2844455,438.76460825,445.00477,450.28174375000003,450.9065682500001,463.09852375,463.32577425,463.32694699999996,450.280296,450.28624175,442.71045725
21.0,450.242391,438.43208374999995,444.946548,450.2396675,450.88539325,463.257816,463.67230125,463.67342775000003,450.23818324999996,450.24416225,442.2748355
22.0,450.2011315,438.12131175,444.90198525000005,450.19837725,450.86457199999995,463.3846945,464.01808575000007,464.01911775,450.196863,450.20287275,441.866787
23.0,450.16061325,437.83411874999996,444.87538674999996,450.15782475,450.84407250000004,463.48545325,464.363657,464.36454475,450.15628075,450.1623195,441.4784555
24.0,450.12078975,437.57063600000004,444.86590225,450.11797875,450.82386325,463.56586799999997,464.70885200000004,464.709892,450.116389,450.12245475000003,441.103686
25.0,450.08161625,437.32970624999996,444.8679755,450.0788025,450.80391575,463.63013225,465.05165675,465.055517,450.07714325,450.0832335,440.73898575
26.0,450.0430535,437.10952499999996,444.87871500000006,450.04022399999997,450.78420424999996,463.67980750000004,465.38661074999993,465.40146300000004,450.0385064999999,450.04461749999996,440.382794
27.0,450.00504175000003,436.90837375,444.895677,450.002197,450.76469249999997,463.71400675,465.70664800000003,465.74515125000005,450.0004165,450.00654575,440.03298750000005
28.0,449.967584,436.7238225,444.91720475,449.96475175,450.74537575,463.73003074999997,466.004686,466.09037750000005,449.9628755,449.96902350000005,439.69685975000004
29.0,449.93064425,436.55523125,444.9422425,449.9278155,450.726232,463.71941225,466.27744674999997,466.433479,449.925845,449.93201325,439.37474025000006
30.0,449.89420724999997,436.40280925,444.96997525,449.89136725,450.70724,463.670619,466.524161,466.77509425000005,449.88929924999997,449.89549075,439.07261350000005
31.0,449.85857475,436.26746575000004,444.99958125,449.85539125,450.68838275,463.5659115,466.7466735,467.118111,449.85318325,449.859412,438.79055975000006
32.0,449.8275555,436.15029975,445.03035575,449.81989450000003,450.66964199999995,463.38180025,466.94813999999997,467.46090925,449.81801425000003,449.823783,438.525082
33.0,449.79614375,436.05274025,445.06190825,449.78483875000006,450.6510115,463.14479975,467.13150875,467.80212600000004,449.80592325,449.78856175,438.27490800000004
34.0,449.76195875,435.975714,445.09402175,449.7501815,450.6324535,462.88980525,467.29956075,468.13641524999997,449.78092775000005,449.75370324999994,438.0376265
35.0,449.72240525,435.921375,445.12649925,449.7158955,450.61397900000003,462.60840450000006,467.4543605,468.4580605,449.76147975000003,449.71920625,437.81190675000005
36.0,449.6723495,435.89436050000006,445.159718,449.68196125,450.59556675,462.396344,467.59775225000004,468.7631535,449.73860750000006,449.68503225,437.595717
37.0,449.61030300000004,435.90297025,445.1940165,449.648388,450.57721025,462.24553025,467.73071675,469.04796725000006,449.75014524999995,449.651173,437.38666775
38.0,449.53787625,435.959021,445.22995525,449.6151335,450.55887125000004,462.12144650000005,467.8538055,469.31283575,450.209607,449.6175635,437.1821685
39.0,449.45612774999995,436.07344925,445.26808775,449.58219875,450.54056775000004,462.00729275000003,467.96665874999997,469.55825675000006,450.44259124999996,449.5841817500001,436.9798285
40.0,449.366477,436.24012275,445.30865325,449.549567,450.52227925000005,461.90067550000003,468.06781525,469.78466525000005,450.2757535,449.55097374999997,436.77798925
41.0,449.27572,436.440271,445.35233225,449.517242,450.50400025000005,461.79863075,468.15396825000005,469.992661,451.1165465,449.5179035,436.576561
42.0,449.21362775,436.6600935,445.400085,449.48519275,450.48571925000005,461.69648475,468.21997775,470.18321100000003,452.38151225,449.48488375,436.37718375
43.0,449.16435624999997,436.88927325,445.45272224999997,449.453443,450.46744524999997,461.59432875,468.259182,470.35711775,453.09200150000004,449.4518637499999,436.18293374999996
44.0,449.07806999999997,437.10574675,445.51101425,449.42195575,450.44914875,461.4891875,468.2637625,470.515599,453.5133425,449.41872525,435.99192125
45.0,448.81442925,437.28828024999996,445.575383,449.39072999999996,450.43084675,461.3802495,468.22166300000004,470.66012775,453.83655325,449.3853755,435.79339625
46.0,448.4567125,437.44039425,445.646913,449.3602985,450.41253,461.26482675,468.11827224999996,470.79104225,454.11494325,449.35169725000003,435.58581925
47.0,448.1087785,437.5716462500001,445.72589849999997,449.331044,450.394192,461.14196749999996,467.92996625,470.90836425,454.36820174999997,449.31756525000003,435.46378574999994
48.0,447.78607325,437.687836,445.81242375,449.302061,450.37583774999996,461.01253649999995,467.62091075,471.01164775,454.61135449999995,449.2850135,435.442938
49.0,447.4856935,437.79186500000003,445.90587925,449.27425524999995,450.35745275,460.8820395,467.15610175000006,471.09785300000004,454.85692325,449.26079799999997,435.52704350000005
50.0,447.196515,437.88764649999996,446.004869,449.26801374999997,450.33904900000005,460.7516525,466.54631800000004,471.16089875,455.112694,449.23238875,435.73215625
51.0,446.90589275,437.977451,446.108233,449.25044075,450.32061250000004,460.611032,465.89763575,471.19181225,455.39014425,449.20573049999996,436.03340049999997
52.0,446.60247100000004,438.06327975,446.215125,449.22649325,450.302137,460.46040024999996,465.26099825000006,471.17974125,455.71112550000004,449.18328124999994,436.38258025
53.0,446.27840475,438.146724,446.32311799999997,449.19642375,450.27565325,460.3106675,464.7008425,471.108877,456.108853,449.163092,436.7545495
54.0,445.92837224999994,438.22866999999997,446.43123,449.14738450000004,450.11549750000006,460.15370625,464.2735305,470.95880175,456.60942824999995,449.14599749999996,437.11945049999997
55.0,445.54627675,438.30805475000005,446.53726325,449.067112,447.02603475,459.98884449999997,463.930346,470.693886,457.216497,449.133238,437.44003175000006
56.0,445.1292745,438.38296275000005,446.63936725,448.98870800000003,445.84400425,459.8263895,463.6306775,470.2628505,457.9226175,449.1341705,437.7076025
57.0,444.68870025,438.45228699999996,446.7345985,448.8930105,445.7933075,459.67067225,463.35789224999996,469.62177225,458.70156975000003,449.16137525,437.92597175000003
58.0,444.2458645,438.5189585,446.8178555,448.73994175,445.95877075,459.52158099999997,463.11048100000005,468.80750624999996,459.5067255,449.19588174999996,438.100708
59.0,443.8276105,438.58802,446.89615575,448.43668925,446.37573675,459.37941850000004,462.88869274999996,467.924749,460.26756625,449.25893749999994,438.23694700000004
60.0,443.45478475,438.65051874999995,446.9876465,447.925268,446.766341,459.24886975000004,462.6941105,467.09511625000005,460.91063375,449.36265175000005,438.3431635
61.0,443.13677725,438.67672975,447.1050855,447.4149255,447.12026525,459.13320225,462.52793375,466.36933525,461.4024285,449.55962425,438.42553675
62.0,442.87270275000003,438.7378605,447.28391150000004,446.92689375,447.50328475000003,459.0324655,462.391718,465.77599475,461.79386949999997,449.91382925,438.49703825000006
63.0,442.65893224999996,438.91774224999995,447.54449075,446.47238600000003,447.79705025,458.801812,462.28429500000004,465.31047375,462.07710499999996,450.25898825,438.57605125
64.0,442.4978562499999,439.188365,447.8680645,446.0558865,447.91631474999997,458.46038475,462.20128925,464.93313400000005,462.2622095,450.4676395,438.66589125
65.0,442.39770475,439.48109,448.4050145,445.67579575,447.892788,458.08814700000005,462.13673350000005,464.62330325,462.3810165,450.564796,438.75254925
66.0,442.366855,439.78786099999996,448.99500750000004,445.327424,447.7918025,457.5890285,462.08843925,464.37051125,462.44885075,450.64494149999996,438.87182574999997
67.0,442.4114805,440.14139575,449.68669550000004,445.006659,447.66033699999997,457.14146125,462.0134445,464.16357325,462.46599125,450.76181799999995,439.04744324999996
68.0,442.53022275,440.67569575,450.24579175,444.71018725,447.49660575,456.725053,461.77089075,463.99424650000003,462.43142175,450.92409525,439.25635025
69.0,442.712435,441.32211850000004,450.72075874999996,444.43488149999996,447.3057625,456.334781,461.455349,463.85741800000005,462.347416,451.1302545,439.50185475
70.0,442.94144075,442.06819375000003,451.21077274999993,444.1784665,447.12360674999996,455.9917745,461.07075425,463.75307575,462.211895,451.3723515,439.830407
71.0,443.19642224999996,442.788629,451.62622725,443.93936675,446.97089875,455.70237425,460.68196075,463.67094099999997,462.01915275,451.64633675,440.276886
72.0,443.4560825,443.33773225,451.95012599999995,443.71532349999995,446.84856375000004,455.46036475000005,460.3268255,463.5818825,461.7813845,451.95565500000004,440.74826425000003
73.0,443.7043865,443.79440525000007,452.212699,443.50403199999994,446.75067125,455.2541965,459.99428975,463.4449935,461.53789175000003,452.29623549999997,441.2306515
74.0,443.93009675,444.078869,452.46432425,443.30627949999996,446.66655725000004,455.0756789999999,459.69214450000004,463.2335395,461.31459175000003,452.65215974999995,441.812144
75.0,444.12105375,444.3065385,452.708245,443.12091549999997,446.595026,454.954509,459.41114125,462.9817865,461.11111124999996,453.0072425,442.39389400000005
76.0,444.263157,444.552755,452.93196924999995,442.95030825000003,446.5323045,454.93006025,459.1436565,462.70128775,460.92476475,453.35315775,442.87411349999996
77.0,444.345867,444.779489,453.14688225,442.797127,446.4744775,454.96645775,458.88945125,462.40172474999997,460.755215,453.690326,443.32125199999996
78.0,444.36591224999995,444.96668225,453.3531995,442.66361125,446.4198145,454.99320225,458.65479174999996,462.12067675,460.601157,454.02452725,443.71321125
79.0,444.3306805,445.158289,453.53407675,442.5519675,446.36758699999996,454.93782300000004,458.44750575,461.8689005,460.45968725,454.35997475,444.01899225
80.0,444.2577075,445.3407215,453.68853675,442.46328425,446.32036174999996,454.81545975,458.27385125,461.63862075000003,460.32752074999996,454.6915675,444.26286174999996
81.0,444.166456,445.5074115,453.82487225,442.39772275,446.27587425,454.72299875000004,458.127406,461.428588,460.20235325,455.00648375,444.48373025
82.0,444.07260675000003,445.66799199999997,453.94780625000004,442.354694,446.23069849999996,454.6960975,457.99303675,461.23531325,460.08320575000005,455.30653850000004,444.6886005
83.0,443.9913475,445.8193215,454.052459,442.33276900000004,446.18466250000006,454.75351775,457.86282225,461.05458000000004,459.96978475000003,455.61289150000005,444.88230025
84.0,443.93666625,445.9591955,454.10921924999997,442.32962575,446.13891475,454.88124999999997,457.734435,460.88583,459.86257950000004,455.95457275,445.06751
85.0,443.91780174999997,446.09015574999995,454.10434499999997,442.34207125,446.09370225000004,455.01239324999995,457.61903825,460.73256575,459.76137575,456.34263575,445.24225825
86.0,443.9390835,446.21014925,454.09903875,442.3666185,446.045643,455.10709675,457.534672,460.599177,459.66428925,456.750433,445.40959575
87.0,444.002318,446.31597,454.11216049999996,442.39965674999996,445.99331500000005,455.14022575,457.33374949999995,460.48837675000004,459.56795200000005,457.11471975,445.5701355
88.0,444.107353,446.40648150000004,454.17043749999993,442.437765,445.939013,455.116218,457.21643974999995,460.40028175,459.467935,457.371902,445.7204515
89.0,444.25041575,446.47556050000003,454.21275525,442.47825574999996,445.88479975,455.06191025,457.41436224999995,460.33189475,459.35940899999997,457.49972025,445.85811075
90.0,444.42570675,446.50225700000004,454.2228455,442.51980575,445.83238250000005,455.00424025000007,457.5367265,460.277233,459.23866675000005,457.5218375,445.98129500000005
91.0,444.63047400000005,446.48092875000003,454.2124675,442.56250350000005,445.78921825000003,454.96960525,457.62335125000004,460.22667125,459.1034985,457.4794525,446.09025725000004
92.0,444.86531475,446.4089455,454.1980745,442.6073345,445.76242924999997,454.97073825,457.66318875,460.175252,458.9529635,457.40658275,446.18518475
93.0,445.1296215,446.33803125,454.18990875,442.65535675,445.7393745,455.00435124999996,457.63032225,460.11928725,458.78772849999996,457.32384874999997,446.263077
94.0,445.41209774999993,446.271487,454.13928400000003,442.70672749999994,445.70124675,455.0490245,457.64783024999997,460.04404775,458.60999425,457.241804,446.332053
95.0,445.69660650000003,446.234292,454.06034250000005,442.76055500000007,445.66797849999995,455.06879475,457.70876625000005,459.957814,458.42264525,457.16498249999995,446.39275075
96.0,445.95689374999995,446.29204975000005,453.970088,442.8171925,445.63512025,455.04398675000004,457.75013,459.8723145,458.2286325,457.09492425,446.43652599999996
97.0,446.19130874999996,446.22525725,453.880332,442.87925025,445.5992655,454.9864705,457.75752149999994,459.81288299999994,458.0310795,457.03150925,446.46268725
98.0,446.40710675,446.142569,453.79271325,442.94778425,445.56842325,454.926159,457.76044850000005,459.792051,457.8330415,456.9749225,446.47893175
99.0,446.5966695,446.094964,453.70964025,443.0216465,445.55481975,454.88116,457.78583425,459.79585525000005,457.63678425,456.92408,446.49363725
100.0,446.7610375,446.04543325,453.62896575,443.10171125,445.54777925,454.85323674999995,457.83852625,459.83136275,457.443881,456.87807250000003,446.50163399999997
101.0,446.90562275,445.98771875,453.54800475,443.18630125,445.54554925,454.83569975,457.91032125,459.9081785,457.255478,456.83616975,446.47471175
102.0,447.0298275,445.92735875,453.46433775,443.27401475,445.56338774999995,454.82324775,457.99085924999997,460.01617324999995,457.0726115,456.79743149999996,446.42609849999997
103.0,447.146662,445.8648865,453.37657425,443.366113,445.593669,454.8154205,458.07168900000005,460.1418205,456.8961595,456.76143325,446.37587675000003
104.0,447.26841775,445.7989905,453.28535575,443.47049350000003,445.599749,454.8109605,458.1467515,460.27433974999997,456.72670525,456.72707275,446.3241885
105.0,447.39203050000003,445.72915625,453.1918,443.58599625,445.58601524999995,454.80705675,458.21270425,460.4047875,456.56453825,456.69423075000003,446.26041375
106.0,447.51942625000004,445.6552915,453.0962185,443.71376399999997,445.59566524999997,454.80054925,458.26851050000005,460.52722074999997,456.4098955,456.66225999999995,446.17619725
107.0,447.651394,445.577308,452.99892700000004,443.8499605,445.6618085,454.7938235,458.31428474999996,460.6389415,456.263273,456.63098699999995,446.080968
108.0,447.78511175000006,445.4952725,452.9007865,443.99048725,445.694671,454.78786225,458.35110875,460.74167,456.1251365,456.60008625,445.98686000000004
109.0,447.91876349999995,445.409708,452.80283099999997,444.1354275,445.7279245,454.77961725,458.38101374999997,460.84024124999996,455.99600575,456.569353,445.89436550000005
110.0,448.05102825,445.32145925,452.70599699999997,444.286861,445.84040849999997,454.76846625,458.40650775,460.937515,455.87609199999997,456.538598,445.8034335
111.0,448.17796825,445.23131850000004,452.6113485,444.44766725,445.90810725,454.75769375,458.42991325,461.03386824999995,455.76517575,456.50768675,445.71464875000004
112.0,448.2966645,445.14007949999996,452.519207,444.616288,445.9184405,454.74705300000005,458.45266574999994,461.12938975,455.66298574999996,456.47635650000007,445.62692725
113.0,448.40695600000004,445.04855075,452.42991550000005,444.7795835,445.9084085,454.7335225,458.47527675000003,461.22456750000003,455.569218,456.44447375,445.53929324999996
114.0,448.50612075,444.95741975,452.34355875,444.9276215,446.00412574999996,454.71760274999997,458.49798075,461.31956849999995,455.48365825,456.41187175,445.45169325
115.0,448.611823,444.867277,452.25998975,445.0617165,446.087712,454.70244025,458.52089125,461.414152,455.40601749999996,456.37841575,445.36398225
116.0,448.70126675,444.77887225,452.17946075,445.19284475,446.1192855,454.6887815,458.54347725,461.507872,455.33609375,456.34404125,445.27574
117.0,448.7635275,444.69281424999997,452.102987,445.33904325000003,446.1378745,454.6752465,458.5650284999999,461.6004075,455.27362275,456.30866050000003,445.18653625
118.0,448.7948815,444.60978450000005,452.03292674999994,445.4913585,446.245199,454.66337024999996,458.58538775,461.69137875,455.21829675,456.27218475,445.096273
119.0,448.80794000000003,444.53009775,451.97247174999995,445.62139375,446.401008,454.65938474999996,458.60513549999996,461.78043125,455.16954124999995,456.234516,445.0051075
120.0,448.80657325000004,444.45367725,451.920895,445.73727825000003,446.47024925,454.6655225,458.6248565,461.86729349999996,455.12669375,456.195618,444.9132245
121.0,448.82378574999996,444.38069600000006,451.874475,445.84469725,446.545128,454.6773565,458.644695,461.95154775000003,455.08906275000004,456.15557549999994,444.82097675
122.0,448.889869,444.310618,451.82878500000004,445.94378474999996,446.70740424999997,454.68603075,458.664777,462.0328715,455.055957,456.11450325,444.72856674999997
123.0,448.959256,444.24256825,451.780326,446.0421765,446.87117875,454.69201325,458.68545275,462.11085099999997,455.02671925,456.07258525,444.636307
124.0,449.00226,444.17641325,451.72726625,446.13297125,447.00371974999996,454.70353975,458.70701525,462.18519525,455.0009255,456.029978,444.54454024999995
125.0,449.031882,444.11319075,451.66936825,446.207894,447.11114025000006,454.71254625,458.728951,462.2555745,454.978521,455.98689674999997,444.45364374999997
126.0,449.06667075,444.05326700000006,451.60827525,446.27463900000004,447.19562725000003,454.71264425000004,458.7501625,462.321761,454.95939575,455.943526,444.36417250000005
127.0,449.13379875,443.99674300000004,451.54659425,446.3391405,447.27123025,454.71011749999997,458.76980525,462.3835965,454.94316549999996,455.90008,444.27663600000005
128.0,449.16129925,443.94386225,451.48691625,446.40922149999994,447.348478,454.72807775,458.78796524999996,462.4410195,454.929471,455.85677175,444.19155725
129.0,449.15933875,443.89470074999997,451.43078725000004,446.48650275,447.5014345,454.76071275000004,458.80533125,462.49405775,454.91823075,455.81382,444.10930199999996
130.0,449.149094,443.8489925,451.37933849999996,446.5674495,447.3054115,454.78185325,458.8221015,462.54276174999995,454.909443,455.77142425,444.0300775
131.0,449.11846374999993,443.80636125,451.33274174999997,446.65099075,447.25001199999997,454.80397125,458.8377557499999,462.58721875000003,454.90309325000004,455.7297415,443.9538025
132.0,449.083489,443.767269,451.290448,446.73120900000004,447.2228795,454.8178955,458.853042,462.62747075000004,454.899131,455.68892200000005,443.88057325000005
133.0,449.04952625000004,443.732289,451.25229375000004,446.80412575,447.51624224999995,454.84414100000004,458.86969675,462.6635255,454.89747024999997,455.64904624999997,443.8105175
134.0,449.00459724999996,443.701151,451.21877,446.877536,447.95725425,454.87875975000003,458.886975,462.695365,454.89803175,455.6102125,443.743749
135.0,448.9424875,443.6731605,451.19060775,446.9381115,447.9344615,454.909648,458.90181800000005,462.72304125,454.9008445,455.57249175000004,443.680141
136.0,448.86786325,443.64790899999997,451.16859074999996,446.99571075,447.9312475,454.93461225,458.9134415,462.746701,454.905949,455.53592425,443.61960450000004
137.0,448.7965615,443.62514400000003,451.1535295,447.05012975,447.99219775,454.9606285,458.92449475,462.766529,454.91326449999997,455.5004975,443.56213225
138.0,448.73811625,443.60473249999995,451.14581300000003,447.09987725,448.13565124999997,454.98027425,458.93500375,462.78267300000005,454.9225985,455.46622,443.507856
139.0,448.69216800000004,443.58665475,451.14380900000003,447.14575225,448.239504,454.99393299999997,458.943442,462.79529175000005,454.933857,455.43307849999997,443.4570675
140.0,448.65583074999995,443.570787,451.14568975,447.18640849999997,448.228102,455.01601674999995,458.950302,462.80452749999995,454.94698,455.40111225,443.41019525
141.0,448.62677875,443.55689375000003,451.149721,447.22603399999997,448.20018200000004,455.049146,458.95726850000005,462.81037475,454.96193725,455.37031949999994,443.3676055
142.0,448.5967345,443.54486975,451.15388275,447.25302624999995,448.19967749999995,455.08335650000004,458.968347,462.8125610000001,454.978678,455.34070475,443.32956675
143.0,448.55950525000003,443.534563,451.15700725,447.2683835,448.020615,455.11604475,458.981408,462.81092275000003,454.99714675,455.31226775,443.29625350000003
144.0,448.5099685,443.5257925,451.159029,447.27667525,447.726448,455.14614875,458.99492150000003,462.80557400000004,455.017247,455.28499675,443.26776225
145.0,448.44678825,443.51849575,451.16076224999995,447.2799525,447.95523349999996,455.17568700000004,459.01014675,462.79665450000005,455.0389205,455.2588915,443.24418625
146.0,448.37122350000004,443.512564,451.16310375,447.28192725,448.11202025,455.21775775000003,459.02858225,462.78418725,455.06207725,455.23391749999996,443.225533
147.0,448.287395,443.50787049999997,451.165542,447.284413,448.184252,455.25577499999997,459.0480455,462.76808374999996,455.08658675000004,455.210018,443.21165024999993
148.0,448.20125775,443.5045155,451.16726324999996,447.28776725,448.14371099999994,455.2825745,459.06848975,462.74829250000005,455.11237,455.18712825,443.2022035
149.0,448.11188649999997,443.50265875,451.1688155,447.2923425,448.04192924999995,455.32546325,459.09171325,462.72507125000004,455.13929625,455.165211,443.19676024999995
150.0,448.01133150000004,443.50232174999996,451.17031199999997,447.296297,447.98331275,455.37431575,459.1169655,462.69894224999996,455.1671095,455.144234,443.19487775
151.0,447.9007815,443.50318200000004,451.171293,447.296577,447.9717745,455.41812074999996,459.145042,462.6704355,455.19549324999997,455.124152,443.1961415
152.0,447.7918577500001,443.50452824999996,451.17233124999996,447.29254175,447.99178424999997,455.47880325,459.175644,462.6400075,455.22421675,455.10489225000003,443.200147
153.0,447.68799425000003,443.50608025,451.17493149999996,447.2850125,448.01696675,455.56248925,459.209857,462.6080905,455.25309100000004,455.0863805,443.20645675000003
154.0,447.58592925,443.50760375,451.1806645,447.27431475,447.9810695,455.66323650000004,459.24844425,462.5749895,455.28189025,455.0685525,443.21460850000005
155.0,447.48483899999997,443.50856875,451.19108725,447.258933,447.9307785,455.725004,459.28369425,462.54109325,455.31041525,455.05134725,443.22419099999996
156.0,447.3871905,443.50918950000005,451.20756275,447.2365215,447.97918525,455.79443225,459.3174805,462.50715325,455.33849925000004,455.0347165,443.23485625
157.0,447.30083075000005,443.5110725,451.23090425,447.20666825,448.03422025,455.85904675,459.3529825,462.4742745,455.36585375000004,455.018627,443.24631174999996
158.0,447.22606099999996,443.51557725,451.26086549999997,447.16955624999997,448.05086474999996,455.92177975,459.38698,462.44376924999995,455.3921935000001,455.00304474999996,443.25832149999997
159.0,447.14913349999995,443.523315,451.29455125,447.12582575,448.055459,455.98118625000006,459.42654400000004,462.416958,455.41729449999997,454.98793374999997,443.27064824999997
160.0,447.075007,443.53476750000004,451.3289435,447.07714775,448.0679645,456.02831249999997,459.47665225000003,462.3953235,455.44096149999996,454.97323600000004,443.28285175
161.0,447.00751249999996,443.54883575,451.36384899999996,447.0260985,448.08563375,456.08567750000003,459.53686225,462.38001699999995,455.46299425,454.95888949999994,443.29444775
162.0,446.94740325,443.5648905,451.4004525,446.9755185,448.10206024999997,456.15013225,459.605782,462.37083825,455.48320975,454.94484025,443.30518275000003
163.0,446.8976825,443.582583,451.440896,446.92733325000006,448.11990025,456.221638,459.69166425000003,462.36775475,455.50145549999996,454.93104900000003,443.31531925
164.0,446.8564115,443.602786,451.48833425,446.88115125,448.1393505,456.29297125,459.7772755,462.37049049999996,455.51761575,454.9174915,443.32534899999996
165.0,446.82330475,443.6263,451.54354975,446.8368385,448.15561325,456.37127225000006,459.86077550000005,462.37806375,455.531645,454.904155,443.3352865
166.0,446.79957924999997,443.65255475000004,451.60585949999995,446.79442425,448.16855799999996,456.44355800000005,459.9340195,462.388728,455.54348799999997,454.8910295,443.34452124999996
167.0,446.7870875,443.68055275,451.6700785,446.75372500000003,448.187033,456.4996575,459.99309775,462.40285975,455.55308149999996,454.87809225,443.35277875
168.0,446.785713,443.71046125,451.72892800000005,446.71367699999996,448.2153685,456.54104724999996,460.03983524999995,462.42162375,455.56043425,454.865331,443.360907
169.0,446.79211175,443.74217699999997,451.7756085,446.6723295,448.21643174999997,456.57441625,460.0786955,462.44664125,455.56559575,454.8527555,443.37018700000004
170.0,446.799599,443.77505099999996,451.80916025,446.6278735,448.19854575,456.601065,460.11192475,462.47935900000004,455.56864525000003,454.84037874999996,443.380821
171.0,446.80472275,443.80864425000004,451.83358275,446.58052349999997,448.22207474999993,456.6178355,460.138997,462.52012675000003,455.5696785,454.82820150000003,443.39205025
172.0,446.80942525,443.84282225,451.85541275,446.53127025000003,448.262155,456.6240135,460.161436,462.56861175,455.56881300000003,454.81620875,443.40387300000003
173.0,446.8156,443.87767875,451.87904349999997,446.48071225,448.2979067499999,456.62484275,460.17885425,462.62367025000003,455.5662315,454.804388,443.41754825
174.0,446.82200400000005,443.9126525,451.90534325,446.42970025,448.32414274999996,456.622976,460.19259875,462.68383950000003,455.56215775,454.79274425,443.43418825
175.0,446.82770025,443.94649625,451.93327650000003,446.37961699999994,448.33771475000003,456.61779575,460.20410599999997,462.74697375,455.55682775,454.781281,443.45349224999995
176.0,446.831974,443.97858875,451.96224925,446.3315485,448.352846,456.60828849999996,460.21384574999996,462.81078,455.55049049999997,454.769988,443.4745055
177.0,446.83390875,444.00995624999996,451.992029,446.28519025,448.36981749999995,456.59586325,460.22045,462.87326325,455.543436,454.75884824999997,443.49700724999997
178.0,446.83361275000004,444.04169099999996,452.022197,446.23963925,448.37787625000004,456.58343974999997,460.2231435,462.93265575000004,455.535889,454.747857,443.5211652500001
179.0,446.83211675,444.07385850000003,452.05174525,446.19508600000006,448.38704624999997,456.57236175,460.2233445,462.98755825,455.52812925,454.737024,443.54647150000005
180.0,446.830409,444.10619575,452.07941875000006,446.15178025,448.39766,456.56276025,460.22278225,463.03704925,455.5204495,454.72635875000003,443.57201724999993
181.0,446.82948799999997,444.1384355,452.10388750000004,446.10968075,448.4042935,456.55164875,460.22140525,463.08057924999997,455.51310800000005,454.71586275000004,443.597495
182.0,446.8297245,444.17012750000004,452.12460224999995,446.06898125,448.40379774999997,456.532349,460.21921575000005,463.11784675,455.50639674999996,454.70554625,443.62310675
183.0,446.83084825,444.2008125,452.1423065,446.03010775,448.39828475,456.50718725,460.215762,463.14889925,455.50070375,454.695421,443.64881975000003
184.0,446.83254525000007,444.2303475,452.15843425,445.9934495,448.39238,456.48737474999996,460.21067425,463.17415074999997,455.4965035,454.68550225,443.6743245
