source_id,case_label,feature_name,feature_class,pressure_method_status,reference_method_status,mean_hydro_path_abs_pa,mean_proxy_window_hydro_abs_pa,mean_window_vs_path_hydro_gap_fraction,mean_feature_excess_path_pa,fit_use_status
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,test_section_complex,quartz_transition,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,4814.16106152,4880.325724780242,0.013743757721174393,-0.8740814888878793,excluded
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_lower_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,338.706290313,370.8586253157969,0.09492689070842138,-2.8156703167480486,excluded
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_lower_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,341.1119962852502,353.8229515030272,0.03726328996006585,-0.6663771473688149,excluded
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_upper_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,327.3157024325004,570.8820914018745,0.744132918645254,0.8760352204015609,fit_used
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_upper_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,341.7307581295004,219.44052455386947,0.3578555559842319,4.053845993826691,fit_used
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_complex,quartz_transition,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,4782.815800924,4848.5892300266405,0.013752030569509768,0.954662924561204,fit_used
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_lower_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,338.78162806625,370.962675802169,0.09499053393068241,-2.7701994177320777,excluded
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_lower_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,341.10321444575004,353.75074557289,0.03707831117244287,-0.8401053096047784,excluded
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_upper_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,323.3636475599997,566.3991786217359,0.7515858164503213,4.886013447893026,fit_used
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_upper_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,339.0984807897501,213.03977436000918,0.37174659743728145,1.2015463148226133,fit_used
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_complex,quartz_transition,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,4784.72408469125,4850.4777606194875,0.013742417486227995,0.5512677171648831,fit_used
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_lower_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,337.05401067075,369.05463307864426,0.09494212023828431,-2.9360197631365486,excluded
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_lower_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,339.51497842649997,351.75745069509253,0.03605871070045993,-0.6550555299442924,excluded
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_upper_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,328.31903164000045,571.8783033938298,0.7418372049284887,-1.713053073305626,excluded
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_upper_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,343.33830415124993,233.82654051982627,0.31896167768184913,7.3545600224828735,fit_used
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_complex,quartz_transition,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,4761.336515868499,4826.882543175312,0.013766308490979914,3.055331722843792,fit_used
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_lower_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,337.0622810965,369.1124784056581,0.09508687001373996,-3.0495728714142194,excluded
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_lower_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,339.62115377574986,352.05634398072687,0.036614887256981636,-0.6020958096992004,excluded
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_upper_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,326.34053700500107,568.5459854040862,0.7421862163405488,0.04385637438509293,fit_used
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_upper_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,341.75344966550017,228.6829760840026,0.33085394116029676,5.688570460952352,fit_used
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_complex,quartz_transition,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,4760.5803481064995,4826.068193830893,0.013756273591819478,2.3232300425368027,fit_used
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_lower_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,334.97823691375004,366.7753743764224,0.09492299486575626,-2.958639253001577,excluded
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_lower_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,337.0994063030002,349.7454214241289,0.03751422577539964,-1.0580299973076905,excluded
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_upper_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,326.88140919499995,570.587779606715,0.7455501874525705,-2.1876591903980778,excluded
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_upper_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,341.6142400620003,240.62124154872322,0.29563468043013325,7.593671610406483,fit_used
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_complex,quartz_transition,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,4735.299813398,4800.544687609422,0.013778404067844894,5.316302912848698,fit_used
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_lower_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,335.0325233,366.90559703364374,0.0951342676218682,-3.1669201572340584,excluded
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_lower_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,337.48599854800005,349.74172402172593,0.036314772206726104,-0.7804435530068241,excluded
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_upper_left,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,325.91851043249943,568.2615960991268,0.7435695667996326,-1.4815686812649695,excluded
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_upper_right,bend,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,341.93882546550043,241.68337954459417,0.29319702349240273,7.8740904908681415,fit_used
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_complex,quartz_transition,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,4734.32349010625,4799.5292382655825,0.013772981144106295,4.817804756254732,fit_used
