source_id,case_label,case_order,feature_name,feature_class,adjacent_major_spans,time_row_count,defended_time_fraction,positive_time_fraction,support_fraction_min,support_fraction_mean,warning_fraction,mean_abs_delta_p_pa,mean_abs_delta_p_rgh_pa,mean_hydro_path_abs_pa,mean_proxy_window_hydro_abs_pa,mean_window_vs_path_hydro_gap_fraction,mean_local_boundary_reference_dp_pa,mean_existing_span_reference_dp_pa,mean_feature_excess_path_pa,mean_feature_excess_existing_pa,mean_dynamic_head_local_pa,mean_keff_effective_path,mean_re_effective,mean_rho_effective_kg_m3,mean_bulk_velocity_effective_m_s,mean_hydraulic_diameter_geom_m,mean_property_temperature_k,pressure_method_status,reference_method_status,fit_use_status,exclusion_reason_primary,exclusion_reasons_json
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,corner_lower_left,bend,left_lower_leg|lower_leg,4,1.0,0.0,1.0,1.0,1.0,341.43181100025,0.33574365500000036,341.09606734525,373.506242705832,0.09501773389775589,2.807077743741506,3.2721768012866064,-2.471334088741506,-2.936433146286606,0.2885613006662053,-8.56432960010885,61.01432865982602,1966.1134844219641,0.01710274602911369,0.021018995802395968,436.82341680410275,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,corner_lower_right,bend,lower_leg|right_leg,4,1.0,0.0,1.0,1.0,1.0,341.0019149999998,2.325679055,343.32759405499985,356.31274585909597,0.037821462733974014,3.212143713219837,2.9509850873052317,-0.8864646582198371,-0.6253060323052311,0.2247666843913134,-3.9439326189308503,49.371192833831444,1973.7621698517378,0.015089847119797852,0.02171577736609076,426.6210886331361,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,1.0,1.0,333.7083975000005,12.109459175,321.5989383250005,558.9931952149363,0.7381686585359017,3.205999646893187,3.729902376320653,8.903459528106813,8.379556798679346,0.3263839166635307,27.27910008287999,63.190346095859425,1966.321111628141,0.018208821078433295,0.020510976720904323,436.5464697503786,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,1.0,1.0,336.9159749999999,4.3360210368250005,341.2519960368249,214.55952689532637,0.3712578112739505,3.2785977803780924,3.2624339667458626,1.0574232564469077,1.0735870700791372,0.25309164707257664,4.17802510939321,54.68894221916009,1969.8016618064894,0.01601957842455389,0.021287648509535732,431.90387914300453,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,0.0,1.0,1.0,1.0,4811.47626075,2.68480077,4814.16106152,4880.325724780242,0.013743757721174393,3.558882258887879,4.281636817231396,-0.8740814888878793,-1.5968360472313963,0.15867915126394527,-5.508483514850036,51.08767201803779,1966.0126065601125,0.01268821460912811,0.023686226653951963,436.95797444296034,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,corner_lower_left,bend,left_lower_leg|lower_leg,4,1.0,0.0,1.0,1.0,1.0,339.1897656575,0.4834753445000002,338.706290313,370.8586253157969,0.09492689070842138,3.299145661248049,3.36299663534046,-2.8156703167480486,-2.8795212908404597,0.42133942732115126,-6.682665190751022,100.66885730572736,1952.9453132458557,0.02074067283418128,0.021018995802395968,454.3880042072084,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,corner_lower_right,bend,lower_leg|right_leg,4,1.0,0.0,1.0,1.0,1.0,338.5851367500002,2.52685953525,341.1119962852502,353.8229515030272,0.03726328996006585,3.1932366826188145,3.0568231481450745,-0.6663771473688149,-0.5299636128950753,0.32825936878648243,-2.0300329379827735,81.58451070794781,1959.86078347499,0.018303254867161226,0.02171577736609076,445.16368750835,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,1.0,1.0,331.3976650000004,4.0819625675000015,327.3157024325004,570.8820914018745,0.744132918645254,3.2059273470984406,3.492033150631527,0.8760352204015609,0.5899294168684746,0.476377831345565,1.8389505176001455,103.91446291595004,1953.3133207953117,0.0220730653133424,0.020510976720904323,453.89713112536754,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,1.0,1.0,334.51809500000036,7.2126631295,341.7307581295004,219.44052455386947,0.3578555559842319,3.158817135673309,3.4353231745107373,4.053845993826691,3.777339954989263,0.369529068137409,10.970264697246973,90.32503944725542,1956.2725871321309,0.01942616340792745,0.021287648509535732,449.9498637693328,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,1.0,1.0,1.0,1.0,4778.192580999999,4.623219924,4782.815800924,4848.5892300266405,0.013752030569509768,3.668556999438796,4.5235383531914835,0.954662924561204,0.09968157080851614,0.23163474751731059,4.121415149865506,84.28403231164748,1952.840741742414,0.015383054781414558,0.023686226653951963,454.52748867225006,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,corner_lower_left,bend,left_lower_leg|lower_leg,4,1.0,0.0,1.0,1.0,1.0,339.20269167649997,0.42106361025000005,338.78162806625,370.962675802169,0.09499053393068241,3.1912630279820773,3.5239107917501995,-2.7701994177320777,-3.1028471815001994,0.3643709451823478,-7.602690209957123,82.99893542819107,1953.2582071645106,0.01928278449884832,0.021018995802395968,453.97064537213475,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,corner_lower_right,bend,lower_leg|right_leg,4,1.0,0.0,1.0,1.0,1.0,338.76384525000003,2.3393691957499994,341.10321444575004,353.75074557289,0.03707831117244287,3.1794745053547775,3.0204096238234084,-0.8401053096047784,-0.681040428073409,0.28385866391708797,-2.9595901636831066,68.02944074717907,1960.6711554362496,0.017015741019588866,0.02171577736609076,444.08275918867577,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,1.0,1.0,331.4928824999997,8.12923494,323.3636475599997,566.3991786217359,0.7515858164503213,3.243221492106974,3.6645949036754613,4.886013447893026,4.464640036324539,0.41199621171883877,11.859364986655555,85.74851242067994,1953.6343364323754,0.02052315898215423,0.020510976720904323,453.46893899909884,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,1.0,1.0,334.6721950000001,4.42628578975,339.0984807897501,213.03977436000918,0.37174659743728145,3.2247394749273868,3.350971872941059,1.2015463148226133,1.0753139168089416,0.3195730441053654,3.759848763798417,74.83180322869495,1956.8414433045614,0.018061153953427906,0.021287648509535732,449.191085361396,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,1.0,1.0,1.0,1.0,4780.248648500001,4.475436191249999,4784.72408469125,4850.4777606194875,0.013742417486227995,3.9241684740851164,4.784896617358471,0.5512677171648831,-0.30946042610847146,0.2003228563789372,2.7518962495398887,69.41567042668946,1953.2150062902342,0.014302356518080154,0.023686226653951963,454.0282695875227,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_lower_left,bend,left_lower_leg|lower_leg,4,1.0,0.0,1.0,1.0,1.0,337.69599063550004,0.64197996475,337.05401067075,369.05463307864426,0.09494212023828431,3.5779997278865485,3.380023508856076,-2.9360197631365486,-2.738043544106076,0.544644189961274,-5.390711740827436,132.90427984700875,1943.5934167537398,0.023642254820179488,0.021018995802395968,466.8621892040284,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_lower_right,bend,lower_leg|right_leg,4,1.0,0.0,1.0,1.0,1.0,336.87889874999996,2.6360796765,339.51497842649997,351.75745069509253,0.03605871070045993,3.2911352064442925,3.2909376982247878,-0.6550555299442924,-0.6548580217247879,0.4243255412154939,-1.5437585874799296,109.03007280407911,1950.4060203981398,0.020864236342812387,0.02171577736609076,457.7750828356144,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,0.0,1.0,1.0,1.0,329.87123750000046,1.55220586,328.31903164000045,571.8783033938298,0.7418372049284887,3.265258933305626,3.3599204026487532,-1.713053073305626,-1.8077145426487535,0.6156366628832456,-2.7825753327481917,137.10726838101087,1944.020750228939,0.025154947742269392,0.020510976720904323,466.29218323470843,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,1.0,1.0,332.7674824999999,10.57082165125,343.33830415124993,233.82654051982627,0.31896167768184913,3.2162616287671266,3.722799621191473,7.3545600224828735,6.848022030058528,0.47761828091457387,15.398410087269061,119.88603082893454,1946.8905196914523,0.022141967522262294,0.021287648509535732,462.4642927951816,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,1.0,1.0,1.0,1.0,4754.745484499999,6.5910313685,4761.336515868499,4826.882543175312,0.013766308490979914,3.5356996456562086,4.456582580954239,3.055331722843792,2.134448787545761,0.2994043285789589,10.20470165935331,111.30679104794174,1943.4551442796765,0.01753429299677819,0.023686226653951963,467.0466262776088,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,corner_lower_left,bend,left_lower_leg|lower_leg,4,1.0,0.0,1.0,1.0,1.0,337.60020889775,0.5379278012500002,337.0622810965,369.1124784056581,0.09508687001373996,3.58750067266422,3.6075063318344145,-3.0495728714142194,-3.0695785305844145,0.47701013011558546,-6.393098789724058,109.39237907810508,1943.067685098695,0.022123837006212916,0.021018995802395968,467.56344524650524,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,corner_lower_right,bend,lower_leg|right_leg,4,1.0,0.0,1.0,1.0,1.0,336.90086974999986,2.7202840257500007,339.62115377574986,352.05634398072687,0.036614887256981636,3.3223798354492016,3.2777525237221585,-0.6020958096992004,-0.5574684979721576,0.3716416514034917,-1.620097767354697,90.44718407414321,1950.3189082513136,0.01952433433195684,0.02171577736609076,457.8912788431191,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,1.0,1.0,1.0,1.0,329.75507000000107,3.414532995,326.34053700500107,568.5459854040862,0.7421862163405488,3.3706766206149075,3.5757504698791838,0.04385637438509293,-0.16121747487918336,0.539330052140188,0.08131649372947786,112.94958645812969,1943.5070903101305,0.023545349419330834,0.020510976720904323,466.9773371880344,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,1.0,1.0,332.8004675000002,8.9529821655,341.75344966550017,228.6829760840026,0.33085394116029676,3.264411704547648,3.6683159534469287,5.688570460952352,5.284666212053072,0.41835955829345967,13.597332554142401,99.01236969207294,1946.5867843255546,0.020721824442209436,0.021287648509535732,462.8694353400628,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,1.0,1.0,1.0,1.0,4754.38524875,6.1950993565,4760.5803481064995,4826.068193830893,0.013756273591819478,3.871869313963198,4.8056035139746465,2.3232300425368027,1.389495842525354,0.26223966230928114,8.859186611296726,91.54563337943853,1942.9717180861571,0.016408817208349885,0.023686226653951963,467.6914524661102,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,corner_lower_left,bend,left_lower_leg|lower_leg,4,1.0,0.0,1.0,1.0,1.0,335.83525125575,0.8570143419999998,334.97823691375004,366.7753743764224,0.09492299486575626,3.8156535950015766,3.4570797715394708,-2.958639253001577,-2.600065429539471,0.7100728800363172,-4.166670529267424,179.59506970591576,1931.9253104421703,0.027080512478864213,0.021018995802395968,482.4258897663461,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,corner_lower_right,bend,lower_leg|right_leg,4,1.0,0.0,1.0,1.0,1.0,334.7730740000002,2.3263323029999996,337.0994063030002,349.7454214241289,0.03751422577539964,3.38436230030769,3.4721265928335834,-1.0580299973076905,-1.1457942898335838,0.5531698350527515,-1.9126401019477994,149.11473934211898,1938.6916760394083,0.02389765118772265,0.02171577736609076,473.40045879764085,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,0.0,1.0,1.0,1.0,328.0419824999999,1.1605733049999998,326.88140919499995,570.587779606715,0.7455501874525705,3.3482324953980775,3.2713710758395376,-2.1876591903980778,-2.110797770839538,0.8023297821895472,-2.7267404623396616,185.1192987368316,1932.4418286110117,0.028803757350861454,0.020510976720904323,481.73692328796614,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,1.0,1.0,330.57222500000034,11.042015061999997,341.6142400620003,240.62124154872322,0.29563468043013325,3.4483434515935154,3.9379936036170426,7.593671610406483,7.104021458382957,0.6225922739409756,12.196636094848513,162.76076924488268,1935.269293938987,0.025359864229007427,0.021287648509535732,477.96546093239033,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,1.0,1.0,1.0,1.0,1.0,4726.51727025,8.782543147999998,4735.299813398,4800.544687609422,0.013778404067844894,3.466240235151302,4.507745957503808,5.316302912848698,4.274797190496193,0.39031302825315894,13.620616615865591,150.33743569798554,1931.8037953063524,0.020083522943045197,0.023686226653951963,482.5879747814424,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,corner_lower_left,bend,left_lower_leg|lower_leg,4,1.0,0.0,1.0,1.0,1.0,335.76173581725004,0.7292125172499999,335.0325233,366.90559703364374,0.0951342676218682,3.8961326744840585,3.6505635766555313,-3.1669201572340584,-2.9213510594055316,0.6203023618213717,-5.105445914932957,145.06521652209378,1931.4843302476872,0.02530856068842149,0.021018995802395968,483.0140986425407,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,corner_lower_right,bend,lower_leg|right_leg,4,1.0,0.0,1.0,1.0,1.0,334.81544800000006,2.6705505479999996,337.48599854800005,349.74172402172593,0.036314772206726104,3.450994101006824,3.542558390199605,-0.7804435530068241,-0.8720078421996051,0.48326100728291044,-1.614951821899752,120.77411115731263,1938.6997759669098,0.02233432756325721,0.02171577736609076,473.38965457261605,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,corner_upper_left,bend,upper_leg|left_upper_leg,4,1.0,0.0,1.0,1.0,1.0,327.87854999999945,1.9600395675,325.91851043249943,568.2615960991268,0.7435695667996326,3.4416082487649695,3.4637751940117942,-1.4815686812649695,-1.5037356265117943,0.7011628785381157,-2.1130163927971406,149.676245784507,1931.9928573358743,0.02692834672103655,0.020510976720904323,482.3357912019816,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,excluded,nonpositive_path_feature_excess_loss,"[""nonpositive_path_feature_excess_loss""]"
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,corner_upper_right,bend,right_leg|upper_leg,4,1.0,1.0,1.0,1.0,1.0,330.64140000000043,11.297425465500002,341.93882546550043,241.68337954459417,0.29319702349240273,3.423334974631859,3.9928170629615307,7.8740904908681415,7.304608402538469,0.5439580326914834,14.475547175521417,131.6540369158988,1935.0275295912347,0.023702358719990862,0.021287648509535732,478.28794238864236,defended_patch_endpoint_prgh_local_boundary_reference,adjacent_major_span_local_boundary_gradients,fit_used,closure_supported,[]
