source_id,case_id,span,property_mode,T_basis_K,rho_kg_m3,mu_pa_s,cp_jkgk,k_w_mk,Re,Re_ratio_to_replication,Pr,Pr_ratio_to_replication,Gz,Gz_ratio_to_replication,buoyancy_head_proxy_pa,buoyancy_head_ratio_to_replication,pressure_residual_proxy_pa,pressure_residual_ratio_to_replication,heat_residual_W,heat_residual_ratio_to_replication,model_form_admission_flag,source_status,provenance_author_title,quality_flags
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,replication_reis_jadyn,450,1956.235,0.011596125,2397.5132,0.5415,53.091204,1,51.342315,1,487.72774,1,0.46643234,1,2.7755576e-16,1,,,property_mode_reported_no_closure_fit,replication_plus_measured_k_candidate,"Reis, Seo, and Hassan, Molten Salt Flow Visualization to Characterize Boundary Layer Behavior and Heat Transfer in a Natural Circulation Loop; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,sohal_janz_full,450,1956.235,0.011596125,2397.5132,0.5,53.091204,1,55.603727,1.083,528.20914,1.083,0.46643234,1,2.7755576e-16,1,,,property_mode_reported_no_closure_fit,source_supported_sensitivity_k_screening,"Sohal et al., Engineering Database of Liquid Salt Thermophysical and Thermochemical Properties; Janz et al., Molten Salts data compilations",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,jin_viscosity_parida_cp_santini_k,450,1956.235,0.0089505564,1423.5,0.5415,68.783683,1.2955759,23.529302,0.45828285,289.58357,0.5937402,0.46643234,1,2.7755576e-16,1,,,property_sensitivity_material_closure_fit_blocked,updated_candidate_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Parida and Basu, On the Specific Heat Capacity of HITEC-Salt Nanocomposites for Concentrated Solar Power Applications; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,jin_viscosity_cp_1560_k_060,450,1956.235,0.0089505564,1560,0.6,68.783683,1.2955759,23.271447,0.45326057,286.41005,0.58723346,0.46643234,1,2.7755576e-16,1,,,property_sensitivity_material_closure_fit_blocked,historical_constant_cp_k_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Hoffman and Cohen, Fused Salt Heat Transfer Part III: Forced-Convection Heat Transfer in Circular Tubes Containing NaNO2-KNO3-NaNO3",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_lower_leg,shen_celsius_comparison,450,1956.235,0.0089505564,1522.4725,0.61547215,68.783683,1.2955759,22.140687,0.43123663,272.49338,0.55869977,0.46643234,1,2.7755576e-16,1,,,property_sensitivity_material_closure_fit_blocked,clean_celsius_basis_comparison,"Shen et al., Convective Heat Transfer of Molten Salt in Receiver Tube with Axially and Circumferentially Non-Uniform Heat Flux; Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,replication_reis_jadyn,450,1956.235,0.011596125,2397.5132,0.5415,51.403807,1,51.342315,1,556.8358,1,0.74587102,1,0,,,,property_mode_reported_no_closure_fit,replication_plus_measured_k_candidate,"Reis, Seo, and Hassan, Molten Salt Flow Visualization to Characterize Boundary Layer Behavior and Heat Transfer in a Natural Circulation Loop; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,sohal_janz_full,450,1956.235,0.011596125,2397.5132,0.5,51.403807,1,55.603727,1.083,603.05317,1.083,0.74587102,1,0,,,,property_mode_reported_no_closure_fit,source_supported_sensitivity_k_screening,"Sohal et al., Engineering Database of Liquid Salt Thermophysical and Thermochemical Properties; Janz et al., Molten Salts data compilations",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,jin_viscosity_parida_cp_santini_k,450,1956.235,0.0089505564,1423.5,0.5415,66.597533,1.2955759,23.529302,0.45828285,330.6158,0.5937402,0.74587102,1,0,,,,property_sensitivity_material_closure_fit_blocked,updated_candidate_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Parida and Basu, On the Specific Heat Capacity of HITEC-Salt Nanocomposites for Concentrated Solar Power Applications; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,jin_viscosity_cp_1560_k_060,450,1956.235,0.0089505564,1560,0.6,66.597533,1.2955759,23.271447,0.45326057,326.99261,0.58723346,0.74587102,1,0,,,,property_sensitivity_material_closure_fit_blocked,historical_constant_cp_k_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Hoffman and Cohen, Fused Salt Heat Transfer Part III: Forced-Convection Heat Transfer in Circular Tubes Containing NaNO2-KNO3-NaNO3",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,shen_celsius_comparison,450,1956.235,0.0089505564,1522.4725,0.61547215,66.597533,1.2955759,22.140687,0.43123663,311.10404,0.55869977,0.74587102,1,0,,,,property_sensitivity_material_closure_fit_blocked,clean_celsius_basis_comparison,"Shen et al., Convective Heat Transfer of Molten Salt in Receiver Tube with Axially and Circumferentially Non-Uniform Heat Flux; Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,replication_reis_jadyn,450,1956.235,0.011596125,2397.5132,0.5415,49.993396,1,51.342315,1,391.31989,1,1.3850443,1,-2.220446e-16,1,,,property_mode_reported_no_closure_fit,replication_plus_measured_k_candidate,"Reis, Seo, and Hassan, Molten Salt Flow Visualization to Characterize Boundary Layer Behavior and Heat Transfer in a Natural Circulation Loop; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,sohal_janz_full,450,1956.235,0.011596125,2397.5132,0.5,49.993396,1,55.603727,1.083,423.79945,1.083,1.3850443,1,-2.220446e-16,1,,,property_mode_reported_no_closure_fit,source_supported_sensitivity_k_screening,"Sohal et al., Engineering Database of Liquid Salt Thermophysical and Thermochemical Properties; Janz et al., Molten Salts data compilations",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,jin_viscosity_parida_cp_santini_k,450,1956.235,0.0089505564,1423.5,0.5415,64.770238,1.2955759,23.529302,0.45828285,232.34235,0.5937402,1.3850443,1,-2.220446e-16,1,,,property_sensitivity_material_closure_fit_blocked,updated_candidate_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Parida and Basu, On the Specific Heat Capacity of HITEC-Salt Nanocomposites for Concentrated Solar Power Applications; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,jin_viscosity_cp_1560_k_060,450,1956.235,0.0089505564,1560,0.6,64.770238,1.2955759,23.271447,0.45326057,229.79614,0.58723346,1.3850443,1,-2.220446e-16,1,,,property_sensitivity_material_closure_fit_blocked,historical_constant_cp_k_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Hoffman and Cohen, Fused Salt Heat Transfer Part III: Forced-Convection Heat Transfer in Circular Tubes Containing NaNO2-KNO3-NaNO3",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,left_upper_leg,shen_celsius_comparison,450,1956.235,0.0089505564,1522.4725,0.61547215,64.770238,1.2955759,22.140687,0.43123663,218.63034,0.55869977,1.3850443,1,-2.220446e-16,1,,,property_sensitivity_material_closure_fit_blocked,clean_celsius_basis_comparison,"Shen et al., Convective Heat Transfer of Molten Salt in Receiver Tube with Axially and Circumferentially Non-Uniform Heat Flux; Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,replication_reis_jadyn,447.875,1957.8281,0.011952674,2406.7171,0.54110348,48.460052,1,53.16304,1,157.53158,1,-39.274023,1,0,,-87.5404,1,property_mode_reported_no_closure_fit,replication_plus_measured_k_candidate,"Reis, Seo, and Hassan, Molten Salt Flow Visualization to Characterize Boundary Layer Behavior and Heat Transfer in a Natural Circulation Loop; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,sohal_janz_full,447.875,1957.8281,0.011952674,2406.7171,0.5,48.460052,1,57.533412,1.082207,170.48177,1.082207,-39.274023,1,0,,-87.5404,1,property_mode_reported_no_closure_fit,source_supported_sensitivity_k_screening,"Sohal et al., Engineering Database of Liquid Salt Thermophysical and Thermochemical Properties; Janz et al., Molten Salts data compilations",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,jin_viscosity_parida_cp_santini_k,447.875,1957.8281,0.0092057844,1423.5,0.54110348,62.919921,1.2983874,24.217982,0.4555417,93.175139,0.5914696,-39.274023,1,0,,-87.5404,1,property_sensitivity_material_closure_fit_blocked,updated_candidate_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Parida and Basu, On the Specific Heat Capacity of HITEC-Salt Nanocomposites for Concentrated Solar Power Applications; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,jin_viscosity_cp_1560_k_060,447.875,1957.8281,0.0092057844,1560,0.6,62.919921,1.2983874,23.935039,0.45021954,92.08656,0.58455937,-39.274023,1,0,,-87.5404,1,property_sensitivity_material_closure_fit_blocked,historical_constant_cp_k_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Hoffman and Cohen, Fused Salt Heat Transfer Part III: Forced-Convection Heat Transfer in Circular Tubes Containing NaNO2-KNO3-NaNO3",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,shen_celsius_comparison,447.875,1957.8281,0.0092057844,1522.7912,0.61645177,62.919921,1.2983874,22.740608,0.4277522,87.491159,0.55538807,-39.274023,1,0,,-87.5404,1,property_sensitivity_material_closure_fit_blocked,clean_celsius_basis_comparison,"Shen et al., Convective Heat Transfer of Molten Salt in Receiver Tube with Axially and Circumferentially Non-Uniform Heat Flux; Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,replication_reis_jadyn,457.282,1950.7757,0.010442448,2366.4694,0.54296842,63.82028,1,45.512284,1,177.62048,1,5.4368666,1,-8.8817842e-16,1,-71.0865,1,property_mode_reported_no_closure_fit,replication_plus_measured_k_candidate,"Reis, Seo, and Hassan, Molten Salt Flow Visualization to Characterize Boundary Layer Behavior and Heat Transfer in a Natural Circulation Loop; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,sohal_janz_full,457.282,1950.7757,0.010442448,2366.4694,0.5,63.82028,1,49.423466,1.0859368,192.88462,1.0859368,5.4368666,1,-8.8817842e-16,1,-71.0865,1,property_mode_reported_no_closure_fit,source_supported_sensitivity_k_screening,"Sohal et al., Engineering Database of Liquid Salt Thermophysical and Thermochemical Properties; Janz et al., Molten Salts data compilations",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,jin_viscosity_parida_cp_santini_k,457.282,1950.7757,0.008154883,1423.5,0.54296842,81.72281,1.2805147,21.379652,0.46975564,106.84387,0.60152902,5.4368666,1,-8.8817842e-16,1,-71.0865,1,property_sensitivity_material_closure_fit_blocked,updated_candidate_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Parida and Basu, On the Specific Heat Capacity of HITEC-Salt Nanocomposites for Concentrated Solar Power Applications; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,jin_viscosity_cp_1560_k_060,457.282,1950.7757,0.008154883,1560,0.6,81.72281,1.2805147,21.202696,0.46586754,105.95954,0.59655025,5.4368666,1,-8.8817842e-16,1,-71.0865,1,property_sensitivity_material_closure_fit_blocked,historical_constant_cp_k_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Hoffman and Cohen, Fused Salt Heat Transfer Part III: Forced-Convection Heat Transfer in Circular Tubes Containing NaNO2-KNO3-NaNO3",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,shen_celsius_comparison,457.282,1950.7757,0.008154883,1521.3802,0.61211515,81.72281,1.2805147,20.268535,0.44534209,101.29112,0.5702671,5.4368666,1,-8.8817842e-16,1,-71.0865,1,property_sensitivity_material_closure_fit_blocked,clean_celsius_basis_comparison,"Shen et al., Convective Heat Transfer of Molten Salt in Receiver Tube with Axially and Circumferentially Non-Uniform Heat Flux; Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,replication_reis_jadyn,464.506,1945.3599,0.0093987019,2336.4316,0.54459282,73.55149,1,40.322647,1,176.88813,1,1.0719276,1,4.4408921e-16,1,-135.569,1,property_mode_reported_no_closure_fit,replication_plus_measured_k_candidate,"Reis, Seo, and Hassan, Molten Salt Flow Visualization to Characterize Boundary Layer Behavior and Heat Transfer in a Natural Circulation Loop; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,sohal_janz_full,464.506,1945.3599,0.0093987019,2336.4316,0.5,73.55149,1,43.918847,1.0891856,192.66401,1.0891856,1.0719276,1,4.4408921e-16,1,-135.569,1,property_mode_reported_no_closure_fit,source_supported_sensitivity_k_screening,"Sohal et al., Engineering Database of Liquid Salt Thermophysical and Thermochemical Properties; Janz et al., Molten Salts data compilations",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,jin_viscosity_parida_cp_santini_k,464.506,1945.3599,0.0074706811,1423.5,0.54459282,92.533534,1.2580783,19.52746,0.48428022,107.77129,0.60926244,1.0719276,1,4.4408921e-16,1,-135.569,1,property_sensitivity_material_closure_fit_blocked,updated_candidate_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Parida and Basu, On the Specific Heat Capacity of HITEC-Salt Nanocomposites for Concentrated Solar Power Applications; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,jin_viscosity_cp_1560_k_060,464.506,1945.3599,0.0074706811,1560,0.6,92.533534,1.2580783,19.423771,0.48170873,107.19904,0.60602731,1.0719276,1,4.4408921e-16,1,-135.569,1,property_sensitivity_material_closure_fit_blocked,historical_constant_cp_k_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Hoffman and Cohen, Fused Salt Heat Transfer Part III: Forced-Convection Heat Transfer in Circular Tubes Containing NaNO2-KNO3-NaNO3",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,shen_celsius_comparison,464.506,1945.3599,0.0074706811,1520.2966,0.60878488,92.533534,1.2580783,18.656263,0.46267457,102.96319,0.58208085,1.0719276,1,4.4408921e-16,1,-135.569,1,property_sensitivity_material_closure_fit_blocked,clean_celsius_basis_comparison,"Shen et al., Convective Heat Transfer of Molten Salt in Receiver Tube with Axially and Circumferentially Non-Uniform Heat Flux; Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power",first_order_property_reduction_no_full_1d_rerun;thermal_residual_from_existing_package
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,replication_reis_jadyn,450,1956.235,0.011596125,2397.5132,0.5415,61.464109,1,51.342315,1,564.64629,1,0.4199165,1,0,,,,property_mode_reported_no_closure_fit,replication_plus_measured_k_candidate,"Reis, Seo, and Hassan, Molten Salt Flow Visualization to Characterize Boundary Layer Behavior and Heat Transfer in a Natural Circulation Loop; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,sohal_janz_full,450,1956.235,0.011596125,2397.5132,0.5,61.464109,1,55.603727,1.083,611.51193,1.083,0.4199165,1,0,,,,property_mode_reported_no_closure_fit,source_supported_sensitivity_k_screening,"Sohal et al., Engineering Database of Liquid Salt Thermophysical and Thermochemical Properties; Janz et al., Molten Salts data compilations",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,jin_viscosity_parida_cp_santini_k,450,1956.235,0.0089505564,1423.5,0.5415,79.631417,1.2955759,23.529302,0.45828285,335.2532,0.5937402,0.4199165,1,0,,,,property_sensitivity_material_closure_fit_blocked,updated_candidate_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Parida and Basu, On the Specific Heat Capacity of HITEC-Salt Nanocomposites for Concentrated Solar Power Applications; Santini et al., Measurement of Thermal Conductivity of Molten Salts in the Range 100-500 C",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,jin_viscosity_cp_1560_k_060,450,1956.235,0.0089505564,1560,0.6,79.631417,1.2955759,23.271447,0.45326057,331.57919,0.58723346,0.4199165,1,0,,,,property_sensitivity_material_closure_fit_blocked,historical_constant_cp_k_sensitivity,"Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power; Hoffman and Cohen, Fused Salt Heat Transfer Part III: Forced-Convection Heat Transfer in Circular Tubes Containing NaNO2-KNO3-NaNO3",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,shen_celsius_comparison,450,1956.235,0.0089505564,1522.4725,0.61547215,79.631417,1.2955759,22.140687,0.43123663,315.46775,0.55869977,0.4199165,1,0,,,,property_sensitivity_material_closure_fit_blocked,clean_celsius_basis_comparison,"Shen et al., Convective Heat Transfer of Molten Salt in Receiver Tube with Axially and Circumferentially Non-Uniform Heat Flux; Jin et al., Accurate Viscosity Measurement of Nitrates/Nitrites Salts for Concentrated Solar Power",first_order_property_reduction_no_full_1d_rerun;no_thermal_segment_match
