comparison_id,basis,case_family,left_source_id,right_source_id,quantity,left_value,right_value,delta,delta_pct,unit,admissibility_role,model_form_use
nominal_jin_sequence:viscosity_screening_salt_test_3_jin_coarse_mesh->viscosity_screening_salt_test_4_jin_coarse_mesh:avg_yplus,nominal_jin_sequence,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,viscosity_screening_salt_test_4_jin_coarse_mesh,avg_yplus,0.728932879021,0.864496020058,0.135563141036,18.5974792656,,comparison_or_uq_support,mesh/wall-resolution adequacy support
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_1_jin_coarse_mesh->salt1_jin_hi10q_corrected:total_Q_postProc_W,corrected_hi10q_minus_nominal,salt1,viscosity_screening_salt_test_1_jin_coarse_mesh,salt1_jin_hi10q_corrected,total_Q_postProc_W,-9.4561,0.326336,9.782436,103.451063335,W,diagnostic_only_forbidden_runtime_input,"thermal source/sink imbalance, passive-loss diagnosis, heat-flow UQ support"
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_1_jin_coarse_mesh->salt1_jin_hi10q_corrected:mdot_kg_s,corrected_hi10q_minus_nominal,salt1,viscosity_screening_salt_test_1_jin_coarse_mesh,salt1_jin_hi10q_corrected,mdot_kg_s,0.0112647880625,0.01167146518,0.0004066771175,3.61016217299,kg/s,diagnostic_only_forbidden_runtime_input,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_1_jin_coarse_mesh->salt1_jin_hi10q_corrected:temperature_station_avg_K,corrected_hi10q_minus_nominal,salt1,viscosity_screening_salt_test_1_jin_coarse_mesh,salt1_jin_hi10q_corrected,temperature_station_avg_K,429.151230667,428.755220167,-0.3960105,-0.0922776102458,K,diagnostic_only_forbidden_runtime_input,"thermal drift, TP/TW residual shape, wall/core contrast diagnosis"
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_1_jin_coarse_mesh->salt1_jin_hi10q_corrected:magU_m_s,corrected_hi10q_minus_nominal,salt1,viscosity_screening_salt_test_1_jin_coarse_mesh,salt1_jin_hi10q_corrected,magU_m_s,0.01683624265,0.0172240947,0.00038785205,2.30367343868,m/s,comparison_or_uq_support,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_1_jin_coarse_mesh->salt1_jin_hi10q_corrected:avg_yplus,corrected_hi10q_minus_nominal,salt1,viscosity_screening_salt_test_1_jin_coarse_mesh,salt1_jin_hi10q_corrected,avg_yplus,0.491771038148,0.501188286363,0.00941724821584,1.91496600762,,comparison_or_uq_support,mesh/wall-resolution adequacy support
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_1_jin_coarse_mesh->salt1_jin_lo10q_corrected:total_Q_postProc_W,corrected_lo10q_minus_nominal,salt1,viscosity_screening_salt_test_1_jin_coarse_mesh,salt1_jin_lo10q_corrected,total_Q_postProc_W,-9.4561,-8.7979,0.6582,6.96058628822,W,diagnostic_only_forbidden_runtime_input,"thermal source/sink imbalance, passive-loss diagnosis, heat-flow UQ support"
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_1_jin_coarse_mesh->salt1_jin_lo10q_corrected:mdot_kg_s,corrected_lo10q_minus_nominal,salt1,viscosity_screening_salt_test_1_jin_coarse_mesh,salt1_jin_lo10q_corrected,mdot_kg_s,0.0112647880625,0.0104108113175,-0.000853976745,-7.58093929741,kg/s,diagnostic_only_forbidden_runtime_input,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_1_jin_coarse_mesh->salt1_jin_lo10q_corrected:temperature_station_avg_K,corrected_lo10q_minus_nominal,salt1,viscosity_screening_salt_test_1_jin_coarse_mesh,salt1_jin_lo10q_corrected,temperature_station_avg_K,429.151230667,421.736765,-7.414465667,-1.72770462652,K,diagnostic_only_forbidden_runtime_input,"thermal drift, TP/TW residual shape, wall/core contrast diagnosis"
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_1_jin_coarse_mesh->salt1_jin_lo10q_corrected:magU_m_s,corrected_lo10q_minus_nominal,salt1,viscosity_screening_salt_test_1_jin_coarse_mesh,salt1_jin_lo10q_corrected,magU_m_s,0.01683624265,0.01619689307,-0.00063934958,-3.79745999919,m/s,comparison_or_uq_support,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_1_jin_coarse_mesh->salt1_jin_lo10q_corrected:avg_yplus,corrected_lo10q_minus_nominal,salt1,viscosity_screening_salt_test_1_jin_coarse_mesh,salt1_jin_lo10q_corrected,avg_yplus,0.491771038148,0.444945094131,-0.0468259440164,-9.52189949876,,comparison_or_uq_support,mesh/wall-resolution adequacy support
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_hi10q_corrected:total_Q_postProc_W,corrected_hi10q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_hi10q_corrected,total_Q_postProc_W,0.362005,3.79086,3.428855,947.184431154,W,diagnostic_only_forbidden_runtime_input,"thermal source/sink imbalance, passive-loss diagnosis, heat-flow UQ support"
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_hi10q_corrected:mdot_kg_s,corrected_hi10q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_hi10q_corrected,mdot_kg_s,0.01316160563,0.0144317251675,0.0012701195375,9.65018686326,kg/s,diagnostic_only_forbidden_runtime_input,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_hi10q_corrected:temperature_station_avg_K,corrected_hi10q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_hi10q_corrected,temperature_station_avg_K,447.902339333,455.888242167,7.985902834,1.78295626808,K,diagnostic_only_forbidden_runtime_input,"thermal drift, TP/TW residual shape, wall/core contrast diagnosis"
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_hi10q_corrected:magU_m_s,corrected_hi10q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_hi10q_corrected,magU_m_s,0.02262535199,0.02640018541,0.00377483342,16.6840870439,m/s,comparison_or_uq_support,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_hi10q_corrected:avg_yplus,corrected_hi10q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_hi10q_corrected,avg_yplus,0.622607611264,0.691620551846,0.0690129405822,11.0844999858,,comparison_or_uq_support,mesh/wall-resolution adequacy support
corrected_hi5q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_hi5q_corrected:total_Q_postProc_W,corrected_hi5q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_hi5q_corrected,total_Q_postProc_W,0.362005,3.78651,3.424505,945.982790293,W,diagnostic_only_forbidden_runtime_input,"thermal source/sink imbalance, passive-loss diagnosis, heat-flow UQ support"
corrected_hi5q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_hi5q_corrected:mdot_kg_s,corrected_hi5q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_hi5q_corrected,mdot_kg_s,0.01316160563,0.0136929625125,0.0005313568825,4.03717371146,kg/s,diagnostic_only_forbidden_runtime_input,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_hi5q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_hi5q_corrected:temperature_station_avg_K,corrected_hi5q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_hi5q_corrected,temperature_station_avg_K,447.902339333,450.703149667,2.800810334,0.625317192621,K,diagnostic_only_forbidden_runtime_input,"thermal drift, TP/TW residual shape, wall/core contrast diagnosis"
corrected_hi5q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_hi5q_corrected:magU_m_s,corrected_hi5q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_hi5q_corrected,magU_m_s,0.02262535199,0.02410085932,0.00147550733,6.52147790077,m/s,comparison_or_uq_support,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_hi5q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_hi5q_corrected:avg_yplus,corrected_hi5q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_hi5q_corrected,avg_yplus,0.622607611264,0.648981652667,0.0263740414034,4.23606151391,,comparison_or_uq_support,mesh/wall-resolution adequacy support
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_lo10q_corrected:total_Q_postProc_W,corrected_lo10q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_lo10q_corrected,total_Q_postProc_W,0.362005,-3.91866,-4.280665,-1182.48781094,W,diagnostic_only_forbidden_runtime_input,"thermal source/sink imbalance, passive-loss diagnosis, heat-flow UQ support"
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_lo10q_corrected:mdot_kg_s,corrected_lo10q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_lo10q_corrected,mdot_kg_s,0.01316160563,0.01197506368,-0.00118654195,-9.01517628894,kg/s,diagnostic_only_forbidden_runtime_input,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_lo10q_corrected:temperature_station_avg_K,corrected_lo10q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_lo10q_corrected,temperature_station_avg_K,447.902339333,441.240208667,-6.662130666,-1.4874069816,K,diagnostic_only_forbidden_runtime_input,"thermal drift, TP/TW residual shape, wall/core contrast diagnosis"
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_lo10q_corrected:magU_m_s,corrected_lo10q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_lo10q_corrected,magU_m_s,0.02262535199,0.01931779255,-0.00330755944,-14.6188198153,m/s,comparison_or_uq_support,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_lo10q_corrected:avg_yplus,corrected_lo10q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_lo10q_corrected,avg_yplus,0.622607611264,0.563475820433,-0.059131790831,-9.49744104653,,comparison_or_uq_support,mesh/wall-resolution adequacy support
corrected_lo5q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_lo5q_corrected:total_Q_postProc_W,corrected_lo5q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_lo5q_corrected,total_Q_postProc_W,0.362005,-3.1538,-3.515805,-971.203436417,W,diagnostic_only_forbidden_runtime_input,"thermal source/sink imbalance, passive-loss diagnosis, heat-flow UQ support"
corrected_lo5q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_lo5q_corrected:mdot_kg_s,corrected_lo5q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_lo5q_corrected,mdot_kg_s,0.01316160563,0.012678847035,-0.000482758595,-3.66793086323,kg/s,diagnostic_only_forbidden_runtime_input,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_lo5q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_lo5q_corrected:temperature_station_avg_K,corrected_lo5q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_lo5q_corrected,temperature_station_avg_K,447.902339333,445.866339,-2.036000333,-0.454563451495,K,diagnostic_only_forbidden_runtime_input,"thermal drift, TP/TW residual shape, wall/core contrast diagnosis"
corrected_lo5q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_lo5q_corrected:magU_m_s,corrected_lo5q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_lo5q_corrected,magU_m_s,0.02262535199,0.02133322312,-0.00129212887,-5.71097797979,m/s,comparison_or_uq_support,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_lo5q_minus_nominal:viscosity_screening_salt_test_2_jin_coarse_mesh->salt2_jin_lo5q_corrected:avg_yplus,corrected_lo5q_minus_nominal,salt2,viscosity_screening_salt_test_2_jin_coarse_mesh,salt2_jin_lo5q_corrected,avg_yplus,0.622607611264,0.601744702626,-0.0208629086383,-3.35089200017,,comparison_or_uq_support,mesh/wall-resolution adequacy support
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_hi10q_corrected:total_Q_postProc_W,corrected_hi10q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_hi10q_corrected,total_Q_postProc_W,0.972496,14.6741,13.701604,1408.91109064,W,diagnostic_only_forbidden_runtime_input,"thermal source/sink imbalance, passive-loss diagnosis, heat-flow UQ support"
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_hi10q_corrected:mdot_kg_s,corrected_hi10q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_hi10q_corrected,mdot_kg_s,0.0149255091125,0.0154094622925,0.00048395318,3.24245676548,kg/s,diagnostic_only_forbidden_runtime_input,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_hi10q_corrected:temperature_station_avg_K,corrected_hi10q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_hi10q_corrected,temperature_station_avg_K,461.266480333,462.0805145,0.814034167,0.176478066738,K,diagnostic_only_forbidden_runtime_input,"thermal drift, TP/TW residual shape, wall/core contrast diagnosis"
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_hi10q_corrected:magU_m_s,corrected_hi10q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_hi10q_corrected,magU_m_s,0.02809688538,0.02899130682,0.00089442144,3.18334729243,m/s,comparison_or_uq_support,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_hi10q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_hi10q_corrected:avg_yplus,corrected_hi10q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_hi10q_corrected,avg_yplus,0.728932879021,0.745793309862,0.0168604308405,2.31302926864,,comparison_or_uq_support,mesh/wall-resolution adequacy support
corrected_hi5q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_hi5q_corrected:total_Q_postProc_W,corrected_hi5q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_hi5q_corrected,total_Q_postProc_W,0.972496,7.47053,6.498034,668.181051644,W,diagnostic_only_forbidden_runtime_input,"thermal source/sink imbalance, passive-loss diagnosis, heat-flow UQ support"
corrected_hi5q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_hi5q_corrected:mdot_kg_s,corrected_hi5q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_hi5q_corrected,mdot_kg_s,0.0149255091125,0.01523304472,0.0003075356075,2.06046979826,kg/s,diagnostic_only_forbidden_runtime_input,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_hi5q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_hi5q_corrected:temperature_station_avg_K,corrected_hi5q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_hi5q_corrected,temperature_station_avg_K,461.266480333,462.107687,0.841206667,0.18236891317,K,diagnostic_only_forbidden_runtime_input,"thermal drift, TP/TW residual shape, wall/core contrast diagnosis"
corrected_hi5q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_hi5q_corrected:magU_m_s,corrected_hi5q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_hi5q_corrected,magU_m_s,0.02809688538,0.02870134623,0.00060446085,2.15134468403,m/s,comparison_or_uq_support,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_hi5q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_hi5q_corrected:avg_yplus,corrected_hi5q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_hi5q_corrected,avg_yplus,0.728932879021,0.741540054593,0.012607175572,1.72953860839,,comparison_or_uq_support,mesh/wall-resolution adequacy support
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_lo10q_corrected:total_Q_postProc_W,corrected_lo10q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_lo10q_corrected,total_Q_postProc_W,0.972496,-8.23758,-9.210076,-947.055412053,W,diagnostic_only_forbidden_runtime_input,"thermal source/sink imbalance, passive-loss diagnosis, heat-flow UQ support"
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_lo10q_corrected:mdot_kg_s,corrected_lo10q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_lo10q_corrected,mdot_kg_s,0.0149255091125,0.01397796492,-0.0009475441925,-6.34848825161,kg/s,diagnostic_only_forbidden_runtime_input,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_lo10q_corrected:temperature_station_avg_K,corrected_lo10q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_lo10q_corrected,temperature_station_avg_K,461.266480333,457.340493667,-3.925986666,-0.851132010105,K,diagnostic_only_forbidden_runtime_input,"thermal drift, TP/TW residual shape, wall/core contrast diagnosis"
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_lo10q_corrected:magU_m_s,corrected_lo10q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_lo10q_corrected,magU_m_s,0.02809688538,0.02575719805,-0.00233968733,-8.32721242357,m/s,comparison_or_uq_support,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_lo10q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_lo10q_corrected:avg_yplus,corrected_lo10q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_lo10q_corrected,avg_yplus,0.728932879021,0.686945759609,-0.041987119412,-5.76008033392,,comparison_or_uq_support,mesh/wall-resolution adequacy support
corrected_lo5q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_lo5q_corrected:total_Q_postProc_W,corrected_lo5q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_lo5q_corrected,total_Q_postProc_W,0.972496,-4.09296,-5.065456,-520.871653971,W,diagnostic_only_forbidden_runtime_input,"thermal source/sink imbalance, passive-loss diagnosis, heat-flow UQ support"
corrected_lo5q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_lo5q_corrected:mdot_kg_s,corrected_lo5q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_lo5q_corrected,mdot_kg_s,0.0149255091125,0.0144969581725,-0.00042855094,-2.87126513923,kg/s,diagnostic_only_forbidden_runtime_input,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
corrected_lo5q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_lo5q_corrected:temperature_station_avg_K,corrected_lo5q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_lo5q_corrected,temperature_station_avg_K,461.266480333,459.785578,-1.480902333,-0.321051365348,K,diagnostic_only_forbidden_runtime_input,"thermal drift, TP/TW residual shape, wall/core contrast diagnosis"
corrected_lo5q_minus_nominal:viscosity_screening_salt_test_3_jin_coarse_mesh->salt3_jin_lo5q_corrected:magU_m_s,corrected_lo5q_minus_nominal,salt3,viscosity_screening_salt_test_3_jin_coarse_mesh,salt3_jin_lo5q_corrected,magU_m_s,0.02809688538,0.02708492944,-0.00101195594,-3.60166590109,m/s,comparison_or_uq_support,"hydraulic stability, recirculation/profile-shape comparison, source-family error support"
