case_id,source_id,qoi_family,lane,qoi_id,span,segment,method,quantity,units,coarse_value,medium_value,fine_value,coarse_available,medium_available,fine_available,complete_triplet,coarse_status,medium_status,fine_status,convergence_verdict,gci_status,observed_order_p,gci_fine_pct,gci_coarse_pct,asymptotic_range_ratio,publication_ready,classification,fit_admissible,thesis_evidence_use,blockers,recommended_next_action,coarse_source_path,medium_source_path,fine_source_path,decision_source_path,gci_source_path
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,pressure_gradient_friction,pressure_gradient_friction::upper_leg::section_mean_static_gradient,upper_leg,upper_leg,section_mean_static_gradient,apparent_darcy_f,dimensionless,-11.0708767528,-11.0192919874,-11.206516151,yes,yes,yes,yes,admitted_mainline,not_fit_safe_pressure_recovery_or_noise,not_fit_safe_pressure_recovery_or_noise,oscillatory,not_computed_non_monotone_or_divergent,,,,,no,non-monotone/oscillatory,no,diagnostic_triplet_only,not_fit_safe_pressure_recovery_or_noise,keep diagnostic; do not publish as closure-QOI mesh GCI,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,pressure_gradient_friction,pressure_gradient_friction::upper_leg::section_mean_total_pressure_gradient,upper_leg,upper_leg,section_mean_total_pressure_gradient,apparent_darcy_f,dimensionless,-11.0738529204,-11.0221357209,-11.2078620673,yes,yes,yes,yes,admitted_mainline,not_fit_safe_pressure_recovery_or_noise,not_fit_safe_pressure_recovery_or_noise,oscillatory,not_computed_non_monotone_or_divergent,,,,,no,non-monotone/oscillatory,no,diagnostic_triplet_only,not_fit_safe_pressure_recovery_or_noise,keep diagnostic; do not publish as closure-QOI mesh GCI,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,momentum_corrected_friction,momentum_corrected_friction::left_lower_leg,left_lower_leg,left_lower_leg,streamwise_momentum_budget_debuoyed,f_corrected,dimensionless,1.39581975045,1.35536317092,1.36437896511,yes,yes,yes,yes,admitted_mainline,fit_safe_momentum_corrected,fit_safe_momentum_corrected,oscillatory,not_computed_non_monotone_or_divergent,,,,,no,non-monotone/oscillatory,no,diagnostic_triplet_only,computed GCI failed monotonic/asymptotic gate: oscillatory,treat as mesh sensitivity diagnostic; refine extraction/admission before publication,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,momentum_corrected_friction,momentum_corrected_friction::left_upper_leg,left_upper_leg,left_upper_leg,streamwise_momentum_budget_debuoyed,f_corrected,dimensionless,0.995691546845,1.00486829829,1.01614705201,yes,yes,yes,yes,admitted_mainline,fit_safe_momentum_corrected,fit_safe_momentum_corrected,monotonic_divergence,not_computed_non_monotone_or_divergent,,,,,no,non-monotone/oscillatory,no,diagnostic_triplet_only,computed GCI failed monotonic/asymptotic gate: monotonic_divergence,treat as mesh sensitivity diagnostic; refine extraction/admission before publication,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,momentum_corrected_friction,momentum_corrected_friction::lower_leg,lower_leg,lower_leg,streamwise_momentum_budget_debuoyed,f_corrected,dimensionless,2.50887650965,2.31629298737,2.34666892699,yes,yes,yes,yes,admitted_mainline,fit_safe_momentum_corrected,fit_safe_momentum_corrected,oscillatory,not_computed_non_monotone_or_divergent,,,,,no,non-monotone/oscillatory,no,diagnostic_triplet_only,computed GCI failed monotonic/asymptotic gate: oscillatory,treat as mesh sensitivity diagnostic; refine extraction/admission before publication,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,momentum_corrected_friction,momentum_corrected_friction::right_leg,right_leg,right_leg,streamwise_momentum_budget_debuoyed,f_corrected,dimensionless,2.2959982846,2.19091313694,2.23011349428,yes,yes,yes,yes,admitted_mainline,fit_safe_momentum_corrected,fit_safe_momentum_corrected,oscillatory,not_computed_non_monotone_or_divergent,,,,,no,non-monotone/oscillatory,no,diagnostic_triplet_only,computed GCI failed monotonic/asymptotic gate: oscillatory,treat as mesh sensitivity diagnostic; refine extraction/admission before publication,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,momentum_corrected_friction,momentum_corrected_friction::test_section_span,test_section_span,test_section_span,streamwise_momentum_budget_debuoyed,f_corrected,dimensionless,1.36075179112,1.32067321753,1.26014443368,yes,yes,yes,yes,admitted_mainline,fit_safe_momentum_corrected,fit_safe_momentum_corrected,monotonic_divergence,not_computed_non_monotone_or_divergent,,,,,no,non-monotone/oscillatory,no,diagnostic_triplet_only,computed GCI failed monotonic/asymptotic gate: monotonic_divergence,treat as mesh sensitivity diagnostic; refine extraction/admission before publication,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,closure,momentum_corrected_friction,momentum_corrected_friction::upper_leg,upper_leg,upper_leg,streamwise_momentum_budget_debuoyed,f_corrected,dimensionless,2.27949410277,2.20007711588,2.24457976036,yes,yes,yes,yes,admitted_mainline,fit_safe_momentum_corrected,fit_safe_momentum_corrected,oscillatory,not_computed_non_monotone_or_divergent,,,,,no,non-monotone/oscillatory,no,diagnostic_triplet_only,computed GCI failed monotonic/asymptotic gate: oscillatory,treat as mesh sensitivity diagnostic; refine extraction/admission before publication,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal,thermal_segment_closure,thermal_segment_closure::downcomer::thermal_segment_closure,downcomer,downcomer,segment_htc_uaprime_repair_smoke_triplet,thermal_segment_closure,mixed,,,,no,no,no,no,thermally_blocked_segment_right_leg,thermally_blocked_segment_right_leg,thermally_blocked_segment_right_leg,,not_computed_blocked_downcomer_policy,,,,,no,blocked-downcomer-policy,no,blocked,coarse_status_thermally_blocked_segment_right_leg;medium_status_thermally_blocked_segment_right_leg;fine_status_thermally_blocked_segment_right_leg;blocked_downcomer_policy;missing_or_nonfinite_coarse_medium_or_fine_value;coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required,resolve right-leg/downcomer thermal policy before extracting or interpreting this segment,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,,
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal,thermal_segment_closure,thermal_segment_closure::lower_leg::HTC,lower_leg,lower_leg,segment_htc_uaprime_repair_smoke_triplet,HTC,W/m2/K,470.551598459,457.342555912,460.760022775,yes,yes,yes,yes,computed,computed,computed,oscillatory,not_publication_gci_sign_review_required,,,,,no,blocked-sign-review,no,diagnostic_triplet_only,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required,review wallHeatFlux/enthalpy/UA sign convention before closure use,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,,
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal,thermal_segment_closure,thermal_segment_closure::lower_leg::UA_prime,lower_leg,lower_leg,segment_htc_uaprime_repair_smoke_triplet,UA_prime,W/m/K,41.1901988053,40.0499199715,40.3559085303,yes,yes,yes,yes,computed,computed,computed,oscillatory,not_publication_gci_sign_review_required,,,,,no,blocked-sign-review,no,diagnostic_triplet_only,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required,review wallHeatFlux/enthalpy/UA sign convention before closure use,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,,
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal,thermal_segment_closure,thermal_segment_closure::lower_leg::Nu,lower_leg,lower_leg,segment_htc_uaprime_repair_smoke_triplet,Nu,dimensionless,,,,no,no,no,no,computed,computed,computed,,not_computed_missing_triplet,,,,,no,blocked-missing-triplet,no,blocked,missing_or_nonfinite_coarse_medium_or_fine_value;coarse_nu_direct_not_admitted;medium_nu_direct_not_admitted;fine_nu_direct_not_admitted;coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required,repair missing/nonfinite thermal metric before mesh comparison,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,,
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal,thermal_segment_closure,thermal_segment_closure::upcomer::HTC,upcomer,upcomer,segment_htc_uaprime_repair_smoke_triplet,HTC,W/m2/K,80.1872593844,77.9372395781,76.3976111781,yes,yes,yes,yes,computed,computed,computed,monotonic_convergence,not_publication_gci_sign_review_required,,,,,no,blocked-sign-review,no,diagnostic_triplet_only,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required,review wallHeatFlux/enthalpy/UA sign convention before closure use,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,,
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal,thermal_segment_closure,thermal_segment_closure::upcomer::UA_prime,upcomer,upcomer,segment_htc_uaprime_repair_smoke_triplet,UA_prime,W/m/K,6.88194127854,6.69189468429,6.56088183088,yes,yes,yes,yes,computed,computed,computed,monotonic_convergence,not_publication_gci_sign_review_required,,,,,no,blocked-sign-review,no,diagnostic_triplet_only,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required,review wallHeatFlux/enthalpy/UA sign convention before closure use,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,,
