asset_family,source_id,case_label,scope_name,scope_kind,pressure_method_label,pressure_method_status,screened_candidate_flag,closure_supported_candidate_flag,fit_use_status,fit_status_screened,fit_reason_screened,net_section_role,support_fraction,pressure_loss_hydro_pa,apparent_darcy_f_local,direct_prgh_darcy,shear_darcy_core,direct_to_shear_darcy_ratio,pressure_loss_to_driving_head_ratio,dh_effective_m,bulk_velocity_effective_m_s,rho_effective_kg_m3,mu_effective_pa_s,re_effective,property_temperature_k,residual_risk_label,todo_required,missing_requirement,exclusion_reason_primary,exclusion_reasons_json
straight_section_friction,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,left_lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9411764705882353,-162.8831320898082,-71.6732267827607,1.3792290980958453,1.4125367500268375,0.9764199749632287,-0.007090798392569069,0.02195991413590978,0.018161751071852354,1952.5925129424913,0.008406900094364168,92.63265031856074,454.8585928471504,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,left_upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9487179487179487,-149.48095288548166,-56.91334909214835,2.0058350810498062,1.114791104969841,1.799292326703729,-0.006507360749028644,0.021982731251817298,0.01811348931577631,1953.1086891086115,0.00848074363463998,91.70145928319735,454.17008255487303,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,direct_to_shear_magnitude_gap,dissipative,0.75,18.84231268610506,3.0003655899418527,0.5082067518589884,1.0173527981245534,0.49953836348201525,0.000820263208306009,0.022041740782055636,0.017721751878929572,1958.0057204331797,0.009234938207790895,82.81948103691265,447.638094660291,none_additional_beyond_screened_direct_vs_shear_gate,no,,direct_to_shear_magnitude_gap,"[""direct_to_shear_magnitude_gap""]"
straight_section_friction,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,right_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,support_fraction_below_floor,dissipative,0.7311827956989247,110.42324959003508,17.47547606757901,1.3713230034394361,1.1809835307459315,1.1611703023269788,0.004807060072147682,0.022082226572606178,0.017640629863653504,1952.7506445525219,0.00842941439026686,90.24150607770441,454.6476663298361,none_additional_beyond_screened_direct_vs_shear_gate,no,,support_fraction_below_floor,"[""support_fraction_below_floor""]"
straight_section_friction,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_span,test_section_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,yes,yes,fit_used,candidate,dissipative_with_agreeing_friction_proxies,dissipative,1.0,112.16024712505327,46.163210316366786,0.7496321158762174,1.0832720425470455,0.6920072580417043,0.004882676860523364,0.020787565883064133,0.020271076225782843,1952.7984276380735,0.008436236272220439,97.54143211575995,454.5839300545905,none_additional_beyond_screened_direct_vs_shear_gate,no,,closure_supported,[]
straight_section_friction,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,direct_to_shear_magnitude_gap,dissipative,0.9574468085106383,196.53248887927225,32.50992308786501,4.499594389800512,1.0796388774790266,4.1676846616594005,0.008555657288468481,0.022197541157231646,0.017521894942578897,1956.4862975725905,0.008990078914753556,84.64459836489725,449.66480249087573,none_additional_beyond_screened_direct_vs_shear_gate,no,,direct_to_shear_magnitude_gap,"[""direct_to_shear_magnitude_gap""]"
straight_section_friction,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,left_lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9411764705882353,-162.7722754227484,-82.8206137045605,1.4973307682523318,1.7243427186616356,0.8683487058851612,-0.007084327636585083,0.02195991413590978,0.0168856898046867,1952.978111902786,0.009499508254381058,76.23347133088438,454.34425516501784,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,left_upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9487179487179487,-149.63693940370558,-65.87740515442766,2.5742234461672067,1.3820761320303803,1.862577166704606,-0.00651263922261006,0.021982731251817298,0.016841120722317554,1953.4570293875638,0.009565890605292702,75.60161829448624,453.7054429937789,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,direct_to_shear_magnitude_gap,dissipative,0.75,19.437515100539713,3.579213130693732,0.5717579776179265,1.2402093075915248,0.46101732515479604,0.000845977762832507,0.022041740782055636,0.01647538932081324,1958.6738076873908,0.010333054880051136,68.83589387992393,446.7469551988917,none_additional_beyond_screened_direct_vs_shear_gate,no,,direct_to_shear_magnitude_gap,"[""direct_to_shear_magnitude_gap""]"
straight_section_friction,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,right_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,support_fraction_below_floor,dissipative,0.7311827956989247,111.58583553068274,20.422111883739923,2.030087258845098,1.2682099935231048,1.6007500880871375,0.004856543391362917,0.022082226572606178,0.016399480766764892,1953.1191065074274,0.009518984039619614,74.30381104922506,454.15618713161604,none_additional_beyond_screened_direct_vs_shear_gate,no,,support_fraction_below_floor,"[""support_fraction_below_floor""]"
straight_section_friction,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_span,test_section_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,yes,yes,fit_used,candidate,dissipative_with_agreeing_friction_proxies,dissipative,1.0,112.56447632151708,53.573765793842185,0.8118253894612063,1.3229990722675335,0.6136250632963717,0.00489913671373794,0.020787565883064133,0.018846046388017974,1953.1511279967253,0.009523415025675237,80.34651277493121,454.1134747275903,none_additional_beyond_screened_direct_vs_shear_gate,no,,closure_supported,[]
straight_section_friction,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,direct_to_shear_magnitude_gap,dissipative,0.9574468085106383,195.6898672954071,37.42773544753898,5.362533293266379,1.2818984639223023,4.183274607302603,0.008516997943783564,0.022197541157231646,0.01629210277653199,1957.0345341030895,0.010082983280552744,70.19262002893392,448.93352794039,none_additional_beyond_screened_direct_vs_shear_gate,no,,direct_to_shear_magnitude_gap,"[""direct_to_shear_magnitude_gap""]"
straight_section_friction,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,left_lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9411764705882353,-162.54113200780358,-65.97176295382752,1.2792011400798031,1.2751012047667356,1.0032153803147081,-0.007090409991888039,0.02195991413590978,0.01893089309764711,1948.6080931533966,0.007869516471201552,102.93858496753494,460.17327844018064,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,left_upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9487179487179487,-149.04855834254977,-52.34443517387219,1.8481792714537852,0.9711179965647592,1.9031459390018,-0.006501833562336607,0.021982731251817298,0.018880566232275364,1949.1574164373126,0.007940319433270757,101.8839105374993,459.44055430530517,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,yes,yes,fit_used,candidate,dissipative_with_agreeing_friction_proxies,dissipative,0.75,18.552735178323566,2.7248192153153044,0.4666604492275767,0.9113817492730082,0.5120362017341502,0.0008093120631085713,0.022041740782055636,0.018473224672466627,1953.8778084873888,0.008592679613050824,92.58857161606477,453.14417968869003,none_additional_beyond_screened_direct_vs_shear_gate,no,,closure_supported,[]
straight_section_friction,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,right_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,support_fraction_below_floor,dissipative,0.7311827956989247,109.42172278141224,15.972072302725087,1.1042824900293347,1.1267026275320382,0.9801011048036576,0.004773221811336224,0.022082226572606178,0.01838877639181912,1948.78264309223,0.007891905283645192,100.27143540019173,459.9404520578495,none_additional_beyond_screened_direct_vs_shear_gate,no,,support_fraction_below_floor,"[""support_fraction_below_floor""]"
straight_section_friction,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,test_section_span,test_section_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,yes,yes,fit_used,candidate,dissipative_with_agreeing_friction_proxies,dissipative,1.0,111.59988989762351,42.36576072197514,0.7926210951184206,0.9669165678960896,0.8197409388103486,0.004868238363109992,0.020787565883064133,0.02113044329290443,1948.844367874699,0.007899846720666357,108.36043512934887,459.85811941483394,none_additional_beyond_screened_direct_vs_shear_gate,no,,closure_supported,[]
straight_section_friction,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,direct_to_shear_magnitude_gap,dissipative,0.9468085106382979,196.57968988576994,29.995642442069233,4.032072997206838,0.9693543015185007,4.159545164126849,0.008575248493417639,0.022197541157231646,0.018262965064792837,1952.4532369985313,0.008387148713048596,94.37184714506488,455.0443684159913,none_additional_beyond_screened_direct_vs_shear_gate,no,,direct_to_shear_magnitude_gap,"[""direct_to_shear_magnitude_gap""]"
straight_section_friction,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,left_lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9411764705882353,-160.49230384152224,-54.628242462688995,1.0599813200181933,1.1041707381843056,0.9599795424403502,-0.007020060716153139,0.02195991413590978,0.020704572084501726,1943.1379473311058,0.007216181847974429,122.43146915759905,467.4697247817717,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,left_upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9487179487179487,-148.49531706483435,-43.74695872301236,1.6240932749713948,0.8056543152300069,2.0158686477186323,-0.00649530299526954,0.021982731251817298,0.02064362714204846,1943.7909976518265,0.007289517337266412,121.00921680572826,466.598642587933,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,yes,yes,fit_used,candidate,dissipative_with_agreeing_friction_proxies,dissipative,0.75,17.71820844238141,2.182920658319686,0.41606423218649213,0.7724289844757447,0.5386439925851295,0.000775008496169363,0.022041740782055636,0.02019850167099021,1948.5943871883942,0.007867762741229618,110.26437941689072,460.1915603729567,none_additional_beyond_screened_direct_vs_shear_gate,no,,closure_supported,[]
straight_section_friction,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,right_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,support_fraction_below_floor,dissipative,0.7311827956989247,103.05071147210765,12.614679888299197,0.7391950518002212,1.064890145020419,0.6941514627182951,0.004507519887628482,0.022082226572606178,0.020111767619011886,1943.3563619884562,0.007240576202780425,119.19894779452589,467.1783887042067,none_additional_beyond_screened_direct_vs_shear_gate,no,,support_fraction_below_floor,"[""support_fraction_below_floor""]"
straight_section_friction,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_span,test_section_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,yes,yes,fit_used,candidate,dissipative_with_agreeing_friction_proxies,dissipative,1.0,110.64194867304968,35.23147986216345,0.8835370531781226,0.8311638040716947,1.0630119464416792,0.004839566626230698,0.020787565883064133,0.02310534496780569,1943.447096906977,0.00725074936195132,128.73775331586128,467.05736040152436,none_additional_beyond_screened_direct_vs_shear_gate,no,,closure_supported,[]
straight_section_friction,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,direct_to_shear_magnitude_gap,dissipative,0.9574468085106383,196.09562523844306,25.10171849610724,3.5239967031459836,0.8298293564076117,4.246652249568041,0.008577378244287687,0.022197541157231646,0.019967119441943855,1947.1194010158722,0.0076826084338470595,112.33217585202594,462.1589955770678,none_additional_beyond_screened_direct_vs_shear_gate,no,,direct_to_shear_magnitude_gap,"[""direct_to_shear_magnitude_gap""]"
straight_section_friction,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,left_lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9411764705882353,-162.16102087633976,-63.029341606743024,1.2360438925723531,1.3636415739437062,0.9064287245200838,-0.007094524426491025,0.02195991413590978,0.019372353387234566,1942.6695280316048,0.008214954599058005,100.60203849578154,468.0945337713685,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,left_upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9487179487179487,-148.76841516932654,-50.03047177950023,2.0422775192151126,1.0038733055102285,2.0343976754886466,-0.006508599598136473,0.021982731251817298,0.0193217590514374,1943.2890381794946,0.008284992870277383,99.62620203219596,467.26818970322176,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,yes,yes,fit_used,candidate,dissipative_with_agreeing_friction_proxies,dissipative,0.75,17.93869410712182,2.5230015434682858,0.4717377750421475,0.9366004371867339,0.5036702486058046,0.0007848156285312045,0.022041740782055636,0.018904298872496908,1948.3909127307509,0.008895263623924347,91.26909353295369,460.4629682129505,none_additional_beyond_screened_direct_vs_shear_gate,no,,closure_supported,[]
straight_section_friction,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,right_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,support_fraction_below_floor,dissipative,0.7311827956989247,108.68190456530647,15.192333187404554,1.0972709606299316,1.1503658382881288,0.9538452239357106,0.004754819761797846,0.022082226572606178,0.018817241097864985,1942.8680890661951,0.008237311158131,98.00690051062044,467.82967978365326,none_additional_beyond_screened_direct_vs_shear_gate,no,,support_fraction_below_floor,"[""support_fraction_below_floor""]"
straight_section_friction,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_span,test_section_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,yes,yes,fit_used,candidate,dissipative_with_agreeing_friction_proxies,dissipative,1.0,111.46699396272447,40.522781179988066,0.9291447664176996,1.0189787206976753,0.9118392244555725,0.004876667075370266,0.020787565883064133,0.021623205825322782,1942.9402329287454,0.008245455389235774,105.91769377715526,467.7334494747958,none_additional_beyond_screened_direct_vs_shear_gate,no,,closure_supported,[]
straight_section_friction,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,direct_to_shear_magnitude_gap,dissipative,0.9574468085106383,195.3913634152757,28.548665589961217,4.215509321950185,0.9822949747852406,4.291490265306328,0.008548347765596204,0.022197541157231646,0.01869051287078372,1946.8114022242805,0.008699726828664983,92.84197141958336,462.5698249642781,none_additional_beyond_screened_direct_vs_shear_gate,no,,direct_to_shear_magnitude_gap,"[""direct_to_shear_magnitude_gap""]"
straight_section_friction,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,left_lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9411764705882353,-156.57874920334075,-40.871782507868396,0.8484257153416102,0.8806361549300971,0.9634236688919005,-0.006890242888778635,0.02195991413590978,0.023721065427550835,1931.390723120623,0.006077789162013181,165.53481193979127,483.13895808907154,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,left_upper_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,no,no,excluded,screening_only,buoyancy_aided_or_net_gain_section,buoyancy_aided_or_net_gain,0.9487179487179487,-147.57600236517737,-33.358714818790965,1.4111836463930636,0.5917113949005965,2.3849188279197038,-0.00649407729991847,0.021982731251817298,0.023638684469448,1932.2181270036108,0.00614801308702113,163.3150931771352,482.03531145310023,none_additional_beyond_screened_direct_vs_shear_gate,no,,buoyancy_aided_or_net_gain_section,"[""buoyancy_aided_or_net_gain_section""]"
straight_section_friction,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,lower_leg,main_loop_leg,hydro_corrected_section_from_additive_june17_package,defended_direct_hydro,yes,yes,fit_used,candidate,dissipative_with_agreeing_friction_proxies,dissipative,0.7608695652173914,17.5989102974695,1.6636004069258814,0.3820426816202574,0.5860182420463532,0.6519296742131764,0.000774439489038945,0.022041740782055636,0.0231292271220399,1936.9279035702054,0.006574663165689517,150.19205488780372,475.7530964783173,none_additional_beyond_screened_direct_vs_shear_gate,no,,closure_supported,[]
