case_id,source_id,path_id,one_d_segment,model_source_W,model_cooler_loss_W,model_external_loss_W,model_net_to_fluid_W,cfd_imposed_source_W,cfd_imposed_loss_W,cfd_imposed_net_to_fluid_W,cfd_realized_source_W,cfd_realized_loss_W,cfd_realized_net_to_fluid_W,model_minus_cfd_realized_net_W,model_minus_cfd_imposed_net_W
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,cooling_branch,0.0,150.76963867300003,0.0,-150.76963867300003,0.0,150.769638673,-150.769638673,0.0,164.340347847,-164.340347847,13.570709173999973,-2.842170943040401e-14
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,downcomer,0.0,0.0,33.96147218305608,-33.96147218305608,0.0,0.0,0.0,0.0,25.347860491,-25.347860491,-8.613611692056082,-33.96147218305608
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,junction,0.0,0.0,0.9419421938870083,-0.9419421938870083,0.0,0.0,0.0,0.0,43.234690515,-43.234690515,42.29274832111299,-0.9419421938870083
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,lower_leg,297.5,0.0,35.71630682856261,261.7836931714374,297.5,0.0,297.5,273.15537485,7.327263296,265.828111554,-4.044418382562583,-35.71630682856261
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,upcomer,0.0,0.0,34.503391945566634,-34.503391945566634,37.0,0.0,37.0,0.0,32.618906683,-32.618906683,-1.8844852625666348,-71.50339194556663
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,cooling_branch,0.0,0.0,164.340347847,-164.340347847,0.0,150.769638673,-150.769638673,0.0,164.340347847,-164.340347847,0.0,-13.570709174000001
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,downcomer,0.0,0.0,25.347860490999995,-25.347860490999995,0.0,0.0,0.0,0.0,25.347860491,-25.347860491,3.552713678800501e-15,-25.347860490999995
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,junction,0.0,0.0,43.234690515,-43.234690515,0.0,0.0,0.0,0.0,43.234690515,-43.234690515,0.0,-43.234690515
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,lower_leg,273.15537485,0.0,7.327263296000001,265.828111554,297.5,0.0,297.5,273.15537485,7.327263296,265.828111554,0.0,-31.671888446000025
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,upcomer,0.0,0.0,32.618906683,-32.618906683,37.0,0.0,37.0,0.0,32.618906683,-32.618906683,0.0,-69.618906683
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,cooling_branch,0.0,150.769638673,19.14006197826184,-169.90970065126186,0.0,150.769638673,-150.769638673,0.0,164.340347847,-164.340347847,-5.569352804261854,-19.140061978261855
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,downcomer,0.0,0.0,29.969506412337637,-29.969506412337637,0.0,0.0,0.0,0.0,25.347860491,-25.347860491,-4.621645921337638,-29.969506412337637
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,junction,0.0,0.0,57.222063703863604,-57.222063703863604,0.0,0.0,0.0,0.0,43.234690515,-43.234690515,-13.987373188863607,-57.222063703863604
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,lower_leg,297.5,0.0,35.715276043862076,261.7847239561379,297.5,0.0,297.5,273.15537485,7.327263296,265.828111554,-4.043387597862079,-35.715276043862104
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,upcomer,37.0,0.0,41.6792756188057,-4.679275618805697,37.0,0.0,37.0,0.0,32.618906683,-32.618906683,27.9396310641943,-41.6792756188057
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N0_current_fluid_rad_off,cooling_branch,0.0,53.999574410885344,0.0,-53.999574410885344,0.0,169.226815038,-169.226815038,0.0,184.313905416,-184.313905416,130.31433100511467,115.22724062711467
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N0_current_fluid_rad_off,downcomer,0.0,0.0,60.45550786576487,-60.45550786576487,0.0,0.0,0.0,0.0,28.124643037,-28.124643037,-32.330864828764874,-60.45550786576487
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N0_current_fluid_rad_off,junction,0.0,0.0,1.6788557300213576,-1.6788557300213576,0.0,0.0,0.0,0.0,48.485215891,-48.485215891,46.80636016097864,-1.6788557300213576
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N0_current_fluid_rad_off,lower_leg,337.6,0.0,62.55174182139923,275.0482581786008,337.6,0.0,337.6,310.4870585,8.155480513,302.331577987,-27.2833198083992,-62.55174182139922
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N0_current_fluid_rad_off,upcomer,37.0,0.0,55.30536850811219,-18.30536850811219,37.0,0.0,37.0,0.0,41.328587353,-41.328587353,23.023218844887815,-55.30536850811219
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,cooling_branch,0.0,169.22681503800004,0.0,-169.22681503800004,0.0,169.226815038,-169.226815038,0.0,184.313905416,-184.313905416,15.08709037799997,-2.842170943040401e-14
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,downcomer,0.0,0.0,39.22171875483801,-39.22171875483801,0.0,0.0,0.0,0.0,28.124643037,-28.124643037,-11.09707571783801,-39.22171875483801
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,junction,0.0,0.0,1.0873580545519865,-1.0873580545519865,0.0,0.0,0.0,0.0,48.485215891,-48.485215891,47.39785783644802,-1.0873580545519865
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,lower_leg,337.6,0.0,41.11232672426941,296.48767327573063,337.6,0.0,337.6,310.4870585,8.155480513,302.331577987,-5.843904711269374,-41.112326724269394
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,upcomer,0.0,0.0,39.10685245420618,-39.10685245420618,37.0,0.0,37.0,0.0,41.328587353,-41.328587353,2.2217348987938266,-76.10685245420618
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,cooling_branch,0.0,0.0,184.313905416,-184.313905416,0.0,169.226815038,-169.226815038,0.0,184.313905416,-184.313905416,0.0,-15.087090378
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,downcomer,0.0,0.0,28.124643037,-28.124643037,0.0,0.0,0.0,0.0,28.124643037,-28.124643037,0.0,-28.124643037
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,junction,0.0,0.0,48.485215891,-48.485215891,0.0,0.0,0.0,0.0,48.485215891,-48.485215891,0.0,-48.485215891
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,lower_leg,310.4870585,0.0,8.155480513,302.331577987,337.6,0.0,337.6,310.4870585,8.155480513,302.331577987,0.0,-35.26842201300002
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,upcomer,0.0,0.0,41.328587353,-41.328587353,37.0,0.0,37.0,0.0,41.328587353,-41.328587353,0.0,-78.328587353
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,cooling_branch,0.0,169.226815038,21.33225641181565,-190.55907144981566,0.0,169.226815038,-169.226815038,0.0,184.313905416,-184.313905416,-6.24516603381565,-21.33225641181565
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,downcomer,0.0,0.0,33.6666716587233,-33.6666716587233,0.0,0.0,0.0,0.0,28.124643037,-28.124643037,-5.542028621723304,-33.6666716587233
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,junction,0.0,0.0,64.12152140618568,-64.12152140618568,0.0,0.0,0.0,0.0,48.485215891,-48.485215891,-15.636305515185676,-64.12152140618568
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,lower_leg,337.6,0.0,39.96756471887583,297.6324352811242,337.6,0.0,337.6,310.4870585,8.155480513,302.331577987,-4.699142705875829,-39.96756471887585
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,upcomer,37.0,0.0,46.28091186706064,-9.280911867060638,37.0,0.0,37.0,0.0,41.328587353,-41.328587353,32.047675485939365,-46.28091186706064
