case_slug,fluid,group,series,unit,representative,n_total,t_first,t_last,n_window,t_start,t_end,dt_median,window_seconds,verdict,rel_drift_over_window,drift_ratio,near_zero_mean,trend_resolved,fit_n,fit_slope,fit_intercept,fit_r2,fit_slope_se,fit_t_stat,osc_mean,osc_minimum,osc_maximum,osc_peak_to_peak,osc_rmse_about_mean,osc_var_about_mean,osc_rmse_about_trend,osc_var_about_trend,osc_cov,unc_tau_int,unc_n_eff,unc_sem_naive,unc_sem_corrected,unc_rel_sem_naive,unc_rel_sem_corrected
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 0 (0.44376 0.826803 -0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00014505637459308763,255.14891828320629,False,True,301,0.00021432642274096166,441.49494955648265,0.9998169251954169,1.677235973532073e-07,1277.8549120289495,443.2616422591364,443.229012,443.29332,0.06430799999998271,0.018624685546345495,0.0003468789117002508,0.00025200156541882755,6.350478897353962e-08,4.201736349534451e-05,61.3603855756785,4.905445055079768,0.0010735090281668107,0.008409104338794233,2.4218405695912294e-06,1.8970972304159274e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 1 (0.44376 0.816306 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00015554272870131258,310.9130840924066,False,True,301,0.00022235017227342899,427.0207194701495,0.9998766997354595,1.4279422912727817e-07,1557.1369629737587,428.8535519401994,428.819641,428.886397,0.06675599999999804,0.019321361316411413,0.00037331500311931935,0.00021454565631018365,4.602983864156745e-08,4.505351822084393e-05,56.67486528854876,5.310996302638191,0.0011136647519780821,0.00838397013289692,2.5968416186357595e-06,1.954972762838631e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 10 (0.887519 0.534132 0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00014257146930695593,40.23900823053193,False,True,301,0.00021184588369893757,444.021518566716,0.9926917159407163,1.0511990177417632e-06,201.52785545218183,445.76776418604635,445.734602,445.801337,0.06673499999999422,0.018475079112449295,0.0003413285482112602,0.0015794068468481521,2.4945259878708222e-06,4.144552521913295e-05,4.707878200769859,63.935383874370146,0.0010648858566743437,0.0023105515811993414,2.388880359302745e-06,5.1833079168887725e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 11 (0.898016 0.534132 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00011876126306576157,21.892822054491614,False,True,301,0.00017498925920221795,440.59376629719355,0.9757326201594038,1.5959593676911756e-06,109.64518442306549,442.03620276079744,442.006142,442.064571,0.05842899999998963,0.015392864849932821,0.0002369402882882974,0.002397899075322496,5.749919975432481e-06,3.4822633878842014e-05,4.295201143983132,70.07820819326503,0.0008872299800517615,0.0018387723382731834,2.007143248698739e-06,4.159777698724403e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 12 (0.887519 0.229332 -0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00014193939688620218,100.90594962796526,False,True,301,0.00021029618050207475,442.74392904259304,0.9988306248524434,4.1612786258367133e-07,505.36433488586755,444.47740045847166,444.444559,444.508325,0.06376599999998689,0.018283483151065726,0.00033428575613530425,0.0006252243240683785,3.909054554067608e-07,4.113478690301597e-05,5.31872169026616,56.59254563946499,0.0010538424490531117,0.0024304087551867883,2.3709697005204073e-06,5.468014240273766e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 13 (0.877023 0.229332 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00015706606907573025,63.30408315251513,False,True,301,0.00023220569932455798,441.6044439553514,0.9970341979150305,7.324084336562026e-07,317.0439998422477,443.51851553488376,443.482268,443.552635,0.07036700000003293,0.020206510619885477,0.00040830307143154454,0.0011004299616745917,1.2109461005511434e-06,4.555956496092707e-05,4.928156394802441,61.07760709815429,0.001164683909654085,0.002585534377053686,2.626009667825198e-06,5.829597382051861e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 14 (0.887519 0.229332 0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00014194247180632032,99.42084027932638,False,True,301,0.0002103007049349848,442.74382550516776,0.9987954709916134,4.2235290322319246e-07,497.9265048969046,444.4773342159468,444.444475,444.508273,0.06379799999996294,0.01828419827159763,0.0003343119064350938,0.00063457733110323,4.0268838915009847e-07,4.113640193565946e-05,5.304758488344369,56.74150871549725,0.001053883667915321,0.0024273113267832113,2.3710627894544057e-06,5.461046356986824e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 15 (0.898016 0.229332 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00012762711521483258,32.69504159745481,False,True,301,0.00018718071549581302,438.4436235847598,0.988971522648984,1.1431188689788458e-06,163.7456266145117,439.9865542225918,439.955421,440.016171,0.06074999999998454,0.016354703900348495,0.00026747633966807426,0.0017175147026916554,2.949856753962005e-06,3.717091748234323e-05,4.7471742648189,63.406140834284884,0.000942669461255095,0.002053889265924174,2.1424960654097465e-06,4.668072799527185e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 16 (0.887519 -0.075468 -0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00014490440305801191,103.16765076110117,False,True,301,0.00021427336296230226,441.8504156059788,0.9988812775632115,4.1470266783288883e-07,516.6915469389919,443.6166709368771,443.583724,443.647703,0.0639789999999607,0.018628793350268708,0.00034703194168701567,0.0006230829956334324,3.88232419447532e-07,4.199299659078734e-05,5.179494526013823,58.11377895820499,0.0010737457980487255,0.002443684681988017,2.4204360845616427e-06,5.5085501562129815e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 17 (0.887519 -0.085964 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00016301025273784343,5.903295376766627,False,True,301,0.00024267737739545046,444.61699790969044,0.7451213154907195,8.208181736668823e-06,29.56530266762072,446.6173875315611,446.55406,446.665426,0.11136600000003227,0.024428076706214524,0.0005967309315647007,0.012332639411059112,0.00015209399484320842,5.469575835644837e-05,3.145004014950094,95.70734999674599,0.0014080109336406083,0.0024969890011398927,3.152611100572318e-06,5.590890706115731e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 18 (0.887519 -0.075468 0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00014490511842757712,103.47002686943308,False,True,301,0.00021427440232339362,441.85036879600045,0.9988877993548342,4.134927652777691e-07,518.2059284143751,443.6166326943522,443.583684,443.647666,0.06398200000000998,0.018628822897091644,0.00034703304253120594,0.0006212651396924325,3.8597037379705767e-07,4.199306681525337e-05,5.181454304125432,58.09179862116052,0.001073747501099287,0.0024441508263845914,2.420440132232574e-06,5.509601413138603e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 19 (0.887519 -0.064971 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.0001626600177285103,5.886874687651151,False,True,301,0.00024216772260238356,444.642867545645,0.7440618558333614,8.213791058777627e-06,29.483063407559197,446.63905608305646,446.578728,446.688588,0.1098599999999692,0.024394123200763708,0.0005950732467340383,0.012341067312527145,0.00015230194241232597,5.4617084799291276e-05,3.24281836342774,92.8204932458306,0.0014060538861216762,0.002531997525423327,3.1480764321251123e-06,5.669001604177849e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 2 (0.44376 0.826803 0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.0001450563031041843,255.14700424270603,False,True,301,0.00021432631757275773,441.4949513735499,0.9998169224491589,1.6772477326689055e-07,1277.8453259955397,443.2616432093021,443.229013,443.293321,0.06430799999998271,0.01862467643294502,0.0003468785722318976,0.00025200333220712476,6.350567944349449e-08,4.2017342845409934e-05,61.363207277980926,4.90521948496666,0.0010735085028791402,0.008409293571160827,2.421839379348788e-06,1.8971399172452357e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 20 (0.648452 -0.203343 -0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00013938670637445255,14.506708419558208,False,True,301,0.00021040876768387197,451.1253598768189,0.9463920876778454,2.8960572016345774e-06,72.6535261683071,452.85975934883703,452.821486,452.896738,0.07525200000003451,0.018793244253436224,0.0003531860295693136,0.00435127173439693,1.8933565706561663e-05,4.149903776051743e-05,3.1040159244545205,96.97115199333128,0.0010832245905255818,0.0019084486577660275,2.391964770910846e-06,4.214215589634567e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 21 (0.648452 -0.21384 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00013523588070377278,21.057995477178466,False,True,301,0.00020011268442939365,442.26968116550444,0.9738217288124972,1.897447527125303e-06,105.46414673852463,443.9192100232559,443.885349,443.952431,0.06708199999997078,0.017620099776930315,0.0003104679161489798,0.0028508793913399563,8.12751330396688e-06,3.969213176426233e-05,2.9422938161577092,102.30113605481817,0.0010156056670415161,0.0017420801612939051,2.2878164407174694e-06,3.924318033460731e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 22 (0.648452 -0.203343 0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.0001393853374527611,14.514354554351742,False,True,301,0.0002104066902818183,451.1253533895489,0.9464455298779699,2.894502985915766e-06,72.69182008297345,452.8597357375419,452.821464,452.896711,0.0752469999999903,0.0187925281105243,0.00035315911278484605,0.004348936554372653,1.891324915395868e-05,4.1497458545123665e-05,3.1002060316984252,97.09032139231707,0.0010831833127343678,0.0019072043964879252,2.3918737464488e-06,4.211468244978307e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 23 (0.648452 -0.192847 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00013215170107986284,12.476218804139748,False,True,301,0.00020308960946952684,459.36337903352774,0.9288651741411024,3.25025104457701e-06,62.48428403965241,461.03744668438503,461.002218,461.075453,0.0732349999999542,0.01830985226547176,0.0003352506899834014,0.00488344135329222,2.3847999451044543e-05,3.97144578973999e-05,3.433099734825408,87.67586823844705,0.0010553623395398101,0.0019554413856971466,2.2891032976379583e-06,4.241393838526514e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 24 (0.44376 -0.122713 -0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00014281587443244195,8.324906703813296,False,True,301,0.0002166653442168529,453.34272753439814,0.8532399101789994,5.196635559365573e-06,41.693388297428406,455.1286999667777,455.088314,455.176737,0.08842299999997749,0.020381087162347194,0.00041538871391919355,0.007807847652548735,6.0962484965410796e-05,4.478093155592016e-05,3.1090044386352584,96.81555814443553,0.001174746334277172,0.0020713561090930158,2.581129984470158e-06,4.55114368582824e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 25 (0.44376 -0.133209 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00015171170232770534,4.401045084907166,False,True,301,0.00022640680733097232,445.8384288333499,0.6190273709568623,1.0271783278155012e-05,22.041626190894366,447.7047001461791,447.658086,447.772605,0.11451899999997295,0.025003915943911135,0.0006251958125301735,0.015433162098752829,0.00023818249236638082,5.58491254073213e-05,3.0128218684661023,99.90633802497129,0.001441201755515252,0.002501563375665884,3.2190900721942126e-06,5.587529849137398e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 26 (0.44376 -0.122713 0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00014281383842165566,8.335556640957629,False,True,301,0.00021666218961077937,453.3426153517691,0.8535598047211129,5.189920504360059e-06,41.74672606810859,455.12856178073076,455.088164,455.176576,0.08841200000000526,0.020376970934451805,0.00041522094446349374,0.007797758408101519,6.080503619111794e-05,4.477190105302358e-05,3.107363072849519,96.86669788605568,0.001174509078845573,0.002070391034614275,2.5806094749364938e-06,4.54902462397369e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 27 (0.44376 -0.112216 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00012963991489989664,10.533418953024956,False,True,301,0.0002032894708587413,468.7568773900501,0.9029853046268322,3.8535208413287125e-06,52.75421600902672,470.4325924983387,470.39596,470.474178,0.07821799999999257,0.01858865726246695,0.0003455381788214653,0.005789842930353431,3.3522281158163613e-05,3.951396556889836e-05,3.8758377743047996,77.66062914075131,0.0010714323924074186,0.002109344756584054,2.2775471119408085e-06,4.483840597399728e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 28 (0.239068 -0.042083 -0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00013492358312789413,63.34482394222491,False,True,301,0.00020576826824492142,455.82565111502345,0.9970380003561674,6.486037478908668e-07,317.2480407552991,457.5217989501663,457.490205,457.553406,0.06320099999999229,0.01790589456297851,0.00032062106010050334,0.0009745149900452658,9.496794658229246e-07,3.9136702566010055e-05,4.775307301465191,63.03259266846454,0.0010320786046523172,0.0022553473477069518,2.2558020339588935e-06,4.9294860985467625e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 29 (0.239068 -0.052579 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00014084324079560482,37.21235104697517,False,True,301,0.0002111728041187229,448.06321845937015,0.9914650934980103,1.1330864924329146e-06,186.3695362436999,449.8039158837208,449.769421,449.83642,0.06699899999995296,0.01842776852597594,0.0003395826528469495,0.0017024412447266338,2.89830619174637e-06,4.0968448417731696e-05,4.819695267571351,62.45208115650726,0.0010621589198044226,0.0023318429145902622,2.3613821096190775e-06,5.184132090110725e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 3 (0.44376 0.837299 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00013830989700007007,239.05571717193794,False,True,301,0.0002081932771556141,449.8638617997949,0.9997914516741686,1.7389205969819667e-07,1197.2558006210859,451.57999898338863,451.548285,451.610815,0.0625299999999811,0.018091953700858206,0.00032731878871399694,0.0002612695646252295,6.826178539945699e-08,4.0063673638308586e-05,58.89152016282718,5.111092380834715,0.001042802875072334,0.008002553796125052,2.309231758315083e-06,1.7721231706764376e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 30 (0.239068 -0.042083 0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00013492371682170657,63.38225772210906,False,True,301,0.0002057684728608791,455.82565103634727,0.9970414877093918,6.482213248722966e-07,317.4355192671526,457.5218005581395,457.49021,457.553407,0.06319700000000239,0.017905881053806177,0.00032062057631305503,0.0009739404066184095,9.485599156440328e-07,3.9136672901624476e-05,4.780736782869173,62.96100657090641,0.0010320778259965688,0.0022566274357550564,2.2558003241321346e-06,4.932283954561627e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 31 (0.239068 -0.031586 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00012337239991534204,60.21811169070104,False,True,301,0.00019581131548261377,474.5328992998984,0.9967234562526919,6.492662632762579e-07,301.5886186578241,476.1469719734216,476.116106,476.176673,0.06056699999999182,0.017042131869296023,0.0002904342586504752,0.0009755104070102445,9.516205541852927e-07,3.57917468185586e-05,4.536726123520955,66.34740378958423,0.000982292150671419,0.0020922421872359826,2.0630019899113214e-06,4.394110034060599e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 32 (-0 0.169958 -0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00015694611532138976,228.9915909075103,False,True,301,0.00023662368308728011,450.3519128640324,0.9997727218046968,2.063245280331004e-07,1146.8519295452786,452.30240188372085,452.266721,452.337342,0.07062099999996008,0.02056274283924338,0.000422826393072855,0.00030999874119768756,9.609921954415089e-08,4.546237816470784e-05,7.413595131002015,40.601084181315024,0.001185216793425626,0.003227098554359377,2.6204079140183845e-06,7.1348251544085505e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 33 (0.010497 0.169958 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.0001402354598882562,420.1586217629137,False,True,301,0.00020871111966731766,444.76678050636326,0.9999324788744554,9.918465633375424e-08,2104.268214279124,446.48718626578096,446.456015,446.518439,0.06242400000002135,0.01813567507706116,0.00032890271050073735,0.0001490230895119573,2.220788120768884e-08,4.061857906548188e-05,6.816205089098156,44.159469391761654,0.0010453229333015565,0.002729114790302681,2.3412159754105596e-06,6.112414587141404e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 34 (-0 0.169958 0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.0001576283235424478,299.2714799850865,False,True,301,0.00023722265736728359,449.52940587120156,0.9998669217454323,1.5827160991090655e-07,1498.8326554637295,451.4848322358801,451.448992,451.519852,0.07086000000003878,0.020613822962366652,0.0004249296971237946,0.00023780013121775425,5.654890240718114e-08,4.5657841616253624e-05,38.372916630396105,7.84407406138033,0.0011881610027759666,0.00736016751974034,2.6316742400666233e-06,1.6302136847633876e-05
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 35 (-0.010497 0.169958 0),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00012479287620879737,110.8207401691734,False,True,301,0.00019091754724870382,457.3888766613512,0.9990303117564253,3.4398300374245183e-07,555.0202921992282,458.9626100033223,458.933031,458.990173,0.057141999999998916,0.016597015109797914,0.0002754609105548603,0.0005168280241331865,2.6711120652941364e-07,3.616202006014776e-05,5.453369279623945,55.19523519609449,0.0009566360471779918,0.002233979560247817,2.084344184749749e-06,4.8674543667765135e-06
modern_runs__2026-07-01_insulation_truesteady__salt2_jin_hiins_loH__salt2_jin_hiins_loH,salt2,wall_temperature,probe 36 (-0 0.75394 -0.010497),K,False,479,7915.0,8393.0,301,8093.0,8393.0,1.0,300.0,steady,0.00014749888724023295,594.9823538960878,False,True,301,0.00022173064883062064,449.1532673646792,0.9999663277014923,7.441043219715127e-08,2979.832831008733,450.98099310299,450.947693,451.013942,0.06624899999997069,0.019266663646460545,0.0003712043280658443,0.00011180028149339636,1.2499302942002665e-08,4.272167550542566e-05,62.78536092944847,4.794111167700889,0.0011105120306950393,0.008799387949907738,2.462436438959708e-06,1.951166032378272e-05
