case_id,variant_id,input_family,level,sensor,baseline_prediction_K,variant_prediction_K,delta_prediction_K,runtime_temperature_allowed,fit_allowed,model_selection_allowed
salt_2,V01,heater_source_fraction,downstream_plus_0p10,TW5,510.019801914,508.822505444,-1.19729647033,false,false,false
salt_2,V01,heater_source_fraction,downstream_plus_0p10,TW6,512.041652307,511.825132915,-0.216519392268,false,false,false
salt_2,V01,heater_source_fraction,downstream_plus_0p10,TW7,513.253846688,513.576601301,0.322754613352,false,false,false
salt_2,V01,heater_source_fraction,downstream_plus_0p10,TW8,511.569102952,511.830981397,0.261878444954,false,false,false
salt_2,V01,heater_source_fraction,downstream_plus_0p10,TW9,510.972131532,511.206398202,0.234266670676,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TP1,510.09624721,514.158543513,4.06229630394,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TP2,,,,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TP3,515.51307171,519.456526899,3.94345518962,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TP4,514.752670819,518.676797811,3.9241269916,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TP5,513.803218728,517.667207656,3.86398892789,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TP6,513.05178275,516.896984253,3.84520150289,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TW1,507.985917345,511.992715655,4.0067983104,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TW10,506.248983058,473.620969213,-32.6280138454,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TW11,509.072566673,513.10827309,4.03570641631,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TW2,507.33015128,511.319635041,3.98948376068,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TW3,507.080063471,511.06280735,3.98274387912,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TW4,508.407896429,512.360624077,3.9527276488,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TW5,510.019801914,513.950402434,3.9306005198,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TW6,512.041652307,515.960657123,3.91900481598,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TW7,513.253846688,517.140937718,3.88709103083,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TW8,511.569102952,515.378168271,3.8090653195,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_0p8,TW9,510.972131532,514.766230426,3.79409889376,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TP1,510.09624721,506.428346718,-3.66790049188,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TP2,,,,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TP3,515.51307171,511.955456442,-3.55761526711,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TP4,514.752670819,511.211748864,-3.54092195499,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TP5,513.803218728,510.315416216,-3.48780251156,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TP6,513.05178275,509.580211811,-3.47157093835,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TW1,507.985917345,504.366926857,-3.61899048771,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TW10,506.248983058,535.45455172,29.2055686622,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TW11,509.072566673,505.428493592,-3.64407308102,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TW2,507.33015128,503.726254665,-3.60389661584,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TW3,507.080063471,503.481895608,-3.59816786264,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TW4,508.407896429,504.83756544,-3.57033098908,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TW5,510.019801914,506.470573895,-3.54922801886,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TW6,512.041652307,508.504195589,-3.537456718,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TW7,513.253846688,509.745906903,-3.50793978498,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TW8,511.569102952,508.129731598,-3.43937135359,false,false,false
salt_2,V02,cooler_hx_strength,hx_ua_1p2,TW9,510.972131532,507.545542281,-3.42658925077,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TP1,510.09624721,509.051451185,-1.04479602478,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TP2,,,,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TP3,515.51307171,514.485263416,-1.02780829326,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TP4,514.752670819,513.720602125,-1.03206869362,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TP5,513.803218728,512.768519433,-1.03469929497,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TP6,513.05178275,512.01288125,-1.03890150006,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TW1,507.985917345,506.933053554,-1.05286379016,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TW10,506.248983058,505.225194535,-1.02378852292,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TW11,509.072566673,508.025511118,-1.04705555536,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TW2,507.33015128,506.274133538,-1.05601774234,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TW3,507.080063471,506.022132768,-1.05793070313,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TW4,508.407896429,507.354127956,-1.05376847278,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TW5,510.019801914,508.972256657,-1.04754525707,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TW6,512.041652307,511.001601615,-1.04005069251,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TW7,513.253846688,512.217675397,-1.03617129066,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TW8,511.569102952,510.526162582,-1.0429403698,false,false,false
salt_2,V03,ambient_temperature,ambient_minus_2K,TW9,510.972131532,509.9251475,-1.04698403169,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TP1,510.09624721,511.141976805,1.04572959508,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TP2,,,,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TP3,515.51307171,516.542039128,1.02896741891,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TP4,514.752670819,515.785857204,1.03318638487,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TP5,513.803218728,514.838980798,1.03576206966,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TP6,513.05178275,514.091706632,1.0399238821,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TW1,507.985917345,509.03967665,1.0537593056,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TW10,506.248983058,507.27376269,1.02477963172,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TW11,509.072566673,510.120570044,1.04800337097,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TW2,507.33015128,508.387038874,1.05688759335,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TW3,507.080063471,508.138842212,1.05877874108,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TW4,508.407896429,509.462568774,1.05467234537,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TW5,510.019801914,511.068329807,1.0485278933,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TW6,512.041652307,513.082767949,1.04111564219,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TW7,513.253846688,514.29113715,1.03729046246,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TW8,511.569102952,512.613068203,1.04396525089,false,false,false
salt_2,V03,ambient_temperature,ambient_plus_2K,TW9,510.972131532,512.020096409,1.04796487724,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TP1,510.09624721,518.254235462,8.1579882528,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TP2,,,,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TP3,515.51307171,523.425011736,7.91194002653,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TP4,514.752670819,522.664257103,7.91158628422,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TP5,513.803218728,521.992436729,8.18921800136,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TP6,513.05178275,521.23898595,8.18720319975,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TW1,507.985917345,516.11638035,8.13046300575,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TW10,506.248983058,514.271100937,8.02211787882,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TW11,509.072566673,517.210030629,8.13746395584,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TW2,507.33015128,515.454820799,8.124669519,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TW3,507.080063471,515.207332526,8.12726905558,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TW4,508.407896429,516.47314775,8.06525132119,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TW5,510.019801914,518.023066528,8.00326461441,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TW6,512.041652307,519.990838894,7.94918658689,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TW7,513.253846688,521.140639998,7.88679331039,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TW8,511.569102952,519.728624152,8.15952119983,false,false,false
salt_2,V04,external_convection_hA,external_hA_0p5,TW9,510.972131532,519.133357378,8.16122584613,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TP1,510.09624721,497.703282355,-12.3929648546,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TP2,,,,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TP3,515.51307171,503.575689214,-11.9373824956,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TP4,514.752670819,502.825859333,-11.9268114864,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TP5,513.803218728,501.332897795,-12.4703209333,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TP6,513.05178275,500.595161377,-12.4566213724,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TW1,507.985917345,495.668885804,-12.3170315402,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TW10,506.248983058,494.058903559,-12.1900794988,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TW11,509.072566673,496.730857187,-12.3417094863,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TW2,507.33015128,495.029545151,-12.3006061296,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TW3,507.080063471,494.780373188,-12.2996902828,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TW4,508.407896429,496.22238766,-12.1855087685,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TW5,510.019801914,497.944774316,-12.0750275984,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TW6,512.041652307,500.06130005,-11.9803522568,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TW7,513.253846688,501.388645135,-11.8652015525,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TW8,511.569102952,499.179367403,-12.3897355489,false,false,false
salt_2,V04,external_convection_hA,external_hA_2p0,TW9,510.972131532,498.589068367,-12.3830631648,false,false,false
salt_2,V05,radiation,radiation_on,TP1,510.09624721,510.09624721,0,false,false,false
salt_2,V05,radiation,radiation_on,TP2,,,,false,false,false
salt_2,V05,radiation,radiation_on,TP3,515.51307171,515.51307171,0,false,false,false
salt_2,V05,radiation,radiation_on,TP4,514.752670819,514.752670819,0,false,false,false
salt_2,V05,radiation,radiation_on,TP5,513.803218728,513.803218728,0,false,false,false
salt_2,V05,radiation,radiation_on,TP6,513.05178275,513.05178275,0,false,false,false
salt_2,V05,radiation,radiation_on,TW1,507.985917345,507.985917345,0,false,false,false
salt_2,V05,radiation,radiation_on,TW10,506.248983058,506.248983058,0,false,false,false
salt_2,V05,radiation,radiation_on,TW11,509.072566673,509.072566673,0,false,false,false
salt_2,V05,radiation,radiation_on,TW2,507.33015128,507.33015128,0,false,false,false
salt_2,V05,radiation,radiation_on,TW3,507.080063471,507.080063471,0,false,false,false
salt_2,V05,radiation,radiation_on,TW4,508.407896429,508.407896429,0,false,false,false
salt_2,V05,radiation,radiation_on,TW5,510.019801914,510.019801914,0,false,false,false
salt_2,V05,radiation,radiation_on,TW6,512.041652307,512.041652307,0,false,false,false
salt_2,V05,radiation,radiation_on,TW7,513.253846688,513.253846688,0,false,false,false
salt_2,V05,radiation,radiation_on,TW8,511.569102952,511.569102952,0,false,false,false
salt_2,V05,radiation,radiation_on,TW9,510.972131532,510.972131532,0,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TP1,510.09624721,510.128360473,0.0321132631049,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TP2,,,,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TP3,515.51307171,515.305395064,-0.207676645367,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TP4,514.752670819,514.579399721,-0.173271097508,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TP5,513.803218728,513.671479114,-0.131739613587,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TP6,513.05178275,512.953670126,-0.0981126236555,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TW1,507.985917345,508.060881732,0.0749643876764,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TW10,506.248983058,506.292024216,0.0430411583254,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TW11,509.072566673,509.103711838,0.031145164989,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TW2,507.33015128,507.427696023,0.0975447426201,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TW3,507.080063471,507.194296315,0.114232844681,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TW4,508.407896429,508.46305338,0.0551569516934,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TW5,510.019801914,509.998029478,-0.0217724355772,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TW6,512.041652307,511.937204719,-0.104447588402,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TW7,513.253846688,513.092345323,-0.161501364734,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TW8,511.569102952,511.481947192,-0.0871557597715,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_0p9,TW9,510.972131532,510.919995994,-0.0521355378553,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TP1,510.09624721,510.063574078,-0.0326731312276,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TP2,,,,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TP3,515.51307171,515.711335632,0.198263922341,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TP4,514.752670819,514.917744609,0.16507378978,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TP5,513.803218728,513.928290382,0.125071654477,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TP6,513.05178275,513.144447877,0.0926651271427,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TW1,507.985917345,507.912692285,-0.0732250600906,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TW10,506.248983058,506.207799426,-0.0411836326405,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TW11,509.072566673,509.041427619,-0.0311390546506,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TW2,507.33015128,507.23530599,-0.0948452907753,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TW3,507.080063471,506.969099664,-0.110963807134,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TW4,508.407896429,508.353860763,-0.0540356652458,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TW5,510.019801914,510.039900978,0.020099064444,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TW6,512.041652307,512.141224169,0.0995718618115,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TW7,513.253846688,513.408318351,0.154471663729,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TW8,511.569102952,511.65194928,0.0828463280143,false,false,false
salt_2,V07,pressure_loss_terms,major_loss_1p1,TW9,510.972131532,511.021124357,0.0489928247827,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TP1,525.555244608,525.572091765,0.016847156792,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TP2,,,,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TP3,531.055703912,531.092589508,0.0368855962088,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TP4,530.295691413,530.329758009,0.0340665966826,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TP5,529.210323677,529.240344026,0.0300203485797,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TP6,528.459570619,528.486839727,0.0272691082862,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TW1,523.336062861,523.349167472,0.0131046103177,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TW10,521.51394014,521.529478865,0.0155387251948,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TW11,524.430978992,524.447692323,0.0167133304952,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TW2,522.667076142,522.67830157,0.0112254276512,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TW3,522.429638566,522.439523523,0.00988495727381,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TW4,523.777716148,521.75882985,-2.01888629801,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TW5,525.397155744,525.753110286,0.355954542089,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TW6,527.453150251,528.745455088,1.29230483732,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TW7,528.67622546,528.709063643,0.0328381829601,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TW8,526.857898199,526.884014905,0.0261167065846,false,false,false
salt_3,V01,heater_source_fraction,upstream_plus_0p10,TW9,526.279888137,526.303179906,0.0232917688912,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TP1,525.555244608,525.729713069,0.1744684611,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TP2,,,,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TP3,531.055703912,531.422520714,0.366816801734,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TP4,530.295691413,530.635446639,0.339755225756,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TP5,529.210323677,529.511099784,0.300776106328,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TP6,528.459570619,528.733945819,0.274375199559,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TW1,523.336062861,523.47473066,0.138667798116,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TW10,521.51394014,521.676252188,0.162312048473,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TW11,524.430978992,524.604245113,0.173266121165,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TW2,522.667076142,522.787738321,0.120662179011,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TW3,522.429638566,522.5374374,0.107798834544,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TW4,523.777716148,521.734138938,-2.04357720981,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TW5,525.397155744,524.192055407,-1.20510033667,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TW6,527.453150251,527.237243689,-0.215906561529,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TW7,528.67622546,529.00429466,0.328069200368,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TW8,526.857898199,527.121319116,0.26342091746,false,false,false
salt_3,V01,heater_source_fraction,downstream_plus_0p10,TW9,526.279888137,526.516187453,0.236299315586,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TP1,525.555244608,529.673001085,4.11775647704,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TP2,,,,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TP3,531.055703912,535.06350765,4.00780373798,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TP4,530.295691413,534.283884901,3.98819348826,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TP5,529.210323677,533.139149756,3.92882607862,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TP6,528.459570619,532.369321071,3.90975045214,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TW1,523.336062861,527.396691091,4.06062822964,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TW10,521.51394014,486.445250293,-35.0686898471,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TW11,524.430978992,528.520872578,4.08989358566,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TW2,522.667076142,526.710097165,4.04302102275,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TW3,522.429638566,526.46597405,4.03633548469,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TW4,523.777716148,527.786249768,4.00853362078,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TW5,525.397155744,529.385709125,3.98855338062,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TW6,527.453150251,531.432608564,3.979458313,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TW7,528.67622546,532.625766883,3.9495414234,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TW8,526.857898199,530.729916969,3.87201877038,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_0p8,TW9,526.279888137,530.136861409,3.85697327195,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TP1,525.555244608,521.834662737,-3.72058187103,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TP2,,,,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TP3,531.055703912,527.436956934,-3.61874697769,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TP4,530.295691413,526.693927422,-3.60176399063,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TP5,529.210323677,525.660902418,-3.54942125997,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TP6,528.459570619,524.926675975,-3.53289464456,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TW1,523.336062861,519.665904397,-3.67015846449,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TW10,521.51394014,552.939660184,31.4257200444,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TW11,524.430978992,520.735373233,-3.69560575887,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TW2,522.667076142,519.012297461,-3.65477868155,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TW3,522.429638566,518.78055525,-3.64908331582,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TW4,523.777716148,520.154364417,-3.62335173105,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TW5,525.397155744,521.792846384,-3.60430936009,false,false,false
salt_3,V02,cooler_hx_strength,hx_ua_1p2,TW6,527.453150251,523.858226761,-3.59492348966,false,false,false
