harvest_id,source_family,case_key,feature_or_plane,time_or_window_s,plane_path,reverse_area_fraction,reverse_mass_fraction,secondary_flow_intensity,transverse_velocity_components,signed_mdot_basis,absolute_mdot_basis,normal_velocity_basis,wall_core_delta_T_status,field_status,admission_use,blocked_reason,coefficient_admission_status,source_paths
MPRH-UP-011,upcomer_matched_plane_diagnostic_proxy,salt4_jin_nominal_continuation,upcomer_mid,10000,not_sampled_proxy_row,0.3281853282,0.4477009019,0.003003115297,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt4/ethan_modern_runs_staged/salt_test_4_jin/viscosity_screening_salt_test_4_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-012,upcomer_matched_plane_diagnostic_proxy,salt4_jin_nominal_continuation,upcomer_outlet,10000,not_sampled_proxy_row,0.8287037037,0.575355916,0.7931173731,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt4/ethan_modern_runs_staged/salt_test_4_jin/viscosity_screening_salt_test_4_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-013,upcomer_matched_plane_diagnostic_proxy,salt2_lo10q,upcomer_inlet,12382,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-014,upcomer_matched_plane_diagnostic_proxy,salt2_lo10q,upcomer_mid,12382,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-015,upcomer_matched_plane_diagnostic_proxy,salt2_lo10q,upcomer_outlet,12382,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-016,upcomer_matched_plane_diagnostic_proxy,salt2_hi10q,upcomer_inlet,11668,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-017,upcomer_matched_plane_diagnostic_proxy,salt2_hi10q,upcomer_mid,11668,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-018,upcomer_matched_plane_diagnostic_proxy,salt2_hi10q,upcomer_outlet,11668,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-019,upcomer_matched_plane_diagnostic_proxy,salt4_lo10q,upcomer_inlet,13421,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-020,upcomer_matched_plane_diagnostic_proxy,salt4_lo10q,upcomer_mid,13421,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-021,upcomer_matched_plane_diagnostic_proxy,salt4_lo10q,upcomer_outlet,13421,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-022,upcomer_matched_plane_diagnostic_proxy,salt4_hi5q,upcomer_inlet,,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,blocked_before_sampling,diagnostic_recirc_gate_only,blocked-terminal-harvest-or-new-cfd-run,no_coefficient_admission,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-13/2026-07-13_corrected_q_latest_time_refresh/all_corrected_q_status_table.csv
MPRH-UP-023,upcomer_matched_plane_diagnostic_proxy,salt4_hi5q,upcomer_mid,,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,blocked_before_sampling,diagnostic_recirc_gate_only,blocked-terminal-harvest-or-new-cfd-run,no_coefficient_admission,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-13/2026-07-13_corrected_q_latest_time_refresh/all_corrected_q_status_table.csv
