case_id,source_id,lane,qoi_id,segment,quantity,complete_triplet,convergence_verdict,gci_status,publication_ready,fit_admissible,gate_status,primary_blocker,next_action,blockers,coarse_source_path,medium_source_path,fine_source_path,gci_source_path
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pressure_gradient_friction,pressure_gradient_friction::upper_leg::section_mean_static_gradient,upper_leg,apparent_darcy_f,yes,oscillatory,not_computed_non_monotone_or_divergent,no,no,blocked_non_monotone_or_oscillatory,Triplet fails monotone/asymptotic gate.,audit_qoi_definition_or_mesh_family,not_fit_safe_pressure_recovery_or_noise,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pressure_gradient_friction,pressure_gradient_friction::upper_leg::section_mean_total_pressure_gradient,upper_leg,apparent_darcy_f,yes,oscillatory,not_computed_non_monotone_or_divergent,no,no,blocked_non_monotone_or_oscillatory,Triplet fails monotone/asymptotic gate.,audit_qoi_definition_or_mesh_family,not_fit_safe_pressure_recovery_or_noise,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,momentum_corrected_friction,momentum_corrected_friction::left_lower_leg,left_lower_leg,f_corrected,yes,oscillatory,not_computed_non_monotone_or_divergent,no,no,blocked_non_monotone_or_oscillatory,Triplet fails monotone/asymptotic gate.,audit_qoi_definition_or_mesh_family,computed GCI failed monotonic/asymptotic gate: oscillatory,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,momentum_corrected_friction,momentum_corrected_friction::left_upper_leg,left_upper_leg,f_corrected,yes,monotonic_divergence,not_computed_non_monotone_or_divergent,no,no,blocked_non_monotone_or_oscillatory,Triplet fails monotone/asymptotic gate.,audit_qoi_definition_or_mesh_family,computed GCI failed monotonic/asymptotic gate: monotonic_divergence,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,momentum_corrected_friction,momentum_corrected_friction::lower_leg,lower_leg,f_corrected,yes,oscillatory,not_computed_non_monotone_or_divergent,no,no,blocked_non_monotone_or_oscillatory,Triplet fails monotone/asymptotic gate.,audit_qoi_definition_or_mesh_family,computed GCI failed monotonic/asymptotic gate: oscillatory,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,momentum_corrected_friction,momentum_corrected_friction::right_leg,right_leg,f_corrected,yes,oscillatory,not_computed_non_monotone_or_divergent,no,no,blocked_non_monotone_or_oscillatory,Triplet fails monotone/asymptotic gate.,audit_qoi_definition_or_mesh_family,computed GCI failed monotonic/asymptotic gate: oscillatory,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,momentum_corrected_friction,momentum_corrected_friction::test_section_span,test_section_span,f_corrected,yes,monotonic_divergence,not_computed_non_monotone_or_divergent,no,no,blocked_non_monotone_or_oscillatory,Triplet fails monotone/asymptotic gate.,audit_qoi_definition_or_mesh_family,computed GCI failed monotonic/asymptotic gate: monotonic_divergence,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,momentum_corrected_friction,momentum_corrected_friction::upper_leg,upper_leg,f_corrected,yes,oscillatory,not_computed_non_monotone_or_divergent,no,no,blocked_non_monotone_or_oscillatory,Triplet fails monotone/asymptotic gate.,audit_qoi_definition_or_mesh_family,computed GCI failed monotonic/asymptotic gate: oscillatory,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal_segment_closure,thermal_segment_closure::downcomer::thermal_segment_closure,downcomer,thermal_segment_closure,no,,not_computed_blocked_downcomer_policy,no,no,blocked_missing_triplet,Missing coarse/medium/fine numeric QoI prevents GCI.,extract_missing_mesh_level_qoi,coarse_status_thermally_blocked_segment_right_leg;medium_status_thermally_blocked_segment_right_leg;fine_status_thermally_blocked_segment_right_leg;blocked_downcomer_policy;missing_or_nonfinite_coarse_medium_or_fine_value;coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal_segment_closure,thermal_segment_closure::lower_leg::HTC,lower_leg,HTC,yes,oscillatory,not_publication_gci_sign_review_required,no,no,blocked_non_monotone_or_oscillatory,Triplet fails monotone/asymptotic gate.,audit_qoi_definition_or_mesh_family,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal_segment_closure,thermal_segment_closure::lower_leg::UA_prime,lower_leg,UA_prime,yes,oscillatory,not_publication_gci_sign_review_required,no,no,blocked_non_monotone_or_oscillatory,Triplet fails monotone/asymptotic gate.,audit_qoi_definition_or_mesh_family,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal_segment_closure,thermal_segment_closure::lower_leg::Nu,lower_leg,Nu,no,,not_computed_missing_triplet,no,no,blocked_missing_triplet,Missing coarse/medium/fine numeric QoI prevents GCI.,extract_missing_mesh_level_qoi,missing_or_nonfinite_coarse_medium_or_fine_value;coarse_nu_direct_not_admitted;medium_nu_direct_not_admitted;fine_nu_direct_not_admitted;coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal_segment_closure,thermal_segment_closure::upcomer::HTC,upcomer,HTC,yes,monotonic_convergence,not_publication_gci_sign_review_required,no,no,blocked_sign_or_semantics_review,Thermal sign/radiation semantics are unresolved.,resolve_sign_boundary_radiation_semantics,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal_segment_closure,thermal_segment_closure::upcomer::UA_prime,upcomer,UA_prime,yes,monotonic_convergence,not_publication_gci_sign_review_required,no,no,blocked_sign_or_semantics_review,Thermal sign/radiation semantics are unresolved.,resolve_sign_boundary_radiation_semantics,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,thermal_segment_closure,thermal_segment_closure::upcomer::Nu,upcomer,Nu,yes,monotonic_convergence,not_publication_gci_sign_review_required,no,no,blocked_sign_or_semantics_review,Thermal sign/radiation semantics are unresolved.,resolve_sign_boundary_radiation_semantics,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv,
