case_key,case_id,run_class,admission_status,latest_processor_time_s,patch,type,Q_W,h_W_m2K,Ta_K,Tsur_K,emissivity,thicknessLayers,has_0p03556m_layer,source_path
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,junction_lower_right_right_step,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,junction_lower_right_right_stub,externalTemperature,,79.7720017810989,299.10999999999996,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,junction_upper_left,rcExternalTemperature,,4.686596444454389,299.10999999999996,299.10999999999996,0.95,(0.006096001 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,junction_upper_left_upper_extension,rcExternalTemperature,,3.9039323444364293,299.10999999999996,299.10999999999996,0.95,(0.006096001 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,junction_upper_left_upper_stub,externalTemperature,,70.36187741818881,299.10999999999996,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,junction_upper_right,rcExternalTemperature,,4.36588614129206,299.10999999999996,299.10999999999996,0.95,(0.006096001 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,junction_upper_right_right_extension,rcExternalTemperature,,3.672079553191774,299.10999999999996,299.10999999999996,0.95,(0.006096001 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,junction_upper_right_right_step,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,junction_upper_right_right_stub,externalTemperature,,83.98961091625092,299.10999999999996,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,junction_upper_right_upper_extension,rcExternalTemperature,,4.4098428060989665,299.10999999999996,299.10999999999996,0.95,(0.006096001 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,junction_upper_right_upper_stub,externalTemperature,,91.41127294282656,299.10999999999996,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_junction_lower_left_right_end,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_junction_lower_left_upper_start,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_junction_lower_right_left_start,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_junction_lower_right_upper_end,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_junction_upper_left_lower_end,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_junction_upper_left_right_start,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_junction_upper_right_left_end,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_junction_upper_right_lower_start,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_pipeleg_left_01_upper_start,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_pipeleg_left_02_connector_end,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_pipeleg_left_03_fitting_start,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_pipeleg_left_05_fitting_end,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_pipeleg_left_06_connector_start,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_pipeleg_left_07_lower_end,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_pipeleg_lower_01_fitting_start,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_pipeleg_lower_09_fitting_end,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_pipeleg_right_01_lower_start,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_pipeleg_right_03_upper_end,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_pipeleg_upper_01_straight_start,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,ncc_pipeleg_upper_09_straight_end,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_left_01_upper,rcExternalTemperature,,3.3814412782010166,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_left_02_connector,rcExternalTemperature,,17.614959874102848,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_left_03_fitting,rcExternalTemperature,,5.506593576023008,299.10999999999996,299.10999999999996,0.95,(0.002199999999999999 0.006096001 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_left_04_test_section,rcExternalTemperature,37.0,7.448705628891937,299.10999999999996,299.10999999999996,0.95,(0.002199999999999999),False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_left_05_fitting,rcExternalTemperature,,5.497180987986392,299.10999999999996,299.10999999999996,0.95,(0.002199999999999999 0.006096001 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_left_06_connector,rcExternalTemperature,,17.599165639615034,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_left_07_lower,rcExternalTemperature,,3.4534719737139494,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_lower_01_fitting,rcExternalTemperature,,3.615525320155832,299.10999999999996,299.10999999999996,0.95,(0.006096001 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_lower_02_straight,rcExternalTemperature,,3.7306828415631106,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_lower_03_bend,rcExternalTemperature,,7.017130361226901,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_lower_04_straight,rcExternalTemperature,77.43333333333334,4.003993386296478,299.10999999999996,299.10999999999996,0.95,(0.001651 0.003175 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_lower_05_straight,rcExternalTemperature,77.43333333333334,4.03340315905664,299.10999999999996,299.10999999999996,0.95,(0.001651 0.003175 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_lower_06_straight,rcExternalTemperature,77.43333333333334,3.8702125130679743,299.10999999999996,299.10999999999996,0.95,(0.001651 0.003175 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_lower_07_bend,rcExternalTemperature,,6.856676592467716,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_lower_08_straight,rcExternalTemperature,,3.602109806081073,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_lower_09_fitting,rcExternalTemperature,,3.6291199309732898,299.10999999999996,299.10999999999996,0.95,(0.006096001 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_right_01_lower,rcExternalTemperature,,3.4028643458871257,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_right_02_middle,rcExternalTemperature,,3.4070567286518223,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_right_03_upper,rcExternalTemperature,,3.396064985406237,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_upper_01_straight,rcExternalTemperature,,3.651773373254003,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_upper_02_bend,rcExternalTemperature,,6.907262227555634,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_upper_03_straight,rcExternalTemperature,,4.125750916245154,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_upper_04_reducer,externalTemperature,-16.22051188331554,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_upper_05_cooler,externalTemperature,-103.16215407994024,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_upper_06_reducer,externalTemperature,-16.22051188331554,,,,,,False,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_upper_07_straight,rcExternalTemperature,,4.11193043055026,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_upper_08_bend,rcExternalTemperature,,6.912871137301419,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june18_mainline,salt_1,mainline_jin_continuation,held_salt1_qualification_required,3756.33125,pipeleg_upper_09_straight,rcExternalTemperature,,3.6734162432435844,299.10999999999996,299.10999999999996,0.95,(0.001651 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt1_jin/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june25_basecont,salt_1,normal_relaunch_base_continuation,held_salt1_qualification_required_latest_candidate,4026.15625,junction_lower_left,rcExternalTemperature,,4.304062559233876,299.10999999999996,299.10999999999996,0.95,(0.006096001 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt1_jin_basecont/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june25_basecont,salt_1,normal_relaunch_base_continuation,held_salt1_qualification_required_latest_candidate,4026.15625,junction_lower_left_left_extension,rcExternalTemperature,,3.6155253201528432,299.10999999999996,299.10999999999996,0.95,(0.006096001 0.035559999999999994),True,jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt1_jin_basecont/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june25_basecont,salt_1,normal_relaunch_base_continuation,held_salt1_qualification_required_latest_candidate,4026.15625,junction_lower_left_left_step,zeroGradient,,,,,,,False,jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt1_jin_basecont/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
salt1_jin_june25_basecont,salt_1,normal_relaunch_base_continuation,held_salt1_qualification_required_latest_candidate,4026.15625,junction_lower_left_left_stub,externalTemperature,,78.4742399795494,299.10999999999996,,,,False,jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt1_jin_basecont/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T
