case_key,case_id,run_class,patch,root_Q_W,expected_Q_W,root_matches_expected,latest_restart_time_s,latest_restart_T_path,restart_processor_block_count,restart_Q_value_counts_json,restart_type_counts_json,restart_all_processors_have_expected_Q
salt1_jin_nominal_continuation_corrected,salt_1,salt1_nominal_continuation_active,pipeleg_left_04_test_section,37.0,37.0,True,4987.0,,,{},{},False
salt2_jin_mainline,salt_2,mainline_jin_continuation,pipeleg_lower_04_straight,88.56666666666666,,,7915.0,,,{},{},
salt2_jin_mainline,salt_2,mainline_jin_continuation,pipeleg_lower_05_straight,88.56666666666666,,,7915.0,,,{},{},
salt2_jin_mainline,salt_2,mainline_jin_continuation,pipeleg_lower_06_straight,88.56666666666666,,,7915.0,,,{},{},
salt2_jin_mainline,salt_2,mainline_jin_continuation,pipeleg_upper_04_reducer,-16.13860204279952,,,7915.0,,,{},{},
salt2_jin_mainline,salt_2,mainline_jin_continuation,pipeleg_upper_05_cooler,-104.07353581998868,,,7915.0,,,{},{},
salt2_jin_mainline,salt_2,mainline_jin_continuation,pipeleg_upper_06_reducer,-16.13860204279952,,,7915.0,,,{},{},
salt2_jin_mainline,salt_2,mainline_jin_continuation,pipeleg_left_04_test_section,37.0,37.0,True,7915.0,,,{},{},False
salt3_jin_mainline,salt_3,mainline_jin_continuation,pipeleg_lower_04_straight,99.16666666666667,,,7618.0,,,{},{},
salt3_jin_mainline,salt_3,mainline_jin_continuation,pipeleg_lower_05_straight,99.16666666666667,,,7618.0,,,{},{},
salt3_jin_mainline,salt_3,mainline_jin_continuation,pipeleg_lower_06_straight,99.16666666666667,,,7618.0,,,{},{},
salt3_jin_mainline,salt_3,mainline_jin_continuation,pipeleg_upper_04_reducer,-18.095730767834933,,,7618.0,,,{},{},
salt3_jin_mainline,salt_3,mainline_jin_continuation,pipeleg_upper_05_cooler,-114.57817713779176,,,7618.0,,,{},{},
salt3_jin_mainline,salt_3,mainline_jin_continuation,pipeleg_upper_06_reducer,-18.095730767834933,,,7618.0,,,{},{},
salt3_jin_mainline,salt_3,mainline_jin_continuation,pipeleg_left_04_test_section,37.0,37.0,True,7618.0,,,{},{},False
salt4_jin_mainline,salt_4,mainline_jin_continuation,pipeleg_lower_04_straight,112.53333333333333,,,10000.0,,,{},{},
salt4_jin_mainline,salt_4,mainline_jin_continuation,pipeleg_lower_05_straight,112.53333333333333,,,10000.0,,,{},{},
salt4_jin_mainline,salt_4,mainline_jin_continuation,pipeleg_lower_06_straight,112.53333333333333,,,10000.0,,,{},{},
salt4_jin_mainline,salt_4,mainline_jin_continuation,pipeleg_upper_04_reducer,-20.539119272541168,,,10000.0,,,{},{},
salt4_jin_mainline,salt_4,mainline_jin_continuation,pipeleg_upper_05_cooler,-128.1485764924187,,,10000.0,,,{},{},
salt4_jin_mainline,salt_4,mainline_jin_continuation,pipeleg_upper_06_reducer,-20.539119272541168,,,10000.0,,,{},{},
salt4_jin_mainline,salt_4,mainline_jin_continuation,pipeleg_left_04_test_section,37.0,37.0,True,10000.0,,,{},{},False
salt1_jin_lo10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_lower_04_straight,69.69,69.69,True,6377.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/6377/T,64,"{""69.69"": 64}","{""rcExternalTemperature"": 64}",True
salt1_jin_lo10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_lower_05_straight,69.69,69.69,True,6377.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/6377/T,64,"{""69.69"": 64}","{""rcExternalTemperature"": 64}",True
salt1_jin_lo10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_lower_06_straight,69.69,69.69,True,6377.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/6377/T,64,"{""69.69"": 64}","{""rcExternalTemperature"": 64}",True
salt1_jin_lo10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_upper_04_reducer,-14.598460695,-14.598460695,True,6377.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/6377/T,64,"{""-14.5984607"": 64}","{""externalTemperature"": 64}",True
salt1_jin_lo10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_upper_05_cooler,-92.8459386719,-92.8459386719,True,6377.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/6377/T,64,"{""-92.8459387"": 64}","{""externalTemperature"": 64}",True
salt1_jin_lo10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_upper_06_reducer,-14.598460695,-14.598460695,True,6377.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/6377/T,64,"{""-14.5984607"": 64}","{""externalTemperature"": 64}",True
salt1_jin_lo10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_left_04_test_section,37.0,37.0,True,6377.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/6377/T,64,"{""37"": 64}","{""rcExternalTemperature"": 64}",True
salt1_jin_hi10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_lower_04_straight,85.1766666666667,85.17666666666666,True,4010.590361446,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/4010.590361446/T,64,"{""85.1766667"": 64}","{""rcExternalTemperature"": 64}",True
salt1_jin_hi10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_lower_05_straight,85.1766666666667,85.17666666666666,True,4010.590361446,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/4010.590361446/T,64,"{""85.1766667"": 64}","{""rcExternalTemperature"": 64}",True
salt1_jin_hi10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_lower_06_straight,85.1766666666667,85.17666666666666,True,4010.590361446,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/4010.590361446/T,64,"{""85.1766667"": 64}","{""rcExternalTemperature"": 64}",True
salt1_jin_hi10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_upper_04_reducer,-17.8425630716,-17.8425630716,True,4010.590361446,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/4010.590361446/T,64,"{""-17.8425631"": 64}","{""externalTemperature"": 64}",True
salt1_jin_hi10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_upper_05_cooler,-113.478369488,-113.478369488,True,4010.590361446,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/4010.590361446/T,64,"{""-113.478369"": 64}","{""externalTemperature"": 64}",True
salt1_jin_hi10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_upper_06_reducer,-17.8425630716,-17.8425630716,True,4010.590361446,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/4010.590361446/T,64,"{""-17.8425631"": 64}","{""externalTemperature"": 64}",True
salt1_jin_hi10q_corrected,salt_1,corrected_salt_q_perturbation,pipeleg_left_04_test_section,37.0,37.0,True,4010.590361446,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/processors64/4010.590361446/T,64,"{""37"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_lo10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_lower_04_straight,79.71,79.71,True,10291.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10291/T,64,"{""79.71"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_lo10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_lower_05_straight,79.71,79.71,True,10291.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10291/T,64,"{""79.71"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_lo10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_lower_06_straight,79.71,79.71,True,10291.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10291/T,64,"{""79.71"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_lo10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_upper_04_reducer,-14.5247418385,-14.5247418385,True,10291.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10291/T,64,"{""-14.5247418"": 64}","{""externalTemperature"": 64}",True
salt2_jin_lo10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_upper_05_cooler,-93.666182238,-93.666182238,True,10291.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10291/T,64,"{""-93.6661822"": 64}","{""externalTemperature"": 64}",True
salt2_jin_lo10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_upper_06_reducer,-14.5247418385,-14.5247418385,True,10291.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10291/T,64,"{""-14.5247418"": 64}","{""externalTemperature"": 64}",True
salt2_jin_lo10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_left_04_test_section,37.0,37.0,True,10291.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10291/T,64,"{""37"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_lo5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_lower_04_straight,84.1383333333333,84.13833333333334,True,10275.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10275/T,64,"{""84.1383333"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_lo5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_lower_05_straight,84.1383333333333,84.13833333333334,True,10275.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10275/T,64,"{""84.1383333"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_lo5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_lower_06_straight,84.1383333333333,84.13833333333334,True,10275.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10275/T,64,"{""84.1383333"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_lo5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_upper_04_reducer,-15.3316719407,-15.3316719407,True,10275.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10275/T,64,"{""-15.3316719"": 64}","{""externalTemperature"": 64}",True
salt2_jin_lo5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_upper_05_cooler,-98.869859029,-98.869859029,True,10275.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10275/T,64,"{""-98.869859"": 64}","{""externalTemperature"": 64}",True
salt2_jin_lo5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_upper_06_reducer,-15.3316719407,-15.3316719407,True,10275.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10275/T,64,"{""-15.3316719"": 64}","{""externalTemperature"": 64}",True
salt2_jin_lo5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_left_04_test_section,37.0,37.0,True,10275.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/10275/T,64,"{""37"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_hi5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_lower_04_straight,92.995,92.995,True,9780.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9780/T,64,"{""92.995"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_hi5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_lower_05_straight,92.995,92.995,True,9780.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9780/T,64,"{""92.995"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_hi5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_lower_06_straight,92.995,92.995,True,9780.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9780/T,64,"{""92.995"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_hi5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_upper_04_reducer,-16.9455321449,-16.9455321449,True,9780.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9780/T,64,"{""-16.9455321"": 64}","{""externalTemperature"": 64}",True
salt2_jin_hi5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_upper_05_cooler,-109.277212611,-109.277212611,True,9780.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9780/T,64,"{""-109.277213"": 64}","{""externalTemperature"": 64}",True
salt2_jin_hi5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_upper_06_reducer,-16.9455321449,-16.9455321449,True,9780.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9780/T,64,"{""-16.9455321"": 64}","{""externalTemperature"": 64}",True
salt2_jin_hi5q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_left_04_test_section,37.0,37.0,True,9780.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9780/T,64,"{""37"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_hi10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_lower_04_straight,97.4233333333333,97.42333333333333,True,9674.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9674/T,64,"{""97.4233333"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_hi10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_lower_05_straight,97.4233333333333,97.42333333333333,True,9674.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9674/T,64,"{""97.4233333"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_hi10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_lower_06_straight,97.4233333333333,97.42333333333333,True,9674.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9674/T,64,"{""97.4233333"": 64}","{""rcExternalTemperature"": 64}",True
salt2_jin_hi10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_upper_04_reducer,-17.7524622471,-17.7524622471,True,9674.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9674/T,64,"{""-17.7524622"": 64}","{""externalTemperature"": 64}",True
salt2_jin_hi10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_upper_05_cooler,-114.480889402,-114.480889402,True,9674.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9674/T,64,"{""-114.480889"": 64}","{""externalTemperature"": 64}",True
salt2_jin_hi10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_upper_06_reducer,-17.7524622471,-17.7524622471,True,9674.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9674/T,64,"{""-17.7524622"": 64}","{""externalTemperature"": 64}",True
salt2_jin_hi10q_corrected,salt_2,corrected_salt_q_perturbation,pipeleg_left_04_test_section,37.0,37.0,True,9674.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/processors64/9674/T,64,"{""37"": 64}","{""rcExternalTemperature"": 64}",True
salt3_jin_lo10q_corrected,salt_3,corrected_salt_q_perturbation,pipeleg_lower_04_straight,89.25,89.25,True,9428.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/processors64/9428/T,64,"{""89.25"": 64}","{""rcExternalTemperature"": 64}",True
salt3_jin_lo10q_corrected,salt_3,corrected_salt_q_perturbation,pipeleg_lower_05_straight,89.25,89.25,True,9428.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/processors64/9428/T,64,"{""89.25"": 64}","{""rcExternalTemperature"": 64}",True
salt3_jin_lo10q_corrected,salt_3,corrected_salt_q_perturbation,pipeleg_lower_06_straight,89.25,89.25,True,9428.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/processors64/9428/T,64,"{""89.25"": 64}","{""rcExternalTemperature"": 64}",True
salt3_jin_lo10q_corrected,salt_3,corrected_salt_q_perturbation,pipeleg_upper_04_reducer,-16.2861576911,-16.2861576911,True,9428.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/processors64/9428/T,64,"{""-16.2861577"": 64}","{""externalTemperature"": 64}",True
salt3_jin_lo10q_corrected,salt_3,corrected_salt_q_perturbation,pipeleg_upper_05_cooler,-103.120359424,-103.120359424,True,9428.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/processors64/9428/T,64,"{""-103.120359"": 64}","{""externalTemperature"": 64}",True
salt3_jin_lo10q_corrected,salt_3,corrected_salt_q_perturbation,pipeleg_upper_06_reducer,-16.2861576911,-16.2861576911,True,9428.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/processors64/9428/T,64,"{""-16.2861577"": 64}","{""externalTemperature"": 64}",True
salt3_jin_lo10q_corrected,salt_3,corrected_salt_q_perturbation,pipeleg_left_04_test_section,37.0,37.0,True,9428.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/processors64/9428/T,64,"{""37"": 64}","{""rcExternalTemperature"": 64}",True
salt3_jin_lo5q_corrected,salt_3,corrected_salt_q_perturbation,pipeleg_lower_04_straight,94.2083333333333,94.20833333333333,True,9389.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/processors64/9389/T,64,"{""94.2083333"": 64}","{""rcExternalTemperature"": 64}",True
salt3_jin_lo5q_corrected,salt_3,corrected_salt_q_perturbation,pipeleg_lower_05_straight,94.2083333333333,94.20833333333333,True,9389.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/processors64/9389/T,64,"{""94.2083333"": 64}","{""rcExternalTemperature"": 64}",True
salt3_jin_lo5q_corrected,salt_3,corrected_salt_q_perturbation,pipeleg_lower_06_straight,94.2083333333333,94.20833333333333,True,9389.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/processors64/9389/T,64,"{""94.2083333"": 64}","{""rcExternalTemperature"": 64}",True
salt3_jin_lo5q_corrected,salt_3,corrected_salt_q_perturbation,pipeleg_upper_04_reducer,-17.1909442294,-17.1909442294,True,9389.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/processors64/9389/T,64,"{""-17.1909442"": 64}","{""externalTemperature"": 64}",True
salt3_jin_lo5q_corrected,salt_3,corrected_salt_q_perturbation,pipeleg_upper_05_cooler,-108.849268281,-108.849268281,True,9389.0,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/processors64/9389/T,64,"{""-108.849268"": 64}","{""externalTemperature"": 64}",True
