source_id,case_label,case_order,feature_name,feature_class,adjacent_major_spans,time_row_count,probe_ready_time_count,partial_probe_time_count,blocked_probe_time_count,probe_ready_fraction,probe_any_coverage_fraction,min_window_support_fraction,mean_window_support_fraction,mean_window_abs_delta_p_pa,mean_window_abs_delta_p_rgh_pa,mean_window_hydro_correction_abs_pa,mean_endpoint_hydro_proxy_abs_pa,mean_existing_feature_excess_dp_local_pa,mean_hydro_probe_gap_vs_endpoint_fraction,status,status_reason
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,corner_lower_left,bend,left_lower_leg|lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,373.15148994055534,0.3547527652766309,373.506242705832,341.09606734525,-2.471334088741506,1.9132272191067292,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,corner_lower_right,bend,lower_leg|right_leg,4,4,0,0,1.0,1.0,1.0,1.0,350.58132501875593,5.731420840340018,356.31274585909597,343.32759405499985,-0.8864646582198371,1.9635568697583692,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,corner_upper_left,bend,upper_leg|left_upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,582.260840613676,23.267645398739766,558.9931952149363,321.5989383250005,8.903459528106813,1.5753181632226199,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,corner_upper_right,bend,right_leg|upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,141.6484083320829,72.91111856324345,214.55952689532637,341.2519960368249,1.0574232564469077,2.590477015748203,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,4877.369402475019,2.9563223052226655,4880.325724780242,4814.16106152,-0.8740814888878793,1.9864425722807217,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,corner_lower_left,bend,left_lower_leg|lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,370.67060450437475,0.1880208114221975,370.8586253157969,338.706290313,-2.8156703167480486,1.9133029871546932,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,corner_lower_right,bend,lower_leg|right_leg,4,4,0,0,1.0,1.0,1.0,1.0,348.09578762350384,5.727163879523331,353.8229515030272,341.1119962852502,-0.6663771473688149,1.964075379644901,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,corner_upper_left,bend,upper_leg|left_upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,578.2002763776318,7.318184975757333,570.8820914018745,327.3157024325004,0.8760352204015609,1.5733507975854129,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,corner_upper_right,bend,right_leg|upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,140.67915520716542,78.76136934670404,219.44052455386947,341.7307581295004,4.053845993826691,2.5572820877965405,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,4843.612132684806,4.977097341835341,4848.5892300266405,4782.815800924,0.954662924561204,1.9864345222945854,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,corner_lower_left,bend,left_lower_leg|lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,370.69216880647565,0.2705069956933195,370.962675802169,338.78162806625,-2.7701994177320777,1.9132499040062974,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,corner_lower_right,bend,lower_leg|right_leg,4,4,0,0,1.0,1.0,1.0,1.0,348.27711918596106,5.47362638692898,353.75074557289,341.10321444575004,-0.8401053096047784,1.9642473371846674,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,corner_upper_left,bend,upper_leg|left_upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,578.4373203012346,12.038141679498683,566.3991786217359,323.3636475599997,4.886013447893026,1.5709112226237094,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,corner_upper_right,bend,right_leg|upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,140.7349291654641,72.30484519454505,213.03977436000918,339.0984807897501,1.2015463148226133,2.5917144195652337,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,4845.70077404369,4.776986575797038,4850.4777606194875,4784.72408469125,0.5512677171648831,1.9864438764234555,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_lower_left,bend,left_lower_leg|lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,369.0070784500693,0.04755462857498016,369.05463307864426,337.05401067075,-2.9360197631365486,1.9132902840402033,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_lower_right,bend,lower_leg|right_leg,4,4,0,0,1.0,1.0,1.0,1.0,346.34735585308067,5.410094842011869,351.75745069509253,339.51497842649997,-0.6550555299442924,1.9651962675417713,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_upper_left,bend,upper_leg|left_upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,575.3662906137924,3.4879872199627076,571.8783033938298,328.31903164000045,-1.713053073305626,1.574106465803019,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,corner_upper_right,bend,right_leg|upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,139.9010458322373,93.925494687589,233.82654051982627,343.33830415124993,7.3545600224828735,2.468346190739413,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,4819.84114945193,7.041393723382432,4826.882543175312,4761.336515868499,3.055331722843792,1.9864206293149835,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,corner_lower_left,bend,left_lower_leg|lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,368.9322448822221,0.18023352343601196,369.1124784056581,337.0622810965,-3.0495728714142194,1.9131695643355253,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,corner_lower_right,bend,lower_leg|right_leg,4,4,0,0,1.0,1.0,1.0,1.0,346.36902408225774,5.687319898469072,352.05634398072687,339.62115377574986,-0.6020958096992004,1.9646784098241823,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,corner_upper_left,bend,upper_leg|left_upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,575.2754772457338,6.7294918416475955,568.5459854040862,326.34053700500107,0.04385637438509293,1.5739914543126843,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,corner_upper_right,bend,right_leg|upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,139.91314374886315,88.76983233513945,228.6829760840026,341.75344966550017,5.688570460952352,2.4944420449904015,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,4819.477318164296,6.590875666597012,4826.068193830893,4760.5803481064995,2.3232300425368027,1.9864303936259946,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,corner_lower_left,bend,left_lower_leg|lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,366.92235286940945,0.1469784929870257,366.7753743764224,334.97823691375004,-2.958639253001577,1.9133062367757177,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,corner_lower_right,bend,lower_leg|right_leg,4,4,0,0,1.0,1.0,1.0,1.0,344.1822108535075,5.5632105706214015,349.7454214241289,337.0994063030002,-1.0580299973076905,1.9638422288956383,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,corner_upper_left,bend,upper_leg|left_upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,571.9427829749584,1.3550033682434592,570.587779606715,326.88140919499995,-2.1876591903980778,1.572885352756174,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,corner_upper_right,bend,right_leg|upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,138.9164296865315,101.7048118621917,240.62124154872322,341.6142400620003,7.593671610406483,2.4197180391669724,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,4791.21861694998,9.32607065944184,4800.544687609422,4735.299813398,5.316302912848698,1.9864088601487697,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,corner_lower_left,bend,left_lower_leg|lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,366.8861725611975,0.019424472446307517,366.90559703364374,335.0325233,-3.1669201572340584,1.9131300421925064,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,corner_lower_right,bend,lower_leg|right_leg,4,4,0,0,1.0,1.0,1.0,1.0,344.231157988992,5.510566032733961,349.74172402172593,337.48599854800005,-0.7804435530068241,1.9649578041681455,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,corner_upper_left,bend,upper_leg|left_upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,571.8227683916302,3.561172292503391,568.2615960991268,325.91851043249943,-1.4815686812649695,1.5735360489064194,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,corner_upper_right,bend,right_leg|upper_leg,4,4,0,0,1.0,1.0,1.0,1.0,138.94286874895988,102.7405107956343,241.68337954459417,341.93882546550043,7.8740904908681415,2.4148214524447384,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,test_section_complex,quartz_transition,left_upper_leg|test_section_span|left_lower_leg,4,4,0,0,1.0,1.0,1.0,1.0,4790.470816050908,9.05842221467448,4799.5292382655825,4734.32349010625,4.817804756254732,1.9864141366950196,probe_ready_for_downstream_review,all_retained_times_have_full_endpoint_window_support
