source_id,case_label,paper_class,checkpoint_case_key,checkpoint_lane,retained_window_status,package_root,requested_time_count,span_name,streamwise_bin_index,time_sample_count,loop_s_mid_m,loop_s_fraction,streamwise_bin_length_m,mean_wall_heat_w,mean_wall_heat_abs_w,mean_wall_heat_per_length_w_m,mean_wall_heat_abs_per_length_w_m,mean_cumulative_wall_heat_w,mean_cumulative_wall_heat_abs_w
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,lower_leg,79,1,0.7816777672372778,0.21193871033951217,0.009894655281484477,8.780135376944047,8.780135376944047,887.3614216125354,887.3614216125354,79.6095086144158,85.7828212829848
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,lower_leg,80,1,0.7915724225187624,0.21462147882482246,0.009894655281484588,8.828107283584938,8.828107283584938,892.2096861832638,892.2096861832638,88.43761589800074,94.61092856656974
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,lower_leg,81,1,0.8014670778002468,0.21730424731013273,0.009894655281484477,8.800271414952459,8.800271414952459,889.3964635049085,889.3964635049085,97.2378873129532,103.4111999815222
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,lower_leg,82,1,0.8113617330817313,0.219987015795443,0.009894655281484588,8.818064532276853,8.818064532276853,891.1947189082666,891.1947189082666,106.05595184523006,112.22926451379905
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,lower_leg,83,1,0.8212563883632159,0.2226697842807533,0.009894655281484477,8.805534620748931,8.805534620748931,889.9283876242177,889.9283876242177,114.86148646597898,121.03479913454798
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,lower_leg,84,1,0.8311510436447004,0.22535255276606356,0.009894655281484477,8.808175648799857,8.808175648799857,890.1953022337512,890.1953022337512,123.66966211477884,129.84297478334784
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,lower_leg,85,1,0.841045698926185,0.22803532125137385,0.009894655281484588,8.810605922497746,8.810605922497746,890.4409170256419,890.4409170256419,132.4802680372766,138.6535807058456
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,lower_leg,86,1,0.8509403542076694,0.23071808973668412,0.009894655281484588,8.828781449049611,8.828781449049611,892.2778204886533,892.2778204886533,141.30904948632622,147.4823621548952
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,lower_leg,87,1,0.860835009489154,0.2334008582219944,0.009894655281484477,8.846925519864943,8.846925519864943,894.1115448882676,894.1115448882676,150.15597500619117,156.32928767476017
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,lower_leg,88,1,0.8707296647706385,0.23608362670730468,0.009894655281484477,8.819536497279223,8.819536497279223,891.3434825549622,891.3434825549622,158.9755115034704,165.14882417203938
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,lower_leg,89,1,0.8806243200521231,0.23876639519261497,0.009894655281484588,8.808089728960052,8.808089728960052,890.1866187740997,890.1866187740997,167.78360123243044,173.95691390099944
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,lower_leg,90,1,0.8905189753336076,0.24144916367792524,0.009894655281484588,8.81237410853509,8.81237410853509,890.6196181513549,890.6196181513549,176.59597534096554,182.76928800953453
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,lower_leg,91,1,0.9004136306150922,0.24413193216323553,0.004947327640742238,8.893966346509188,8.893966346509188,1797.731420346125,1797.731420346125,185.48994168747473,191.66325435604372
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,0,1,0.9004136306150922,0.24413193216323553,0.004969565217391305,-0.9449212975846875,0.9449212975846875,-190.14164343348915,190.14164343348915,184.54502038989003,192.60817565362842
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,1,1,0.9103527610498748,0.2468267593343972,0.00993913043478261,-1.145925016590862,1.145925016590862,-115.29429300782951,115.29429300782951,183.39909537329916,193.7541006702193
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,2,1,0.9202918914846574,0.24952158650555895,0.00993913043478261,-1.2377405227598717,1.2377405227598717,-124.53207359351288,124.53207359351288,182.16135485053928,194.99184119297917
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,3,1,0.93023102191944,0.2522164136767206,0.009939130434782607,-1.2384533936289817,1.2384533936289817,-124.6037972592589,124.6037972592589,180.9229014569103,196.23029458660815
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,4,1,0.9401701523542226,0.2549112408478823,0.009939130434782617,-1.2423213497424384,1.2423213497424384,-124.99296169762056,124.99296169762056,179.68058010716786,197.4726159363506
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,5,1,0.9501092827890052,0.257606068019044,0.009939130434782603,-1.2422881408407278,1.2422881408407278,-124.98962046953962,124.98962046953962,178.43829196632714,198.7149040771913
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,6,1,0.9600484132237879,0.2603008951902057,0.009939130434782603,-1.2464258766840177,1.2464258766840177,-125.40592810031681,125.40592810031681,177.19186608964313,199.96132995387532
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,7,1,0.9699875436585704,0.26299572236136737,0.009939130434782617,-1.2476843852710697,1.2476843852710697,-125.53254969918889,125.53254969918889,175.94418170437206,201.2090143391464
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,8,1,0.979926674093353,0.2656905495325291,0.009939130434782617,-1.2480647291400042,1.2480647291400042,-125.57081701758563,125.57081701758563,174.69611697523206,202.4570790682864
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,9,1,0.9898658045281357,0.2683853767036908,0.009939130434782617,-1.2537814938424339,1.2537814938424339,-126.14599456857373,126.14599456857373,173.44233548138962,203.71086056212883
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,10,1,0.9998049349629182,0.27108020387485243,0.00993913043478259,-1.2525019746009574,1.2525019746009574,-126.01725903684198,126.01725903684198,172.18983350678866,204.9633625367298
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,11,1,1.0097440653977008,0.27377503104601414,0.009939130434782617,-1.255614216681685,1.255614216681685,-126.33038925493759,126.33038925493759,170.93421929010697,206.21897675341148
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,12,1,1.0196831958324835,0.27646985821717585,0.009939130434782617,-1.2632312490328665,1.2632312490328665,-127.09675733926468,127.09675733926468,169.6709880410741,207.48220800244434
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,13,1,1.0296223262672661,0.27916468538833755,0.009939130434782617,-1.265100496423457,1.265100496423457,-127.28482684925409,127.28482684925409,168.40588754465065,208.7473084988678
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,14,1,1.0395614567020486,0.2818595125594992,0.00993913043478259,-1.2662152704541596,1.2662152704541596,-127.3969869660793,127.3969869660793,167.1396722741965,210.01352376932195
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,15,1,1.0495005871368313,0.2845543397306609,0.009939130434782617,-0.5476503289529044,0.5476503289529044,-55.10042679753627,55.10042679753627,166.5920219452436,210.56117409827485
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,32,1,1.2184658045281358,0.33036640164040976,0.009939130434782673,-0.04614978869383235,0.04614978869383235,-4.643242082056593,4.643242082056593,166.54587215654976,210.6073238869687
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,33,1,1.2284049349629182,0.3330612288115714,0.009939130434782562,-0.43931260687998963,0.43931260687998963,-44.200306029045535,44.200306029045535,166.10655954966978,211.04663649384867
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,34,1,1.238344065397701,0.3357560559827331,0.009939130434782673,-0.33026999462657836,0.33026999462657836,-33.22926455123033,33.22926455123033,165.7762895550432,211.37690648847524
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,right_leg,35,1,1.2482831958324836,0.3384508831538948,0.009939130434782562,-0.1005479639793716,0.1005479639793716,-10.116374328633237,10.116374328633237,165.67574159106383,211.47745445245462
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,1,1,1.8247480061293375,0.49474956986496327,0.00993437551424483,-0.07007262177171103,0.07007262177171103,-7.053550741184929,7.053550741184929,165.6056689692921,211.54752707422634
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,2,1,1.834682381643582,0.49744310781981504,0.009934375514244831,-0.24187546182052883,0.24187546182052883,-24.347324245364522,24.347324245364522,165.36379350747157,211.78940253604688
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,3,1,1.844616757157827,0.5001366457746669,0.009934375514244828,-0.24263103731368363,0.24263103731368363,-24.423380912647882,24.423380912647882,165.12116247015788,212.03203357336056
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,4,1,1.8545511326720714,0.5028301837295187,0.009934375514244835,-0.24217966494001392,0.24217966494001392,-24.377945507772896,24.377945507772896,164.87898280521787,212.27421323830058
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,5,1,1.8644855081863163,0.5055237216843707,0.009934375514244836,-0.24069479761272541,0.24069479761272541,-24.228477901564595,24.228477901564595,164.63828800760515,212.5149080359133
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,6,1,1.8744198837005612,0.5082172596392224,0.00993437551424482,-0.24272443286591566,0.24272443286591566,-24.4327821630937,24.4327821630937,164.39556357473924,212.7576324687792
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,7,1,1.8843542592148057,0.5109107975940743,0.009934375514244836,-0.24164501637777375,0.24164501637777375,-24.3241274734663,24.3241274734663,164.15391855836148,212.99927748515697
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,8,1,1.8942886347290506,0.5136043355489263,0.009934375514244836,-0.2405597584891334,0.2405597584891334,-24.214884785077466,24.214884785077466,163.91335879987236,213.2398372436461
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,9,1,1.9042230102432955,0.5162978735037781,0.009934375514244836,-0.2406485580365924,0.2406485580365924,-24.223823399017686,24.223823399017686,163.67271024183577,213.48048580168268
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,10,1,1.9141573857575405,0.5189914114586299,0.009934375514244823,-0.24074319160565738,0.24074319160565738,-24.23334926895582,24.23334926895582,163.43196705023013,213.72122899328832
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,11,1,1.9240917612717856,0.5216849494134818,0.009934375514244836,-0.24088154634139672,0.24088154634139672,-24.24727613688432,24.24727613688432,163.19108550388873,213.96211053962972
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,12,1,1.93402613678603,0.5243784873683337,0.009934375514244836,-0.23289184865840154,0.23289184865840154,-23.44302853505582,23.44302853505582,162.95819365523033,214.19500238828812
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,13,1,1.943960512300275,0.5270720253231856,0.009934375514244836,-0.2508678616166643,0.2508678616166643,-25.25250442334765,25.25250442334765,162.70732579361368,214.44587024990477
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,14,1,1.95389488781452,0.5297655632780375,0.009934375514244809,-0.24223652239308524,0.24223652239308524,-24.383668811969564,24.383668811969564,162.4650892712206,214.68810677229786
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,15,1,1.9638292633287646,0.5324591012328893,0.009934375514244864,-0.24090946155870724,0.24090946155870724,-24.25008609884618,24.25008609884618,162.22417980966188,214.92901623385657
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,16,1,1.9737636388430095,0.5351526391877413,0.009934375514244809,-0.2405250330398472,0.2405250330398472,-24.211389301215824,24.211389301215824,161.98365477662202,215.16954126689643
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,17,1,1.9836980143572542,0.5378461771425931,0.009934375514244864,-0.2390675485404805,0.2390675485404805,-24.06467806634473,24.06467806634473,161.74458722808154,215.4086088154369
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,18,1,1.9936323898714992,0.540539715097445,0.009934375514244809,-0.23986145198684986,0.23986145198684986,-24.144592847624367,24.144592847624367,161.5047257760947,215.64847026742376
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,19,1,2.0035667653857443,0.543233253052297,0.009934375514244864,-0.23966863411992106,0.23966863411992106,-24.125183689328143,24.125183689328143,161.26505714197478,215.88813890154367
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,20,1,2.013501140899989,0.5459267910071486,0.009934375514244809,-0.23960613526657226,0.23960613526657226,-24.11889251850841,24.11889251850841,161.0254510067082,216.12774503681024
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,21,1,2.0234355164142337,0.5486203289620006,0.009934375514244809,-0.23950208889591648,0.23950208889591648,-24.10841915050389,24.10841915050389,160.7859489178123,216.36724712570614
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,22,1,2.033369891928479,0.5513138669168528,0.009934375514244864,-0.23951067289248226,0.23951067289248226,-24.109283220575747,24.109283220575747,160.5464382449198,216.60675779859864
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,23,1,2.043304267442723,0.5540074048717043,0.009934375514244809,-0.2395335569248046,0.2395335569248046,-24.11158674053942,24.11158674053942,160.306904687995,216.84629135552345
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,24,1,2.053238642956968,0.5567009428265564,0.00993437551424487,-0.5928901421961522,0.5928901421961522,-59.680665518029684,59.680665518029684,159.71401454579885,217.4391814977196
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,25,1,2.0631730184712134,0.559394480781408,0.009934375514244809,-1.9727649574605373,1.9727649574605373,-198.57966458302366,198.57966458302366,157.74124958833832,219.41194645518013
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,26,1,2.0731073939854574,0.5620880187362602,0.009934375514244809,-1.9818981266787672,1.9818981266787672,-199.49901469266408,199.49901469266408,155.75935146165955,221.3938445818589
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,27,1,2.0830417694997028,0.564781556691112,0.009934375514244864,-1.9727649578137125,1.9727649578137125,-198.57966461857336,198.57966461857336,153.78658650384583,223.36660953967262
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,paper-grade,salt1_jin,continuation,checkpoint_short_window_18,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin,18,upper_leg,28,1,2.0929761450139477,0.5674750946459638,0.009934375514244864,-2.0001644708162547,2.0001644708162547,-201.3377154858125,201.3377154858125,151.78642203302957,225.36677401048888
