source_id,case_label,paper_class,checkpoint_case_key,checkpoint_lane,retained_window_status,package_root,span_name,span_kind,start_patch,end_patch,mean_darcy_f,mean_darcy_f_pressure_drop_prgh,mean_fanning_cf_shear,mean_fanning_cf_pressure_drop_prgh,mean_dp_major_gradient_pa_per_m,mean_dp_major_gradient_direct_prgh_pa_per_m,mean_dp_major_gradient_direct_p_pa_per_m,mean_momentum_resistance_estimated_pa_s_kg_m,mean_momentum_resistance_direct_prgh_pa_s_kg_m,mean_terminal_dp_major_pa,mean_terminal_dp_major_direct_prgh_pa,flow_alignment_sign,mean_t_wall_area_avg_k,mean_bulk_temp_fluid_area_avg_k,mean_bulk_temp_tp_endpoint_proxy_k,mean_bulk_minus_wall_temp_k,mean_bulk_minus_wall_tp_endpoint_proxy_k,mean_wall_heatflux_area_avg_w_m2,mean_effective_htc_w_m2_k,mean_effective_htc_tp_endpoint_proxy_w_m2_k,mean_effective_ua_per_m_w_m_k,mean_effective_ua_per_m_tp_endpoint_proxy_w_m_k,mean_effective_thermal_resistance_k_m_w,mean_effective_thermal_resistance_tp_endpoint_proxy_k_m_w,mean_bulk_cross_section_area_m2,mean_bulk_cross_section_area_ratio_to_geom,mean_bulk_cross_section_area_ratio_to_reference,mean_bulk_cross_section_positive_mass_flux_kg_s,max_yplus,time_sample_count,valid_bin_count,direct_prgh_valid_bin_count,thermal_valid_bin_count,total_bin_row_count,warning_fraction,thermal_warning_fraction,empty_bin_fraction,median_face_distance_to_centerline_m,p95_face_distance_to_centerline_m,projection_distance_reference_m,summary_status,status_note
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,paper-grade,salt2_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,left_upper_leg,main_loop_leg,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_01_upper_start,1.1031490474968226,2.1064723482116343,0.27578726187420566,0.5266180870529086,14.884737795692734,25.34117904802976,19014.95032696023,1130.8243629080848,1925.2218664210247,5.383001661609145,nan,1.0,450.8282409200762,454.17200485196037,450.8309382894737,3.34376393188418,0.0026973693974602572,-387.2007504313775,116.95111304654735,3128.4380405879806,8.0643301491841,219.33276677551467,0.12511989297654125,0.009749292153554542,0.0003824325585531743,1.0254771452272486,1.000000003625496,0.013645307793706462,0.244860978,4,148,144,148,156,1.0,0.05128205128205128,0.05128205128205128,0.01102534324117982,0.011025343246495236,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,paper-grade,salt2_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh,upper_leg,main_loop_leg,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_upper_01_straight_start,1.0487626273377186,4.499594389800499,0.26219065683442966,1.1248985974501247,13.940116357785445,60.988784433110915,5411.45772709696,1059.056048586846,4633.42914852731,12.463771554945682,nan,-1.0,442.18147817045667,449.6648240387105,451.099157125,7.48334586825382,8.917678954543312,-2392.1940869987843,303.9432479524366,338.4187322884421,21.022915478942316,23.668000698575927,0.06549004645383422,0.11275640401946292,0.0003864183019388362,1.0057892355888798,1.0104220853162138,0.013092680897625344,0.19937593,4,360,352,360,376,0.9042553191489362,0.0425531914893617,0.0425531914893617,0.011025548010671802,0.03090857972910989,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,paper-grade,salt3_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,lower_leg,main_loop_leg,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_lower_09_fitting_end,0.7545101135687277,0.4172630784624843,0.18862752839218191,0.10431576961562107,13.352239341463333,8.721629692943376,-5162.270345759431,894.5430764321981,584.3120198577905,12.0140819139028,7.816160245930969,1.0,472.16413173422205,459.4829980486213,460.87497975,-12.681133685600754,-11.289151984222068,4207.207959306188,234.79607210446204,331.37511597683476,16.30035145467638,22.951523448799385,0.09283681244356122,0.08883563363690772,0.000549031650403934,1.4483399496474976,1.4356299959586623,0.014768648418048287,0.368200275,4,368,368,276,368,0.9239130434782609,0.25,0.0,0.01102534324076041,0.011844021316045825,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,paper-grade,salt3_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,right_leg,main_loop_leg,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_right_03_upper_end,1.0574960126876582,0.7405549038751962,0.26437400317191456,0.18513872596879904,18.544350109798426,13.075306834943396,-18973.051659422414,1242.3891478277603,875.987723520375,16.95772226922888,11.841127395902289,-1.0,454.60256520398417,465.9692584758686,457.080954875,11.366693271884387,2.4783896710157856,-397.20915695266757,33.4097213569939,302.39705684912127,2.31415744724221,21.06387547762137,0.4445654637340762,0.10857945783069815,0.0005667854525981279,1.4904016428013078,1.4820533501328375,0.015205060952251647,0.261052265,4,372,372,272,372,1.0,0.26881720430107525,0.0,0.011025343240929148,0.011025343265719694,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,paper-grade,salt3_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,left_lower_leg,main_loop_leg,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_left_06_connector_start,1.1059654969849202,1.0802281064711332,0.27649137424623005,0.2700570266177833,19.407733685894463,17.59277702084269,18886.814544727436,1300.227948354911,1178.6342994979043,6.0285343721038,5.436047652638442,1.0,464.00932084370965,467.4690782811863,459.2055772462121,3.459757437476652,-4.80374359749751,-425.97831879885837,137.57331222940164,96.34191913648043,9.587133020200714,6.691831657913804,0.1210959919267985,0.16457981369034963,0.00038243255848205275,1.0296523838072815,1.0000000034395247,0.015471384187842128,0.319246569,4,128,124,128,136,1.0,0.058823529411764705,0.058823529411764705,0.01102534324117982,0.011025343246495236,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,paper-grade,salt3_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,test_section_span,test_section_leg,ncc_pipeleg_left_05_fitting_end,ncc_pipeleg_left_03_fitting_start,0.810524309919542,0.8758890121299309,0.2026310774798855,0.21897225303248272,19.96550089622714,24.09283009831881,-18434.28429384516,1337.5957404142987,1614.1076130406782,4.903151487978675,5.536862496440575,-1.0,463.20839099112857,467.0583083838472,462.872916,3.8499173927185733,-0.33547499112861795,-756.7282385735641,197.0744393423305,4481.784790708122,12.75384377641865,295.5519977200321,0.08115905366427797,0.013201745168439631,0.00034771537067508043,1.0866703981928698,1.0080518102155136,0.01537916518992808,0.336277928,4,108,108,108,108,1.0,0.0,0.0,0.010467632002817036,0.010467632006070631,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,paper-grade,salt3_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,left_upper_leg,main_loop_leg,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_01_upper_start,0.7947854935226228,1.704712907857331,0.1986963733806557,0.4261782269643328,13.833762221668293,26.365390207267623,18920.679563348374,926.797770518668,1766.3586057637772,5.0042860879830755,nan,1.0,463.4673852870409,466.6004669191665,463.8682971578947,3.133081632125694,0.40091187085394414,-424.0986427270671,137.3926190692143,1536.3664872714423,9.46369778471013,105.85495850393619,0.10693246063062216,0.013637534920526637,0.0003824325585531743,1.0254771452272486,1.000000003625496,0.015367010342651245,0.263444317,4,148,144,148,156,1.0,0.05128205128205128,0.05128205128205128,0.01102534324117982,0.011025343246495236,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,paper-grade,salt3_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh,upper_leg,main_loop_leg,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_upper_01_straight_start,0.8076507494203977,3.523996703145974,0.20191268735509943,0.8809991757864934,13.900572303801782,61.76902049206662,5385.683419684777,931.2655046483353,4138.20078337916,12.428415461599045,nan,-1.0,454.1932327370342,462.15893503007123,463.8160235,7.965702293037043,9.622790762965831,-2642.9664407637,328.3169534381582,826.9963796677362,22.706105622895045,57.93378335822673,0.06291032153053235,0.10408358657406011,0.0003864183019388362,1.0057892355888798,1.0104220853162138,0.014847837956952758,0.264116519,4,360,352,360,376,0.9042553191489362,0.0425531914893617,0.0425531914893617,0.011025548010671802,0.03090857972910989,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,paper-grade,salt4_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh,lower_leg,main_loop_leg,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_lower_09_fitting_end,0.5718945101762793,0.3779764452889327,0.14297362754406984,0.09449411132223318,13.19271958948189,9.993890323738682,-5131.144953591153,776.547026579229,588.2583890530842,11.866796252243793,9.095087299018534,1.0,488.606501746676,475.08738146868785,476.553084875,-13.519120277988165,-12.053416871675987,4784.091425531748,254.41335436421417,473.959941933951,17.662853121037752,32.34966336222414,0.08512581609423608,0.08350152253351281,0.0005445183023811258,1.4371490913008922,1.4238283123963813,0.016687568957672167,0.435380459,4,368,368,280,368,0.9864130434782609,0.2391304347826087,0.0,0.01102534324076041,0.011844021316045825,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,paper-grade,salt4_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh,right_leg,main_loop_leg,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_right_03_upper_end,0.8949087181818542,0.5749451581964115,0.22372717954546356,0.14373628954910286,20.459997845479524,13.030167829679652,-18859.010952447024,1204.346673449337,767.0046488595463,18.71426165537879,12.212353171434128,-1.0,469.2508801885832,481.5381184066217,474.18482212500004,12.287238218038466,4.933941936416778,-441.57302375692296,34.426527529790334,313.46938161023587,2.3841095349393724,22.05189880269506,0.4335593455100807,0.16412146821837498,0.0005667854525981279,1.4904016428013078,1.4820533501328375,0.017273284512512765,0.349995478,4,372,372,272,372,1.0,0.26881720430107525,0.0,0.011025343240929148,0.011025343265719694,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,paper-grade,salt4_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh,left_lower_leg,main_loop_leg,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_left_06_connector_start,0.8836342396014158,0.8447114262817328,0.22090855990035396,0.2111778565704332,20.314100635974636,18.399277155986848,18772.029288392157,1195.743157143083,1083.0317671711791,6.31153486754358,5.789563435487084,1.0,480.23771452248957,483.1383710932703,476.2220834810606,2.9006565707808085,-4.01563104142892,-476.3198798002608,186.54594786869058,125.61587322694265,12.999959482734655,8.653698268608293,0.09101675995813673,0.1223341384299063,0.00038243255848205275,1.0296523838072815,1.0000000034395247,0.017458821479943862,0.395836737,4,128,124,128,136,1.0,0.058823529411764705,0.058823529411764705,0.01102534324117982,0.011025343246495236,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,paper-grade,salt4_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh,test_section_span,test_section_leg,ncc_pipeleg_left_05_fitting_end,ncc_pipeleg_left_03_fitting_start,0.6349196863213196,0.9359377498509189,0.1587299215803299,0.23398443746272973,20.360708549552324,33.27048448499153,-18324.733372695224,1198.5145378719835,1958.4366862336942,5.0036108924988785,7.718780088513487,-1.0,477.90939754704135,482.54492972610143,478.653282,4.635532179060121,0.743884452958648,-1139.6994807316578,243.95101712743576,1457.2052463609466,15.800363796692348,96.3441782663863,0.06763302696074304,0.018687076249571583,0.00034771537067508043,1.0866703981928698,1.0080518102155136,0.017565097405306325,0.399878917,4,108,108,108,108,1.0,0.0,0.0,0.010467632002817036,0.010467632006070631,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,paper-grade,salt4_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh,left_upper_leg,main_loop_leg,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_01_upper_start,0.5803693899251635,1.4755976368626098,0.14509234748129088,0.36889940921565245,13.143025533435381,29.75561183824511,18806.42242745431,773.6342947331575,1751.4972753689672,4.756559053927456,nan,1.0,478.85247875645655,482.03715459724816,479.55484107894745,3.1846758407916806,0.7023623224907936,-471.6825934509934,151.32778432324704,742.0123751813077,10.410299899761505,50.83962056123073,0.09763556580760105,0.02146341545958303,0.0003824325585531743,1.0254771452272486,1.000000003625496,0.01747303220794799,0.300553607,4,148,144,148,156,1.0,0.05128205128205128,0.05128205128205128,0.01102534324117982,0.011025343246495236,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,paper-grade,salt4_cont,continuation,checkpoint_full_window_20,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh,upper_leg,main_loop_leg,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_upper_01_straight_start,0.617029780663628,2.782583339116091,0.154257445165907,0.6956458347790228,13.860381958824048,63.63931174128506,5353.576867059838,815.8618213585379,3745.9931224623288,12.39248152348402,nan,-1.0,469.15582980172314,477.6816150357368,479.38651925,8.525785234013592,10.230689448276848,-2964.614593606018,338.50802196067764,1607.417876102369,23.695194882005488,113.00495978752198,0.06107729142015456,0.095377665625746,0.0003864183019388362,1.0057892355888798,1.0104220853162138,0.016900040153015983,0.351580418,4,360,352,356,376,0.8670212765957447,0.05319148936170213,0.0425531914893617,0.011025548010671802,0.03090857972910989,0.05,warning_heavy,more than half of retained bin rows are warning-flagged
