source_id,case_label,choice_group,choice_key,choice_value,evidence_source
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,flow_direction,hints_by_span_json,"{""left_lower_leg"": 1.0, ""left_upper_leg"": 1.0, ""lower_leg"": 1.0, ""right_leg"": 1.0, ""test_section_span"": 1.0, ""upper_leg"": 1.0}",tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin/analysis_manifest.json
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,deferred_term,deferred_term_1,profile_dp_pa remains unsampled in the first feature-budget implementation,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin/analysis_manifest.json
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,deferred_term,deferred_term_2,feature wall_dp_pa is inferred from adjacent major-span gradients,tmp/2026-06-23_ethan_latest_window_case_analysis_refresh/salt1_jin/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,time_window,requested_times,2428|2429|2430|2431,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,geometry,target_ds_m,0.01,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,fields,required_fields,wallShearStress|yPlus|p|p_rgh|T|U|wallHeatFlux,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,fields,pressure_fields,p|p_rgh,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,fields,wall_fields,wallShearStress|yPlus,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,averaging,thermal_bulk_method,OpenFOAM sampledSurface cutPlane with interpolated T and U on repaired major-span bin centers; connected regions are parsed and one region is selected per bin by aligned mass-flux support and reference-area agreement; matched bulk T is then computed from aligned positive mass-flux weighting.,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,support_gate,thermal_support_flagged_bin_count,224,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,coordinate_contract,loop_span_order,lower_leg|right_leg|upper_leg|left_upper_leg|test_section_span|left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,coordinate_contract,branch_order,lower_leg|right_leg|left_lower_leg|test_section_span|left_upper_leg|upper_leg|upcomer,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,coordinate_contract,derived_branch_names,upcomer,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,transport_support,matched_transport_row_count,23616,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,sign_convention,feature_pressure_delta,end_minus_start,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,sign_convention,major_direct_pressure_drop_gradient,minus d(area_avg(p_rgh))/ds so positive means pressure drop along local streamwise coordinate,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,sign_convention,major_dp_gradient,positive magnitude from Darcy-f estimate,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,flow_direction,status,manual_profile_assumption_not_auto_validated,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,flow_direction,meaning,Positive aligned mass flux follows the local streamwise coordinate as declared in the case profile; the current pipeline does not infer or validate flow direction automatically.,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,flow_direction,hints_by_span_json,"{""left_lower_leg"": 1.0, ""left_upper_leg"": 1.0, ""lower_leg"": 1.0, ""right_leg"": 1.0, ""test_section_span"": 1.0, ""upper_leg"": 1.0}",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,deferred_term,deferred_term_1,profile_dp_pa remains unsampled in the first feature-budget implementation,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,deferred_term,deferred_term_2,feature wall_dp_pa is inferred from adjacent major-span gradients,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,provenance,raw_extraction_provenance_json,"{""available_times"": [""2428"", ""2429"", ""2430"", ""2431""], ""feature_summary_profile_name"": ""salt2_jin_case_v1"", ""feature_summary_source_id"": ""viscosity_screening_salt_test_2_jin_coarse_mesh"", ""major_raw_schema_version"": ""salt_family_major_loss_v2"", ""major_summary_profile_name"": ""salt2_jin_case_v1"", ""major_summary_source_id"": ""viscosity_screening_salt_test_2_jin_coarse_mesh"", ""major_wall_face_geometry_csv"": ""tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/raw_extraction/leg_wall_face_geometry.csv"", ""major_wall_face_samples_csv"": ""tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/raw_extraction/leg_wall_face_samples.csv"", ""requested_profile_name"": ""salt2_jin_case_v1"", ""requested_source_id"": ""viscosity_screening_salt_test_2_jin_coarse_mesh"", ""requested_times"": [""2428"", ""2429"", ""2430"", ""2431""], ""runtime_root"": ""/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_case_analysis_snapshots/viscosity_screening_salt_test_2_jin_coarse_mesh/salt2_jin_case_v1/d36d5e39cb6286c0"", ""validation_status"": ""validated""}",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,time_window,requested_times,2511|2512|2513|2514,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,geometry,target_ds_m,0.01,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,fields,required_fields,wallShearStress|yPlus|p|p_rgh|T|U|wallHeatFlux,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,fields,pressure_fields,p|p_rgh,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,fields,wall_fields,wallShearStress|yPlus,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,averaging,thermal_bulk_method,OpenFOAM sampledSurface cutPlane with interpolated T and U on repaired major-span bin centers; connected regions are parsed and one region is selected per bin by aligned mass-flux support and reference-area agreement; matched bulk T is then computed from aligned positive mass-flux weighting.,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,support_gate,thermal_support_flagged_bin_count,224,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,coordinate_contract,loop_span_order,lower_leg|right_leg|upper_leg|left_upper_leg|test_section_span|left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,coordinate_contract,branch_order,lower_leg|right_leg|left_lower_leg|test_section_span|left_upper_leg|upper_leg|upcomer,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,coordinate_contract,derived_branch_names,upcomer,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,transport_support,matched_transport_row_count,23616,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,sign_convention,feature_pressure_delta,end_minus_start,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,sign_convention,major_direct_pressure_drop_gradient,minus d(area_avg(p_rgh))/ds so positive means pressure drop along local streamwise coordinate,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,sign_convention,major_dp_gradient,positive magnitude from Darcy-f estimate,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,flow_direction,status,manual_profile_assumption_not_auto_validated,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,flow_direction,meaning,Positive aligned mass flux follows the local streamwise coordinate as declared in the case profile; the current pipeline does not infer or validate flow direction automatically.,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,flow_direction,hints_by_span_json,"{""left_lower_leg"": 1.0, ""left_upper_leg"": 1.0, ""lower_leg"": 1.0, ""right_leg"": 1.0, ""test_section_span"": 1.0, ""upper_leg"": 1.0}",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,deferred_term,deferred_term_1,profile_dp_pa remains unsampled in the first feature-budget implementation,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,deferred_term,deferred_term_2,feature wall_dp_pa is inferred from adjacent major-span gradients,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,provenance,raw_extraction_provenance_json,"{""available_times"": [""2511"", ""2512"", ""2513"", ""2514""], ""feature_summary_profile_name"": ""salt3_jin_case_v1"", ""feature_summary_source_id"": ""viscosity_screening_salt_test_3_jin_coarse_mesh"", ""major_raw_schema_version"": ""salt_family_major_loss_v2"", ""major_summary_profile_name"": ""salt3_jin_case_v1"", ""major_summary_source_id"": ""viscosity_screening_salt_test_3_jin_coarse_mesh"", ""major_wall_face_geometry_csv"": ""tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/raw_extraction/leg_wall_face_geometry.csv"", ""major_wall_face_samples_csv"": ""tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/raw_extraction/leg_wall_face_samples.csv"", ""requested_profile_name"": ""salt3_jin_case_v1"", ""requested_source_id"": ""viscosity_screening_salt_test_3_jin_coarse_mesh"", ""requested_times"": [""2511"", ""2512"", ""2513"", ""2514""], ""runtime_root"": ""/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_case_analysis_snapshots/viscosity_screening_salt_test_3_jin_coarse_mesh/salt3_jin_case_v1/cb5e455f17f2487f"", ""validation_status"": ""validated""}",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,time_window,requested_times,2079|2080|2081|2082,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,geometry,target_ds_m,0.01,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,fields,required_fields,wallShearStress|yPlus|p|p_rgh|T|U|wallHeatFlux,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,fields,pressure_fields,p|p_rgh,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,fields,wall_fields,wallShearStress|yPlus,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,averaging,thermal_bulk_method,OpenFOAM sampledSurface cutPlane with interpolated T and U on repaired major-span bin centers; connected regions are parsed and one region is selected per bin by aligned mass-flux support and reference-area agreement; matched bulk T is then computed from aligned positive mass-flux weighting.,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,support_gate,thermal_support_flagged_bin_count,224,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,coordinate_contract,loop_span_order,lower_leg|right_leg|upper_leg|left_upper_leg|test_section_span|left_lower_leg,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,coordinate_contract,branch_order,lower_leg|right_leg|left_lower_leg|test_section_span|left_upper_leg|upper_leg|upcomer,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,coordinate_contract,derived_branch_names,upcomer,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,transport_support,matched_transport_row_count,23616,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/summary.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,sign_convention,feature_pressure_delta,end_minus_start,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,sign_convention,major_direct_pressure_drop_gradient,minus d(area_avg(p_rgh))/ds so positive means pressure drop along local streamwise coordinate,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,sign_convention,major_dp_gradient,positive magnitude from Darcy-f estimate,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,flow_direction,status,manual_profile_assumption_not_auto_validated,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,flow_direction,meaning,Positive aligned mass flux follows the local streamwise coordinate as declared in the case profile; the current pipeline does not infer or validate flow direction automatically.,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,flow_direction,hints_by_span_json,"{""left_lower_leg"": 1.0, ""left_upper_leg"": 1.0, ""lower_leg"": 1.0, ""right_leg"": 1.0, ""test_section_span"": 1.0, ""upper_leg"": 1.0}",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,deferred_term,deferred_term_1,profile_dp_pa remains unsampled in the first feature-budget implementation,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,deferred_term,deferred_term_2,feature wall_dp_pa is inferred from adjacent major-span gradients,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,provenance,raw_extraction_provenance_json,"{""available_times"": [""2079"", ""2080"", ""2081"", ""2082""], ""feature_summary_profile_name"": ""salt4_jin_case_v1"", ""feature_summary_source_id"": ""viscosity_screening_salt_test_4_jin_coarse_mesh"", ""major_raw_schema_version"": ""salt_family_major_loss_v2"", ""major_summary_profile_name"": ""salt4_jin_case_v1"", ""major_summary_source_id"": ""viscosity_screening_salt_test_4_jin_coarse_mesh"", ""major_wall_face_geometry_csv"": ""tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/raw_extraction/leg_wall_face_geometry.csv"", ""major_wall_face_samples_csv"": ""tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/raw_extraction/leg_wall_face_samples.csv"", ""requested_profile_name"": ""salt4_jin_case_v1"", ""requested_source_id"": ""viscosity_screening_salt_test_4_jin_coarse_mesh"", ""requested_times"": [""2079"", ""2080"", ""2081"", ""2082""], ""runtime_root"": ""/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_case_analysis_snapshots/viscosity_screening_salt_test_4_jin_coarse_mesh/salt4_jin_case_v1/de819a044e33d542"", ""validation_status"": ""validated""}",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/analysis_manifest.json
