source_id,case_id,run_class,case_root,patch_name,role,role_group,bc_type,parent_span,one_d_segment,one_d_segment_mapping_status,area_m2,h_W_m2K,Ta_K,Tsur_K,emissivity,thicknessLayers,thickness_total_m,kappaLayerCoeffs,wall_layer_metadata_status,imposed_Q_W,realized_wallHeatFlux_W,realized_wallHeatFlux_mean_W_m2,wallHeatFlux_source_path,wallHeatFlux_sample_time_s,boundary_dictionary_path,radiation_metadata_status,fit_use_status,notes
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_lower_right_right_step,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,mapped_to_grouped_junction_diagnostic,,,,,,,,,no_wall_layer_metadata,,0,0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_lower_right_right_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.000505262,78.20769810451635,299.19,,,,,,h_only,,-4.602934675,-9110.001727,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_upper_left,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.002687301,4.717643273041631,299.19,299.19,0.95,(0.006096001 0.035559999999999994),0.041656001,((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),h_and_layers_present,,-1.264636399,-470.59731,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,emissivity_and_Tsur_metadata_present,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_upper_left_upper_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.010633262,3.9323445544910767,299.19,299.19,0.95,(0.006096001 0.035559999999999994),0.041656001,((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),h_and_layers_present,,-4.87757424,-458.7091323,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,emissivity_and_Tsur_metadata_present,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_upper_left_upper_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.000386841,69.35811242006397,299.19,,,,,,h_only,,-3.610737921,-9333.907839,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_upper_right,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.00292452,4.394061092147244,299.19,299.19,0.95,(0.006096001 0.035559999999999994),0.041656001,((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),h_and_layers_present,,-1.292050988,-441.7992677,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,emissivity_and_Tsur_metadata_present,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_upper_right_right_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.002183347,3.6977259554279094,299.19,299.19,0.95,(0.006096001 0.035559999999999994),0.041656001,((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),h_and_layers_present,,-0.928071736,-425.0683407,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,emissivity_and_Tsur_metadata_present,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_upper_right_right_step,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,mapped_to_grouped_junction_diagnostic,,,,,,,,,no_wall_layer_metadata,,0,0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_upper_right_right_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.000505262,82.62567204110032,299.19,,,,,,h_only,,-5.233766697,-10358.52712,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_upper_right_upper_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.005316631,4.438262265140018,299.19,299.19,0.95,(0.006096001 0.035559999999999994),0.041656001,((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),h_and_layers_present,,-2.31490906,-435.4090267,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,emissivity_and_Tsur_metadata_present,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,junction_upper_right_upper_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,mapped_to_grouped_junction_diagnostic,0.000386841,89.89063857101944,299.19,,,,,,h_only,,-4.369507668,-11295.35923,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,ncc_junction_lower_left_right_end,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,mapped_to_grouped_junction_diagnostic,,,,,,,,,no_wall_layer_metadata,,0,0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,ncc_junction_lower_left_upper_start,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,mapped_to_grouped_junction_diagnostic,,,,,,,,,no_wall_layer_metadata,,0,0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,ncc_junction_lower_right_left_start,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,mapped_to_grouped_junction_diagnostic,,,,,,,,,no_wall_layer_metadata,,0,0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,ncc_junction_lower_right_upper_end,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,mapped_to_grouped_junction_diagnostic,,,,,,,,,no_wall_layer_metadata,,0,0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,ncc_junction_upper_left_lower_end,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,mapped_to_grouped_junction_diagnostic,,,,,,,,,no_wall_layer_metadata,,0,0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,ncc_junction_upper_left_right_start,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,mapped_to_grouped_junction_diagnostic,,,,,,,,,no_wall_layer_metadata,,0,0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5398/wallHeatFlux.dat,7915,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/0/T,no_emissivity_metadata,validation_diagnostic,native_solver_outputs_read_only
