source_id,case_label,feature_name,feature_class,mean_abs_delta_p_rgh_pa,mean_abs_delta_p_pa,mean_hydro_correction_abs_pa,mean_proxy_reference_dp_pa,mean_proxy_feature_excess_dp_pa,pressure_method_status,fit_use_status
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_upper_right,bend,8.9529821655,332.8004675000002,341.75344966550017,3.264411704547648,5.688570460952352,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_complex,quartz_transition,6.1950993565,4754.38524875,4760.5803481064995,3.871869313963198,2.3232300425368027,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_lower_left,bend,0.8570143419999998,335.83525125575,334.97823691375004,3.8156535950015766,-2.958639253001577,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_lower_right,bend,2.3263323029999996,334.7730740000002,337.0994063030002,3.38436230030769,-1.0580299973076905,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_upper_left,bend,1.1605733049999998,328.0419824999999,326.88140919499995,3.3482324953980775,-2.1876591903980778,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_upper_right,bend,11.042015061999997,330.57222500000034,341.6142400620003,3.4483434515935154,7.593671610406483,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_complex,quartz_transition,8.782543147999998,4726.51727025,4735.299813398,3.466240235151302,5.316302912848698,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_lower_left,bend,0.7292125172499999,335.76173581725004,335.0325233,3.8961326744840585,-3.1669201572340584,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_lower_right,bend,2.6705505479999996,334.81544800000006,337.48599854800005,3.450994101006824,-0.7804435530068241,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_upper_left,bend,1.9600395675,327.87854999999945,325.91851043249943,3.4416082487649695,-1.4815686812649695,full_path_missing_proxy_only_available,excluded
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_upper_right,bend,11.297425465500002,330.64140000000043,341.93882546550043,3.423334974631859,7.8740904908681415,full_path_missing_proxy_only_available,sensitivity_only
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_complex,quartz_transition,8.54999935625,4725.77349075,4734.32349010625,3.7321945999952675,4.817804756254732,full_path_missing_proxy_only_available,sensitivity_only
