case_key,source_id,case_role,plane_location,span,station_label,time_start_s,time_end_s,representative_time_s,recon_case_dir,mesh_stations_path,x,y,z,nx,ny,nz,bore_m,existing_secmean_plane_file,existing_convcell_plane_file,existing_metric_status,reverse_area_fraction,reverse_mass_fraction,secondary_velocity_fraction,bulk_T_K,wall_T_K,wallHeatFlux_W_m2,Re,Pr,Ri,Gr,Ra,Gz,source_paths,compute_requirement,admission_status,notes
salt4_hi5q,salt4_jin_hi5q_corrected,sensitivity-only,upcomer_mid,test_section_span,test_section_span__s02,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-13/2026-07-13_corrected_q_latest_time_refresh/all_corrected_q_status_table.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
salt4_hi5q,salt4_jin_hi5q_corrected,sensitivity-only,upcomer_outlet,left_upper_leg,left_upper_leg__s04,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-13/2026-07-13_corrected_q_latest_time_refresh/all_corrected_q_status_table.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
salt4_hi10q,salt4_jin_hi10q_corrected,pending-terminal-harvest,upcomer_inlet,left_lower_leg,left_lower_leg__s00,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,not_applicable_zero_entry_length,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
salt4_hi10q,salt4_jin_hi10q_corrected,pending-terminal-harvest,upcomer_mid,test_section_span,test_section_span__s02,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
salt4_hi10q,salt4_jin_hi10q_corrected,pending-terminal-harvest,upcomer_outlet,left_upper_leg,left_upper_leg__s04,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
salt2_mesh_refinement_family_coarse_medium_fine,viscosity_screening_salt_test_2_jin_coarse_mesh,diagnostic-only,upcomer_inlet,left_lower_leg,left_lower_leg__s00,7915,7915,7915,tmp/2026-06-30_claude_action_items/recon_salt2_of13,work_products/2026-07/2026-07-01/2026-07-01_claude_mesh_centerlines/viscosity_screening_salt_test_2_jin_coarse_mesh/mesh_stations.json,1.856061272e-13,0.04860219444,2.628368903e-21,-1.198276852e-12,1,-6.175715991e-20,0.02205068648,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915/plane_left_lower_leg__s00.xy,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/convcellSurfaces/7915/plane_left_lower_leg__s00.xy,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,0.6197916667,0.4736619997,0.07945120764,559.3005844,,,49.89498745,24.6550797,1.737024185,5098.75706,129114.917,not_applicable_zero_entry_length,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv; work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv; work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv,compute_node_required_for_admission_grade_face_area_wall_band_sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
salt2_mesh_refinement_family_coarse_medium_fine,viscosity_screening_salt_test_2_jin_coarse_mesh,diagnostic-only,upcomer_mid,test_section_span,test_section_span__s02,7915,7915,7915,tmp/2026-06-30_claude_action_items/recon_salt2_of13,work_products/2026-07/2026-07-01/2026-07-01_claude_mesh_centerlines/viscosity_screening_salt_test_2_jin_coarse_mesh/mesh_stations.json,9.077041444e-20,0.44913975,-6.555641043e-21,-4.020030302e-20,-1,1.947202178e-20,0.020935264,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915/plane_test_section_span__s02.xy,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/convcellSurfaces/7915/plane_test_section_span__s02.xy,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,0.3223938224,0.4622774807,0.0009772265829,378.9541299,,,47.8238562,24.54099975,1.627823135,4187.30787,103636.627,67.40216475,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv; work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv; work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv,compute_node_required_for_admission_grade_face_area_wall_band_sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
salt2_mesh_refinement_family_coarse_medium_fine,viscosity_screening_salt_test_2_jin_coarse_mesh,diagnostic-only,upcomer_outlet,left_upper_leg,left_upper_leg__s04,7915,7915,7915,tmp/2026-06-30_claude_action_items/recon_salt2_of13,work_products/2026-07/2026-07-01/2026-07-01_claude_mesh_centerlines/viscosity_screening_salt_test_2_jin_coarse_mesh/mesh_stations.json,-1.04166498e-13,0.8959034715,8.470329473e-22,6.933106991e-14,1,1.81658591e-21,0.02205068648,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915/plane_left_upper_leg__s04.xy,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/convcellSurfaces/7915/plane_left_upper_leg__s04.xy,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,0.837962963,0.5738234099,0.7805272007,447.8765949,,,56.2560593,22.8110914,4.215373235,10955.3015,249902.3835,38.81200248,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv; work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv; work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv,compute_node_required_for_admission_grade_face_area_wall_band_sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
new_targeted_re150,planned_salt_target_re150,not-admissible,upcomer_inlet,left_lower_leg,left_lower_leg__s00,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,not_applicable_zero_entry_length,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
new_targeted_re150,planned_salt_target_re150,not-admissible,upcomer_mid,test_section_span,test_section_span__s02,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
new_targeted_re150,planned_salt_target_re150,not-admissible,upcomer_outlet,left_upper_leg,left_upper_leg__s04,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
new_targeted_re200,planned_salt_target_re200,not-admissible,upcomer_inlet,left_lower_leg,left_lower_leg__s00,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,not_applicable_zero_entry_length,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
new_targeted_re200,planned_salt_target_re200,not-admissible,upcomer_mid,test_section_span,test_section_span__s02,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
new_targeted_re200,planned_salt_target_re200,not-admissible,upcomer_outlet,left_upper_leg,left_upper_leg__s04,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
new_targeted_re250,planned_salt_target_re250,not-admissible,upcomer_inlet,left_lower_leg,left_lower_leg__s00,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,not_applicable_zero_entry_length,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
new_targeted_re250,planned_salt_target_re250,not-admissible,upcomer_mid,test_section_span,test_section_span__s02,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
new_targeted_re250,planned_salt_target_re250,not-admissible,upcomer_outlet,left_upper_leg,left_upper_leg__s04,,,,,,,,,,,,,,,missing_mesh_station,,,,,,,,,,,,,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv,case_not_terminal_or_not_staged; wait for admission/harvest before sampling,diagnostic_only_existing_proxy; fit_not_admissible,Existing raw planes lack face areas and matched wall station bands; wall_T and wallHeatFlux require compute-node OpenFOAM sampling.
