family,case_id,case_label,branch,time_s,mean_direct_gradient_pa_per_m,mean_shear_gradient_pa_per_m,terminal_direct_drop_pa,terminal_shear_drop_pa,gradient_positive,cumulative_positive,flow_alignment_signature,source_timeseries_path
salt,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,right_leg,3278.0,22.803645745542,13.397406494240,19.669848631779,12.212203510031,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,right_leg,3279.0,22.803627153998,13.397405448565,19.669831546701,12.212202551371,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,test_section_span,3276.0,9.624513211158,18.854908418455,1.955581128914,4.624551050409,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,test_section_span,3277.0,9.624472920898,18.854909807126,1.955570810306,4.624551399019,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,test_section_span,3278.0,9.624520360752,18.854907860521,1.955583019431,4.624550902341,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,test_section_span,3279.0,9.624468058530,18.854909216638,1.955569547481,4.624551248766,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,upper_leg,3276.0,65.061145663005,15.018328744203,56.457394598353,13.271891235215,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,upper_leg,3277.0,65.061138405098,15.018329473702,56.457387965348,13.271891870033,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,upper_leg,3278.0,65.061132799433,15.018329691109,56.457383104203,13.271892055502,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,upper_leg,3279.0,65.061154547154,15.018328973426,56.457402028974,13.271891430584,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,right_leg,8598.0,17.419245106348,16.510148482466,14.898706881019,15.087386287368,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,right_leg,8599.0,17.441326204535,16.508943640899,14.912861296640,15.086099810384,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,right_leg,8600.0,17.409458178003,16.507849252278,14.894926292944,15.084979667007,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,right_leg,8601.0,17.355075868184,16.507230071120,14.858804082661,15.084391739110,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,right_leg,8602.0,17.302315510001,16.507222205934,14.819165977154,15.084441107646,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,test_section_span,8598.0,18.554805299056,19.504700805589,4.210521666015,4.788031992539,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,test_section_span,8599.0,18.553939387269,19.504763000499,4.210303286082,4.788045387314,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,test_section_span,8600.0,18.554891457915,19.504796185305,4.210561600640,4.788052137763,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,test_section_span,8601.0,18.556279822126,19.504773259613,4.210928570948,4.788046432691,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,test_section_span,8602.0,18.558781376538,19.504679403058,4.211572716748,4.788024403278,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,upper_leg,8598.0,59.255396656009,13.507225707551,50.389510820642,12.003347961780,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,upper_leg,8599.0,59.255567392173,13.507397527311,50.388851337611,12.003496966028,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,upper_leg,8600.0,59.254792807269,13.507486041254,50.388167292832,12.003577663372,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,upper_leg,8601.0,59.255886533075,13.507200054309,50.390067461890,12.003326694227,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,upper_leg,8602.0,59.255933877370,13.506480620510,50.391187707167,12.002687255788,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,right_leg,2428.0,20.241585036940,15.996328778329,17.029446539795,14.610877435193,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,right_leg,2429.0,20.160273322074,15.998328061315,16.967020509743,14.612753883867,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,right_leg,2430.0,20.154599099714,16.000798346004,16.946629776266,14.615236864557,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,right_leg,2431.0,20.583264854015,16.002116563811,17.207024857424,14.616608096043,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_span,2428.0,16.657755995426,20.155105006822,3.708311489469,4.947576046544,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_span,2429.0,16.657477694355,20.154897733382,3.708238560803,4.947525858872,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_span,2430.0,16.658702770286,20.154699074644,3.708547956852,4.947477195192,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_span,2431.0,16.660393423263,20.154486526776,3.708977454119,4.947424146642,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,upper_leg,2428.0,60.984178493395,13.869285085939,51.989742588852,12.307252502874,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,upper_leg,2429.0,60.980841842836,13.869001687011,51.987825687024,12.306994603149,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,upper_leg,2430.0,60.989044415030,13.868603052870,51.991492033818,12.306636069868,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,upper_leg,2431.0,61.001072981182,13.868057737763,51.997026480270,12.306147896284,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,right_leg,583.0,25.927926589953,14.937080261942,21.666946437316,13.631076531852,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,right_leg,584.0,25.927982686865,14.937088332279,21.666999467908,13.631083996402,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,right_leg,585.0,25.927903101624,14.937085550480,21.666925028744,13.631081385622,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,right_leg,586.0,25.928032951885,14.937082216610,21.667043965045,13.631078298728,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_span,583.0,15.879283063139,21.327674285857,3.510231200199,5.234287697988,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_span,584.0,15.879356255620,21.327672744908,3.510250453174,5.234287301547,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_span,585.0,15.879248827501,21.327673391781,3.510222596874,5.234287461576,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_span,586.0,15.879262894700,21.327675562513,3.510225808390,5.234288025707,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,upper_leg,583.0,62.984097443232,14.228176245732,53.889053801804,12.595111810306,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,upper_leg,584.0,62.984063450647,14.228172390879,53.889024675381,12.595108332559,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,upper_leg,585.0,62.984048258070,14.228177917616,53.889011338682,12.595113257447,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,upper_leg,586.0,62.984144235198,14.228175837907,53.889095460331,12.595111395588,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,right_leg,2511.0,13.028008262855,18.545060062374,11.815466250799,16.958737478838,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,right_leg,2512.0,13.060747659589,18.545058928948,11.831362757291,16.958521585948,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,right_leg,2513.0,13.090879755075,18.544057023759,11.849211046282,16.957288293554,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,right_leg,2514.0,13.121591662255,18.543224424112,11.868469529236,16.956341718575,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_span,2511.0,24.091068577793,19.966010128958,5.536411642730,4.903275549916,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_span,2512.0,24.094141463082,19.965632098517,5.537188414963,4.903183752942,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_span,2513.0,24.095089288502,19.965227330073,5.537437491947,4.903083951201,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_span,2514.0,24.091021063898,19.965134027360,5.536412436123,4.903062697855,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,upper_leg,2511.0,61.755489225180,13.791765225250,52.397877013294,12.276366345156,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,upper_leg,2512.0,61.760480848497,13.790768521782,52.409052744274,12.275495456923,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,upper_leg,2513.0,61.774902652676,13.789670766204,52.429226939843,12.274524628237,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,upper_leg,2514.0,61.785209241914,13.789670941347,52.440358350798,12.274496585672,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,right_leg,3294.0,18.098830172982,17.593324761754,15.504131448677,16.078253011562,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,right_leg,3295.0,18.039229365484,17.592234991530,15.466516631483,16.077170819007,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,right_leg,3296.0,17.967005103285,17.591861625347,15.415546839359,16.076877248414,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,right_leg,3297.0,17.909380823311,17.592266119863,15.368620829549,16.077284629166,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_span,3294.0,22.358619057894,21.447411177442,5.124674204506,5.266220554837,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_span,3295.0,22.359882161050,21.447385469956,5.124991823089,5.266214143251,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_span,3296.0,22.363437952931,21.447296487413,5.125900580381,5.266192251878,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_span,3297.0,22.365028809790,21.447106680459,5.126303887998,5.266148130512,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,upper_leg,3294.0,64.574235027961,14.288434188637,54.990977753049,12.695387019145,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,upper_leg,3295.0,64.572641943258,14.288294158436,54.990029796842,12.695264707206,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
