family,case_id,case_label,branch,time_count,gradient_positive_fraction,cumulative_positive_fraction,gradient_rel_cv,cumulative_rel_cv,mean_direct_gradient_pa_per_m,mean_terminal_direct_drop_pa,summary_terminal_direct_drop_pa,raw_summary_terminal_direct_drop_pa,summary_terminal_direct_drop_missing,terminal_direct_drop_publication_source,preferred_direct_observable,recommended_status,explanation,source_summary_path,source_timeseries_path
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_span,4,1.000000000000,1.000000000000,0.000068428015,0.000077770066,16.658582470832,3.708518865311,3.708518865310821,3.708518865310821,no,summary_mean,mean_direct_gradient_preferred,context_only_redesign_input,The branch-mean direct gradient is materially less noisy than the cumulative branch-end direct drop on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,upper_leg,4,1.000000000000,1.000000000000,0.000125776813,0.000066021087,60.988784433111,51.991521697491,51.991521697491,nan,yes,timeseries_mean_fallback,cumulative_end_drop_preferred,context_only_redesign_input,Cumulative direct branch-end drop is materially less noisy than the branch-mean direct gradient on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,right_leg,4,1.000000000000,1.000000000000,0.000001946007,0.000002141567,25.927961332582,21.666978724753,21.66697872475313,21.66697872475313,no,summary_mean,no_clear_advantage,context_only_redesign_input,"Both direct observables are sign-clean on this case/branch pair, but neither has a decisive retained-time stability advantage.",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_span,4,1.000000000000,1.000000000000,0.000002605628,0.000003077691,15.879287760240,3.510232514659,3.5102325146590068,3.5102325146590068,no,summary_mean,mean_direct_gradient_preferred,context_only_redesign_input,The branch-mean direct gradient is materially less noisy than the cumulative branch-end direct drop on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,upper_leg,4,1.000000000000,1.000000000000,0.000000585149,0.000000598645,62.984088346786,53.889046319050,53.889046319050,nan,yes,timeseries_mean_fallback,no_clear_advantage,context_only_redesign_input,"Both direct observables are sign-clean on this case/branch pair, but neither has a decisive retained-time stability advantage.",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,right_leg,4,1.000000000000,1.000000000000,0.002658692409,0.001671402268,13.075306834943,11.841127395902,11.841127395902289,11.841127395902289,no,summary_mean,cumulative_end_drop_preferred,context_only_redesign_input,Cumulative direct branch-end drop is materially less noisy than the branch-mean direct gradient on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_span,4,1.000000000000,1.000000000000,0.000075397271,0.000082896085,24.092830098319,5.536862496441,5.536862496440575,5.536862496440575,no,summary_mean,no_clear_advantage,context_only_redesign_input,"Both direct observables are sign-clean on this case/branch pair, but neither has a decisive retained-time stability advantage.",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,upper_leg,4,1.000000000000,1.000000000000,0.000190301627,0.000317193809,61.769020492067,52.419128762052,52.419128762052,nan,yes,timeseries_mean_fallback,mean_direct_gradient_preferred,context_only_redesign_input,The branch-mean direct gradient is materially less noisy than the cumulative branch-end direct drop on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,right_leg,4,1.000000000000,1.000000000000,0.003981674010,0.003318939028,18.003611366266,15.438703937267,15.438703937266904,15.438703937266904,no,summary_mean,cumulative_end_drop_preferred,context_only_redesign_input,Cumulative direct branch-end drop is materially less noisy than the branch-mean direct gradient on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_span,4,1.000000000000,1.000000000000,0.000115949533,0.000128779443,22.361741995416,5.125467623994,5.125467623993617,5.125467623993617,no,summary_mean,no_clear_advantage,context_only_redesign_input,"Both direct observables are sign-clean on this case/branch pair, but neither has a decisive retained-time stability advantage.",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,upper_leg,4,1.000000000000,1.000000000000,0.000034990807,0.000009508136,64.571791956028,54.990556604096,54.990556604096,nan,yes,timeseries_mean_fallback,cumulative_end_drop_preferred,context_only_redesign_input,Cumulative direct branch-end drop is materially less noisy than the branch-mean direct gradient on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,right_leg,4,1.000000000000,1.000000000000,0.023568151826,0.018163885596,13.030167829680,12.212353171434,12.212353171434128,12.212353171434128,no,summary_mean,cumulative_end_drop_preferred,context_only_redesign_input,Cumulative direct branch-end drop is materially less noisy than the branch-mean direct gradient on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_span,4,1.000000000000,1.000000000000,0.000238095458,0.000258832638,33.270484484992,7.718780088513,7.718780088513487,7.718780088513487,no,summary_mean,no_clear_advantage,context_only_redesign_input,"Both direct observables are sign-clean on this case/branch pair, but neither has a decisive retained-time stability advantage.",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,upper_leg,4,1.000000000000,1.000000000000,0.001505732076,0.001129249340,63.639311741285,53.792279228286,53.792279228286,nan,yes,timeseries_mean_fallback,cumulative_end_drop_preferred,context_only_redesign_input,Cumulative direct branch-end drop is materially less noisy than the branch-mean direct gradient on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,right_leg,4,1.000000000000,1.000000000000,0.003343631155,0.002052549407,13.744652010136,12.599390618267,12.599390618267304,12.599390618267304,no,summary_mean,cumulative_end_drop_preferred,context_only_redesign_input,Cumulative direct branch-end drop is materially less noisy than the branch-mean direct gradient on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_span,4,1.000000000000,1.000000000000,0.000050073354,0.000047549379,31.359918085762,7.312530121875,7.312530121874904,7.312530121874904,no,summary_mean,no_clear_advantage,context_only_redesign_input,"Both direct observables are sign-clean on this case/branch pair, but neither has a decisive retained-time stability advantage.",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,upper_leg,4,1.000000000000,1.000000000000,0.000157264176,0.000268130307,66.239725910973,56.146976458855,56.146976458855,nan,yes,timeseries_mean_fallback,mean_direct_gradient_preferred,context_only_redesign_input,The branch-mean direct gradient is materially less noisy than the cumulative branch-end direct drop on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,right_leg,5,1.000000000000,1.000000000000,0.588264665325,0.397469733329,0.291580576127,0.342297946962,0.3422979469622288,0.3422979469622288,no,summary_mean,cumulative_end_drop_preferred,context_only_redesign_input,Cumulative direct branch-end drop is materially less noisy than the branch-mean direct gradient on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,test_section_span,5,1.000000000000,1.000000000000,0.006814923616,0.007955464370,5.196471186117,1.339032703008,1.3390327030076026,1.3390327030076026,no,summary_mean,mean_direct_gradient_preferred,context_only_redesign_input,The branch-mean direct gradient is materially less noisy than the cumulative branch-end direct drop on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,upper_leg,5,1.000000000000,1.000000000000,0.017095476257,0.019870524373,4.747786453201,3.984023676677,3.984023676677,nan,yes,timeseries_mean_fallback,mean_direct_gradient_preferred,context_only_redesign_input,The branch-mean direct gradient is materially less noisy than the cumulative branch-end direct drop on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,right_leg,5,1.000000000000,1.000000000000,0.031106775967,0.027629913604,1.566454745128,1.423307783564,1.4233077835641808,1.4233077835641808,no,summary_mean,cumulative_end_drop_preferred,context_only_redesign_input,Cumulative direct branch-end drop is materially less noisy than the branch-mean direct gradient on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,test_section_span,5,1.000000000000,1.000000000000,0.011213899745,0.009368237212,6.702512722463,1.720181051378,1.7201810513779114,1.7201810513779114,no,summary_mean,cumulative_end_drop_preferred,context_only_redesign_input,Cumulative direct branch-end drop is materially less noisy than the branch-mean direct gradient on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,upper_leg,5,1.000000000000,1.000000000000,0.030421988713,0.030568911733,5.720169916411,4.839849918556,4.839849918556,nan,yes,timeseries_mean_fallback,no_clear_advantage,context_only_redesign_input,"Both direct observables are sign-clean on this case/branch pair, but neither has a decisive retained-time stability advantage.",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,right_leg,5,1.000000000000,1.000000000000,0.053369329647,0.044719548219,1.726099024885,1.593491075858,1.5934910758575684,1.5934910758575684,no,summary_mean,cumulative_end_drop_preferred,context_only_redesign_input,Cumulative direct branch-end drop is materially less noisy than the branch-mean direct gradient on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,test_section_span,5,1.000000000000,1.000000000000,0.014057580957,0.012699816696,7.901697607679,2.046298507236,2.0462985072357207,2.0462985072357207,no,summary_mean,no_clear_advantage,context_only_redesign_input,"Both direct observables are sign-clean on this case/branch pair, but neither has a decisive retained-time stability advantage.",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,upper_leg,5,1.000000000000,1.000000000000,0.012337341202,0.014509959960,6.626024832271,5.568964748293,5.568964748293,nan,yes,timeseries_mean_fallback,mean_direct_gradient_preferred,context_only_redesign_input,The branch-mean direct gradient is materially less noisy than the cumulative branch-end direct drop on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,right_leg,3,1.000000000000,1.000000000000,0.099830001850,0.090381543710,1.382905245955,1.271764613200,1.2419247750415827,1.2419247750415827,no,summary_mean,no_clear_advantage,context_only_redesign_input,"Both direct observables are sign-clean on this case/branch pair, but neither has a decisive retained-time stability advantage.",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,test_section_span,3,1.000000000000,1.000000000000,0.017994258891,0.013596463186,10.963665239850,2.850950366288,2.852462797720734,2.852462797720734,no,summary_mean,cumulative_end_drop_preferred,context_only_redesign_input,Cumulative direct branch-end drop is materially less noisy than the branch-mean direct gradient on this case/branch pair.,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,upper_leg,5,1.000000000000,1.000000000000,0.051959709701,0.052110186604,8.104611611476,6.666864150748,6.666864150748,nan,yes,timeseries_mean_fallback,no_clear_advantage,context_only_redesign_input,"Both direct observables are sign-clean on this case/branch pair, but neither has a decisive retained-time stability advantage.",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
