case_key,case_id,split_role,harvest_package,harvest_job_id,branch,station_count,adjacent_pair_count,net_delta_p_to_minus_from_Pa,net_delta_p_rgh_to_minus_from_Pa,dominant_adjacent_delta_p_sign,dominant_adjacent_delta_p_fraction,dominant_adjacent_delta_p_rgh_sign,dominant_adjacent_delta_p_rgh_fraction,mean_adjacent_delta_p_rgh_Pa,trimmed_mean_adjacent_delta_p_rgh_Pa,max_pair_reverse_area_fraction_proxy,low_recirc_pair_count,material_recirc_pair_count,upcomer_hybrid_lane,recirculation_policy_evidence_rows,recirculation_policy_context,recirculation_mask_status,pressure_definition_status,orientation_status,straight_loss_subtraction_status,admission_status,true_f_D_or_K_fit_admitted,blockers,next_use,source_paths
salt1_lo10q,salt_1,training_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,test_section_span,5,4,3842.9824598,1.6502344057999998,positive,1.0,positive,0.75,0.41255860144999995,1.2196820362666667,0.444015444,0,4,yes,0,upcomer_hybrid_lane_by_policy,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask;upcomer_hybrid_lane_not_ordinary_pipe_fit,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,salt_1,training_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,upper_leg,5,4,7026.787950100001,23.6169243507,positive,0.5,positive,1.0,5.904231087675,4.458633463566667,0.5783308931,0,4,no,0,none,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,salt_1,training,AGENT-447_expanded_salt1_pm5_val,3297863,left_lower_leg,5,4,-4738.886593,-0.71740889493,negative,1.0,negative,1.0,-0.17935222373249998,-0.13881016947666666,0.6597222222,0,4,yes,0,upcomer_hybrid_lane_by_policy,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask;upcomer_hybrid_lane_not_ordinary_pipe_fit,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,salt_1,training,AGENT-447_expanded_salt1_pm5_val,3297863,left_upper_leg,5,4,-5541.818908,-19.3075351025,negative,1.0,negative,0.75,-4.826883775625,2.3286769591666667,0.8492307692,0,4,yes,0,upcomer_hybrid_lane_by_policy,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask;upcomer_hybrid_lane_not_ordinary_pipe_fit,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,salt_1,training,AGENT-447_expanded_salt1_pm5_val,3297863,lower_leg,5,4,7138.561311099999,0.5534373984299994,positive,0.75,negative,0.75,0.13835934960750002,-2.861703346523333,0.5405797101,0,4,no,0,none,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,salt_1,training,AGENT-447_expanded_salt1_pm5_val,3297863,right_leg,5,4,-14159.698688,-4.2801531531,negative,1.0,negative,1.0,-1.0700382882750001,-0.5291561167,0.671875,0,4,no,0,none,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,salt_1,training,AGENT-447_expanded_salt1_pm5_val,3297863,test_section_span,5,4,3832.131159,0.7665418657999999,positive,1.0,positive,0.75,0.19163546644999999,0.0193539984,0.3590733591,0,4,yes,0,upcomer_hybrid_lane_by_policy,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask;upcomer_hybrid_lane_not_ordinary_pipe_fit,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,salt_1,training,AGENT-447_expanded_salt1_pm5_val,3297863,upper_leg,5,4,7005.9116073000005,24.093848281899998,positive,0.5,positive,1.0,6.023462070475,4.304536893966667,0.5783308931,0,4,no,0,none,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt2_hi5q,salt_2,holdout_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,left_lower_leg,5,4,-4699.321822,-0.1775571281957,negative,1.0,positive,0.75,-0.044389282048925,0.021837854134766667,0.6319444444,0,4,yes,1,upcomer_hybrid_lane_by_policy,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask;upcomer_hybrid_lane_not_ordinary_pipe_fit,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt2_hi5q,salt_2,holdout_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,left_upper_leg,5,4,-5496.482448000001,-16.285152580000002,negative,1.0,negative,0.75,-4.0712881450000005,2.792149733333334,0.8415384615,0,4,yes,1,upcomer_hybrid_lane_by_policy,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask;upcomer_hybrid_lane_not_ordinary_pipe_fit,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt2_hi5q,salt_2,holdout_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,lower_leg,5,4,7079.876918400001,-1.450001877600001,positive,0.75,negative,0.75,-0.3625004694000001,-3.3080401335333334,0.5405797101,0,4,no,0,none,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;pressure_definition_conflict;recirculation_mask,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt2_hi5q,salt_2,holdout_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,right_leg,5,4,-14042.634452999999,-1.7793906555,negative,1.0,negative,0.75,-0.44484766387499997,0.29601725483333335,0.671875,0,4,no,0,none,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt2_hi5q,salt_2,holdout_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,test_section_span,5,4,3800.5483785000006,-0.49430165363,positive,1.0,negative,1.0,-0.1235754134075,-0.08148144087666667,0.3397683398,0,4,yes,1,upcomer_hybrid_lane_by_policy,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;pressure_definition_conflict;recirculation_mask;upcomer_hybrid_lane_not_ordinary_pipe_fit,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt2_hi5q,salt_2,holdout_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,upper_leg,5,4,6949.384933,23.9415200662,positive,0.5,positive,1.0,5.98538001655,3.7271563820666667,0.5783308931,0,4,no,0,none,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt2_lo5q,salt_2,holdout_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,left_lower_leg,5,4,-4707.761191,-0.32259740294600003,negative,1.0,negative,0.75,-0.08064935073650001,-0.027683771115333333,0.6458333333,0,4,yes,1,upcomer_hybrid_lane_by_policy,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask;upcomer_hybrid_lane_not_ordinary_pipe_fit,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt2_lo5q,salt_2,holdout_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,left_upper_leg,5,4,-5506.26196,-16.554340204,negative,1.0,negative,0.75,-4.138585051,2.3533098986666667,0.8453846154,0,4,yes,1,upcomer_hybrid_lane_by_policy,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask;upcomer_hybrid_lane_not_ordinary_pipe_fit,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt2_lo5q,salt_2,holdout_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,lower_leg,5,4,7092.0996225,-0.6204886215000007,positive,0.75,negative,0.75,-0.15512215537500007,-2.9385595735,0.5405797101,0,4,no,0,none,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;pressure_definition_conflict;recirculation_mask,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt2_lo5q,salt_2,holdout_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,right_leg,5,4,-14067.424122,-2.4106538499999997,negative,1.0,negative,0.75,-0.6026634624999999,0.060723261666666674,0.6756756757,0,4,no,0,none,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt2_lo5q,salt_2,holdout_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,test_section_span,5,4,3807.2764971,-0.14363205139000002,positive,1.0,negative,0.75,-0.035908012847500004,-0.019763770726666668,0.332046332,0,4,yes,1,upcomer_hybrid_lane_by_policy,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;pressure_definition_conflict;recirculation_mask;upcomer_hybrid_lane_not_ordinary_pipe_fit,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt2_lo5q,salt_2,holdout_perturbation,AGENT-447_expanded_salt1_pm5_val,3297863,upper_leg,5,4,6961.590284600001,22.412931503099998,positive,0.5,positive,1.0,5.603232875775,3.6297907810333334,0.5783308931,0,4,no,0,none,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,salt_2,training,AGENT-445_nominal_salt2_salt3_salt4,3297860,left_lower_leg,5,4,-4703.275915,-0.255273093204,negative,1.0,negative,0.75,-0.063818273301,-0.003200569501333334,0.640625,0,4,yes,0,upcomer_hybrid_lane_by_policy,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask;upcomer_hybrid_lane_not_ordinary_pipe_fit,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,salt_2,training,AGENT-445_nominal_salt2_salt3_salt4,3297860,left_upper_leg,5,4,-5501.05765,-16.360676977999997,negative,1.0,negative,0.75,-4.090169244499999,2.5880496873333336,0.8446153846,0,4,yes,0,upcomer_hybrid_lane_by_policy,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask;upcomer_hybrid_lane_not_ordinary_pipe_fit,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,salt_2,training,AGENT-445_nominal_salt2_salt3_salt4,3297860,lower_leg,5,4,7085.587930099999,-1.0521998597,positive,0.75,negative,0.75,-0.26304996492499993,-3.128045777566667,0.5405797101,0,4,no,0,none,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;pressure_definition_conflict;recirculation_mask,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,salt_2,training,AGENT-445_nominal_salt2_salt3_salt4,3297860,right_leg,5,4,-14054.233835,-2.1006755589,negative,1.0,negative,0.75,-0.525168889725,0.17542232770000002,0.6756756757,0,4,no,0,none,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,not_admitted_recirc_mask,no,coarse_only_no_mesh_gci;no_geometry_distance_normalization;component_K_not_isolated;recirculation_mask,orientation_and_straight_loss_screen_only; do_not_submit_duplicate_pressure_ladder_jobs,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
