case_key,split_role,harvest_package,branch,from_station,to_station,delta_p_to_minus_from_Pa,delta_p_rgh_to_minus_from_Pa,delta_p_rgh_sign,from_reverse_area_fraction_proxy,to_reverse_area_fraction_proxy,max_reverse_area_fraction_proxy,pair_recirc_band,upcomer_hybrid_lane,admission_status,source_path
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,left_lower_leg,left_lower_leg__s02,left_lower_leg__s03,-1170.319717,0.03046878788,positive,0.6388888889,0.640625,0.640625,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,left_lower_leg,left_lower_leg__s03,left_lower_leg__s04,-1181.087014,-0.03432486038,negative,0.640625,0.6371527778,0.640625,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,test_section_span,test_section_span__s00,test_section_span__s01,954.8174307,-0.03849312115,negative,0.3185328185,0.3243243243,0.3243243243,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,test_section_span,test_section_span__s01,test_section_span__s02,953.0026,-0.02699419075,negative,0.3243243243,0.3223938224,0.3243243243,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,test_section_span,test_section_span__s02,test_section_span__s03,940.9741464,-0.07496392535,negative,0.3223938224,0.3262548263,0.3262548263,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,test_section_span,test_section_span__s03,test_section_span__s04,954.9059584,-0.1771066374,negative,0.3262548263,0.3359073359,0.3359073359,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,left_upper_leg,left_upper_leg__s00,left_upper_leg__s01,-1385.357558,-2.29440635,negative,0.6684027778,0.6614583333,0.6684027778,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,left_upper_leg,left_upper_leg__s01,left_upper_leg__s02,-1372.545855,11.44854377,positive,0.6614583333,0.8365930599,0.8365930599,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,left_upper_leg,left_upper_leg__s02,left_upper_leg__s03,-1370.426654,-1.389988358,negative,0.8365930599,0.8446153846,0.8446153846,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,left_upper_leg,left_upper_leg__s03,left_upper_leg__s04,-1372.727583,-24.12482604,negative,0.8446153846,0.837962963,0.8446153846,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,upper_leg,upper_leg__s00,upper_leg__s01,9312.634696,5.791417496,positive,0.4915584416,0.5447916667,0.5447916667,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,upper_leg,upper_leg__s01,upper_leg__s02,-2864.651352,12.15622544,positive,0.5447916667,0.5783308931,0.5783308931,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,upper_leg,upper_leg__s02,upper_leg__s03,-132.9907746,4.640319418,positive,0.5783308931,0.4864864865,0.5783308931,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt2_mainline,training,AGENT-445_nominal_salt2_salt3_salt4,upper_leg,upper_leg__s03,upper_leg__s04,640.1155396,0.6005537651,positive,0.4864864865,0.4470588235,0.4864864865,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,lower_leg,lower_leg__s00,lower_leg__s01,437.0994249,7.883388375,positive,0.5405797101,0.4882550336,0.5405797101,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,lower_leg,lower_leg__s01,lower_leg__s02,237.9874494,-0.3489073067,negative,0.4882550336,0.4198250729,0.4882550336,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,lower_leg,lower_leg__s02,lower_leg__s03,-2904.315773,-0.7801664647,negative,0.4198250729,0.2930672269,0.4198250729,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,lower_leg,lower_leg__s03,lower_leg__s04,9279.335906,-9.306824041,negative,0.2930672269,0.2374283896,0.2930672269,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,right_leg,right_leg__s00,right_leg__s01,-3486.586906,-2.404076064,negative,0.2222222222,0.5885416667,0.5885416667,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,right_leg,right_leg__s01,right_leg__s02,-3504.179418,0.07558958259,positive,0.5885416667,0.6128472222,0.6128472222,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,right_leg,right_leg__s02,right_leg__s03,-3492.564601,2.80216507,positive,0.6128472222,0.6718146718,0.6718146718,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,right_leg,right_leg__s03,right_leg__s04,-3499.685439,-0.2948652573,negative,0.6718146718,0.6614583333,0.6718146718,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_lower_leg,left_lower_leg__s00,left_lower_leg__s01,-1175.394847,-0.1473068677,negative,0.5902777778,0.59375,0.59375,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_lower_leg,left_lower_leg__s01,left_lower_leg__s02,-1164.420949,0.08531779124,positive,0.59375,0.609375,0.609375,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_lower_leg,left_lower_leg__s02,left_lower_leg__s03,-1164.336936,0.160851647,positive,0.609375,0.6128472222,0.6128472222,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_lower_leg,left_lower_leg__s03,left_lower_leg__s04,-1175.034052,0.1660326548,positive,0.6128472222,0.609375,0.6128472222,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,test_section_span,test_section_span__s00,test_section_span__s01,949.9600135,0.01894276888,positive,0.3281853282,0.3262548263,0.3281853282,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,test_section_span,test_section_span__s01,test_section_span__s02,948.1612295,-0.3264665819,negative,0.3262548263,0.3281853282,0.3281853282,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,test_section_span,test_section_span__s02,test_section_span__s03,936.2094742,-0.3455425656,negative,0.3281853282,0.3281853282,0.3281853282,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,test_section_span,test_section_span__s03,test_section_span__s04,950.1382334,-0.5436132157,negative,0.3281853282,0.3416988417,0.3416988417,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_upper_leg,left_upper_leg__s00,left_upper_leg__s01,-1378.327483,-4.107194276,negative,0.6614583333,0.6510416667,0.6614583333,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_upper_leg,left_upper_leg__s01,left_upper_leg__s02,-1365.3744,13.79328915,positive,0.6510416667,0.8324921136,0.8324921136,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_upper_leg,left_upper_leg__s02,left_upper_leg__s03,-1363.694401,-0.7984957919,negative,0.8324921136,0.8361538462,0.8361538462,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_upper_leg,left_upper_leg__s03,left_upper_leg__s04,-1366.027709,-24.04690821,negative,0.8361538462,0.8302469136,0.8361538462,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,upper_leg,upper_leg__s00,upper_leg__s01,9265.441839,5.328146532,positive,0.511038961,0.5890625,0.5890625,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,upper_leg,upper_leg__s01,upper_leg__s02,-2849.926108,13.49805304,positive,0.5890625,0.5783308931,0.5890625,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,upper_leg,upper_leg__s02,upper_leg__s03,-132.0663675,4.561677607,positive,0.5783308931,0.4864864865,0.5783308931,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,upper_leg,upper_leg__s03,upper_leg__s04,637.0175799,0.3823397589,positive,0.4864864865,0.4470588235,0.4864864865,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,lower_leg,lower_leg__s00,lower_leg__s01,434.5616662,7.715560246,positive,0.5405797101,0.4882550336,0.5405797101,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,lower_leg,lower_leg__s01,lower_leg__s02,236.5439622,-0.4355018698,negative,0.4882550336,0.4198250729,0.4882550336,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,lower_leg,lower_leg__s02,lower_leg__s03,-2887.227663,0.3387412528,positive,0.4198250729,0.3148634454,0.4198250729,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,lower_leg,lower_leg__s03,lower_leg__s04,9224.278222,-10.93296525,negative,0.3148634454,0.2374283896,0.3148634454,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,right_leg,right_leg__s00,right_leg__s01,-3466.097577,-2.687234478,negative,0.2222222222,0.5416666667,0.5416666667,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,right_leg,right_leg__s01,right_leg__s02,-3483.36175,0.218234458,positive,0.5416666667,0.5920138889,0.5920138889,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,right_leg,right_leg__s02,right_leg__s03,-3471.940872,4.200441569,positive,0.5920138889,0.6756756757,0.6756756757,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,right_leg,right_leg__s03,right_leg__s04,-3479.024875,-0.04046701062,negative,0.6756756757,0.65625,0.6756756757,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_lower_leg,left_lower_leg__s00,left_lower_leg__s01,-1168.401633,-0.06795220657,negative,0.5416666667,0.5659722222,0.5659722222,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_lower_leg,left_lower_leg__s01,left_lower_leg__s02,-1157.525913,0.07470919274,positive,0.5659722222,0.5859375,0.5859375,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_lower_leg,left_lower_leg__s02,left_lower_leg__s03,-1157.4157,0.2314799464,positive,0.5859375,0.5928819444,0.5928819444,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_lower_leg,left_lower_leg__s03,left_lower_leg__s04,-1168.003708,0.2537287549,positive,0.5928819444,0.5902777778,0.5928819444,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,test_section_span,test_section_span__s00,test_section_span__s01,944.3436536,0.08625272346,positive,0.333976834,0.3291505792,0.333976834,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,test_section_span,test_section_span__s01,test_section_span__s02,942.5747956,-0.7342813101,negative,0.3291505792,0.3281853282,0.3291505792,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,test_section_span,test_section_span__s02,test_section_span__s03,930.7132874,-0.7417609498,negative,0.3281853282,0.3262548263,0.3281853282,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,test_section_span,test_section_span__s03,test_section_span__s04,944.6057149,-1.024587552,negative,0.3262548263,0.3436293436,0.3436293436,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_upper_leg,left_upper_leg__s00,left_upper_leg__s01,-1370.127078,-5.501744617,negative,0.65625,0.6475694444,0.65625,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_upper_leg,left_upper_leg__s01,left_upper_leg__s02,-1357.146251,14.22598905,positive,0.6475694444,0.8255520505,0.8255520505,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_upper_leg,left_upper_leg__s02,left_upper_leg__s03,-1355.602492,0.3065256612,positive,0.8255520505,0.8346153846,0.8346153846,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,left_upper_leg,left_upper_leg__s03,left_upper_leg__s04,-1358.019199,-24.57597884,negative,0.8346153846,0.8287037037,0.8346153846,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,upper_leg,upper_leg__s00,upper_leg__s01,9210.769821,5.321546732,positive,0.5217532468,0.6106770833,0.6106770833,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
