family,case_id,case_label,branch,time_count,agree_time_count,negative_mean_direct_time_count,positive_cumulative_time_count,nonpositive_cumulative_time_count,branch_alignment_signature,mean_shear_gradient_pa_per_m,mean_direct_prgh_gradient_pa_per_m,direct_to_shear_ratio_mean,terminal_direct_prgh_drop_pa,raw_summary_terminal_direct_prgh_drop_pa,terminal_direct_prgh_drop_source,terminal_shear_drop_pa,direct_support_fraction,source_summary_path,source_timeseries_path
salt,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,left_upper_leg,4,4,0,4,0,1.0,15.752996335936944,21.532770018102156,1.372608958527,6.844335035946,nan,timeseries_mean_fallback,5.69460096437174,0.972972972973,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,upper_leg,4,4,0,4,0,-1.0,15.035340248070245,65.06114285367256,4.332115903039,56.457391924220,nan,timeseries_mean_fallback,13.443004440789196,0.977777777778,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,5,5,0,5,0,1.0,13.235854911763562,8.204561796060618,0.619874020403,7.388111704688853,7.388111704688853,summary_mean,11.90686930343651,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,right_leg,5,5,0,5,0,-1.0,16.50827873053949,17.385484173414138,1.053137156050,14.876892906083452,14.876892906083452,summary_mean,15.085459722303067,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,left_lower_leg,5,5,0,5,0,1.0,18.68130895746546,17.779557391376187,0.960201552126,5.4231106659126835,5.4231106659126835,summary_mean,5.802052663894083,0.968750000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,test_section_span,5,5,0,5,0,-1.0,19.50474253081271,18.555739468581123,0.951345009636,4.2107775680865895,4.2107775680865895,summary_mean,4.788040070717311,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,left_upper_leg,5,5,0,5,0,1.0,14.035430172808717,25.27205817057486,1.801521499453,7.748254615882,nan,timeseries_mean_fallback,5.076465048306564,0.972972972973,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,upper_leg,5,5,0,5,0,-1.0,13.594869470842484,59.25551545317915,4.386971378034,50.389556924028,nan,timeseries_mean_fallback,12.155088455144295,0.977777777778,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,lower_leg,4,4,0,4,0,1.0,13.628099869348706,8.21771079711601,0.602997557360,7.451823515593944,7.451823515593944,summary_mean,12.259620125560957,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,right_leg,4,4,0,4,0,-1.0,15.999392937364725,20.2849305781857,1.267855416109,17.037530420806938,17.037530420806938,summary_mean,14.613869069914985,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,left_lower_leg,4,4,0,4,0,1.0,18.966844744552702,17.664960495720575,0.936859026389,5.337870265866158,5.337870265866158,summary_mean,5.89040886954386,0.968750000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_span,4,4,0,4,0,-1.0,20.15479708540603,16.65858247083227,0.826531887871,3.708518865310821,3.708518865310821,summary_mean,4.947500811812729,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,left_upper_leg,4,4,0,4,0,1.0,14.884737795692734,25.34117904802976,1.705070134395,7.840721020731,nan,timeseries_mean_fallback,5.383001661609145,0.972972972973,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,upper_leg,4,4,0,4,0,-1.0,13.940116357785445,60.988784433110915,4.397573132634,51.991521697491,nan,timeseries_mean_fallback,12.463771554945682,0.977777777778,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,lower_leg,4,4,0,4,0,1.0,14.337479751371065,8.047997008352619,0.561325780256,7.373807337541721,7.373807337541721,summary_mean,12.900925669805694,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,right_leg,4,4,0,4,0,-1.0,14.937084090327849,25.927961332581557,1.735811432525,21.66697872475313,21.66697872475313,summary_mean,13.631080053150843,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,left_lower_leg,4,4,0,4,0,1.0,19.8170822468151,16.560299664316105,0.835503478290,4.937023955608906,4.937023955608906,summary_mean,6.152661615576895,0.968750000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_span,4,4,0,4,0,-1.0,21.32767399626496,15.879287760240125,0.744539126162,3.5102325146590068,3.5102325146590068,summary_mean,5.234287621704476,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,left_upper_leg,4,4,0,4,0,1.0,15.981971333848335,28.311196420055573,1.777286789142,9.044532030799,nan,timeseries_mean_fallback,5.779412738701271,0.972972972973,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,upper_leg,4,4,0,4,0,-1.0,14.267287213689045,62.9840883467865,4.426715703136,53.889046319050,nan,timeseries_mean_fallback,12.756292987533373,0.977777777778,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,lower_leg,4,4,0,4,0,1.0,13.352239341463333,8.721629692943376,0.653196070861,7.816160245930969,7.816160245930969,summary_mean,12.0140819139028,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,right_leg,4,4,0,4,0,-1.0,18.544350109798426,13.075306834943396,0.705083118887,11.841127395902289,11.841127395902289,summary_mean,16.95772226922888,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,left_lower_leg,4,4,0,4,0,1.0,19.407733685894463,17.59277702084269,0.918157575356,5.436047652638442,5.436047652638442,summary_mean,6.0285343721038,0.968750000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_span,4,4,0,4,0,-1.0,19.96550089622714,24.09283009831881,1.206723048893,5.536862496440575,5.536862496440575,summary_mean,4.903151487978675,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,left_upper_leg,4,4,0,4,0,1.0,13.833762221668293,26.365390207267623,1.902851553528,7.917041934935,nan,timeseries_mean_fallback,5.0042860879830755,0.972972972973,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,upper_leg,4,4,0,4,0,-1.0,13.900572303801782,61.76902049206662,4.479109596173,52.419128762052,nan,timeseries_mean_fallback,12.428415461599045,0.977777777778,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,lower_leg,4,4,0,4,0,1.0,14.176373574892093,8.763230535889345,0.618157493456,7.886757141804036,7.886757141804036,summary_mean,12.75663042181829,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,right_leg,4,4,0,4,0,-1.0,17.592421874623454,18.00361136626561,1.023373011674,15.438703937266904,15.438703937266904,summary_mean,16.077396427037602,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,left_lower_leg,4,4,0,4,0,1.0,20.78841581703582,17.944171185955383,0.869107567223,5.476444647125761,5.476444647125761,summary_mean,6.455693658276345,0.968750000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_span,4,4,0,4,0,-1.0,21.44729995381742,22.36174199541642,1.042636698216,5.125467623993617,5.125467623993617,summary_mean,5.266193770119449,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,left_upper_leg,4,4,0,4,0,1.0,15.138230782063994,29.224596485212867,1.931880358394,9.028309184142,nan,timeseries_mean_fallback,5.475739477711374,0.972972972973,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,upper_leg,4,4,0,4,0,-1.0,14.377664782918965,64.57179195602805,4.519388998115,54.990556604096,nan,timeseries_mean_fallback,12.854980887430532,0.977777777778,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,lower_leg,4,4,0,4,0,1.0,13.19271958948189,9.993890323738682,0.757531365853,9.095087299018534,9.095087299018534,summary_mean,11.866796252243793,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,right_leg,4,4,0,4,0,-1.0,20.459997845479524,13.030167829679652,0.636858689769,12.212353171434128,12.212353171434128,summary_mean,18.71426165537879,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,left_lower_leg,4,4,0,4,0,1.0,20.314100635974636,18.399277155986848,0.922419884471,5.789563435487084,5.789563435487084,summary_mean,6.31153486754358,0.968750000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_span,4,4,0,4,0,-1.0,20.360708549552324,33.27048448499153,1.634053380585,7.718780088513487,7.718780088513487,summary_mean,5.0036108924988785,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,left_upper_leg,4,4,0,4,0,1.0,13.143025533435381,29.75561183824511,2.252637092878,8.743544981052,nan,timeseries_mean_fallback,4.756559053927456,0.972972972973,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,upper_leg,4,4,0,4,0,-1.0,13.860381958824048,63.63931174128506,4.639182334626,53.792279228286,nan,timeseries_mean_fallback,12.39248152348402,0.977777777778,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,lower_leg,4,4,0,4,0,1.0,14.023869417979363,9.566246806063011,0.682142423834,8.553841140486991,8.553841140486991,summary_mean,12.619974029716872,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,right_leg,4,4,0,4,0,-1.0,20.311490573877098,13.744652010135834,0.676693231654,12.599390618267304,12.599390618267304,summary_mean,18.577898427433855,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,left_lower_leg,4,4,0,4,0,1.0,21.358240792953595,17.464552548611085,0.828817043247,5.471661803180574,5.471661803180574,summary_mean,6.634244242267994,0.968750000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_span,4,4,0,4,0,-1.0,21.38044313458673,31.359918085762345,1.466757163508,7.312530121874904,7.312530121874904,summary_mean,5.253172687741371,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
