source_id,case_id,run_class,mesh_level,source_case_root,source_window_start_s,source_window_end_s,wallheatflux_source_path,patch_group,physical_role,span,patch_names,bc_type,wall_flux_sign_convention,wallHeatFlux_integral_W,heat_to_fluid_W,heater_imposed_duty_W,cooler_removed_duty_W,passive_wall_heat_leak_gain_W,junction_loss_W,imposed_Q_sum_W,imposed_Q_minus_wallHeatFlux_W,T_bulk_inlet_K,T_bulk_outlet_K,T_bulk_span_K,mdot_kg_s,cp_jkgk,enthalpy_change_W,enthalpy_change_status,segment_wallHeatFlux_sum_W,wallHeatFlux_vs_enthalpy_residual_W,residual_fraction,residual_assignment,patch_area_m2,wall_T_mean_K,boundary_ambient_T_K,boundary_h_W_m2K,wall_conduction_resistance_m2K_W,external_convection_resistance_m2K_W,external_radiation_resistance_m2K_W,total_boundary_resistance_m2K_W,network_terms_resolved,radiation_present,radiation_caveat,fit_eligible,validation_eligible,quality_flags,notes,replay_contract_role,thermal_contract_label
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,2511.0,2514.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5287/wallHeatFlux.dat,ambient_wall,passive_ambient_loss_or_gain,downcomer,"pipeleg_right_01_lower, pipeleg_right_02_middle, pipeleg_right_03_upper",rcExternalTemperature,positive_into_fluid_negative_out_of_fluid,-25.3479,-25.3479,,,-25.3479,,,,458.006555,463.172082,460.589318,0.01499,1423.47,110.22105,computed_from_span_endpoint_temperatures,-25.3479,-135.56895,-1.229973,segment_wall_flux_minus_segment_enthalpy_change,0.063435,455.397441,299.79,3.490328,0.747208,0.286506,absent_no_qr_output,1.033714,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;high_recirculation_endpoint_temperature;no_qr_radiation_output,wallHeatFlux from t=7618s,prescribed_passive_ambient_exchange_candidate,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,2511.0,2514.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5287/wallHeatFlux.dat,junction_other,junction_other_loss_or_gain,junction,"junction_lower_left, junction_lower_left_left_extension, junction_lower_left_left_step, junction_lower_left_left_stub, junction_lower_left_lower_extension, junction_lower_left_lower_stub, junction_lower_right, junction_lower_right_lower_extension, junction_lower_right_lower_stub, junction_lower_right_right_extension, junction_lower_right_right_step, junction_lower_right_right_stub, junction_upper_left, junction_upper_left_upper_extension, junction_upper_left_upper_stub, junction_upper_right, junction_upper_right_right_extension, junction_upper_right_right_step, junction_upper_right_right_stub, junction_upper_right_upper_extension, junction_upper_right_upper_stub, ncc_junction_lower_left_right_end, ncc_junction_lower_left_upper_start, ncc_junction_lower_right_left_start, ncc_junction_lower_right_upper_end, ncc_junction_upper_left_lower_end, ncc_junction_upper_left_right_start, ncc_junction_upper_right_left_end, ncc_junction_upper_right_lower_start","externalTemperature, rcExternalTemperature, zeroGradient",positive_into_fluid_negative_out_of_fluid,-43.2347,-43.2347,,,,-43.2347,,,,,,0.01499,1423.47,,not_bracketed_by_endpoint_temperature_segment,-43.2347,,,junction_loss_reported_as_wall_flux_not_segment_enthalpy,0.042479,439.702638,299.79,9.803712,0.771214,0.216991,absent_no_qr_output,0.988205,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;junction_grouped_mixed_bc;no_qr_radiation_output,"wallHeatFlux from t=7618s; junction patches include stubs, extensions, and corner volumes",grouped_diagnostic_loss_not_segment_bracketed,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,2511.0,2514.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5287/wallHeatFlux.dat,ambient_wall,passive_ambient_loss_or_gain,lower_leg,"pipeleg_lower_01_fitting, pipeleg_lower_02_straight, pipeleg_lower_03_bend, pipeleg_lower_07_bend, pipeleg_lower_08_straight, pipeleg_lower_09_fitting",rcExternalTemperature,positive_into_fluid_negative_out_of_fluid,-7.3273,-7.3273,,,-7.3273,,,,457.19808,472.987635,457.2819,0.01499,1423.47,336.914602,computed_from_span_endpoint_temperatures,265.8281,-71.086502,-0.210993,segment_wall_flux_minus_segment_enthalpy_change,0.016564,462.326915,299.79,4.023408,0.735138,0.256161,absent_no_qr_output,0.991299,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;no_qr_radiation_output,wallHeatFlux from t=7618s; T_bulk_inlet/outlet not separately available; enthalpy_change_W=NaN,prescribed_passive_ambient_exchange_candidate,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,2511.0,2514.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5287/wallHeatFlux.dat,heater,intended_heater_input,lower_leg,"pipeleg_lower_04_straight, pipeleg_lower_05_straight, pipeleg_lower_06_straight",rcExternalTemperature,positive_into_fluid_negative_out_of_fluid,273.1554,273.1554,297.5,,,,297.5,24.3446,457.19808,472.987635,457.2819,0.01499,1423.47,336.914602,computed_from_span_endpoint_temperatures,265.8281,-71.086502,-0.210993,segment_wall_flux_minus_segment_enthalpy_change,0.045786,477.036468,299.79,4.084369,0.709465,0.24493,absent_no_qr_output,0.954395,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;no_qr_radiation_output,wallHeatFlux from t=7618s; T_bulk_inlet/outlet not separately available; enthalpy_change_W=NaN,prescribed_source_profile_candidate_with_imposed_vs_wallflux_discrepancy,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,2511.0,2514.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5287/wallHeatFlux.dat,ambient_wall,passive_ambient_loss_or_gain,upcomer,"pipeleg_left_01_upper, pipeleg_left_02_connector, pipeleg_left_03_fitting, pipeleg_left_05_fitting, pipeleg_left_06_connector, pipeleg_left_07_lower",rcExternalTemperature,positive_into_fluid_negative_out_of_fluid,-22.0739,-22.0739,,,-22.0739,,,,468.836388,466.083432,469.5229,0.01499,1423.47,-77.182003,computed_diagnostic_only_high_recirculation,-32.6189,44.563103,0.577377,diagnostic_only_upcomer_recirculation_cell,0.050313,464.541712,299.79,3.773079,0.731225,0.274808,absent_no_qr_output,1.006033,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;high_recirculation_endpoint_temperature;no_qr_radiation_output,wallHeatFlux from t=7618s; T_bulk_inlet/outlet not separately available; enthalpy_change_W=NaN,prescribed_passive_ambient_exchange_candidate,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,2511.0,2514.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5287/wallHeatFlux.dat,test_section,intended_test_section_input_actual_net_sink_possible,upcomer,pipeleg_left_04_test_section,rcExternalTemperature,positive_into_fluid_negative_out_of_fluid,-10.545,-10.545,,,,,37,47.545,468.836388,466.083432,469.5229,0.01499,1423.47,-77.182003,computed_diagnostic_only_high_recirculation,-32.6189,44.563103,0.577377,diagnostic_only_upcomer_recirculation_cell,0.012258,463.770899,299.79,7.580434,0.001571,0.131919,absent_no_qr_output,0.13349,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;intended_input_actual_net_sink;high_recirculation_endpoint_temperature;no_qr_radiation_output,wallHeatFlux from t=7618s; T_bulk_inlet/outlet not separately available; enthalpy_change_W=NaN,explicit_quartz_test_section_exchange_candidate,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,2079.0,2082.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat,ambient_wall,passive_ambient_loss_or_gain,cooling_branch,"pipeleg_upper_01_straight, pipeleg_upper_02_bend, pipeleg_upper_03_straight, pipeleg_upper_07_straight, pipeleg_upper_08_bend, pipeleg_upper_09_straight",rcExternalTemperature,positive_into_fluid_negative_out_of_fluid,-15.0871,-15.0871,,,-15.0871,,,,476.552826,471.934159,474.243492,0.017116,1423.47,-112.529725,computed_but_cooler_cut_planes_only_partially_bracket_sink,-184.3139,-71.784175,-0.637913,segment_wall_flux_minus_segment_enthalpy_change,0.032572,475.749519,299.97,4.216949,0.711635,0.240898,absent_no_qr_output,0.952532,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;no_qr_radiation_output,wallHeatFlux from t=10000s,prescribed_passive_ambient_exchange_candidate,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,2079.0,2082.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat,cooler,intended_cooler_removal,cooling_branch,"pipeleg_upper_04_reducer, pipeleg_upper_05_cooler, pipeleg_upper_06_reducer",externalTemperature,positive_into_fluid_negative_out_of_fluid,-169.2268,-169.2268,,169.2268,,,-169.226815,-0.000015,476.552826,471.934159,474.243492,0.017116,1423.47,-112.529725,computed_but_cooler_cut_planes_only_partially_bracket_sink,-184.3139,-71.784175,-0.637913,segment_wall_flux_minus_segment_enthalpy_change,0.029779,463.355496,,,,,absent_no_qr_output,,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;no_qr_radiation_output,wallHeatFlux from t=10000s,prescribed_cooler_sink_candidate,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,2079.0,2082.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat,ambient_wall,passive_ambient_loss_or_gain,downcomer,"pipeleg_right_01_lower, pipeleg_right_02_middle, pipeleg_right_03_upper",rcExternalTemperature,positive_into_fluid_negative_out_of_fluid,-28.1246,-28.1246,,,-28.1246,,,,473.042458,478.565524,475.803991,0.017116,1423.47,134.564602,computed_from_span_endpoint_temperatures,-28.1246,-162.689202,-1.209004,segment_wall_flux_minus_segment_enthalpy_change,0.063435,469.82973,299.97,3.58535,0.721842,0.278913,absent_no_qr_output,1.000755,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;high_recirculation_endpoint_temperature;no_qr_radiation_output,wallHeatFlux from t=10000s,prescribed_passive_ambient_exchange_candidate,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,2079.0,2082.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat,junction_other,junction_other_loss_or_gain,junction,"junction_lower_left, junction_lower_left_left_extension, junction_lower_left_left_step, junction_lower_left_left_stub, junction_lower_left_lower_extension, junction_lower_left_lower_stub, junction_lower_right, junction_lower_right_lower_extension, junction_lower_right_lower_stub, junction_lower_right_right_extension, junction_lower_right_right_step, junction_lower_right_right_stub, junction_upper_left, junction_upper_left_upper_extension, junction_upper_left_upper_stub, junction_upper_right, junction_upper_right_right_extension, junction_upper_right_right_step, junction_upper_right_right_stub, junction_upper_right_upper_extension, junction_upper_right_upper_stub, ncc_junction_lower_left_right_end, ncc_junction_lower_left_upper_start, ncc_junction_lower_right_left_start, ncc_junction_lower_right_upper_end, ncc_junction_upper_left_lower_end, ncc_junction_upper_left_right_start, ncc_junction_upper_right_left_end, ncc_junction_upper_right_lower_start","externalTemperature, rcExternalTemperature, zeroGradient",positive_into_fluid_negative_out_of_fluid,-48.4852,-48.4852,,,,-48.4852,,,,,,0.017116,1423.47,,not_bracketed_by_endpoint_temperature_segment,-48.4852,,,junction_loss_reported_as_wall_flux_not_segment_enthalpy,0.042479,452.922037,299.97,10.059959,0.747634,0.211676,absent_no_qr_output,0.95931,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;junction_grouped_mixed_bc;no_qr_radiation_output,"wallHeatFlux from t=10000s; junction patches include stubs, extensions, and corner volumes",grouped_diagnostic_loss_not_segment_bracketed,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,2079.0,2082.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat,ambient_wall,passive_ambient_loss_or_gain,lower_leg,"pipeleg_lower_01_fitting, pipeleg_lower_02_straight, pipeleg_lower_03_bend, pipeleg_lower_07_bend, pipeleg_lower_08_straight, pipeleg_lower_09_fitting",rcExternalTemperature,positive_into_fluid_negative_out_of_fluid,-8.1555,-8.1555,,,-8.1555,,,,472.549719,488.990675,472.5491,0.017116,1423.47,400.569318,computed_from_span_endpoint_temperatures,302.3316,-98.237718,-0.245245,segment_wall_flux_minus_segment_enthalpy_change,0.016564,477.733106,299.97,4.129743,0.708382,0.249335,absent_no_qr_output,0.957717,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;no_qr_radiation_output,wallHeatFlux from t=10000s; T_bulk_inlet/outlet not separately available; enthalpy_change_W=NaN,prescribed_passive_ambient_exchange_candidate,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,2079.0,2082.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat,heater,intended_heater_input,lower_leg,"pipeleg_lower_04_straight, pipeleg_lower_05_straight, pipeleg_lower_06_straight",rcExternalTemperature,positive_into_fluid_negative_out_of_fluid,310.4871,310.4871,337.6,,,,337.6,27.1129,472.549719,488.990675,472.5491,0.017116,1423.47,400.569318,computed_from_span_endpoint_temperatures,302.3316,-98.237718,-0.245245,segment_wall_flux_minus_segment_enthalpy_change,0.045786,493.59471,299.97,4.19301,0.681418,0.238575,absent_no_qr_output,0.919993,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;no_qr_radiation_output,wallHeatFlux from t=10000s; T_bulk_inlet/outlet not separately available; enthalpy_change_W=NaN,prescribed_source_profile_candidate_with_imposed_vs_wallflux_discrepancy,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,2079.0,2082.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat,ambient_wall,passive_ambient_loss_or_gain,upcomer,"pipeleg_left_01_upper, pipeleg_left_02_connector, pipeleg_left_03_fitting, pipeleg_left_05_fitting, pipeleg_left_06_connector, pipeleg_left_07_lower",rcExternalTemperature,positive_into_fluid_negative_out_of_fluid,-24.5599,-24.5599,,,-24.5599,,,,484.338635,481.321444,484.9286,0.017116,1423.47,-78.010628,computed_diagnostic_only_high_recirculation,-41.3286,36.682028,0.470218,diagnostic_only_upcomer_recirculation_cell,0.050313,480.074817,299.97,3.873728,0.704328,0.267448,absent_no_qr_output,0.971776,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;high_recirculation_endpoint_temperature;no_qr_radiation_output,wallHeatFlux from t=10000s; T_bulk_inlet/outlet not separately available; enthalpy_change_W=NaN,prescribed_passive_ambient_exchange_candidate,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,coarse,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,2079.0,2082.0,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat,test_section,intended_test_section_input_actual_net_sink_possible,upcomer,pipeleg_left_04_test_section,rcExternalTemperature,positive_into_fluid_negative_out_of_fluid,-16.7687,-16.7687,,,,,37,53.7687,484.338635,481.321444,484.9286,0.017116,1423.47,-78.010628,computed_diagnostic_only_high_recirculation,-41.3286,36.682028,0.470218,diagnostic_only_upcomer_recirculation_cell,0.012258,478.037354,299.97,7.703696,0.001571,0.129808,absent_no_qr_output,0.131379,wallHeatFlux_interface;effective_internal_convection_from_wall_T_minus_bulk_T;wall_conduction_from_bc_thickness_kappa_layers;external_convection_from_bc_h;junction_losses_grouped_by_junction_other;radiation_absent_no_qr_output,False,surface_emissivity_bc_metadata_present_but_no_qr_radiation_output,no,yes,coarse_no_gci;intended_input_actual_net_sink;high_recirculation_endpoint_temperature;no_qr_radiation_output,wallHeatFlux from t=10000s; T_bulk_inlet/outlet not separately available; enthalpy_change_W=NaN,explicit_quartz_test_section_exchange_candidate,cfd_salt_1p4in_layer_present_surface_emissivity_bc_metadata_present_no_qr_field
