segment_name,parent_name,parent_start_fraction,parent_end_fraction,refinement_level,segment_type,s_start_m,s_end_m,T_in_K,T_out_K,T_avg_K,Q_source_W,Q_hx_sink_W,Q_ambient_W,q_ambient_W_per_m,h_inner_W_m2K,h_outer_W_m2K,h_rad_W_m2K,reynolds_inner,prandtl_inner,nusselt_inner,h_inner_multiplier,profile_descriptor_htc_signal,profile_descriptor_friction_signal,profile_descriptor_developing_signal,profile_descriptor_htc_shape_signal,profile_descriptor_friction_shape_signal,profile_descriptor_htc_shape_contribution,profile_descriptor_htc_developing_contribution,profile_descriptor_friction_shape_contribution,profile_descriptor_friction_developing_contribution,profile_descriptor_source_kind,profile_descriptor_source_case_id,profile_descriptor_reference_path,profile_descriptor_section_id,profile_descriptor_section_label,profile_descriptor_htc_multiplier,profile_descriptor_friction_multiplier,outer_conv_multiplier,outer_rad_multiplier,outer_insulation_multiplier,R_i_prime_K_m_W,R_wall_prime_K_m_W,R_ins_prime_K_m_W,R_o_prime_K_m_W,R_total_prime_K_m_W,T_pipe_outer_wall_K,T_outer_surface_K,external_boundary_source,external_boundary_drive_selector,external_ambient_temperature_K,external_surroundings_temperature_K,external_emissivity,external_prescribed_h_W_m2K,external_boundary_coverage_multiplier,upcomer_exchange_Q_main_to_reservoir_W,upcomer_exchange_Q_reservoir_to_main_W,upcomer_reservoir_setup_heat_W,upcomer_exchange_reservoir_energy_residual_W,upcomer_main_stream_temperature_K,upcomer_reservoir_temperature_K,upcomer_prediction_stream,tswfc2_mode,tswfc2_node_ids,tswfc2_node_count,tswfc2_q_fluid_to_inner_wall_W,tswfc2_q_wall_conduction_W,tswfc2_q_external_W,tswfc2_energy_residual_W,tswfc2_inner_wall_temperature_K,tswfc2_outer_wall_temperature_K,tswfc2_external_drive_temperature_K,notes
top_horizontal_inlet,top_horizontal_inlet,0.0,1.0,0,horizontal,0.9144000000000001,0.9398000000000001,547.7085679276468,547.6542443989316,547.6814061632892,0.0,0.0,1.7176524167809262,67.62411089688686,678.6346530458867,5.881428152344255,0.0,362.42982601224577,8.728561713451134,26.066030608045956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.021225656216755595,0.001241550129030111,2.9299011379297673,0.7102518276297326,3.6626201719052855,546.1621078246272,348.0301483563496,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,1 inch horizontal run between the upcomer and the cooled incline.
cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.0,0.3333333333333333,1,incline,0.9398000000000001,1.0414,547.6542443989316,547.4340144628185,547.544129430875,0.0,0.0,6.963408861803735,68.53748879728084,427.4788985668586,6.466732359150987,0.0,362.09172125470076,8.737758799371484,16.421226086225985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03369632019409798,0.0012417000444366285,2.9309028714335934,0.6459669060471065,3.6118077977192344,545.1496723034159,344.27294958661776,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline before the active 12 inch cooling jacket region.
cooled_incline_pre_hx__s01,cooled_incline_pre_hx,0.3333333333333333,0.6666666666666666,1,incline,1.0414,1.143,547.4340144628185,547.2140890965352,547.3240517796769,0.0,0.0,6.953778755287421,68.44270428432503,427.4241877759836,6.4649882880078655,0.0,361.54942234065203,8.75254506308705,16.422277020572018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.033700633362093904,0.001241940600867049,2.9325104482087703,0.6461411696636915,3.6135941918354226,544.9325944186662,344.22364900121994,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline before the active 12 inch cooling jacket region.
cooled_incline_pre_hx__s02,cooled_incline_pre_hx,0.6666666666666666,0.7499999999999999,1,incline,1.143,1.1683999999999999,547.2140890965352,547.1572207935995,547.1856549450674,0.0,0.0,1.798115352742292,70.79194302135015,678.4390190089706,7.797471790527682,0.0,361.2082375527666,8.761869760221153,26.06978852518341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02123177682700284,0.0012420920100589708,2.933522390795254,0.5357242971176913,3.491720556750007,545.5947138577409,337.92496391670846,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline before the active 12 inch cooling jacket region.
cooled_incline_pre_hx__s03,cooled_incline_pre_hx,0.7499999999999999,1.0,1,incline,1.1683999999999999,1.2446,547.1572207935995,546.9915609972991,547.0743908954494,0.0,0.0,5.237972854735742,68.73980124325116,470.37296985776726,6.65023312334719,0.0,360.93425023800535,8.769370262489371,18.076365379298238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.030623498298987854,0.0012422136347372535,2.934335332305294,0.6281426555724946,3.5943436998115135,544.8840288201765,343.17840129646123,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline before the active 12 inch cooling jacket region.
cooled_incline_hx_active__s00,cooled_incline_hx_active,0.0,0.3333333333333333,1,hx,1.2446,1.3461999999999998,546.9915609972991,546.395344938416,546.6934529678575,0.0,18.851733655283844,0.0,0.0,427.26787401951583,10.196541519595685,0.0,359.9964076785904,8.79512757535121,16.425280748708822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.0337129625656603,0.0012426301927248803,0.0,1.229032928345622,1.2639885211040072,540.2077843047558,539.986830929962,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,12 inch active cooling jacket region. Air flows axially and counter-currently.
cooled_incline_hx_active__s01,cooled_incline_hx_active,0.3333333333333333,0.5000000000000028,1,hx,1.3461999999999998,1.3970000000000007,546.395344938416,546.0513856659957,546.2233653022058,0.0,10.875638415634867,0.0,0.0,538.1773870113385,12.931414219922345,0.0,358.83845146131216,8.827109731544686,20.69737156401137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02676527514900161,0.0012431450413445209,0.0,0.9691040028336252,0.9971124230239713,540.2272843273572,540.13210210728,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,12 inch active cooling jacket region. Air flows axially and counter-currently.
cooled_incline_hx_active__s02,cooled_incline_hx_active,0.5000000000000028,0.6666666666666666,1,hx,1.3970000000000007,1.4478,546.0513856659957,545.7320321566444,545.89170891132,0.0,10.097629773687489,0.0,0.0,538.0743749150937,12.98380198136647,0.0,358.0218847402261,8.849783139993187,20.69935268195401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02677039924936432,0.0012435084521746345,0.0,0.9651938084708448,0.9932077161723838,540.3234777712775,540.2259811621968,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,12 inch active cooling jacket region. Air flows axially and counter-currently.
cooled_incline_hx_active__s03,cooled_incline_hx_active,0.6666666666666666,1.0,1,hx,1.4478,1.5493999999999999,545.7320321566444,545.2742789823012,545.5031555694728,0.0,14.473683084036638,0.0,0.0,426.97435932634215,10.345422727605474,0.0,357.06565977584813,8.876461875541382,16.430925388584626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.0337361378445671,0.001243934388347107,0.0,1.2113458882048993,1.2463259604378134,540.5202051829501,540.2773841639955,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,12 inch active cooling jacket region. Air flows axially and counter-currently.
cooled_incline_post_hx__s00,cooled_incline_post_hx,0.0,0.2499999999999991,1,incline,1.5493999999999999,1.6255999999999997,545.2742789823012,545.1105763928904,545.1924276875958,0.0,0.0,5.176088358797799,67.92766875062752,469.86211177630173,6.63499115329291,0.0,356.3006535081742,8.89790531582351,18.086189483462405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.030656793730129642,0.0012442754387657854,2.94812499198036,0.6295856313542031,3.6096116925034587,543.0255421074713,342.766284216783,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline after the active cooling jacket region.
cooled_incline_post_hx__s01,cooled_incline_post_hx,0.2499999999999991,0.3333333333333333,1,incline,1.6255999999999997,1.651,545.1105763928904,545.0544609016736,545.082518647282,0.0,0.0,1.7743122646548248,69.85481356908676,677.6156426063447,7.77863659644912,0.0,356.03009462400814,8.905510529351663,26.085622525058625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.021257575735596407,0.0012443961196220825,2.948932617301833,0.5370215001665418,3.508456089323593,543.5106749861436,337.51353677672506,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline after the active cooling jacket region.
cooled_incline_post_hx__s02,cooled_incline_post_hx,0.3333333333333333,0.6666666666666666,1,incline,1.651,1.7526,545.0544609016736,544.8378110979309,544.9461359998022,0.0,0.0,6.850209673695721,67.42332355999727,426.8377204845081,6.446099305431787,0.0,355.6947462391959,8.914952461769518,16.43355510341699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03374693742150655,0.0012445457444431518,2.9499340175142743,0.6480345549060164,3.6329600555862402,542.5869992169947,343.6926434734872,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline after the active cooling jacket region.
cooled_incline_post_hx__s03,cooled_incline_post_hx,0.6666666666666666,1.0,1,incline,1.7526,1.8542,544.8378110979309,544.6214581366114,544.7296346172711,0.0,0.0,6.840823897014579,67.33094386825371,426.78475015535855,6.444375461230493,0.0,355.16215554877834,8.929983319012445,16.434574895963546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.0337511259178911,0.0012447834771071946,2.951525270878537,0.648207901511352,3.6347290817848874,542.3734321708745,343.64444983161934,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Cooled top incline after the active cooling jacket region.
top_horizontal_exit,top_horizontal_exit,0.0,1.0,0,horizontal,1.8542,1.8796000000000002,544.6214581366114,544.5681815442263,544.5948198404188,0.0,0.0,1.6845494239215522,66.32084346147843,677.4262281252594,5.858526182420524,0.0,354.8303587899727,8.939369407986238,26.089269157792256,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02126351954543122,0.0012449316452946679,2.9525171336479836,0.7130283221759992,3.6880539070147087,543.102066376636,347.2886397386351,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,1 inch horizontal run between the cooled incline and TP1.
right_vertical__s00,right_vertical,0.0,0.14285714285714285,1,vertical,1.8796000000000002,2.0102285714285717,544.5681815442263,544.2942912285365,544.4312363863814,0.0,0.0,8.66007449897025,66.2954084566839,392.42189435808416,6.007629180462524,0.0,354.42829977797146,8.950765907925051,15.115206043371264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.036706580467157,0.0012451112560193964,2.953719586252639,0.6953317138581881,3.6870029918340035,541.9153464202408,346.0972999831146,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s01,right_vertical,0.14285714285714285,0.2500000000000007,1,vertical,2.0102285714285717,2.108200000000001,544.2942912285365,544.0874739449724,544.1908825867545,0.0,0.0,6.539318582819646,66.74720046622514,431.8568450544717,6.250099016451975,0.0,353.83717102043227,8.967567162331251,16.637579783098307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03335472392596281,0.001245375461111176,2.955488593627859,0.6683566265557845,3.658445319570718,541.8815233701695,344.6109337356489,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s02,right_vertical,0.2500000000000007,0.2857142857142857,1,vertical,2.108200000000001,2.140857142857143,544.0874739449724,544.0159776470477,544.05172579601,0.0,0.0,2.260636170470899,69.22332980444722,622.7958438364521,7.669220833929103,0.0,353.49485811423204,8.977321352480155,23.996495964215693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02312871221746922,0.00124552852985336,2.956513594951274,0.5446831151079727,3.5255709508065696,542.3644945706768,337.70477891603286,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s03,right_vertical,0.2857142857142857,0.42857142857142855,1,vertical,2.140857142857143,2.2714857142857143,544.0159776470477,543.7430431963126,543.8795104216802,0.0,0.0,8.629851340949966,66.06404132398269,392.29827898206696,6.003422165117933,0.0,353.0717111861913,8.989404202209728,15.117587298669125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.036718146915418075,0.0012457178175142307,2.957781248759523,0.6958189811383035,3.691564094630759,541.3715965692827,345.9686139239324,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s04,right_vertical,0.42857142857142855,0.4999999999999999,1,vertical,2.2714857142857143,2.3368,543.7430431963126,543.6038545915692,543.6734488939409,0.0,0.0,4.400986839501444,67.38168826883232,494.20680995405075,6.666350855701856,0.0,352.5650247396759,9.003909430840698,19.048085057502046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.029146635684094414,0.001245944581899423,2.9593000544651527,0.6266239483483755,3.616316583079522,541.6256133133045,342.2229795493951,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s05,right_vertical,0.4999999999999999,0.5714285714285714,1,vertical,2.3368,2.402114285714286,543.6038545915692,543.4647891291165,543.5343218603429,0.0,0.0,4.397093226675487,67.32207477412159,494.1676710133425,6.665205983175035,0.0,352.22307434293407,9.01372148657771,19.048839363332153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.029148944148433133,0.001246097685619409,2.9603256065803127,0.6267315826127814,3.617452231027147,541.4881323099079,342.19287046796126,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s06,right_vertical,0.5714285714285714,0.7142857142857143,1,vertical,2.402114285714286,2.5327428571428574,543.4647891291165,543.1928069090113,543.3287980190639,0.0,0.0,8.599743094656798,65.8335538742318,392.1753143763096,5.99921846294195,0.0,351.71815416915445,9.028243627151644,15.119957134814438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03672965970649412,0.0012463238543464759,2.9618407332934824,0.6963065472743212,3.6961232641286443,540.828836075135,345.8403345929644,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s07,right_vertical,0.7142857142857143,0.7499999999999999,1,vertical,2.5327428571428574,2.5654000000000003,543.1928069090113,543.1217174686692,543.1572621888403,0.0,0.0,2.2477717836787443,68.82940719926188,622.4788104883037,7.661120151741626,0.0,351.29642183265605,9.040404153218574,24.002605988294842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.023140491852292316,0.0012465128501192096,2.9631069760135165,0.5452590497912804,3.532753030507209,541.4787537941745,337.52985716716665,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
right_vertical__s08,right_vertical,0.7499999999999999,0.8571428571428571,1,vertical,2.5654000000000003,2.6633714285714287,543.1217174686692,542.9164339808597,543.0190757247644,0.0,0.0,6.490821909458896,66.25219213504268,431.5688669224308,6.240892343315299,0.0,350.9570731061996,9.050209715341994,16.643129836057593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.033376980932496754,0.0012466649855994035,2.964126353622262,0.6693425978978508,3.668092597438209,540.7252830928226,344.345414400097,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
