sensitivity_id,sensor,sensor_kind,prediction_source_segment,baseline_residual_K,candidate_residual_K,delta_residual_K,baseline_abs_residual_K,candidate_abs_residual_K,delta_abs_residual_K,response_class,claim_boundary
lower_leg_hA_scale_0.5,TP1,TP,top_horizontal_exit,-87.92395687812393,-83.27787400855846,4.6460828695654754,87.92395687812393,83.27787400855846,-4.6460828695654754,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TP4,TP,left_lower_vertical,-78.15520696979331,-104.70936403671857,-26.554157066925256,78.15520696979331,104.70936403671857,26.554157066925256,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TP5,TP,test_section,-77.51240681850976,-101.71172949228787,-24.199322673778113,77.51240681850976,101.71172949228787,24.199322673778113,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TP6,TP,left_upper_vertical,-85.65660972897336,-112.86505088746759,-27.208441158494225,85.65660972897336,112.86505088746759,27.208441158494225,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TW1,TW,right_vertical,-82.5654417051071,-114.50553806491632,-31.940096359809218,82.5654417051071,114.50553806491632,31.940096359809218,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TW10,TW,cooled_incline_hx_active,-24.0768651941367,-52.11838737422818,-28.041522180091476,24.0768651941367,52.11838737422818,28.041522180091476,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TW11,TW,cooled_incline_post_hx,-81.91245394255543,-110.72837374812718,-28.815919805571752,81.91245394255543,110.72837374812718,28.815919805571752,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TW2,TW,right_vertical,-87.85910936335051,-121.31997662973009,-33.46086726637958,87.85910936335051,121.31997662973009,33.46086726637958,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TW3,TW,right_vertical,-90.04458167578917,-124.33010697615015,-34.28552530036097,90.04458167578917,124.33010697615015,34.28552530036097,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TW4,TW,heated_incline,-88.97995704040545,-119.82335292547003,-30.84339588506458,88.97995704040545,119.82335292547003,30.84339588506458,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TW5,TW,heated_incline,-109.09380824932663,-136.7321497294463,-27.638341480119664,109.09380824932663,136.7321497294463,27.638341480119664,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TW6,TW,heated_incline,-98.32612150303572,-123.24887972340849,-24.92275822037277,98.32612150303572,123.24887972340849,24.92275822037277,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TW7,TW,left_lower_vertical,-80.81461106728568,-105.6687550160679,-24.854143948782223,80.81461106728568,105.6687550160679,24.854143948782223,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TW8,TW,left_upper_vertical,-78.43118567652232,-103.99787787130839,-25.56669219478607,78.43118567652232,103.99787787130839,25.56669219478607,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
global_passive_hA_scale_2.0,TW9,TW,cooled_incline_pre_hx,-81.95315020396828,-110.48117248634168,-28.5280222823734,81.95315020396828,110.48117248634168,28.5280222823734,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TP1,TP,top_horizontal_exit,-87.92395687812393,-74.81349302162863,13.1104638564953,87.92395687812393,74.81349302162863,-13.1104638564953,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TP2,TP,,,,,,,,not_evaluable,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TP3,TP,left_lower_vertical,-71.99877491658049,-60.0903526296745,11.908422286905989,71.99877491658049,60.0903526296745,-11.908422286905989,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TP4,TP,left_lower_vertical,-78.15520696979331,-65.67020348756466,12.485003482228649,78.15520696979331,65.67020348756466,-12.485003482228649,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TP5,TP,test_section,-77.51240681850976,-65.71947062926296,11.792936189246802,77.51240681850976,65.71947062926296,-11.792936189246802,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TP6,TP,left_upper_vertical,-85.65660972897336,-73.28646893935348,12.370140789619882,85.65660972897336,73.28646893935348,-12.370140789619882,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TW1,TW,right_vertical,-82.5654417051071,-68.93931832411164,13.626123380995466,82.5654417051071,68.93931832411164,-13.626123380995466,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TW10,TW,cooled_incline_hx_active,-24.0768651941367,-11.639258638642048,12.437606555494654,24.0768651941367,11.639258638642048,-12.437606555494654,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TW11,TW,cooled_incline_post_hx,-81.91245394255543,-69.19240994415964,12.720043998395795,81.91245394255543,69.19240994415964,-12.720043998395795,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TW2,TW,right_vertical,-87.85910936335051,-73.57314127009192,14.285968093258589,87.85910936335051,73.57314127009192,-14.285968093258589,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TW3,TW,right_vertical,-90.04458167578917,-75.14763624693927,14.896945428849904,90.04458167578917,75.14763624693927,-14.896945428849904,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TW4,TW,heated_incline,-88.97995704040545,-74.55838814679129,14.421568893614165,88.97995704040545,74.55838814679129,-14.421568893614165,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TW5,TW,heated_incline,-109.09380824932663,-95.6212583625342,13.472549886792422,109.09380824932663,95.6212583625342,-13.472549886792422,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TW6,TW,heated_incline,-98.32612150303572,-85.7428774871716,12.583244015864125,98.32612150303572,85.7428774871716,-12.583244015864125,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TW7,TW,left_lower_vertical,-80.81461106728568,-68.7070073510369,12.107603716248775,80.81461106728568,68.7070073510369,-12.107603716248775,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TW8,TW,left_upper_vertical,-78.43118567652232,-66.43756072651729,11.993624950005028,78.43118567652232,66.43756072651729,-11.993624950005028,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_+15K,TW9,TW,cooled_incline_pre_hx,-81.95315020396828,-69.33622947673155,12.616920727236732,81.95315020396828,69.33622947673155,-12.616920727236732,improves,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TP1,TP,top_horizontal_exit,-87.92395687812393,-92.28333332638891,-4.359376448264982,87.92395687812393,92.28333332638891,4.359376448264982,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TP2,TP,,,,,,,,not_evaluable,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TP3,TP,left_lower_vertical,-71.99877491658049,-75.8557595823579,-3.856984665777418,71.99877491658049,75.8557595823579,3.856984665777418,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TP4,TP,left_lower_vertical,-78.15520696979331,-82.25082718896601,-4.095620219172702,78.15520696979331,82.25082718896601,4.095620219172702,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TP5,TP,test_section,-77.51240681850976,-81.3315495730493,-3.8191427545395413,77.51240681850976,81.3315495730493,3.8191427545395413,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TP6,TP,left_upper_vertical,-85.65660972897336,-89.71466869567058,-4.058058966697217,85.65660972897336,89.71466869567058,4.058058966697217,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TW1,TW,right_vertical,-82.5654417051071,-87.14001333760592,-4.574571632498817,82.5654417051071,87.14001333760592,4.574571632498817,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TW10,TW,cooled_incline_hx_active,-24.0768651941367,-28.182251478682986,-4.1053862845462845,24.0768651941367,28.182251478682986,4.1053862845462845,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TW11,TW,cooled_incline_post_hx,-81.91245394255543,-86.11859861363507,-4.206144671079642,81.91245394255543,86.11859861363507,4.206144671079642,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TW2,TW,right_vertical,-87.85910936335051,-92.69810473071277,-4.8389953673622585,87.85910936335051,92.69810473071277,4.8389953673622585,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TW3,TW,right_vertical,-90.04458167578917,-95.1233436722224,-5.078761996433229,90.04458167578917,95.1233436722224,5.078761996433229,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TW4,TW,heated_incline,-88.97995704040545,-93.85557477084313,-4.875617730437682,88.97995704040545,93.85557477084313,4.875617730437682,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TW5,TW,heated_incline,-109.09380824932663,-113.58586668142686,-4.492058432100237,109.09380824932663,113.58586668142686,4.492058432100237,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TW6,TW,heated_incline,-98.32612150303572,-102.45880119063014,-4.132679687594418,98.32612150303572,102.45880119063014,4.132679687594418,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TW7,TW,left_lower_vertical,-80.81461106728568,-84.76240580655809,-3.9477947392724104,80.81461106728568,84.76240580655809,3.9477947392724104,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TW8,TW,left_upper_vertical,-78.43118567652232,-82.34166419354324,-3.9104785170209198,78.43118567652232,82.34166419354324,3.9104785170209198,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
ambient_drive_delta_-5K,TW9,TW,cooled_incline_pre_hx,-81.95315020396828,-86.1191711357917,-4.166020931823425,81.95315020396828,86.1191711357917,4.166020931823425,worsens,train-only sensitivity residual delta; not validation/holdout/external scoring
