branch_name,branch_type,component_spans,component_span_count,branch_total_length_m,time_sample_count,total_row_count,usable_row_count,masked_row_count,warning_fraction,thermal_warning_fraction,mean_mdot_mean_abs_kg_s,mean_bulk_positive_mass_flux_kg_s,mean_t_wall_area_avg_k,mean_bulk_temp_fluid_area_avg_k,mean_bulk_temp_area_weighted_k,mean_bulk_minus_wall_temp_k,mean_abs_bulk_minus_wall_temp_k,min_abs_bulk_minus_wall_temp_k,mean_wall_heat_per_length_w_m,mean_wall_heatflux_area_avg_w_m2,mean_effective_htc_w_m2_k,mean_effective_ua_per_m_w_m_k,mean_effective_thermal_resistance_k_m_w,mean_effective_htc_tp_endpoint_proxy_w_m2_k,mean_effective_ua_per_m_tp_endpoint_proxy_w_m_k,mean_effective_thermal_resistance_tp_endpoint_proxy_k_m_w,min_bulk_positive_mass_flux_kg_s,mean_area_ratio_to_reference,max_area_ratio_to_reference,thermal_status_breakdown_json,mean_branch_total_wall_heat_w,mean_branch_total_abs_wall_heat_w,source_id,case_label,usable_fraction
test_section_span,span_section,test_section_span,1,0.25127800000000006,4,108,108,0,1.0,0.0,0.01126483760009986,0.011464501054448618,433.9518653709868,436.7896375006763,433.9282744178707,2.8377721296893714,2.880803380467881,2.331184925027003,-4.340648056232889,-69.95130345977188,47.56653816326743,3.0674978234598242,0.48751471002392677,99.39037075853398,6.2299449055160565,0.6177245406573986,0.011271018475558024,1.0080518102155136,1.1086994291205967,"{""usable"": 108}",-1.0907093622740884,2.5623273111429534,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1.0
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.011264835955777453,0.011697432814560906,432.4345530455018,436.44051241159445,433.3425134152742,4.005959366092597,4.0126926799327745,3.3890424224210847,-23.05310254057225,-333.81764052248,83.60152937930414,5.764482919675079,0.17446544118221696,2032.0194270045426,141.90895578228884,0.015223971913850687,0.01135226113836467,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-8.297821087578964,8.297821087578964,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,0.9487179487179487
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,360,16,0.8829787234042553,0.0425531914893617,0.01126475154162315,0.011204446424698429,424.02223709753616,431.5193562984463,431.029494898536,7.497119200910243,7.497036774440293,0.4001603890545198,-163.55305786528263,-2353.0598900197756,277.4501994527745,19.246920591844344,0.06929740392091195,272.18418364460575,19.01025370854446,0.13507359377433859,0.011201546013157149,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""usable"": 360}",-146.23177440030676,146.23177440030676,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,0.9574468085106383
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,4,400,384,16,1.0,0.04,0.011264836398817526,0.011622480773516498,432.58854041688943,436.6690671862126,433.39426050636564,4.080526769323323,4.072265451991914,2.331184925027003,-17.889926051418907,-261.06446628570137,68.24734575070624,4.657677992981894,0.2775515469948033,851.0212398118912,59.22873642717962,0.24939255595897902,0.011271018475558024,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 16, ""usable"": 384}",-16.459057538280113,17.930675487148978,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,0.96
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,272,96,0.8369565217391305,0.2608695652173913,0.010932096642500016,0.010798385065924171,441.2020054980074,429.17738283647134,428.98721589725716,-12.02462266153644,13.604679828987098,0.05112796375402695,230.28463786894682,3319.7046247941125,191.13445138058654,13.237418554505753,0.10861117251700184,210.21002056551802,14.535256103710974,0.11747428998271861,0.00321192994230039,1.4258824256107032,2.9195266054678455,"{""area_ratio_out_of_range"": 92, ""small_delta_t"": 4, ""usable"": 272}",207.35142685846088,218.24807466208458,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,0.7391304347826086
right_leg,span_section,right_leg,1,0.9144000000000001,4,372,272,100,1.0,0.26881720430107525,0.010932096537499995,0.011308922621616226,425.340977818486,437.0347656035606,433.37247873141035,11.693787785074326,10.783279538302068,2.1697321115274804,-21.676796452368226,-312.4648974442202,27.017181169282743,1.873523569384321,0.5392123250512828,1084.5723514032281,71.35104071343142,0.10337878037500772,0.004296438976015799,1.4820533501328375,6.207896086691372,"{""area_ratio_out_of_range"": 100, ""usable"": 272}",-19.821262676045585,19.821262676045585,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,0.7311827956989247
left_lower_leg,span_section,left_lower_leg,1,0.323501,4,136,128,8,1.0,0.058823529411764705,0.010932096583333334,0.01136158682059641,431.45310669362664,437.1069765189586,433.0052196745769,5.6538698253319435,5.639516854175858,4.396660805401439,-22.852342104756318,-331.1321991168814,60.37494919515134,4.185813245068096,0.2521227144167121,85.49383521278202,5.945019802510464,0.20738897358915107,0.011005024883453554,1.0000000034395247,1.0000000037008279,"{""missing_wall_faces"": 8, ""usable"": 128}",-7.056721181265749,7.056721181265749,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,0.9411764705882353
test_section_span,span_section,test_section_span,1,0.25127800000000006,4,108,108,0,1.0,0.0,0.010932096555000005,0.011139771281333796,433.77627143222617,437.0771414907831,433.96372422077036,3.3008700585568347,3.3452520672803865,2.7801786297592344,-4.093854290000351,-66.19979417962372,42.577942786046954,2.7465045386664886,0.5367389909638575,891.9160043882256,56.71979723515088,0.436760120300293,0.010954466838540074,1.0080518102155136,1.1086994291205967,"{""usable"": 108}",-1.0286955182827084,2.616304582525215,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,1.0
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.010932096583333327,0.01136101120540822,432.3239925510492,436.7337616138232,433.4207584280222,4.409769062773956,4.416680621805071,3.715611226349097,-23.031220156974012,-333.5032894583518,75.90436536784983,5.233597160866356,0.1922300813646166,437.18477086211294,30.310247520917223,0.039985679309132834,0.011018437152263591,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-8.2899446595039,8.2899446595039,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,0.9487179487179487
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,360,16,0.8723404255319149,0.0425531914893617,0.010932096569999999,0.010873671959008535,424.1834968076161,431.6872442180792,431.22780809664766,7.503747410463443,7.503603510548484,0.3432504670910248,-163.57192607029114,-2353.3303466339376,277.1049252774628,19.198040492650104,0.06894699367566746,279.6354278270692,19.541209928274338,0.13308817559946842,0.010870944754796925,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""usable"": 360}",-146.24864434535166,146.24864434535166,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,0.9574468085106383
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,4,400,384,16,1.0,0.04,0.010932096575704995,0.011301639777799175,432.421104967772,436.9521584120407,433.4267147059501,4.531053444269084,4.522953418301932,2.7801786297592344,-17.798953743090294,-259.7007581870572,61.69108109283128,4.210393516043363,0.3051957881291106,440.9315152312563,29.198246656691378,0.20330413621345697,0.010954466838540074,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 16, ""usable"": 384}",-16.375361359052356,17.962970423294866,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,0.96
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,276,92,0.8586956521739131,0.25,0.013162662028633206,0.01300880993898576,459.5591842247621,447.638094660291,447.24937900990864,-11.921089564470648,13.774597579224494,0.5802093440225349,263.1605799726402,3793.6266112690037,223.52233582763424,15.534016085838863,0.09878235338869422,231.3584366883954,16.018611550051567,0.11143704069342782,0.0030895296504586753,1.4258824256107032,2.9195266054678455,"{""area_ratio_out_of_range"": 92, ""usable"": 276}",236.953373247939,249.56694335719482,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,0.75
right_leg,span_section,right_leg,1,0.9144000000000001,4,372,272,100,1.0,0.26881720430107525,0.013162758561186802,0.013736102521762062,443.0045392926732,454.6476663298361,451.84941707213454,11.643127037162564,10.809797254438347,2.75001133647595,-25.177706666218647,-362.92956031583344,31.75967753696583,2.2025218167744445,0.46275575771181077,1177.5556268165833,82.44685974741587,0.05889572804124935,0.005238158701040333,1.4820533501328375,6.207896086691372,"{""area_ratio_out_of_range"": 100, ""usable"": 272}",-23.022494975590384,23.022494975590384,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,0.7311827956989247
left_lower_leg,span_section,left_lower_leg,1,0.323501,4,136,128,8,1.0,0.058823529411764705,0.013162731832169896,0.01379638730759562,450.7661031161846,454.8585928471504,451.8048414962984,4.092489730965765,4.084655641524719,2.882380628424869,-26.71548777258882,-387.11062648831404,101.91556349013581,7.07526827575043,0.15708605314730892,77.62679498427796,5.374511598240414,0.20388106535199388,0.013406383975022524,1.0000000034395247,1.0000000037008279,"{""missing_wall_faces"": 8, ""usable"": 128}",-8.249646691287523,8.249646691287523,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,0.9411764705882353
test_section_span,span_section,test_section_span,1,0.25127800000000006,4,108,108,0,1.0,0.0,0.01316270063415116,0.013600462140022081,451.1571562760014,454.5839300545905,452.07491326431824,3.4267737785888923,3.4270523229414285,2.8361924532516696,-30.35288804559307,-465.2258024976694,136.2070154496454,8.881949203680314,0.11376823457537394,348.3054133318785,22.440862352058254,0.053862946106126464,0.013505232762573465,1.0080518102155136,1.1086994291205967,"{""usable"": 108}",-7.627013002320542,7.627013002320542,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,1.0
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.013162731833566652,0.013647372260254115,450.8362349426758,454.17008255487303,451.8120335322714,3.333847612197173,3.34376393188418,2.540076459599959,-26.737064150600784,-387.1670976524619,117.17791527107151,8.069558701122805,0.12502490726836277,3063.92463894808,213.82247782535734,0.009857079204747416,0.013201823280754001,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-9.623840189768206,9.623840189768206,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,0.9487179487179487
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,360,16,0.9042553191489362,0.0425531914893617,0.013162774905993135,0.013092681335987113,442.18153762065367,449.66480249087573,449.0502787237467,7.483264870222394,7.48334586825382,0.2830022217021906,-166.2792032185522,-2392.194086998773,303.95718253706394,21.02366932950054,0.06548950082009374,338.4124613321675,23.667520469297717,0.1127571685472534,0.013087327731603874,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""usable"": 360}",-148.66920404842813,148.66920404842813,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,0.9574468085106383
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,4,400,384,16,1.0,0.04,0.013162723363187424,0.01368506288854822,450.89962542107014,454.51541934068575,451.8809654555984,3.6157939196157804,3.6141526950825438,2.540076459599959,-27.71738637688055,-408.467760154536,117.17919767643782,7.953642856115821,0.13281824710126158,1316.1562384400183,91.32958220571564,0.0874599584685311,0.013201823280754001,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 16, ""usable"": 384}",-25.50049988337627,25.50049988337627,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,0.96
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,276,92,0.8586956521739131,0.25,0.012243561702500006,0.012098294180172579,459.1043443439836,446.7469551988917,446.42972274896704,-12.357389145092087,14.259263849635145,1.5567984556470833,263.26519877487885,3795.13872989569,209.4931724501777,14.527681660817484,0.10223902250303307,220.23479447731214,15.251546020280463,0.11272311715848926,0.003132950898005786,1.4258824256107032,2.9195266054678455,"{""area_ratio_out_of_range"": 92, ""usable"": 276}",237.04757344349326,249.60108037696654,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,0.75
right_leg,span_section,right_leg,1,0.9144000000000001,4,372,272,100,1.0,0.26881720430107525,0.012243562342499998,0.012957072889761246,442.0928271638454,454.15618713161604,450.64491569797326,12.063359967770303,11.217839574693661,2.7108317757644045,-24.986003912654603,-360.1657093854277,30.30547376010576,2.101683936168326,0.482900997421306,1002.0826059747425,70.07689678827407,0.054881508010011563,0.00494559159351481,1.4820533501328375,6.207896086691372,"{""area_ratio_out_of_range"": 100, ""usable"": 272}",-22.847201977731434,22.847201977731434,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,0.7311827956989247
left_lower_leg,span_section,left_lower_leg,1,0.323501,4,136,128,8,1.0,0.058823529411764705,0.012243561806666685,0.013064855120702181,449.3179824556537,454.34425516501784,450.5386974418447,5.026272709364251,5.022098280530749,3.81636654280544,-26.419120172942662,-382.8227715750961,79.78920361014828,5.535085601456826,0.1942473700129852,80.04890794371545,5.542275480436566,0.19720084358679438,0.012480392263479604,1.0000000034395247,1.0000000037008279,"{""missing_wall_faces"": 8, ""usable"": 128}",-8.158129440745899,8.158129440745899,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,0.9411764705882353
test_section_span,span_section,test_section_span,1,0.25127800000000006,4,108,108,0,1.0,0.0,0.012243561812500046,0.012789989219716087,449.92089016347876,454.1134747275903,450.91627425800874,4.192584564111537,4.195607557347016,3.728268198301521,-28.440173927121265,-436.1607879547328,104.06254308731603,6.783806921638663,0.14894765338487181,322.81480184803627,20.707463450078283,0.060773682030480475,0.012736328971835992,1.0080518102155136,1.1086994291205967,"{""usable"": 108}",-7.146390024059183,7.146390024059183,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,1.0
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.012243561806666668,0.012805209405838982,449.68294091496597,453.7054429937789,450.73044602394805,4.022502078812799,4.03254387162935,3.181896592685348,-26.502072563102892,-383.76687686874396,96.20674398838648,6.628434141100766,0.1522545951262549,4781.509653858221,342.051534284236,0.008336552809294764,0.012356445105972861,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-9.539256427269779,9.539256427269779,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,0.9487179487179487
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,360,16,0.8936170212765957,0.0425531914893617,0.012243561375000007,0.012178205042683713,441.4255155590076,448.93352794039,448.38444590808456,7.5080123813823985,7.507990156830366,0.43069689390040367,-166.20123603239782,-2391.078048353308,289.4534421452591,20.08140888700721,0.06578806545982177,283.38369237246104,19.792117466190312,0.11835205942687818,0.012174964273112463,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""usable"": 360}",-148.59949407097392,148.59949407097392,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,0.9574468085106383
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,4,400,384,16,1.0,0.04,0.012243561808248012,0.012889424477835549,449.62327329720114,454.03340216238206,450.715581518467,4.410128865180963,4.408257002871243,3.181896592685348,-27.00357007158779,-397.75997057653234,92.75048835668335,6.2985560182586084,0.16564562076592595,1973.2094023452366,140.44678346128578,0.08681012531589347,0.012356445105972861,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 16, ""usable"": 384}",-24.843775892074863,24.843775892074863,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,0.96
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,276,92,0.9239130434782609,0.25,0.014926323574581289,0.01477098776692944,472.75906636548297,460.1915603729567,459.8082333131912,-12.567505992525815,14.36679366395847,1.1165568527707705,295.42148028594477,4258.70383631734,234.95219759729744,16.310475609700543,0.09215580902671937,254.96265943046689,17.65152691180264,0.10884050635679215,0.008021920265888794,1.4356299959586623,2.9195266054678455,"{""area_ratio_out_of_range"": 92, ""usable"": 276}",266.0015276259532,279.83281804338185,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,0.75
right_leg,span_section,right_leg,1,0.9144000000000001,4,372,272,100,1.0,0.26881720430107525,0.014926362110173225,0.015460496024532864,454.92143651183494,467.1783887042067,464.8120822105617,12.256952192372053,11.366693271884387,3.198776333368073,-27.551758446464863,-397.15211691537365,33.264373988511494,2.3066780053007383,0.4455606092578147,383.7037868523507,26.740169290839617,0.08478807016838846,0.0061096248976377,1.4820533501328375,6.207896086691372,"{""area_ratio_out_of_range"": 100, ""usable"": 272}",-25.19332792344757,25.19332792344757,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,0.7311827956989247
left_lower_leg,span_section,left_lower_leg,1,0.323501,4,136,128,8,1.0,0.058823529411764705,0.014926408790732211,0.015474120244040686,464.00183901165155,467.4697247817717,464.97198807641297,3.4678857701201267,3.459757437476652,2.3571785794657103,-29.388494559034463,-425.84424578762963,137.06571462320196,9.520930909578865,0.12155685081875417,95.0424543328374,6.571576955690704,0.16602764716188237,0.015192353786882981,1.0000000034395247,1.0000000037008279,"{""missing_wall_faces"": 8, ""usable"": 128}",-9.075061588417569,9.075061588417569,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,0.9411764705882353
test_section_span,span_section,test_section_span,1,0.25127800000000006,4,108,108,0,1.0,0.0,0.014926409017257322,0.015378865452607365,463.1828191431599,467.05736040152436,464.84047888530654,3.8745412583644554,3.8499173927185733,2.443882555593291,-50.031798777672016,-764.2214813106551,197.58823715381234,12.908255594173886,0.07962556725211636,4622.516649682932,305.46203478474155,0.011765725497819644,0.015230927298034793,1.0080518102155136,1.1086994291205967,"{""usable"": 108}",-12.571890333255881,12.571890333255881,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,1.0
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.01492640877907902,0.015369192668247135,463.4774391770168,466.598642587933,464.64539547489727,3.1212034109163755,3.133081632125694,2.1970170602280064,-29.285131675659375,-424.0673569019157,137.71921333621407,9.474779377301727,0.10677814642032724,1559.285263956009,107.37391616182833,0.013473996779945022,0.014891628739365812,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-10.541001270572622,10.541001270572622,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,0.9487179487179487
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,360,16,0.9042553191489362,0.0425531914893617,0.014926540666956709,0.014847838947335108,454.19350943174487,462.1589955770678,461.49453232666906,7.965486145322162,7.965702293037043,0.26756723212412226,-183.71482256699144,-2642.96644076369,328.345287119502,22.70775131066122,0.06290895778530016,826.9674891771373,57.93168824167614,0.10408243723938757,0.0148404144774268,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""usable"": 360}",-164.25828314220274,164.25828314220274,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,0.9574468085106383
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,4,400,384,16,1.0,0.04,0.014926408847945891,0.015407203053099729,463.57389765910136,467.0173690047821,464.80868493753195,3.443471345679953,3.443583624909427,2.1970170602280064,-34.98621357975931,-517.5676214778284,153.8219541140147,10.426461410515595,0.10435729564168048,1900.8380461018503,127.39940190512064,0.06443706446202067,0.014891628739365812,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 16, ""usable"": 384}",-32.18795319224607,32.18795319224607,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,0.96
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,276,92,0.875,0.25,0.01397021175355203,0.013808167145232473,473.46195856862164,460.4629682129505,460.1072718224008,-12.99899035567088,14.939211893386522,0.6799287797181819,295.2570820536057,4256.331718811006,228.87394736707293,15.90154254821234,0.09680678088300793,240.2987986508918,16.63621552478869,0.11154822835073912,0.0031610768843236907,1.4258824256107032,2.9195266054678455,"{""area_ratio_out_of_range"": 92, ""usable"": 276}",265.85350121670604,279.7189416004734,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,0.75
