evidence_id,case_id,feature_or_span,reverse_area_fraction,reverse_mass_fraction,secondary_flow_intensity,classification,admission_use,scoreable_now,thesis_use,source_paths
MPRH-UP-011,salt_4,upcomer_mid,0.3281853282,0.4477009019,0.003003115297,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-012,salt_4,upcomer_outlet,0.8287037037,0.575355916,0.7931173731,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-013,salt_2,upcomer_inlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-014,salt_2,upcomer_mid,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-015,salt_2,upcomer_outlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-016,salt_2,upcomer_inlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-017,salt_2,upcomer_mid,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-018,salt_2,upcomer_outlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-019,salt_4,upcomer_inlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-020,salt_4,upcomer_mid,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-021,salt_4,upcomer_outlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-022,salt_4,upcomer_inlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-023,salt_4,upcomer_mid,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-024,salt_4,upcomer_outlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-025,salt_4,upcomer_inlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-026,salt_4,upcomer_mid,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-027,salt_4,upcomer_outlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-028,salt_2,upcomer_inlet,0.6197916667,0.4736619997,0.07945120764,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-029,salt_2,upcomer_mid,0.3223938224,0.4622774807,0.0009772265829,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-030,salt_2,upcomer_outlet,0.837962963,0.5738234099,0.7805272007,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-031,new_targeted_re150,upcomer_inlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-032,new_targeted_re150,upcomer_mid,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-033,new_targeted_re150,upcomer_outlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-034,new_targeted_re200,upcomer_inlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-035,new_targeted_re200,upcomer_mid,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-036,new_targeted_re200,upcomer_outlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-037,new_targeted_re250,upcomer_inlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-038,new_targeted_re250,upcomer_mid,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-039,new_targeted_re250,upcomer_outlet,missing,missing,missing,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
HYBRID-FEATURE-001,salt_2,left_lower_leg,0.6096763649,0.4999936722,0.07839203064,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
HYBRID-FEATURE-002,salt_2,test_section_span,0.3748113482,0.4999916556,0.001266755619,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
HYBRID-FEATURE-003,salt_2,left_upper_leg,0.785845516,0.5000672828,0.7572863617,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
HYBRID-FEATURE-004,salt_2,left_lower_leg,0.6177451405,0.5000044571,0.07456212539,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
HYBRID-FEATURE-005,salt_2,test_section_span,0.3692928784,0.5000060995,0.001000505845,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
HYBRID-FEATURE-006,salt_2,left_upper_leg,0.7901396438,0.5000621677,0.7514234306,diagnostic_plane_row_not_fit_candidate,false,false,recirculation guard and missing-exchange-state attribution only,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
