path,type,date,task,status,tags,provenance,related,role,has_frontmatter
.agent/journal/2026-06-09/coordinator-hydraulic-framework-split.md,journal,2026-06-09,AGENT-009,,,,,,False
.agent/journal/2026-06-09/coordinator-repo-setup.md,journal,2026-06-09,AGENT-001,,,,,,False
.agent/journal/2026-06-09/coordinator-task-inventory.md,journal,2026-06-09,AGENT-005,,,,,,False
.agent/journal/2026-06-09/implementer-dense-streamwise-friction-package.md,journal,2026-06-09,AGENT-008,,,,,,False
.agent/journal/2026-06-09/implementer-ethan-heat-flow-audit.md,journal,2026-06-09,AGENT-013,,,,,,False
.agent/journal/2026-06-09/implementer-hydraulic-budget-integration.md,journal,2026-06-09,AGENT-010,,,,,,False
.agent/journal/2026-06-09/implementer-local-overrides.md,journal,2026-06-09,AGENT-004,,,,,,False
.agent/journal/2026-06-09/implementer-streamwise-friction-package.md,journal,2026-06-09,AGENT-007,,,,,,False
.agent/journal/2026-06-09/tester-salt4-mesh-runtime-diagnostics.md,journal,2026-06-09,AGENT-006,,,,,,False
.agent/journal/2026-06-09/writer-salt-continuation-summary.md,journal,2026-06-09,AGENT-002,,,,,,False
.agent/status/2026-06-09_AGENT-001.md,status,2026-06-09,AGENT-001,,,,,,False
.agent/status/2026-06-09_AGENT-002.md,status,2026-06-09,AGENT-002,,,,,,False
.agent/status/2026-06-09_AGENT-004.md,status,2026-06-09,AGENT-004,,,,,,False
.agent/status/2026-06-09_AGENT-005.md,status,2026-06-09,AGENT-005,,,,,,False
.agent/status/2026-06-09_AGENT-006.md,status,2026-06-09,AGENT-006,,,,,,False
.agent/status/2026-06-09_AGENT-007.md,status,2026-06-09,AGENT-007,,,,,,False
.agent/status/2026-06-09_AGENT-008.md,status,2026-06-09,AGENT-008,,,,,,False
.agent/status/2026-06-09_AGENT-009.md,status,2026-06-09,AGENT-009,,,,,,False
.agent/status/2026-06-09_AGENT-010.md,status,2026-06-09,AGENT-010,,,,,,False
.agent/status/2026-06-09_AGENT-013.md,status,2026-06-09,AGENT-013,,,,,,False
operational_notes/06-26/09/2026-06-09_salt4_mesh_runtime_diagnostics.md,operational_note,2026-06-09,,,,,,,False
reports/2026-06/2026-06-09/2026-06-09_ethan_steady_state_heat_flow_audit/README.md,report,2026-06-09,,,,,,,False
.agent/journal/2026-06-10/implementer-case-analysis-fixpass.md,journal,2026-06-10,AGENT-015,,,,,,False
.agent/journal/2026-06-10/implementer-case-analysis-framework.md,journal,2026-06-10,AGENT-010,,,,,,False
.agent/journal/2026-06-10/implementer-cross-sectional-bulk-temperature.md,journal,2026-06-10,AGENT-025,,,,,,False
.agent/journal/2026-06-10/implementer-lower-leg-repair.md,journal,2026-06-10,AGENT-016,,,,,,False
.agent/journal/2026-06-10/implementer-report-prep-hydraulic-thermal.md,journal,2026-06-10,AGENT-021,,,,,,False
.agent/journal/2026-06-10/implementer-right-leg-repair.md,journal,2026-06-10,AGENT-018,,,,,,False
.agent/journal/2026-06-10/implementer-streamwise-thermal-extension.md,journal,2026-06-10,AGENT-023,,,,,,False
.agent/journal/2026-06-10/reviewer-case-analysis-package.md,journal,2026-06-10,AGENT-014,,,,,,False
.agent/journal/2026-06-10/reviewer-full-hydraulic-repair.md,journal,2026-06-10,AGENT-020,,,,,,False
.agent/journal/2026-06-10/reviewer-streamwise-thermal-package.md,journal,2026-06-10,AGENT-027,,,,,,False
.agent/journal/2026-06-10/writer-cross-sectional-bulk-temperature.md,journal,2026-06-10,AGENT-026,,,,,,False
.agent/journal/2026-06-10/writer-lower-leg-repair.md,journal,2026-06-10,AGENT-017,,,,,,False
.agent/journal/2026-06-10/writer-report-prep-hydraulic-thermal.md,journal,2026-06-10,AGENT-022,,,,,,False
.agent/journal/2026-06-10/writer-right-leg-repair.md,journal,2026-06-10,AGENT-019,,,,,,False
.agent/journal/2026-06-10/writer-streamwise-thermal-extension.md,journal,2026-06-10,AGENT-024,,,,,,False
.agent/status/2026-06-10_AGENT-010.md,status,2026-06-10,AGENT-010,,,,,,False
.agent/status/2026-06-10_AGENT-014.md,status,2026-06-10,AGENT-014,,,,,,False
.agent/status/2026-06-10_AGENT-015.md,status,2026-06-10,AGENT-015,,,,,,False
.agent/status/2026-06-10_AGENT-016.md,status,2026-06-10,AGENT-016,,,,,,False
.agent/status/2026-06-10_AGENT-018.md,status,2026-06-10,AGENT-018,,,,,,False
.agent/status/2026-06-10_AGENT-020.md,status,2026-06-10,AGENT-020,,,,,,False
.agent/status/2026-06-10_AGENT-021.md,status,2026-06-10,AGENT-021,,,,,,False
.agent/status/2026-06-10_AGENT-023.md,status,2026-06-10,AGENT-023,,,,,,False
.agent/status/2026-06-10_AGENT-025.md,status,2026-06-10,AGENT-025,,,,,,False
.agent/status/2026-06-10_AGENT-027.md,status,2026-06-10,AGENT-027,,,,,,False
operational_notes/06-26/10/2026-06-10_todo.md,operational_note,2026-06-10,,,,,,,False
reports/2026-06/2026-06-10/2026-06-10_ethan_salt2_case_analysis_package/README.md,report,2026-06-10,,,,,,,False
.agent/journal/2026-06-11/coordinator-autonomous-wave-queue.md,journal,2026-06-11,AGENT-037,,,,,,False
.agent/journal/2026-06-11/coordinator-implementer-sbatch-parallelization.md,journal,2026-06-11,AGENT-050,,,,,,False
.agent/journal/2026-06-11/coordinator-report-path-hardening-reset.md,journal,2026-06-11,AGENT-028,,,,,,False
.agent/journal/2026-06-11/implementer-heat-summary-decoupling.md,journal,2026-06-11,AGENT-039,,,,,,False
.agent/journal/2026-06-11/implementer-profile-contract-hardening.md,journal,2026-06-11,AGENT-035,,,,,,False
.agent/journal/2026-06-11/implementer-raw-reuse-provenance-validation.md,journal,2026-06-11,AGENT-036,,,,,,False
.agent/journal/2026-06-11/implementer-runtime-heat-hardening.md,journal,2026-06-11,AGENT-032,,,,,,False
.agent/journal/2026-06-11/implementer-salt1-jin-full-window.md,journal,2026-06-11,AGENT-047,,,,,,False
.agent/journal/2026-06-11/implementer-salt1-jin-profile-rollout.md,journal,2026-06-11,AGENT-045,,,,,,False
.agent/journal/2026-06-11/implementer-salt1-kirst-profile-rollout.md,journal,2026-06-11,AGENT-049,,,,,,False
.agent/journal/2026-06-11/implementer-salt1-kirst-thermal-kernel-blocker.md,journal,2026-06-11,AGENT-051,,,,,,False
.agent/journal/2026-06-11/implementer-salt2-jin-profile-rollout.md,journal,2026-06-11,AGENT-053,,,,,,False
.agent/journal/2026-06-11/implementer-sign-hint-demotion.md,journal,2026-06-11,AGENT-042,,,,,,False
.agent/journal/2026-06-11/implementer-snapshot-hardening.md,journal,2026-06-11,AGENT-033,,,,,,False
.agent/journal/2026-06-11/reviewer-heat-decoupling-rerun.md,journal,2026-06-11,AGENT-041,,,,,,False
.agent/journal/2026-06-11/reviewer-salt1-jin-full-window-rerun.md,journal,2026-06-11,AGENT-048,,,,,,False
.agent/journal/2026-06-11/reviewer-salt1-jin-rollout-gate.md,journal,2026-06-11,AGENT-046,,,,,,False
.agent/journal/2026-06-11/reviewer-salt1-kirst-rollout-gate.md,journal,2026-06-11,AGENT-052,,,,,,False
.agent/journal/2026-06-11/reviewer-salt2-final-package-and-hardening.md,journal,2026-06-11,AGENT-038,,,,,,False
.agent/journal/2026-06-11/reviewer-sign-hint-demotion-rerun.md,journal,2026-06-11,AGENT-044,,,,,,False
.agent/journal/2026-06-11/writer-review-gate-progressive-journal.md,journal,2026-06-11,AGENT-040,,,,,,False
.agent/journal/2026-06-11/writer-salt2-internal-technical-brief.md,journal,2026-06-11,AGENT-029,,,,,,False
.agent/journal/2026-06-11/writer-salt2-rigor-repair-note.md,journal,2026-06-11,AGENT-034,,,,,,False
.agent/journal/2026-06-11/writer-sign-hint-boundary.md,journal,2026-06-11,AGENT-043,,,,,,False
.agent/status/2026-06-11_AGENT-028.md,status,2026-06-11,AGENT-028,,,,,,False
.agent/status/2026-06-11_AGENT-029.md,status,2026-06-11,AGENT-029,,,,,,False
.agent/status/2026-06-11_AGENT-032.md,status,2026-06-11,AGENT-032,,,,,,False
.agent/status/2026-06-11_AGENT-033.md,status,2026-06-11,AGENT-033,,,,,,False
.agent/status/2026-06-11_AGENT-034.md,status,2026-06-11,AGENT-034,,,,,,False
.agent/status/2026-06-11_AGENT-035.md,status,2026-06-11,AGENT-035,,,,,,False
.agent/status/2026-06-11_AGENT-036.md,status,2026-06-11,AGENT-036,,,,,,False
.agent/status/2026-06-11_AGENT-037.md,status,2026-06-11,AGENT-037,,,,,,False
.agent/status/2026-06-11_AGENT-038.md,status,2026-06-11,AGENT-038,,,,,,False
.agent/status/2026-06-11_AGENT-039.md,status,2026-06-11,AGENT-039,,,,,,False
.agent/status/2026-06-11_AGENT-040.md,status,2026-06-11,AGENT-040,,,,,,False
.agent/status/2026-06-11_AGENT-041.md,status,2026-06-11,AGENT-041,,,,,,False
.agent/status/2026-06-11_AGENT-042.md,status,2026-06-11,AGENT-042,,,,,,False
.agent/status/2026-06-11_AGENT-043.md,status,2026-06-11,AGENT-043,,,,,,False
.agent/status/2026-06-11_AGENT-044.md,status,2026-06-11,AGENT-044,,,,,,False
.agent/status/2026-06-11_AGENT-045.md,status,2026-06-11,AGENT-045,,,,,,False
.agent/status/2026-06-11_AGENT-046.md,status,2026-06-11,AGENT-046,,,,,,False
.agent/status/2026-06-11_AGENT-047.md,status,2026-06-11,AGENT-047,,,,,,False
.agent/status/2026-06-11_AGENT-048.md,status,2026-06-11,AGENT-048,,,,,,False
.agent/status/2026-06-11_AGENT-049.md,status,2026-06-11,AGENT-049,,,,,,False
.agent/status/2026-06-11_AGENT-050.md,status,2026-06-11,AGENT-050,,,,,,False
.agent/status/2026-06-11_AGENT-051.md,status,2026-06-11,AGENT-051,,,,,,False
.agent/status/2026-06-11_AGENT-052.md,status,2026-06-11,AGENT-052,,,,,,False
.agent/status/2026-06-11_AGENT-053.md,status,2026-06-11,AGENT-053,,,,,,False
reports/2026-06/2026-06-11/2026-06-11_salt2_internal_technical_report_brief/README.md,report,2026-06-11,,,,,,,False
reports/2026-06/2026-06-11/2026-06-11_salt2_rigor_repair_methods_note/README.md,report,2026-06-11,,,,,,,False
.agent/journal/2026-06-12/coordinator-implementer-ethan-postprocessing-campaign.md,journal,2026-06-12,AGENT-056,,,,,,False
.agent/journal/2026-06-12/coordinator-implementer-salt2-kirst-rollout.md,journal,2026-06-12,AGENT-055,,,,,,False
.agent/journal/2026-06-12/coordinator-implementer-salt3-jin-rollout.md,journal,2026-06-12,AGENT-061,,,,,,False
.agent/journal/2026-06-12/coordinator-implementer-salt3-kirst-rollout.md,journal,2026-06-12,AGENT-065,,,,,,False
.agent/journal/2026-06-12/coordinator-implementer-salt4-jin-rollout.md,journal,2026-06-12,AGENT-067,,,,,,False
.agent/journal/2026-06-12/coordinator-reviewer-ethan-postprocessing-queue.md,journal,2026-06-12,AGENT-057,,,,,,False
.agent/journal/2026-06-12/implementer-ethan-postprocessing-parallel-plot-slice.md,journal,2026-06-12,AGENT-062,,,,,,False
.agent/journal/2026-06-12/implementer-ethan-postprocessing-plot-queue.md,journal,2026-06-12,AGENT-058,,,,,,False
.agent/journal/2026-06-12/implementer-ethan-postprocessing-plotting-blocked.md,journal,2026-06-12,AGENT-058,,,,,,False
.agent/journal/2026-06-12/implementer-heat-audit-figure-refresh.md,journal,2026-06-12,AGENT-063,,,,,,False
.agent/journal/2026-06-12/reviewer-salt2-jin-rollout-gate.md,journal,2026-06-12,AGENT-054,,,,,,False
.agent/journal/2026-06-12/reviewer-salt2-kirst-rollout-gate.md,journal,2026-06-12,AGENT-057,,,,,,False
.agent/journal/2026-06-12/reviewer-salt3-jin-rollout-gate.md,journal,2026-06-12,AGENT-064,,,,,,False
.agent/journal/2026-06-12/reviewer-salt3-kirst-rollout-gate.md,journal,2026-06-12,AGENT-066,,,,,,False
.agent/journal/2026-06-12/writer-ethan-postprocessing-analysis-blocked.md,journal,2026-06-12,AGENT-059,,,,,,False
.agent/journal/2026-06-12/writer-ethan-postprocessing-analysis-queue.md,journal,2026-06-12,AGENT-059,,,,,,False
.agent/status/2026-06-12_AGENT-054.md,status,2026-06-12,AGENT-054,,,,,,False
.agent/status/2026-06-12_AGENT-055.md,status,2026-06-12,AGENT-055,,,,,,False
.agent/status/2026-06-12_AGENT-056.md,status,2026-06-12,AGENT-056,,,,,,False
.agent/status/2026-06-12_AGENT-057.md,status,2026-06-12,AGENT-057,,,,,,False
.agent/status/2026-06-12_AGENT-058.md,status,2026-06-12,AGENT-058,,,,,,False
.agent/status/2026-06-12_AGENT-059.md,status,2026-06-12,AGENT-059,,,,,,False
.agent/status/2026-06-12_AGENT-061.md,status,2026-06-12,AGENT-061,,,,,,False
.agent/status/2026-06-12_AGENT-062.md,status,2026-06-12,AGENT-062,,,,,,False
.agent/status/2026-06-12_AGENT-063.md,status,2026-06-12,AGENT-063,,,,,,False
.agent/status/2026-06-12_AGENT-064.md,status,2026-06-12,AGENT-064,,,,,,False
.agent/status/2026-06-12_AGENT-065.md,status,2026-06-12,AGENT-065,,,,,,False
.agent/status/2026-06-12_AGENT-066.md,status,2026-06-12,AGENT-066,,,,,,False
.agent/status/2026-06-12_AGENT-067.md,status,2026-06-12,AGENT-067,,,,,,False
.agent/journal/2026-06-13/coordinator-implementer-codex-board-sbatch.md,journal,2026-06-13,AGENT-068,,,,,,False
.agent/status/2026-06-13_AGENT-068.md,status,2026-06-13,AGENT-068,,,,,,False
.agent/journal/2026-06-15/cleaner-generated-artifact-inventory.md,journal,2026-06-15,AGENT-003,,,,,,False
.agent/journal/2026-06-15/coordinator-implementer-field-transport-package-and-submissions.md,journal,2026-06-15,AGENT-072,,,,,,False
.agent/journal/2026-06-15/coordinator-implementer-field-transport-phase2.md,journal,2026-06-15,AGENT-071,,,,,,False
.agent/journal/2026-06-15/coordinator-implementer-paraview-cell-association-refresh.md,journal,2026-06-15,AGENT-073,rendered,,,,,False
.agent/journal/2026-06-15/coordinator-implementer-paraview-field-family-expansion.md,journal,2026-06-15,AGENT-075,rendered,,,,,False
.agent/journal/2026-06-15/coordinator-implementer-streamwise-transport-phase1.md,journal,2026-06-15,AGENT-070,,,,,,False
.agent/journal/2026-06-15/coordinator-writer-dmdc-handoff-placement.md,journal,2026-06-15,AGENT-077,,,,,Coordinator / Writer,False
.agent/journal/2026-06-15/coordinator-writer-ethan-boundary-modeling-report.md,journal,2026-06-15,AGENT-078,,,,,Coordinator / Writer,False
.agent/journal/2026-06-15/coordinator-writer-ethan-postprocessing-wave-closure-and-handoff.md,journal,2026-06-15,AGENT-076,,,,,Coordinator / Writer,False
.agent/journal/2026-06-15/writer-ethan-postprocessing-analysis-bottom-up.md,journal,2026-06-15,AGENT-069,,,,,,False
.agent/journal/2026-06-15/writer-ethan-postprocessing-campaign-synthesis.md,journal,2026-06-15,AGENT-074,,,,,,False
.agent/status/2026-06-15_AGENT-003.md,status,2026-06-15,AGENT-003,,,,,,False
.agent/status/2026-06-15_AGENT-069.md,status,2026-06-15,AGENT-069,,,,,,False
.agent/status/2026-06-15_AGENT-070.md,status,2026-06-15,AGENT-070,,,,,,False
.agent/status/2026-06-15_AGENT-071.md,status,2026-06-15,AGENT-071,,,,,,False
.agent/status/2026-06-15_AGENT-072.md,status,2026-06-15,AGENT-072,,,,,,False
.agent/status/2026-06-15_AGENT-073.md,status,2026-06-15,AGENT-073,,,,,,False
.agent/status/2026-06-15_AGENT-074.md,status,2026-06-15,AGENT-074,,,,,,False
.agent/status/2026-06-15_AGENT-075.md,status,2026-06-15,AGENT-075,,,,,,False
.agent/status/2026-06-15_AGENT-076.md,status,2026-06-15,AGENT-076,,,,,,False
.agent/status/2026-06-15_AGENT-077.md,status,2026-06-15,AGENT-077,,,,,,False
.agent/status/2026-06-15_AGENT-078.md,status,2026-06-15,AGENT-078,,,,,,False
reports/2026-06/2026-06-15/2026-06-15_ethan_all_runs_field_transport_campaign/README.md,report,2026-06-15,,,,,,,False
reports/2026-06/2026-06-15/2026-06-15_ethan_boundary_modeling_report/README.md,report,2026-06-15,,,,,,,False
reports/2026-06/2026-06-15/2026-06-15_ethan_field_transport_campaign/README.md,report,2026-06-15,,,,,,,False
reports/2026-06/2026-06-15/2026-06-15_ethan_postprocessing_campaign_paper_handoff/README.md,report,2026-06-15,,,,,,,False
reports/2026-06/2026-06-15/2026-06-15_ethan_representative_transport_comparison/README.md,report,2026-06-15,,,,,,,False
.agent/journal/2026-06-16/coordinator-implementer-ethan-box-upload.md,journal,2026-06-16,AGENT-082,,,,,Coordinator / Implementer,False
.agent/journal/2026-06-16/coordinator-implementer-gitignore-curation.md,journal,2026-06-16,AGENT-081,,,,,Coordinator / Implementer,False
.agent/journal/2026-06-16/coordinator-writer-heat-audit-readme-clarification.md,journal,2026-06-16,AGENT-080,,,,,Coordinator / Writer,False
.agent/journal/2026-06-16/coordinator-writer-paper-asset-and-journal-sync.md,journal,2026-06-16,,,,,,,False
.agent/status/2026-06-16_AGENT-079.md,status,2026-06-16,AGENT-079,,,,,,False
.agent/status/2026-06-16_AGENT-080.md,status,2026-06-16,AGENT-080,,,,,,False
.agent/status/2026-06-16_AGENT-081.md,status,2026-06-16,AGENT-081,,,,,,False
.agent/status/2026-06-16_AGENT-082.md,status,2026-06-16,AGENT-082,,,,,,False
operational_notes/06-26/16/2026-06-16_ethan_box_upload_plan.md,operational_note,2026-06-16,AGENT-082,,,,,,False
.agent/journal/2026-06-17/coordinator-implementer-branch-thermal-and-math-reference.md,journal,2026-06-17,AGENT-072,,,,,,False
.agent/journal/2026-06-17/coordinator-implementer-pressure-htc-boundarylayer-package.md,journal,2026-06-17,AGENT-079,,,,,,False
.agent/journal/2026-06-17/coordinator-implementer-writer-ethan-nondimensional-dashboard.md,journal,2026-06-17,AGENT-083,,,,,,False
.agent/status/2026-06-17_AGENT-079.md,status,2026-06-17,AGENT-079,,,,,,False
.agent/status/2026-06-17_AGENT-083.md,status,2026-06-17,AGENT-083,,,,,,False
operational_notes/06-26/17/2026-06-17_todo.md,operational_note,2026-06-17,,,,,,,False
reports/2026-06/2026-06-17/2026-06-17_ethan_nondimensional_dashboard_package/README.md,report,2026-06-17,,,,,,,False
reports/2026-06/2026-06-17/2026-06-17_ethan_pressure_htc_boundarylayer_package/README.md,report,2026-06-17,,,,,,,False
reports/2026-06/2026-06-17/2026-06-17_ethan_streamwise_transport_math_reference/README.md,report,2026-06-17,,,,,,,False
reports/2026-06/2026-06-17/2026-06-17_ethan_transport_interpretation_package/README.md,report,2026-06-17,,,,,,,False
reports/2026-06/2026-06-17/2026-06-17_ethan_transport_scrutiny_package/README.md,report,2026-06-17,,,,,,,False
.agent/journal/2026-06-18/coordinator-implementer-closure-to-modeling-v3.md,journal,2026-06-18,AGENT-087,,,,,,False
.agent/journal/2026-06-18/coordinator-implementer-overnight-analysis-queue.md,journal,2026-06-18,AGENT-088,,,,,,False
.agent/journal/2026-06-18/coordinator-implementer-salt-analysis-checkpoint-suite.md,journal,2026-06-18,AGENT-081,,,,,,False
.agent/journal/2026-06-18/coordinator-implementer-salt-closure-correlation-package.md,journal,2026-06-18,AGENT-080,,,,,,False
.agent/journal/2026-06-18/coordinator-implementer-salt-conclusions-and-water-phase1.md,journal,2026-06-18,AGENT-086,,,,,,False
.agent/journal/2026-06-18/coordinator-implementer-salt-hardening-v2.md,journal,2026-06-18,AGENT-085,,,,,,False
.agent/journal/2026-06-18/coordinator-implementer-salt-model-dependency-package.md,journal,2026-06-18,AGENT-084,,,,,,False
.agent/journal/2026-06-18/coordinator-implementer-transport-analysis-and-paper-handoff.md,journal,2026-06-18,AGENT-072,,,,,,False
.agent/status/2026-06-18_AGENT-080.md,status,2026-06-18,AGENT-080,,,,,,False
.agent/status/2026-06-18_AGENT-081.md,status,2026-06-18,AGENT-081,,,,,,False
.agent/status/2026-06-18_AGENT-084.md,status,2026-06-18,AGENT-084,,,,,,False
.agent/status/2026-06-18_AGENT-085.md,status,2026-06-18,AGENT-085,,,,,,False
.agent/status/2026-06-18_AGENT-086.md,status,2026-06-18,AGENT-086,,,,,,False
.agent/status/2026-06-18_AGENT-087.md,status,2026-06-18,AGENT-087,,,,,,False
.agent/status/2026-06-18_AGENT-088.md,status,2026-06-18,AGENT-088,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_cross_family_hydraulic_redesign_screen/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_pressure_feature_support_note/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_salt_analysis_checkpoint_suite/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_salt_analysis_checkpoint_suite/phase1_hydraulic_hardening/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_salt_analysis_checkpoint_suite/phase2_heatloss_enthalpy_closure/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_salt_analysis_checkpoint_suite/phase3_branch_trust_gate/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_salt_analysis_checkpoint_suite/phase4_boundary_layer_context/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_salt_analysis_checkpoint_suite/phase5_fit_ready_handoff/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_salt_closure_correlation_package/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_salt_hydraulic_evidence_subset/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_salt_model_dependency_package/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_salt_paper_handoff_package/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_salt_thermal_model_surface_ranking/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_transport_analysis_package/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_transport_interpretation_closure/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_transport_scientific_interpretation_package/README.md,report,2026-06-18,,,,,,,False
reports/2026-06/2026-06-18/2026-06-18_ethan_water_hydraulic_evidence_subset/README.md,report,2026-06-18,,,,,,,False
.agent/journal/2026-06-19/coordinator-implementer-ethan-insulation-optimizer.md,journal,2026-06-19,AGENT-091,,,,,,False
.agent/journal/2026-06-19/coordinator-implementer-insulation-report-table-refresh.md,journal,2026-06-19,AGENT-092,,,,,,False
.agent/journal/2026-06-19/coordinator-implementer-writer-blocker-report-and-followon-wave.md,journal,2026-06-19,AGENT-089,,,,,,False
.agent/journal/2026-06-19/coordinator-writer-litrev-to-1d-modeling-handoff.md,journal,2026-06-19,AGENT-090,,,,,,False
.agent/status/2026-06-19_AGENT-089.md,status,2026-06-19,AGENT-089,,,,,,False
.agent/status/2026-06-19_AGENT-090.md,status,2026-06-19,AGENT-090,,,,,,False
.agent/status/2026-06-19_AGENT-091.md,status,2026-06-19,AGENT-091,still,,,,,False
.agent/status/2026-06-19_AGENT-092.md,status,2026-06-19,AGENT-092,,,,,,False
