source_id,time_s,feature_name,feature_kind,patch_role,patch_name,paired_patch,adjacent_major_spans,selection,faces,area,p_pa,p_rgh_pa,missing_flag,warning_flag,note
val_salt_test_2_coarse_mesh_laminar,7485.0,corner_upper_left,corner,end,ncc_pipeleg_left_01_upper_start,ncc_pipeleg_upper_09_straight_end,upper_leg|left_upper_leg,patch(ncc_pipeleg_left_01_upper_start),576,2.178628694e-17,-17851.56844,-21.54226885,0,0,
val_salt_test_2_coarse_mesh_laminar,7486.0,corner_upper_left,corner,start,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,upper_leg|left_upper_leg,patch(ncc_pipeleg_upper_09_straight_end),576,2.278727329e-17,-18182.2964,-23.97686125,0,0,
val_salt_test_2_coarse_mesh_laminar,7486.0,corner_upper_left,corner,end,ncc_pipeleg_left_01_upper_start,ncc_pipeleg_upper_09_straight_end,upper_leg|left_upper_leg,patch(ncc_pipeleg_left_01_upper_start),576,2.178628694e-17,-17851.55429,-21.5281358,0,0,
val_salt_test_2_coarse_mesh_laminar,7487.0,corner_upper_left,corner,start,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,upper_leg|left_upper_leg,patch(ncc_pipeleg_upper_09_straight_end),576,2.278727329e-17,-18182.27787,-23.95930308,0,0,
val_salt_test_2_coarse_mesh_laminar,7487.0,corner_upper_left,corner,end,ncc_pipeleg_left_01_upper_start,ncc_pipeleg_upper_09_straight_end,upper_leg|left_upper_leg,patch(ncc_pipeleg_left_01_upper_start),576,2.178628694e-17,-17851.53579,-21.50942737,0,0,
val_salt_test_2_coarse_mesh_laminar,7483.0,test_section_complex,connector_expansion_contraction,start,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,left_upper_leg|test_section_span|left_lower_leg,patch(ncc_pipeleg_left_02_connector_end),576,3.749456178e-05,-10991.35065,-6.581136994,0,0,
val_salt_test_2_coarse_mesh_laminar,7483.0,test_section_complex,connector_expansion_contraction,end,ncc_pipeleg_left_06_connector_start,ncc_pipeleg_left_02_connector_end,left_upper_leg|test_section_span|left_lower_leg,patch(ncc_pipeleg_left_06_connector_start),576,3.749456178e-05,-6223.277496,-11.65231894,0,0,
val_salt_test_2_coarse_mesh_laminar,7484.0,test_section_complex,connector_expansion_contraction,start,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,left_upper_leg|test_section_span|left_lower_leg,patch(ncc_pipeleg_left_02_connector_end),576,3.749456178e-05,-10991.33489,-6.565596208,0,0,
val_salt_test_2_coarse_mesh_laminar,7484.0,test_section_complex,connector_expansion_contraction,end,ncc_pipeleg_left_06_connector_start,ncc_pipeleg_left_02_connector_end,left_upper_leg|test_section_span|left_lower_leg,patch(ncc_pipeleg_left_06_connector_start),576,3.749456178e-05,-6223.261568,-11.63653904,0,0,
val_salt_test_2_coarse_mesh_laminar,7485.0,test_section_complex,connector_expansion_contraction,start,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,left_upper_leg|test_section_span|left_lower_leg,patch(ncc_pipeleg_left_02_connector_end),576,3.749456178e-05,-10991.3203,-6.551192552,0,0,
val_salt_test_2_coarse_mesh_laminar,7485.0,test_section_complex,connector_expansion_contraction,end,ncc_pipeleg_left_06_connector_start,ncc_pipeleg_left_02_connector_end,left_upper_leg|test_section_span|left_lower_leg,patch(ncc_pipeleg_left_06_connector_start),576,3.749456178e-05,-6223.246892,-11.62197879,0,0,
val_salt_test_2_coarse_mesh_laminar,7486.0,test_section_complex,connector_expansion_contraction,start,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,left_upper_leg|test_section_span|left_lower_leg,patch(ncc_pipeleg_left_02_connector_end),576,3.749456178e-05,-10991.30626,-6.537359707,0,0,
val_salt_test_2_coarse_mesh_laminar,7486.0,test_section_complex,connector_expansion_contraction,end,ncc_pipeleg_left_06_connector_start,ncc_pipeleg_left_02_connector_end,left_upper_leg|test_section_span|left_lower_leg,patch(ncc_pipeleg_left_06_connector_start),576,3.749456178e-05,-6223.233226,-11.60842213,0,0,
val_salt_test_2_coarse_mesh_laminar,7487.0,test_section_complex,connector_expansion_contraction,start,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,left_upper_leg|test_section_span|left_lower_leg,patch(ncc_pipeleg_left_02_connector_end),576,3.749456178e-05,-10991.28831,-6.519617017,0,0,
val_salt_test_2_coarse_mesh_laminar,7487.0,test_section_complex,connector_expansion_contraction,end,ncc_pipeleg_left_06_connector_start,ncc_pipeleg_left_02_connector_end,left_upper_leg|test_section_span|left_lower_leg,patch(ncc_pipeleg_left_06_connector_start),576,3.749456178e-05,-6223.215949,-11.59125812,0,0,
