case_id,face_component_id,cell_count,fraction_of_reverse_candidates,volume_m3,x_min,x_max,y_min,y_max,z_min,z_max,mean_speed_m_s,interface_face_count,interface_area_m2,right_leg_wall_face_count,right_leg_wall_area_m2,boundary_escape_face_count,boundary_escape_area_m2,release_status,blocking_reason,alternate_cv_selected,selection_basis
salt_3,16,2,1.44527467e-05,3.51479424172e-10,0.875721127,0.875721127,0.693133011,0.693133011,-0.000762658747,0.000762658747,0.00409499512,8,3.57622645976e-06,0,0,2,1.68310486566e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,17,2,1.44527467e-05,6.19082600097e-10,0.869395494,0.869395494,0.714996502,0.714996502,-0.000714744994,0.000714744994,0.000474044219,6,4.2088663489e-06,0,0,4,3.82026888419e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,18,1,7.22637337e-06,1.71181497855e-10,0.875157371,0.875157371,0.71504949,0.71504949,0.000752923748,0.000752923748,0.000375458437,5,1.8102805639e-06,0,0,1,8.31024610028e-07,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,19,1,7.22637337e-06,1.20773701777e-09,0.915951997,0.915951997,0.703626007,0.703626007,-0.00639067008,-0.00639067008,0.00108946033,6,6.9334489848e-06,0,0,0,0,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area,false,
salt_3,20,1,7.22637337e-06,9.76922438414e-10,0.915951997,0.915951997,0.7045715,0.7045715,-0.00741373503,-0.00741373503,0.00103232265,6,5.98510153691e-06,0,0,0,0,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area,false,
salt_4,1,74256,0.530422732,5.90806538276e-05,0.658791371,0.869378477,-0.256332248,-0.19609,-0.0109065748,0.0109065748,0.0192464268113,10238,0.00895255065973,0,0,5736,0.00908186435923,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,2,23086,0.164907067,1.84318954963e-05,0.873484015,0.928261995,0.69159174,0.797753483,-0.0111257248,0.0119661998,0.00526942090146,10709,0.00893368213451,0,0,807,0.0010238565509,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,3,22327,0.159485407,1.58971045673e-05,0.870767474,0.911446512,-0.313688502,-0.232926998,-0.0110104375,0.0110104375,0.00405124119552,9401,0.00812421267909,0,0,1307,0.00160434233307,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,4,11602,0.0828749804,1.15396962466e-05,0.751033626,0.845612496,0.693744749,0.713872746,-0.0109065748,0.0109065748,0.0277776966131,5634,0.00571421726626,0,0,224,0.000401889903986,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,5,2552,0.0182293527,2.11811305355e-06,0.913699001,0.931016982,-0.25760024,-0.232926998,-0.00942413253,0.00942413253,0.00120712078644,1988,0.00171431175422,0,0,6,5.64249424642e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,6,1959,0.0139934569,7.67900249647e-07,0.904348522,0.928261995,-0.257924244,-0.251537248,-0.0104143673,0.0104143673,0.000905613501332,1188,0.000738026042039,0,0,382,0.000508806920143,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,7,1681,0.0120076575,8.84339028744e-07,0.795781016,0.845612496,0.693373501,0.701444998,0.00213218751,0.00988493231,0.00768126875903,1089,0.000800246036535,0,0,257,0.000420661450255,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,8,1665,0.0118933669,8.74876940033e-07,0.795781016,0.844479501,0.693373501,0.701444998,-0.00988493231,-0.00213218751,0.00765626966967,1082,0.000797122994731,0,0,256,0.000419024635264,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,9,417,0.00297869909,2.86933785797e-07,0.92721501,0.92988801,0.691915736,0.702698007,-0.00927523011,0.008802325,0.0012506739871,580,0.000434572741273,0,0,0,0,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area,false,
salt_4,10,203,0.00145006215,8.84104257542e-08,0.876550257,0.879547745,0.687337518,0.69432313,-0.0062327825,0.00730884884,0.00187378049873,183,0.000130981288838,0,0,101,9.78239689662e-05,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,11,114,0.000814320614,4.21638852135e-08,0.928261995,0.931016982,0.713365257,0.716588259,-0.00379655749,0.00238022752,0.00128384468842,179,9.28151889147e-05,0,0,7,6.98181159528e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,12,84,0.000600025715,4.17358587372e-08,0.876612753,0.879593492,0.683709502,0.685967505,-0.00213218751,0.00483597245,0.00118187189356,97,5.74230857638e-05,15,2.44733797104e-05,36,1.63591745657e-05,blocked_alt_cv_not_released,component_fraction_below_0.75;component_touches_non_wall_or_unreleased_boundary_faces,true,largest_right_leg_wall_area_reverse_component_but_gate_blocked
salt_4,13,29,0.000207151735,3.9272021279e-08,0.921583474,0.924962521,0.701184988,0.704624251,-0.00522872759,-0.000534182502,0.00112073516114,78,9.52048361459e-05,0,0,0,0,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area,false,
salt_4,14,4,2.85726531e-05,7.17240548643e-10,0.899156995,0.899317622,-0.256382503,-0.256174129,-0.00226357873,0.00226357873,0.0007611510625,14,6.97094667763e-06,0,0,4,3.44176674759e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,15,4,2.85726531e-05,4.57876441013e-10,0.905189484,0.905436993,0.716374248,0.716588259,-0.00244355504,0.000819189998,4.1108611425e-05,11,3.27966774812e-06,0,0,7,3.02344731157e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,16,4,2.85726531e-05,1.37453134561e-09,0.869395494,0.869395494,0.71459201,0.714996502,-0.00213218751,-0.000700787496,0.0011870837265,10,5.3301869112e-06,0,0,6,4.48731659605e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,17,3,2.14294898e-05,1.43281874331e-09,0.870767474,0.870767474,0.714848742,0.715058997,-0.00214444494,-0.000704815,0.000817540341333,9,6.81724198772e-06,0,0,5,5.57358249835e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,18,3,2.14294898e-05,5.76920080569e-10,0.895770371,0.897301622,0.693187878,0.69432313,-0.00730884884,-0.00502518623,0.00180841123933,11,5.56055629972e-06,0,0,3,3.59805825363e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_4,19,1,7.14316328e-06,8.69140887972e-10,0.918204486,0.918204486,0.699379727,0.699379727,0.00688035495,0.00688035495,0.000902897031,6,5.61440400484e-06,0,0,0,0,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area,false,
