case_id,face_component_id,patch_name,face_count,area_m2,alternate_cv_selected,classification
salt_4,7,pipeleg_upper_01_straight,257,0.000420661450255,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,8,pipeleg_upper_01_straight,256,0.000419024635264,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,10,junction_upper_right,61,7.9652982823e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,10,ncc_junction_upper_right_lower_start,40,1.81709861432e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,11,junction_upper_right_right_extension,7,6.98181159528e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,12,ncc_pipeleg_right_03_upper_end,36,1.63591745657e-05,true,reverse_component_boundary_escape_not_released_wall_band
salt_4,14,junction_lower_right,4,3.44176674759e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,15,junction_upper_right_right_extension,4,1.56987131017e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,15,junction_upper_right_right_step,3,1.45357600139e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,16,ncc_pipeleg_upper_01_straight_start,4,1.21368656291e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,16,pipeleg_upper_01_straight,2,3.27363003314e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,17,junction_upper_right,2,4.68435787972e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,17,ncc_junction_upper_right_left_end,3,8.89224618633e-07,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,18,junction_upper_right,3,3.59805825363e-06,false,reverse_component_boundary_escape_not_released_wall_band
