bin_index,s_start_m,s_end_m,s_mid_m,bin_width_m,darcy_f_mean,darcy_f_min,darcy_f_max,darcy_f_std,yplus_area_avg_mean,warning_fraction,time_sample_count
38,0.9495983198710544,0.9745877493413453,0.9620930346061998,0.024989429470290925,0.3132094244970716,0.3129250894555459,0.31343987904442056,0.00017812555973921318,0.1403118598092629,1.0,5
39,0.9745877493413453,0.9995771788116361,0.9870824640764907,0.024989429470290814,0.290444370367306,0.2903486813232779,0.29055134296313306,8.586940589819585e-05,0.13495011200746396,1.0,5
40,0.9995771788116361,1.0245666082819271,1.0120718935467816,0.024989429470291036,0.29003131762183226,0.28995078289206505,0.29013629260736984,7.435449760803956e-05,0.13491102668069943,1.0,5
41,1.0245666082819271,1.049556037752218,1.0370613230170727,0.024989429470290814,0.2894279828086769,0.28937371718230764,0.2894993696591733,4.2476344011694434e-05,0.13481680814514896,1.0,5
42,1.049556037752218,1.0745454672225088,1.0620507524873632,0.024989429470290814,0.2881250370897649,0.28797910155581186,0.28822951489639065,8.722158728453612e-05,0.1345870768480827,1.0,5
43,1.0745454672225088,1.0995348966927998,1.0870401819576543,0.024989429470291036,0.2860494196220949,0.2857721025032754,0.2862901804611744,0.000195130257740502,0.1342044714026777,1.0,5
44,1.0995348966927998,1.1245243261630906,1.1120296114279453,0.024989429470290814,0.28314326353605657,0.28300140470081947,0.28328425304526095,0.00010552804637461355,0.13371266258352382,1.0,5
45,1.1245243261630906,1.1495137556333817,1.1370190408982361,0.024989429470291036,0.2769771634084436,0.2767847891792969,0.27710902195470444,0.0001119904973069262,0.13274540612205904,1.0,5
46,1.1495137556333817,1.1745031851036725,1.162008470368527,0.024989429470290814,0.26259545145928,0.26251629629013135,0.26274347737013976,8.083854133519875e-05,0.1315765207254842,1.0,5
47,1.1745031851036725,1.1994926145739635,1.186997899838818,0.024989429470291036,0.1782041151454548,0.17776116464973307,0.1785583574089126,0.00028491432779784463,0.12570484776429555,1.0,5
48,1.1994926145739635,1.2244820440442543,1.211987329309109,0.024989429470290814,0.13481920676014073,0.13462137569068539,0.13505073937969483,0.00017808322858470747,0.10883333542764903,1.0,5
49,1.2244820440442543,1.2494714735145451,1.2369767587793996,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
50,1.2494714735145451,1.2744609029848362,1.2619661882496906,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
51,1.2744609029848362,1.299450332455127,1.2869556177199817,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
52,1.299450332455127,1.324439761925418,1.3119450471902725,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
53,1.324439761925418,1.3494291913957088,1.3369344766605633,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
54,1.3494291913957088,1.3744186208659996,1.3619239061308543,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
55,1.3744186208659996,1.3994080503362907,1.3869133356011452,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
56,1.3994080503362907,1.4243974798065815,1.411902765071436,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
57,1.4243974798065815,1.4493869092768725,1.436892194541727,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
58,1.4493869092768725,1.4743763387471633,1.461881624012018,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
59,1.4743763387471633,1.4993657682174542,1.4868710534823086,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
60,1.4993657682174542,1.5243551976877452,1.5118604829525997,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
61,1.5243551976877452,1.549344627158036,1.5368499124228907,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
62,1.549344627158036,1.574334056628327,1.5618393418931815,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
63,1.574334056628327,1.5993234860986179,1.5868287713634723,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
64,1.5993234860986179,1.6243129155689087,1.6118182008337634,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
65,1.6243129155689087,1.6493023450391997,1.6368076303040542,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
66,1.6493023450391997,1.6742917745094905,1.661797059774345,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
67,1.6742917745094905,1.6992812039797816,1.686786489244636,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
68,1.6992812039797816,1.7242706334500724,1.711775918714927,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
69,1.7242706334500724,1.7492600629203632,1.7367653481852177,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
70,1.7492600629203632,1.7742494923906542,1.7617547776555087,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
71,1.7742494923906542,1.799238921860945,1.7867442071257997,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
72,1.799238921860945,1.824228351331236,1.8117336365960905,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
73,1.824228351331236,1.8492177808015269,1.8367230660663814,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
74,1.8492177808015269,1.8742072102718177,1.8617124955366724,0.024989429470290814,nan,nan,nan,nan,nan,0.0,0
75,1.8742072102718177,1.8991966397421087,1.8867019250069632,0.024989429470291036,1.053351754557982,1.0532763584786105,1.0533930828593216,4.281593926410047e-05,0.1470245941561475,1.0,5
76,1.8991966397421087,1.9241860692123995,1.911691354477254,0.024989429470290814,1.3475590573023282,1.3474578771578973,1.3476276817798163,5.922255575496919e-05,0.15276185493644126,1.0,5
77,1.9241860692123995,1.9491754986826906,1.936680783947545,0.024989429470291036,1.3538598886387472,1.3537502151380059,1.353916216305023,5.80846255239932e-05,0.1580026380121837,1.0,5
78,1.9491754986826906,1.9741649281529814,1.961670213417836,0.024989429470290814,1.2611264841785892,1.2610227637449074,1.2611716119080105,5.3751712849902704e-05,0.1561052141072739,1.0,5
79,1.9741649281529814,1.9991543576232722,1.9866596428881267,0.024989429470290814,1.2119123443165432,1.2118047586228766,1.211954613764448,5.619539859234407e-05,0.15475105155687202,1.0,5
80,1.9991543576232722,2.0241437870935632,2.0116490723584177,0.024989429470291036,1.1891274745175544,1.1890346759028965,1.1891655516550832,4.816860138741026e-05,0.1538368675724993,1.0,5
81,2.0241437870935632,2.0491332165638543,2.0366385018287088,0.024989429470291036,1.1783776352849968,1.1782934710001045,1.1784116131987072,4.4045197426207844e-05,0.15406403325503054,1.0,5
82,2.0491332165638543,2.074122646034145,2.0616279312989993,0.02498942947029059,1.1703868257816923,1.1702973725715322,1.1704222702616647,4.7645926601863105e-05,0.15386929047963324,1.0,5
83,2.074122646034145,2.099112075504436,2.0866173607692904,0.024989429470291036,1.1625257842943426,1.1624326900450537,1.1625635508085428,4.9994400140169394e-05,0.15345461243672825,1.0,5
84,2.099112075504436,2.124101504974727,2.1116067902395814,0.024989429470291036,1.1536005659712334,1.1535094477565222,1.1536351029690957,4.8533833826724414e-05,0.15285599242675843,1.0,5
85,2.124101504974727,2.1490909344450175,2.1365962197098725,0.02498942947029059,1.1427907743073251,1.1427119913664325,1.1428222345094103,4.0930151943091135e-05,0.15206307257620483,1.0,5
86,2.1490909344450175,2.1740803639153086,2.161585649180163,0.024989429470291036,1.128425557886354,1.1283659694889556,1.1284561731864393,3.091687071570497e-05,0.15097778961671232,1.0,5
87,2.1740803639153086,2.1990697933855996,2.186575078650454,0.024989429470291036,1.0633622582296873,1.0633108008714447,1.0633851794981948,2.6573380996096096e-05,0.14690147096344824,1.0,5
88,2.1990697933855996,2.2240592228558906,2.211564508120745,0.024989429470291036,0.6352073289260164,0.6351755088376342,0.6352208488431373,1.7045985704614706e-05,0.1169846701888011,1.0,5
89,2.2240592228558906,2.2490486523261812,2.2365539375910357,0.02498942947029059,nan,nan,nan,nan,nan,0.0,0
90,2.2490486523261812,2.2740380817964723,2.2615433670613267,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
91,2.2740380817964723,2.2990275112667633,2.286532796531618,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
92,2.2990275112667633,2.324016940737054,2.311522226001909,0.02498942947029059,nan,nan,nan,nan,nan,0.0,0
93,2.324016940737054,2.349006370207345,2.3365116554721994,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
94,2.349006370207345,2.373995799677636,2.3615010849424904,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
95,2.373995799677636,2.398985229147927,2.3864905144127815,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
96,2.398985229147927,2.4239746586182176,2.411479943883072,0.02498942947029059,nan,nan,nan,nan,nan,0.0,0
97,2.4239746586182176,2.4489640880885086,2.436469373353363,0.024989429470291036,nan,nan,nan,nan,nan,0.0,0
98,2.4489640880885086,2.4739535175587997,2.461458802823654,0.024989429470291036,0.9236832801285418,0.9236258569060661,0.923712734529149,2.995170563883606e-05,0.13233898772891017,1.0,5
99,2.4739535175587997,2.4989429470290903,2.486448232293945,0.02498942947029059,1.0286539364250793,1.0285867921265446,1.0286822948154133,3.495198267065581e-05,0.1404525969920695,1.0,5
100,2.4989429470290903,2.5239323764993813,2.5114376617642358,0.024989429470291036,1.0132483941105825,1.0131975621119371,1.0132680474709521,2.6053021842633543e-05,0.1400013272326665,1.0,5
101,2.5239323764993813,2.5489218059696723,2.536427091234527,0.024989429470291036,0.9926229179116903,0.9925807751449329,0.9926450190633581,2.2039683905770374e-05,0.13873798539173232,1.0,5
102,2.5489218059696723,2.573911235439963,2.5614165207048174,0.02498942947029059,0.9709248013806426,0.9708823963533372,0.9709499116980382,2.2715929158688126e-05,0.13720829808227783,1.0,5
103,2.573911235439963,2.598900664910254,2.5864059501751084,0.024989429470291036,0.9497440255389129,0.9497022684106882,0.9497679061720676,2.2160931488493734e-05,0.13558899031162058,1.0,5
104,2.598900664910254,2.623890094380545,2.6113953796453995,0.024989429470291036,0.9289450570009008,0.9289039209069995,0.9289682239028461,2.190823396657743e-05,0.1339024169390375,1.0,5
105,2.623890094380545,2.648879523850836,2.6363848091156905,0.024989429470291036,0.9086859851368425,0.908641886475746,0.9087107295872933,2.3663763948199182e-05,0.13218697231915938,1.0,5
106,2.648879523850836,2.6738689533211266,2.6613742385859815,0.02498942947029059,0.8888575323906766,0.8888070124652436,0.8888855430539586,2.6985086675294742e-05,0.13045250527594204,1.0,5
107,2.6738689533211266,2.6988583827914177,2.686363668056272,0.024989429470291036,0.8684059358040888,0.8683483385673841,0.8684379737498876,3.0507894426494974e-05,0.1286145103384116,1.0,5
108,2.6988583827914177,2.7238478122617087,2.711353097526563,0.024989429470291036,0.8466592572101239,0.8465981995416295,0.8466938105858541,3.2298849037990435e-05,0.1266048841304426,1.0,5
109,2.7238478122617087,2.7488372417319993,2.7363425269968538,0.02498942947029059,0.8227189335330104,0.822662276585349,0.8227508102581708,3.0545807768403144e-05,0.12435562399434455,1.0,5
110,2.7488372417319993,2.7738266712022903,2.761331956467145,0.024989429470291036,0.7943499872836614,0.7943078892523643,0.7943711873141165,2.420637959062886e-05,0.1217990179184834,1.0,5
111,2.7738266712022903,2.7988161006725814,2.786321385937436,0.024989429470291036,0.7475635373650745,0.7475328090070714,0.7475800374612929,1.7795586944204765e-05,0.117887684152495,1.0,5
112,2.7988161006725814,2.823805530142872,2.811310815407727,0.02498942947029059,0.6378836835601958,0.6378598845222242,0.6378950036340135,1.2697401475468166e-05,0.11090546777930839,1.0,5
113,2.823805530142872,2.848794959613163,2.8363002448780175,0.024989429470291036,1.013973545858119,1.0139382363721918,1.013987355680937,1.785979362332143e-05,0.15253089616474896,1.0,5
114,2.848794959613163,2.873784389083454,2.8612896743483085,0.024989429470291036,0.6946575447734252,0.6946481377027504,0.6946648588220651,6.535171202303914e-06,0.12960690150673154,1.0,5
115,2.873784389083454,2.898773818553745,2.8862791038185995,0.024989429470291036,0.6142007272359333,0.6141905002586568,0.6142147377233084,8.96425795738591e-06,0.12241458041816286,1.0,5
116,2.898773818553745,2.9237632480240356,2.91126853328889,0.02498942947029059,0.629563252050572,0.6295450671565406,0.629574940682569,1.1468928111763883e-05,0.12173767842004772,1.0,5
117,2.9237632480240356,2.9487526774943267,2.936257962759181,0.024989429470291036,0.6530480726814962,0.6530184434945333,0.6530652095226441,1.832281852906417e-05,0.12164663874781145,1.0,5
118,2.9487526774943267,2.9737421069646177,2.961247392229472,0.024989429470291036,0.6597867175753669,0.6597641570947442,0.659800508996615,1.380251311109945e-05,0.12393605303008055,1.0,5
119,2.9737421069646177,2.9987315364349083,2.9862368216997632,0.02498942947029059,0.6400623907251528,0.6400507543686788,0.6400732919005636,8.398191974603848e-06,0.12116859756140226,1.0,5
120,2.9987315364349083,3.0237209659051993,3.011226251170054,0.024989429470291036,0.6508007462689509,0.6507900468824425,0.650811363857573,7.928589675284422e-06,0.12103170454331103,1.0,5
121,3.0237209659051993,3.0487103953754904,3.036215680640345,0.024989429470291036,0.6662802789880873,0.6662675519315383,0.6662919276537049,8.932529178958664e-06,0.12180556709559734,1.0,5
122,3.0487103953754904,3.073699824845781,3.0612051101106355,0.02498942947029059,0.673336634279001,0.6733205811315737,0.6733485273579798,1.026979689942736e-05,0.12212506856237773,1.0,5
123,3.073699824845781,3.098689254316072,3.0861945395809265,0.024989429470291036,0.7406725535907996,0.7406527703088469,0.7406860156822395,1.193318092718722e-05,0.12349731163574176,1.0,5
124,3.098689254316072,3.123678683786363,3.1111839690512175,0.024989429470291036,0.783476745780461,0.783456334220596,0.7834918978408509,1.2327333287114177e-05,0.1263088448841764,1.0,5
125,3.123678683786363,3.148668113256654,3.1361733985215086,0.024989429470291036,0.8040449149883134,0.8040227213677399,0.8040614089885515,1.3349062197361125e-05,0.12717895435765858,1.0,5
126,3.148668113256654,3.1736575427269447,3.1611628279917996,0.02498942947029059,0.870329230866529,0.8703026642897376,0.8703477845249196,1.5589890680283497e-05,0.12684990244612127,1.0,5
127,3.1736575427269447,3.1986469721972357,3.18615225746209,0.024989429470291036,0.9549984339414618,0.9549671607876985,0.9550190042392618,1.7881412979224342e-05,0.1284104337008085,1.0,5
128,3.1986469721972357,3.2236364016675267,3.2111416869323812,0.024989429470291036,0.9922554885418282,0.9922204436918913,0.9922769299535593,1.9660610132266102e-05,0.1285546752858175,1.0,5
129,3.2236364016675267,3.2486258311378173,3.236131116402672,0.02498942947029059,1.0150395866134114,1.0150024583947654,1.0150616443679257,2.065725237458341e-05,0.12813827903306554,1.0,5
130,3.2486258311378173,3.2736152606081084,3.261120545872963,0.024989429470291036,1.0350962868961004,1.0350572705862897,1.0351191756375049,2.1623546444698487e-05,0.12755008292790088,1.0,5
131,3.2736152606081084,3.2986046900783994,3.286109975343254,0.024989429470291036,1.0587441951081553,1.0587032505546474,1.0587680131374932,2.2662762699364434e-05,0.1270508865079433,1.0,5
132,3.2986046900783994,3.3235941195486904,3.311099404813545,0.024989429470291036,1.069462440623627,1.0694207448897803,1.0694865914179228,2.311497914799818e-05,0.12626739576886467,1.0,5
133,3.3235941195486904,3.348583549018981,3.336088834283836,0.02498942947029059,1.0804188014977643,1.0803767595019684,1.0804430664779276,2.3343381186227165e-05,0.12562169295846404,1.0,5
134,3.348583549018981,3.373572978489272,3.3610782637541265,0.024989429470291036,1.100063718046009,1.1000211426627822,1.1000883210113326,2.3610560774652262e-05,0.12514763438153056,1.0,5
135,3.373572978489272,3.398562407959563,3.3860676932244176,0.024989429470291036,1.1081074664001438,1.108064944728821,1.108132366656345,2.3578659598084997e-05,0.12457107955140094,1.0,5
136,3.398562407959563,3.4235518374298537,3.411057122694708,0.02498942947029059,1.1022806547158228,1.1022386454799586,1.1023056833844578,2.3370055385707507e-05,0.12450651532233632,1.0,5
137,3.4235518374298537,3.4485412669001447,3.436046552164999,0.024989429470291036,1.0441540198424248,1.0441146510759995,1.0441777928118972,2.2108162387281538e-05,0.12286994860505085,1.0,5
138,3.4485412669001447,3.4735306963704358,3.4610359816352902,0.024989429470291036,1.034580774188012,1.0345428140274187,1.0346040685020659,2.1412142510749225e-05,0.12175640584740563,1.0,5
139,3.4735306963704358,3.4985201258407264,3.4860254111055813,0.02498942947029059,1.0274564676588251,1.027418482193529,1.027479571235277,2.1440484377172427e-05,0.12132089104020849,1.0,5
140,3.4985201258407264,3.5235095553110174,3.511014840575872,0.024989429470291036,0.9629858378657037,0.9629508728172342,0.9630071169914068,1.9916342984759853e-05,0.11967270106090715,1.0,5
141,3.5235095553110174,3.5484989847813084,3.536004270046163,0.024989429470291036,0.9402839544450405,0.9402515350973857,0.9403043689366465,1.86431374850437e-05,0.117303250127749,1.0,5
142,3.5484989847813084,3.5734884142515995,3.560993699516454,0.024989429470291036,0.934456526579757,0.9344250241377825,0.9344768298930647,1.8206679006424852e-05,0.11706867177424407,1.0,5
143,3.5734884142515995,3.59847784372189,3.5859831289867445,0.02498942947029059,0.9134112448744418,0.9133806870877001,0.913430869567699,1.772625142902806e-05,0.11644618612332898,1.0,5
144,3.59847784372189,3.623467273192181,3.6109725584570356,0.024989429470291036,0.8167742099788413,0.8167494229354283,0.8167906846924656,1.479344788234499e-05,0.11436544859319656,1.0,5
145,3.623467273192181,3.648456702662472,3.6359619879273266,0.024989429470291036,0.7752968901205652,0.7752759752883233,0.7753125905356676,1.2689147622202062e-05,0.11377725172582279,1.0,5
146,3.648456702662472,3.6734461321327627,3.6609514173976176,0.02498942947029059,0.6786973995970229,0.6786807611578576,0.6787109281923392,1.0926043887236915e-05,0.11192278379272028,0.0,5
147,3.6734461321327627,3.6984355616030538,3.6859408468679082,0.024989429470291036,0.6751752997476912,0.6751596719877533,0.6751884700306954,1.0753826638355057e-05,0.11120431022200268,0.0,5
148,3.6984355616030538,3.723424991073345,3.7109302763381993,0.024989429470291036,0.6742252410124047,0.6742126722830916,0.6742368445935486,8.894137800667451e-06,0.11018155137056791,1.0,5
149,3.723424991073345,3.7484144205436354,3.73591970580849,0.02498942947029059,0.8391261952740692,0.8388916201058373,0.8394438549141654,0.00021870242107357104,0.11509244219481982,1.0,5
