time_s,TP1,TP2,TP3,TP4,TP5,TP6
38.0,450.822704,451.455335,450.682553,457.912179,451.495322,451.456421
39.0,450.79781,451.446682,450.603571,457.132245,451.491668,451.448753
40.0,450.754765,451.437562,450.515487,456.707762,451.48766,451.439405
41.0,450.50333,451.427944,450.432853,456.590504,451.483314,451.428282
42.0,450.128919,451.417693,450.368355,456.621326,451.478607,451.415831
43.0,449.949073,451.406633,450.323605,456.879491,451.47353,451.402345
44.0,449.658166,451.394647,450.286047,458.316828,455.762954,451.388052
45.0,449.296907,451.381844,450.248942,460.080464,456.355877,451.37316
46.0,448.868347,451.36831,450.217241,461.325161,456.378118,451.358359
47.0,448.314699,451.353526,450.22092,460.333251,456.579855,451.344966
48.0,447.940446,451.339031,450.33044,460.22531,457.05643,451.333322
49.0,447.747999,451.324355,450.603314,456.491254,458.843768,451.323153
50.0,447.660999,451.309066,451.162451,462.127682,458.868764,451.314117
51.0,447.628335,451.294346,452.459085,464.280425,458.519704,451.305933
52.0,447.529055,451.280137,454.886934,460.988593,458.947158,455.642929
53.0,447.264924,451.26437,457.801176,454.728604,459.141077,455.821386
54.0,447.038,451.248713,459.202271,453.746447,459.10053,457.904392
55.0,446.918814,451.234506,459.958314,454.005621,460.833149,458.112735
56.0,447.168023,451.223492,460.259134,454.481136,462.795949,457.956929
57.0,447.681463,451.120542,460.289676,455.206716,463.264973,456.582498
58.0,448.309598,444.108302,460.125491,456.116222,461.239874,455.227798
59.0,448.939403,443.907176,459.856615,457.189795,458.743503,457.523185
60.0,449.433486,443.404958,459.521485,458.222628,457.22918,457.596752
61.0,449.7963,443.439027,459.113774,458.85761,456.748895,455.941105
62.0,450.034913,443.433116,458.819545,459.19923,457.149169,456.423695
63.0,450.172337,443.399229,458.427898,459.309707,458.106315,457.920661
64.0,450.240392,443.568093,457.763629,459.369937,458.995233,458.714886
65.0,450.275534,443.816569,456.808502,459.283923,459.43866,458.693749
66.0,450.336793,444.035189,455.831041,459.180756,459.596079,458.515729
67.0,450.417551,444.219191,454.979154,459.113408,459.617761,458.984374
68.0,450.449154,444.355108,454.326507,459.116068,459.581446,459.901814
69.0,450.442541,444.485436,453.875558,459.149337,459.490071,460.647986
70.0,450.481859,444.65671,453.56944,459.102705,459.322293,460.941346
71.0,450.645635,444.834226,453.355804,458.898446,459.119317,461.032325
72.0,450.918945,445.0598,453.219848,458.448129,458.932578,460.986638
73.0,451.152054,445.318456,453.155878,457.768058,458.811567,460.830448
74.0,451.208034,445.560677,453.1719,457.105848,458.734446,460.598802
75.0,451.191275,445.765204,453.253733,456.549475,458.597299,460.346281
76.0,451.185118,445.948513,453.374403,456.106604,458.379432,460.071076
77.0,451.163126,446.125724,453.477808,455.735394,458.110048,459.796551
78.0,451.300025,446.291795,453.508877,455.418889,457.801498,459.515848
79.0,451.588062,446.398598,453.445419,455.14517,457.455531,459.224895
80.0,452.070918,446.471998,453.293171,454.905995,457.085666,458.991142
81.0,452.646311,446.543361,453.058725,454.695067,456.701272,458.779339
82.0,453.307045,446.626538,452.768853,454.512719,456.33195,458.586128
83.0,453.878871,446.726041,452.435011,454.364075,455.996903,458.395575
84.0,454.344213,446.78656,452.097436,454.248551,455.694405,458.235459
85.0,454.747692,446.827399,451.780713,454.160422,455.430385,458.112357
86.0,455.045486,446.838955,451.497616,454.096182,455.191816,457.953445
87.0,455.221261,446.845523,451.248887,454.035309,454.978134,457.778959
88.0,455.301023,446.838029,451.02496,453.965495,454.791127,457.654771
89.0,455.279441,446.84531,450.822088,453.879691,454.63295,457.568086
90.0,455.320269,446.861526,450.636766,453.775882,454.51271,457.502003
91.0,455.435482,446.857764,450.464655,453.6476,454.419069,457.450652
92.0,455.54828,446.829026,450.309914,453.499384,454.367921,457.413381
93.0,455.591272,446.806487,450.171381,453.332938,454.325433,457.393764
94.0,455.598426,446.795228,450.047901,453.155871,454.301718,457.389877
95.0,455.69039,446.787509,449.937442,452.970349,454.28356,457.417364
96.0,455.856069,446.692133,449.839208,452.783561,454.274804,457.477358
97.0,455.986265,446.419606,449.752419,452.600657,454.252615,457.562485
98.0,455.950348,446.329795,449.678584,452.424023,454.221167,457.66439
99.0,455.934755,446.398413,449.620557,452.258592,454.173561,457.795226
100.0,455.987208,446.391302,449.577619,452.10578,454.117646,457.941454
101.0,456.061942,446.58689,449.544993,451.963666,454.043742,458.094643
102.0,456.104246,446.944429,449.517152,451.831343,453.960239,458.197899
103.0,456.102391,447.14729,449.490007,451.710282,453.869861,458.256847
104.0,456.117133,447.183162,449.463774,451.599779,453.773005,458.196332
105.0,456.162462,447.328657,449.440255,451.501714,453.675086,457.985369
106.0,456.217241,447.46018,449.421779,451.415568,453.576194,457.786977
107.0,456.251557,447.438714,449.410179,451.340864,453.477248,457.573361
108.0,456.04485,447.290728,449.405805,451.276851,453.382188,457.486018
109.0,456.030803,447.558179,449.406878,451.223813,453.290032,457.267249
110.0,456.153334,447.8815,449.412371,451.180473,453.202145,457.08012
111.0,456.142484,448.118454,449.421903,451.147296,453.118892,456.898329
112.0,456.107327,448.158287,449.431418,451.124585,453.04121,456.779705
113.0,456.096879,447.67023,449.438372,451.113915,452.970723,456.666908
114.0,456.013017,448.214506,449.441249,451.116138,452.90841,456.543481
115.0,456.05269,448.460235,449.439031,451.131357,452.854685,456.415313
116.0,455.923179,447.007614,449.433675,451.159457,452.809558,456.331924
117.0,455.816929,447.374099,449.427698,451.197737,452.774031,456.246172
118.0,455.703562,448.170875,449.41333,451.242031,452.748646,456.165717
119.0,455.53373,448.493979,449.378807,451.287585,452.733466,456.09911
120.0,455.399193,448.550304,449.317245,451.330225,452.728315,456.040432
121.0,455.415125,447.003961,449.248213,451.366727,452.729376,455.985429
122.0,455.337004,448.036709,449.127201,451.394578,452.737343,455.932414
123.0,455.130055,448.193883,448.950155,451.412743,452.74947,455.885226
124.0,455.117656,448.589249,448.754048,451.4211,452.768129,455.85465
125.0,455.103855,448.695723,448.540632,451.420344,452.793709,455.879016
126.0,454.959662,447.892321,448.335213,451.412634,452.824285,455.939476
127.0,454.798387,448.652925,448.142171,451.400469,452.856263,455.986022
128.0,454.684125,448.693104,447.956547,451.386467,452.887187,455.99952
129.0,454.649126,448.731116,447.784438,451.373462,452.914257,455.985383
130.0,454.643531,448.21298,447.689679,451.364172,452.93528,455.946977
131.0,454.59886,448.765182,447.614406,451.35959,452.950836,455.879662
132.0,454.523519,449.072118,447.559734,451.360912,452.96095,455.857803
133.0,454.421636,449.083164,447.508762,451.368758,452.964139,455.855678
134.0,454.272834,448.788027,447.461499,451.383217,452.959587,455.7658
135.0,454.135452,449.226585,447.419001,451.404656,452.950148,455.678502
136.0,454.09852,449.510747,447.383222,451.4336,452.937691,455.615369
137.0,454.143161,449.187955,447.356741,451.470143,452.924265,455.522469
138.0,454.120931,449.244468,447.338572,451.514174,452.90976,455.473435
139.0,454.008191,449.158846,447.329894,451.565322,452.895253,455.453568
140.0,453.879771,448.99653,447.328521,451.623056,452.882489,455.437783
141.0,453.800493,449.141766,447.331695,451.686425,452.872751,455.41351
142.0,453.760436,449.33363,447.341741,451.753737,452.866143,455.385536
143.0,453.731368,448.643265,447.358643,451.823033,452.861609,455.354348
144.0,453.678614,449.275472,447.379468,451.893179,452.859448,455.317785
145.0,453.60808,449.576153,447.406522,451.962527,452.860498,455.286242
146.0,453.546497,449.579979,447.441447,452.029739,452.865207,455.255817
147.0,453.497361,449.512636,447.482631,452.095673,452.872966,455.224386
148.0,453.454044,449.742008,447.528852,452.161579,452.883893,455.203279
149.0,453.422543,447.81405,447.583637,452.226953,452.89818,455.182164
150.0,453.415749,448.359901,447.646684,452.291233,452.915442,455.149996
151.0,453.452293,448.71922,447.709954,452.354634,452.936904,455.121081
152.0,453.435609,448.780752,447.781058,452.416969,452.961831,455.115043
153.0,453.38187,448.361254,447.898068,452.47769,452.989556,455.157327
154.0,453.31552,447.985928,448.05375,452.53632,453.021325,455.191565
155.0,453.190287,448.116192,448.20949,452.593062,453.055725,455.204541
156.0,453.146192,448.241895,448.365605,452.647654,453.091266,455.219368
157.0,453.067429,448.314187,448.536631,452.699524,453.127114,455.232335
158.0,453.025276,448.158147,448.710089,452.748989,453.162251,455.230368
159.0,453.03191,447.600095,448.871037,452.79552,453.196297,455.219383
160.0,453.046565,447.677866,449.019192,452.838854,453.230752,455.190579
161.0,453.039432,447.830249,449.16451,452.878976,453.265417,455.170891
162.0,453.039927,447.774313,449.304437,452.915888,453.299971,455.174778
163.0,453.019165,447.636591,449.439801,452.94838,453.333561,455.209775
164.0,453.016651,447.615539,449.576532,452.97677,453.366044,455.228996
165.0,453.01045,447.676179,449.715991,453.001523,453.397304,455.251235
166.0,453.016024,447.69705,449.844716,453.02246,453.427236,455.238129
167.0,453.032837,447.706867,449.945905,453.039549,453.455434,455.203751
168.0,453.049292,447.736224,449.982805,453.053651,453.481514,455.158708
169.0,453.060871,447.755665,450.010272,453.064469,453.50512,455.139018
170.0,453.067143,447.78226,450.031596,453.071356,453.526222,455.13461
171.0,453.073332,447.888969,450.045056,453.074496,453.545036,455.169485
172.0,453.082884,448.053119,450.052409,453.073922,453.561159,455.21515
173.0,453.095338,447.812919,450.054184,453.069943,453.57457,455.246359
174.0,453.107318,447.713731,450.04746,453.06276,453.585052,455.199341
175.0,453.120683,447.957854,450.030024,453.052606,453.592654,455.145283
176.0,453.133496,448.178251,450.004754,453.039771,453.596841,455.060338
177.0,453.146418,448.265503,449.973818,453.024576,453.598646,455.007585
178.0,453.160418,448.246119,449.938405,453.007342,453.598726,454.990717
179.0,453.173991,448.150845,449.900901,452.98863,453.596806,454.987979
180.0,453.186795,448.246731,449.859109,452.968536,453.592589,455.001391
181.0,453.201783,448.34583,449.8174,452.947029,453.586549,455.034426
182.0,453.22426,448.380426,449.779386,452.925024,453.578714,455.101464
183.0,453.254066,448.457077,449.743153,452.903037,453.569318,455.164808
184.0,453.279247,448.507555,449.705759,452.882113,453.558656,455.209264
185.0,453.302247,448.506686,449.667565,452.863512,453.546794,455.214114
186.0,453.285741,448.484338,449.595652,452.847942,453.533775,455.20672
187.0,453.28001,448.487039,449.524692,452.836104,453.520836,455.201794
188.0,453.286468,448.517914,449.454344,452.82822,453.50812,455.192178
189.0,453.309388,448.534362,449.383338,452.824117,453.496222,455.194109
190.0,453.334105,448.554429,449.318818,452.823468,453.485724,455.193898
191.0,453.350712,448.593684,449.267485,452.826401,453.477288,455.199362
192.0,453.358881,448.629572,449.229015,452.8326,453.471445,455.163093
193.0,453.366498,448.660512,449.200319,452.841705,453.468153,455.100128
194.0,453.380257,448.675762,449.179555,452.853587,453.467219,455.085124
195.0,453.399452,448.668185,449.166745,452.868067,453.468721,455.090567
196.0,453.420019,448.655927,449.161413,452.884991,453.472703,455.102439
197.0,453.438871,448.657734,449.162846,452.903847,453.47905,455.11467
198.0,453.456082,448.676684,449.170166,452.924296,453.487418,455.12174
199.0,453.476899,448.702447,449.182141,452.946133,453.497713,455.126026
200.0,453.509523,448.726718,449.197629,452.968759,453.509806,455.132006
201.0,453.552521,448.742135,449.215657,452.991835,453.52354,455.143783
202.0,453.57145,448.747382,449.236035,453.014945,453.538707,455.158643
203.0,453.555782,448.74021,449.258534,453.037743,453.555119,455.17384
204.0,453.562211,448.727473,449.282192,453.059754,453.572551,455.189581
205.0,453.58551,448.732014,449.306211,453.080716,453.590741,455.210594
206.0,453.610784,448.750923,449.330324,453.100374,453.609452,455.234427
207.0,453.628616,448.799969,449.354497,453.118522,453.628422,455.26133
208.0,453.639368,448.793501,449.377903,453.135034,453.647401,455.288024
209.0,453.648856,448.681269,449.399569,453.149918,453.666374,455.310182
210.0,453.66113,448.677651,449.417658,453.163019,453.684834,455.324518
211.0,453.676959,448.734421,449.432088,453.174298,453.702657,455.332977
212.0,453.695108,448.771047,449.443753,453.183779,453.719452,455.338251
213.0,453.713412,448.786366,449.45306,453.191419,453.735183,455.345065
214.0,453.730281,448.787488,449.457483,453.197265,453.749814,455.35238
215.0,453.748277,448.787233,449.456797,453.201366,453.76318,455.356999
216.0,453.779666,448.80299,449.450997,453.203602,453.775211,455.358246
217.0,453.823005,448.824063,449.440277,453.204183,453.785867,455.361046
218.0,453.806488,448.839182,449.425538,453.203269,453.795121,455.367446
219.0,453.771699,448.845732,449.407611,453.200861,453.802977,455.376053
220.0,453.767007,448.841335,449.385864,453.19705,453.809411,455.384631
221.0,453.780748,448.829568,449.360633,453.192022,453.81443,455.392347
222.0,453.793251,448.83019,449.332673,453.185976,453.818176,455.398839
223.0,453.796486,448.877963,449.302247,453.178907,453.820654,455.402153
224.0,453.791106,448.932137,449.269398,453.171041,453.821857,455.404107
225.0,453.783567,448.870365,449.234187,453.162564,453.821871,455.405242
226.0,453.777459,448.796631,449.197,453.153513,453.820837,455.405849
227.0,453.775304,448.844562,449.156853,453.14396,453.818847,455.406562
228.0,453.775612,448.900402,449.114492,453.134183,453.815966,455.408463
229.0,453.775552,448.929516,449.070312,453.124173,453.812359,455.410392
230.0,453.772669,448.943171,449.023702,453.114003,453.808062,455.412185
231.0,453.769107,448.949082,448.974629,453.103769,453.803115,455.413132
232.0,453.774314,448.949188,448.924417,453.093539,453.797647,455.412674
233.0,453.786885,448.952633,448.87256,453.083255,453.79179,455.409924
234.0,453.7768,448.964747,448.819783,453.073142,453.785526,455.407405
235.0,453.738842,448.977332,448.766808,453.063115,453.778942,455.404981
236.0,453.719204,448.982817,448.71243,453.053202,453.772129,455.40224
237.0,453.724203,448.980287,448.656329,453.043342,453.765094,455.400132
238.0,453.733936,448.972132,448.600172,453.033614,453.757881,455.398878
239.0,453.738658,448.986676,448.544423,453.023972,453.750587,455.398016
240.0,453.736498,449.045884,448.487342,453.014411,453.743257,455.396931
241.0,453.732109,449.046996,448.430369,453.004972,453.735894,455.395823
242.0,453.72768,448.89858,448.374574,452.995615,453.728547,455.394202
243.0,453.724622,448.88559,448.319387,452.986312,453.721266,455.392164
244.0,453.725144,448.962849,448.266465,452.977316,453.714035,455.390389
245.0,453.729203,449.012579,448.215475,452.968797,453.706892,455.387952
246.0,453.734894,449.02722,448.165408,452.960821,453.699859,455.384028
247.0,453.745701,449.028589,448.11673,452.953564,453.692912,455.380888
248.0,453.7751,449.017086,448.066959,452.947209,453.686059,455.378759
249.0,453.799703,448.999845,448.015582,452.94161,453.679381,455.377455
250.0,453.754363,448.987313,447.966092,452.936813,453.672915,455.376555
251.0,453.709339,448.988967,447.920006,452.932948,453.666734,455.375451
252.0,453.716812,448.994216,447.875817,452.929883,453.660815,455.373241
253.0,453.745837,448.990782,447.833285,452.927494,453.655193,455.369803
254.0,453.767762,448.975506,447.79347,452.925772,453.649894,455.366113
255.0,453.776805,448.959645,447.756024,452.924658,453.645001,455.362933
256.0,453.779753,448.978645,447.721045,452.924172,453.640563,455.36018
257.0,453.781523,449.008975,447.687852,452.924256,453.636545,455.357938
258.0,453.782144,448.939717,447.656609,452.924749,453.632928,455.355673
259.0,453.783947,448.827532,447.62653,452.925654,453.629736,455.352766
260.0,453.790612,448.877613,447.596592,452.927048,453.626991,455.35027
261.0,453.800916,448.937889,447.567416,452.928907,453.624679,455.348787
262.0,453.812304,448.946131,447.539725,452.931129,453.622832,455.347007
263.0,453.828051,448.942723,447.512863,452.933713,453.621292,455.344482
264.0,453.85332,448.939329,447.486614,452.936679,453.620255,455.341677
265.0,453.84904,448.931101,447.461266,452.939913,453.619674,455.3392
266.0,453.813185,448.915835,447.437019,452.943235,453.6195,455.337306
267.0,453.801723,448.906877,447.413575,452.946605,453.619705,455.335985
268.0,453.819036,448.910906,447.390613,452.95006,453.620246,455.334927
269.0,453.839683,448.911562,447.368884,452.953384,453.62112,455.334582
270.0,453.850893,448.901502,447.348371,452.956574,453.622241,455.334835
271.0,453.8543,448.920132,447.328463,452.959566,453.623613,455.334851
272.0,453.854928,448.98809,447.308895,452.962431,453.625202,455.334489
273.0,453.853559,448.968184,447.290228,452.965056,453.626954,455.334253
274.0,453.850784,448.765133,447.272276,452.967362,453.628748,455.334374
275.0,453.850386,448.75429,447.253505,452.969411,453.630554,455.334458
276.0,453.854133,448.853181,447.234323,452.971242,453.632378,455.334649
277.0,453.860036,448.897708,447.215935,452.97282,453.634169,455.335568
278.0,453.867623,448.903865,447.197826,452.974156,453.635919,455.337003
279.0,453.882868,448.903053,447.179458,452.975396,453.637614,455.337976
280.0,453.899634,448.902504,447.160788,452.976593,453.639267,455.338883
281.0,453.87908,448.891854,447.142105,452.977558,453.640872,455.340059
282.0,453.847438,448.872896,447.123616,452.97831,453.642401,455.341319
283.0,453.840894,448.868338,447.104827,452.978983,453.643865,455.34227
284.0,453.852208,448.878848,447.085802,452.979442,453.645283,455.343
285.0,453.863453,448.879711,447.067151,452.979597,453.646631,455.34415
286.0,453.866536,448.873553,447.04885,452.979499,453.647884,455.345481
287.0,453.864221,448.900243,447.030493,452.979238,453.649057,455.346717
288.0,453.859788,448.934997,447.012227,452.97886,453.650132,455.348091
289.0,453.854146,448.83885,446.994302,452.978292,453.651041,455.349825
290.0,453.849068,448.753062,446.976001,452.977554,453.651775,455.351374
291.0,453.847222,448.808356,446.95672,452.976765,453.652382,455.352256
292.0,453.848731,448.866153,446.937508,452.975955,453.65288,455.353531
293.0,453.851383,448.883388,446.918785,452.975079,453.653264,455.355523
294.0,453.855609,448.885781,446.900095,452.974203,453.653535,455.356995
295.0,453.868013,448.889175,446.881286,452.97344,453.653723,455.358072
296.0,453.886832,448.888949,446.862399,452.972724,453.653862,455.359499
297.0,453.871466,448.880054,446.843724,452.971967,453.653954,455.361349
298.0,453.833168,448.873492,446.825622,452.971294,453.65401,455.363201
299.0,453.820207,448.879591,446.807431,452.970691,453.654061,455.364626
300.0,453.830233,448.885232,446.788939,452.97005,453.654115,455.365987
301.0,453.841585,448.879069,446.770853,452.96936,453.654167,455.367675
302.0,453.845084,448.882277,446.753435,452.968663,453.654224,455.369295
303.0,453.842509,448.922709,446.736432,452.967981,453.654295,455.370648
304.0,453.837632,448.925375,446.719958,452.96733,453.65435,455.372078
305.0,453.831655,448.810389,446.704029,452.966635,453.654368,455.373634
306.0,453.826248,448.788046,446.687745,452.965894,453.654373,455.374892
307.0,453.824524,448.850895,446.671243,452.965193,453.654386,455.376121
308.0,453.82673,448.890524,446.65764,452.964491,453.654407,455.378075
309.0,453.830698,448.901887,446.64776,452.96384,453.65442,455.380079
310.0,453.836792,448.906075,446.63798,452.963242,453.654419,455.381566
311.0,453.85188,448.908123,446.628201,452.962801,453.654428,455.382998
312.0,453.875862,448.905184,446.618392,452.962427,453.654464,455.384686
313.0,453.864502,448.897012,446.608695,452.962124,453.654529,455.386532
314.0,453.821307,448.89499,446.599333,452.961962,453.654625,455.388313
315.0,453.807688,448.902083,446.590083,452.961837,453.654771,455.389724
316.0,453.819644,448.904981,446.580937,452.961672,453.654972,455.391081
317.0,453.833974,448.896952,446.572254,452.96148,453.655233,455.392688
318.0,453.840467,448.8986,446.563949,452.961263,453.655561,455.394235
319.0,453.839615,448.941336,446.555816,452.961039,453.655935,455.395729
320.0,453.835889,448.955194,446.548019,452.96085,453.656315,455.397244
321.0,453.831593,448.842041,446.541059,452.960633,453.656687,455.398696
322.0,453.828643,448.803568,446.533749,452.960364,453.657066,455.400042
323.0,453.829501,448.86518,446.526304,452.960114,453.657462,455.40171
324.0,453.834062,448.907428,446.519248,452.959885,453.657871,455.403878
325.0,453.840009,448.921185,446.512442,452.959643,453.658279,455.405731
326.0,453.847207,448.927021,446.505682,452.959459,453.658677,455.407164
327.0,453.862308,448.928559,446.49895,452.959428,453.659082,455.408317
328.0,453.891574,448.922147,446.492153,452.959465,453.659512,455.409623
329.0,453.893411,448.910183,446.485443,452.959539,453.659965,455.411077
330.0,453.848524,448.907932,446.479094,452.959735,453.660438,455.41251
331.0,453.829057,448.915932,446.472876,452.959959,453.660949,455.413614
332.0,453.83911,448.91902,446.466646,452.96012,453.661504,455.414657
333.0,453.855461,448.90989,446.460651,452.960249,453.6621,455.416003
334.0,453.864402,448.91017,446.454822,452.960362,453.662742,455.417398
335.0,453.864816,448.957564,446.449057,452.960459,453.663415,455.418651
336.0,453.86164,448.979508,446.44353,452.960592,453.664078,455.41993
337.0,453.858047,448.859588,446.438283,452.960701,453.664715,455.421174
338.0,453.856147,448.807595,446.432744,452.960723,453.665342,455.422163
339.0,453.858164,448.871885,446.426844,452.960716,453.665969,455.423318
340.0,453.863736,448.919709,446.421145,452.960713,453.666588,455.424936
341.0,453.870195,448.936773,446.415627,452.960684,453.667188,455.426315
342.0,453.876786,448.942289,446.410157,452.960704,453.667754,455.427318
343.0,453.889051,448.941588,446.404506,452.960879,453.668298,455.428406
344.0,453.917832,448.934967,446.398713,452.961119,453.668842,455.429674
345.0,453.93243,448.924333,446.392839,452.961388,453.669388,455.431038
346.0,453.890827,448.922479,446.387161,452.961792,453.669935,455.432416
347.0,453.862818,448.931009,446.381642,452.962249,453.6705,455.433484
348.0,453.868248,448.9356,446.376083,452.962659,453.671095,455.434374
349.0,453.884861,448.92639,446.370616,452.963048,453.671718,455.43557
350.0,453.895655,448.919504,446.365277,452.963431,453.672382,455.436897
351.0,453.897134,448.960035,446.359918,452.963785,453.673078,455.438068
352.0,453.893839,449.003146,446.354699,452.964155,453.673765,455.439217
353.0,453.88984,448.899081,446.349792,452.964521,453.674423,455.440336
354.0,453.88761,448.813349,446.344693,452.964796,453.675071,455.441176
355.0,453.888974,448.873156,446.339101,452.96504,453.675721,455.44221
356.0,453.893958,448.930214,446.333576,452.965321,453.676363,455.443823
357.0,453.899814,448.9523,446.328205,452.965614,453.676988,455.44525
358.0,453.905059,448.959876,446.3228,452.965964,453.67758,455.446257
359.0,453.914085,448.960359,446.317316,452.966495,453.678148,455.447294
360.0,453.938955,448.953117,446.311684,452.96714,453.67872,455.448482
361.0,453.960671,448.940884,446.305953,452.967796,453.679312,455.449758
362.0,453.926746,448.938438,446.300403,452.968579,453.679925,455.451102
363.0,453.891443,448.948147,446.295097,452.96944,453.680573,455.452227
364.0,453.89215,448.954352,446.289689,452.970255,453.68127,455.453078
365.0,453.908635,448.946718,446.284286,452.971038,453.682011,455.45421
366.0,453.921163,448.934296,446.279042,452.971825,453.682802,455.455609
367.0,453.923632,448.961062,446.273839,452.972593,453.683642,455.456884
368.0,453.920413,449.020293,446.268766,452.973374,453.684488,455.458115
369.0,453.915949,448.958096,446.264095,452.974183,453.685309,455.459382
370.0,453.912847,448.827811,446.259475,452.974914,453.686122,455.46037
371.0,453.912967,448.871201,446.254344,452.975589,453.686944,455.461369
372.0,453.91696,448.941317,446.24916,452.976293,453.687769,455.463021
373.0,453.92235,448.970334,446.244236,452.977013,453.68859,455.464651
374.0,453.927099,448.979844,446.239335,452.977761,453.689392,455.465762
375.0,453.934563,448.980557,446.234389,452.978665,453.690175,455.46683
376.0,453.956635,448.972966,446.22934,452.979716,453.690966,455.468065
377.0,453.981342,448.960702,446.224175,452.980745,453.691785,455.469404
378.0,453.952008,448.956354,446.219177,452.98184,453.69263,455.470839
379.0,453.912701,448.964814,446.214512,452.983016,453.693507,455.472143
380.0,453.910478,448.9724,446.209806,452.984132,453.694432,455.473098
381.0,453.927146,448.967697,446.205141,452.98518,453.695397,455.474237
382.0,453.940846,448.952881,446.200671,452.986206,453.696403,455.475744
383.0,453.944204,448.967425,446.196243,452.987198,453.697451,455.477153
384.0,453.941172,449.029521,446.191897,452.988179,453.698506,455.478429
385.0,453.936432,449.006123,446.187932,452.989178,453.699527,455.479744
386.0,453.932674,448.858222,446.184178,452.990085,453.700521,455.480795
387.0,453.93201,448.8715,446.179972,452.990905,453.701509,455.481624
388.0,453.935408,448.947625,446.175525,452.991725,453.702493,455.48312
389.0,453.940573,448.985465,446.171297,452.992543,453.703465,455.484872
390.0,453.945195,448.997351,446.166993,452.993353,453.704409,455.48606
391.0,453.951988,448.998423,446.162721,452.994274,453.705322,455.487079
392.0,453.97222,448.991006,446.158433,452.995354,453.706229,455.488266
393.0,453.998028,448.97854,446.154047,452.996413,453.707149,455.489567
394.0,453.97135,448.972045,446.149809,452.997488,453.708082,455.490978
395.0,453.930366,448.979106,446.145854,452.998643,453.709033,455.492274
396.0,453.926256,448.988109,446.141919,452.999744,453.710018,455.493146
397.0,453.942672,448.985903,446.138016,453.000751,453.711033,455.494117
398.0,453.957022,448.971258,446.134333,453.001712,453.712072,455.495457
399.0,453.96095,448.979312,446.130724,453.002624,453.713142,455.496731
400.0,453.95807,449.039756,446.127122,453.003516,453.714215,455.497847
401.0,453.953217,449.035802,446.123812,453.004388,453.715249,455.499029
402.0,453.949019,448.885661,446.120746,453.005205,453.71624,455.500041
403.0,453.947807,448.876447,446.117257,453.005905,453.717211,455.500719
404.0,453.950722,448.954249,446.11348,453.006593,453.718169,455.501902
405.0,453.955674,448.998658,446.109931,453.007277,453.719106,455.503557
406.0,453.960265,449.012946,446.106479,453.007941,453.720008,455.504723
407.0,453.966686,449.01404,446.10302,453.008693,453.720871,455.505595
408.0,453.985649,449.006803,446.099497,453.009605,453.721716,455.506584
409.0,454.012051,448.994931,446.095825,453.010513,453.722563,455.507695
