family,branch,variable,decision,support_status,primary_limitation,explanation
salt1,right_leg,effective_htc,internal_only,all_cases_blocked,thermal_low_usable_fraction,"salt1 / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=2.170-2.180 K."
salt1,right_leg,effective_ua,internal_only,all_cases_blocked,thermal_low_usable_fraction,"salt1 / right_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=2.170-2.180 K."
salt1,right_leg,thermal_resistance,internal_only,all_cases_blocked,thermal_low_usable_fraction,"salt1 / right_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=2.170-2.180 K."
salt1,left_lower_leg,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt1 / left_lower_leg / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=3.868-4.397 K."
salt1,left_lower_leg,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt1 / left_lower_leg / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=3.868-4.397 K."
salt1,left_lower_leg,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt1 / left_lower_leg / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=3.868-4.397 K."
salt1,test_section_span,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt1 / test_section_span / Effective HTC: support=all_cases_paper_safe, sign=mixed_driver_or_heat_role, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.331-2.780 K."
salt1,test_section_span,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt1 / test_section_span / Effective UA': support=all_cases_paper_safe, sign=mixed_driver_or_heat_role, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.331-2.780 K."
salt1,test_section_span,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt1 / test_section_span / Effective R'_th: support=all_cases_paper_safe, sign=mixed_driver_or_heat_role, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.331-2.780 K."
salt1,left_upper_leg,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt1 / left_upper_leg / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=3.389-3.716 K."
salt1,left_upper_leg,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt1 / left_upper_leg / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=3.389-3.716 K."
salt1,left_upper_leg,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt1 / left_upper_leg / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=3.389-3.716 K."
salt1,upper_leg,effective_htc,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt1 / upper_leg / Effective HTC: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.957-0.957, min_abs_delta_t_range=0.343-0.400 K."
salt1,upper_leg,effective_ua,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt1 / upper_leg / Effective UA': support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.957-0.957, min_abs_delta_t_range=0.343-0.400 K."
salt1,upper_leg,thermal_resistance,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt1 / upper_leg / Effective R'_th: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.957-0.957, min_abs_delta_t_range=0.343-0.400 K."
salt1,upcomer,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt1 / upcomer / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.331-2.780 K."
salt1,upcomer,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt1 / upcomer / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.331-2.780 K."
salt1,upcomer,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt1 / upcomer / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.331-2.780 K."
salt2,lower_leg,effective_htc,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt2 / lower_leg / Effective HTC: support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.320-1.557 K."
salt2,lower_leg,effective_ua,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt2 / lower_leg / Effective UA': support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.320-1.557 K."
salt2,lower_leg,thermal_resistance,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt2 / lower_leg / Effective R'_th: support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.320-1.557 K."
salt2,right_leg,effective_htc,internal_only,all_cases_blocked,thermal_low_usable_fraction,"salt2 / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=2.711-2.750 K."
salt2,right_leg,effective_ua,internal_only,all_cases_blocked,thermal_low_usable_fraction,"salt2 / right_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=2.711-2.750 K."
salt2,right_leg,thermal_resistance,internal_only,all_cases_blocked,thermal_low_usable_fraction,"salt2 / right_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=2.711-2.750 K."
salt2,left_lower_leg,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt2 / left_lower_leg / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=2.513-3.816 K."
salt2,left_lower_leg,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt2 / left_lower_leg / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=2.513-3.816 K."
salt2,left_lower_leg,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt2 / left_lower_leg / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=2.513-3.816 K."
salt2,test_section_span,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt2 / test_section_span / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.505-3.728 K."
salt2,test_section_span,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt2 / test_section_span / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.505-3.728 K."
salt2,test_section_span,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt2 / test_section_span / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.505-3.728 K."
salt2,left_upper_leg,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt2 / left_upper_leg / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=2.240-3.182 K."
salt2,left_upper_leg,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt2 / left_upper_leg / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=2.240-3.182 K."
salt2,left_upper_leg,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt2 / left_upper_leg / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=2.240-3.182 K."
salt2,upper_leg,effective_htc,internal_only,mixed_with_blocked_cases,thermal_qc_marginal,"salt2 / upper_leg / Effective HTC: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.947-0.957, min_abs_delta_t_range=0.222-0.431 K."
salt2,upper_leg,effective_ua,internal_only,mixed_with_blocked_cases,thermal_qc_marginal,"salt2 / upper_leg / Effective UA': support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.947-0.957, min_abs_delta_t_range=0.222-0.431 K."
salt2,upper_leg,thermal_resistance,internal_only,mixed_with_blocked_cases,thermal_qc_marginal,"salt2 / upper_leg / Effective R'_th: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.947-0.957, min_abs_delta_t_range=0.222-0.431 K."
salt2,upcomer,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt2 / upcomer / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.240-3.182 K."
salt2,upcomer,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt2 / upcomer / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.240-3.182 K."
salt2,upcomer,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt2 / upcomer / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.240-3.182 K."
salt3,lower_leg,effective_htc,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt3 / lower_leg / Effective HTC: support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.680-1.117 K."
salt3,lower_leg,effective_ua,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt3 / lower_leg / Effective UA': support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.680-1.117 K."
salt3,lower_leg,thermal_resistance,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt3 / lower_leg / Effective R'_th: support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.680-1.117 K."
salt3,right_leg,effective_htc,internal_only,all_cases_blocked,thermal_low_usable_fraction,"salt3 / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=3.057-3.199 K."
salt3,right_leg,effective_ua,internal_only,all_cases_blocked,thermal_low_usable_fraction,"salt3 / right_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=3.057-3.199 K."
salt3,right_leg,thermal_resistance,internal_only,all_cases_blocked,thermal_low_usable_fraction,"salt3 / right_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=3.057-3.199 K."
salt3,left_lower_leg,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt3 / left_lower_leg / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=2.357-3.049 K."
salt3,left_lower_leg,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt3 / left_lower_leg / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=2.357-3.049 K."
salt3,left_lower_leg,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt3 / left_lower_leg / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=2.357-3.049 K."
salt3,test_section_span,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt3 / test_section_span / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.444-3.093 K."
salt3,test_section_span,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt3 / test_section_span / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.444-3.093 K."
salt3,test_section_span,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt3 / test_section_span / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.444-3.093 K."
salt3,left_upper_leg,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt3 / left_upper_leg / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=2.197-2.589 K."
salt3,left_upper_leg,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt3 / left_upper_leg / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=2.197-2.589 K."
salt3,left_upper_leg,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt3 / left_upper_leg / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=2.197-2.589 K."
salt3,upper_leg,effective_htc,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt3 / upper_leg / Effective HTC: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.957-0.957, min_abs_delta_t_range=0.259-0.268 K."
salt3,upper_leg,effective_ua,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt3 / upper_leg / Effective UA': support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.957-0.957, min_abs_delta_t_range=0.259-0.268 K."
salt3,upper_leg,thermal_resistance,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt3 / upper_leg / Effective R'_th: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.957-0.957, min_abs_delta_t_range=0.259-0.268 K."
salt3,upcomer,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt3 / upcomer / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.197-2.589 K."
salt3,upcomer,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt3 / upcomer / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.197-2.589 K."
salt3,upcomer,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt3 / upcomer / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.197-2.589 K."
salt4,lower_leg,effective_htc,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt4 / lower_leg / Effective HTC: support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.761, min_abs_delta_t_range=1.171-1.699 K."
salt4,lower_leg,effective_ua,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt4 / lower_leg / Effective UA': support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.761, min_abs_delta_t_range=1.171-1.699 K."
salt4,lower_leg,thermal_resistance,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"salt4 / lower_leg / Effective R'_th: support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.761, min_abs_delta_t_range=1.171-1.699 K."
salt4,right_leg,effective_htc,internal_only,all_cases_blocked,thermal_low_usable_fraction,"salt4 / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=3.635-3.872 K."
salt4,right_leg,effective_ua,internal_only,all_cases_blocked,thermal_low_usable_fraction,"salt4 / right_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=3.635-3.872 K."
salt4,right_leg,thermal_resistance,internal_only,all_cases_blocked,thermal_low_usable_fraction,"salt4 / right_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=3.635-3.872 K."
salt4,left_lower_leg,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt4 / left_lower_leg / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=2.032-2.660 K."
salt4,left_lower_leg,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt4 / left_lower_leg / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=2.032-2.660 K."
salt4,left_lower_leg,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt4 / left_lower_leg / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=2.032-2.660 K."
salt4,test_section_span,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt4 / test_section_span / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.166-2.854 K."
salt4,test_section_span,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt4 / test_section_span / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.166-2.854 K."
salt4,test_section_span,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt4 / test_section_span / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.166-2.854 K."
salt4,left_upper_leg,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt4 / left_upper_leg / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=2.032-2.383 K."
salt4,left_upper_leg,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt4 / left_upper_leg / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=2.032-2.383 K."
salt4,left_upper_leg,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt4 / left_upper_leg / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=2.032-2.383 K."
salt4,upper_leg,effective_htc,internal_only,mixed_with_blocked_cases,thermal_small_delta_t,"salt4 / upper_leg / Effective HTC: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.947-0.957, min_abs_delta_t_range=0.152-0.268 K."
salt4,upper_leg,effective_ua,internal_only,mixed_with_blocked_cases,thermal_small_delta_t,"salt4 / upper_leg / Effective UA': support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.947-0.957, min_abs_delta_t_range=0.152-0.268 K."
salt4,upper_leg,thermal_resistance,internal_only,mixed_with_blocked_cases,thermal_small_delta_t,"salt4 / upper_leg / Effective R'_th: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.947-0.957, min_abs_delta_t_range=0.152-0.268 K."
salt4,upcomer,effective_htc,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt4 / upcomer / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.032-2.383 K."
salt4,upcomer,effective_ua,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt4 / upcomer / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.032-2.383 K."
salt4,upcomer,thermal_resistance,headline_evidence,all_cases_paper_safe,safe_salt_subset,"salt4 / upcomer / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.032-2.383 K."
water_all,lower_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water_all / lower_leg / Effective HTC: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.730-0.750, min_abs_delta_t_range=0.004-0.054 K."
water_all,lower_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water_all / lower_leg / Effective UA': support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.730-0.750, min_abs_delta_t_range=0.004-0.054 K."
