case_key,source_key,normalized_case_id,span,branch_fit_status,branch_quality_flags,candidate_source,overlap_status,source_use_category,admission_recommendation,blocking_flags,source_range_summary,tamu_range_summary,reason,source_paths
salt2_jin_nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,fit_target,coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,muzychka_yovanovich_forced_combined_entry,inside,method_reference_pending_characteristic_length_conversion,reference_or_candidate_after_conversion_audit,diagnostic_or_reference_source_use,0.1<Pr<infinity; laminar forced combined entry; characteristic-length conversion required,Re=66.6 Pr=23.5 Gr=1.59e+03 Gz=331 L/D=4.74,Pr/Re model class overlaps but implementation constants and characteristic length must be audited before active closure,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt2_jin_nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,test_section_span,fit_target,coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,everts_meyer_entrance_length_gate,unknown,diagnostic_gate,use_as_gate_not_active_correlation,unknown_source_envelope;diagnostic_or_reference_source_use;not_active_fit_source,entrance-length and mixed-convection diagnostic source; fluid/geometry/range match not fully established here,Re=66.6 Pr=23.5 Gr=1.59e+03 Gz=331 L/D=4.74,"TAMU groups are computed, but exact source envelope and geometry match require separate audit",work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt2_jin_nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,chen_2017_low_re_molten_salt_mixed_convection,outside,source_bounded_active_candidate_only_if_inside,do_not_promote,outside_source_envelope;not_active_fit_source,Re 300-2300; Pr 11-27; Gr 8.56e4-3.95e6; Gz 150-310; 35<L/D<95; concentric-tube molten salt,Re=62.9 Pr=24.2 Gr=5.75e+03 Gz=93.2 L/D=16.4,one or more TAMU nondimensional groups are outside or unknown,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt2_jin_nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,tian_2024_turbulent_cooled_molten_salt,outside,reference_or_outside_if_laminar,reference_only,outside_source_envelope;diagnostic_or_reference_source_use;not_active_fit_source,turbulent mixed convection source; exact audited numeric range not promoted for low-Re TAMU laminar branches,Re=62.9 Pr=24.2 Gr=5.75e+03 Gz=93.2 L/D=16.4,TAMU branch Re is laminar in this ledger,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt2_jin_nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,muzychka_yovanovich_forced_combined_entry,inside,method_reference_pending_characteristic_length_conversion,reference_or_candidate_after_conversion_audit,diagnostic_or_reference_source_use,0.1<Pr<infinity; laminar forced combined entry; characteristic-length conversion required,Re=62.9 Pr=24.2 Gr=5.75e+03 Gz=93.2 L/D=16.4,Pr/Re model class overlaps but implementation constants and characteristic length must be audited before active closure,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt2_jin_nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upper_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,everts_meyer_entrance_length_gate,unknown,diagnostic_gate,use_as_gate_not_active_correlation,unknown_source_envelope;diagnostic_or_reference_source_use;not_active_fit_source,entrance-length and mixed-convection diagnostic source; fluid/geometry/range match not fully established here,Re=62.9 Pr=24.2 Gr=5.75e+03 Gz=93.2 L/D=16.4,"TAMU groups are computed, but exact source envelope and geometry match require separate audit",work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,chen_2017_low_re_molten_salt_mixed_convection,outside,source_bounded_active_candidate_only_if_inside,do_not_promote,outside_source_envelope;not_active_fit_source,Re 300-2300; Pr 11-27; Gr 8.56e4-3.95e6; Gz 150-310; 35<L/D<95; concentric-tube molten salt,Re=81.7 Pr=21.4 Gr=3.54e+04 Gz=107 L/D=16.4,one or more TAMU nondimensional groups are outside or unknown,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,tian_2024_turbulent_cooled_molten_salt,outside,reference_or_outside_if_laminar,reference_only,outside_source_envelope;diagnostic_or_reference_source_use;not_active_fit_source,turbulent mixed convection source; exact audited numeric range not promoted for low-Re TAMU laminar branches,Re=81.7 Pr=21.4 Gr=3.54e+04 Gz=107 L/D=16.4,TAMU branch Re is laminar in this ledger,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,muzychka_yovanovich_forced_combined_entry,inside,method_reference_pending_characteristic_length_conversion,reference_or_candidate_after_conversion_audit,diagnostic_or_reference_source_use,0.1<Pr<infinity; laminar forced combined entry; characteristic-length conversion required,Re=81.7 Pr=21.4 Gr=3.54e+04 Gz=107 L/D=16.4,Pr/Re model class overlaps but implementation constants and characteristic length must be audited before active closure,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,everts_meyer_entrance_length_gate,unknown,diagnostic_gate,use_as_gate_not_active_correlation,unknown_source_envelope;diagnostic_or_reference_source_use;not_active_fit_source,entrance-length and mixed-convection diagnostic source; fluid/geometry/range match not fully established here,Re=81.7 Pr=21.4 Gr=3.54e+04 Gz=107 L/D=16.4,"TAMU groups are computed, but exact source envelope and geometry match require separate audit",work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,chen_2017_low_re_molten_salt_mixed_convection,outside,source_bounded_active_candidate_only_if_inside,do_not_promote,outside_source_envelope;not_active_fit_source,Re 300-2300; Pr 11-27; Gr 8.56e4-3.95e6; Gz 150-310; 35<L/D<95; concentric-tube molten salt,Re=92.5 Pr=19.5 Gr=1.37e+04 Gz=108 L/D=16.8,one or more TAMU nondimensional groups are outside or unknown,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,tian_2024_turbulent_cooled_molten_salt,outside,reference_or_outside_if_laminar,reference_only,outside_source_envelope;diagnostic_or_reference_source_use;not_active_fit_source,turbulent mixed convection source; exact audited numeric range not promoted for low-Re TAMU laminar branches,Re=92.5 Pr=19.5 Gr=1.37e+04 Gz=108 L/D=16.8,TAMU branch Re is laminar in this ledger,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,muzychka_yovanovich_forced_combined_entry,inside,method_reference_pending_characteristic_length_conversion,reference_or_candidate_after_conversion_audit,diagnostic_or_reference_source_use,0.1<Pr<infinity; laminar forced combined entry; characteristic-length conversion required,Re=92.5 Pr=19.5 Gr=1.37e+04 Gz=108 L/D=16.8,Pr/Re model class overlaps but implementation constants and characteristic length must be audited before active closure,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,everts_meyer_entrance_length_gate,unknown,diagnostic_gate,use_as_gate_not_active_correlation,unknown_source_envelope;diagnostic_or_reference_source_use;not_active_fit_source,entrance-length and mixed-convection diagnostic source; fluid/geometry/range match not fully established here,Re=92.5 Pr=19.5 Gr=1.37e+04 Gz=108 L/D=16.8,"TAMU groups are computed, but exact source envelope and geometry match require separate audit",work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,fit_target,coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,chen_2017_low_re_molten_salt_mixed_convection,outside,source_bounded_active_candidate_only_if_inside,do_not_promote,outside_source_envelope;not_active_fit_source,Re 300-2300; Pr 11-27; Gr 8.56e4-3.95e6; Gz 150-310; 35<L/D<95; concentric-tube molten salt,Re=75.6 Pr=23.5 Gr=1.59e+03 Gz=375 L/D=4.74,one or more TAMU nondimensional groups are outside or unknown,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,fit_target,coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,tian_2024_turbulent_cooled_molten_salt,outside,reference_or_outside_if_laminar,reference_only,outside_source_envelope;diagnostic_or_reference_source_use;not_active_fit_source,turbulent mixed convection source; exact audited numeric range not promoted for low-Re TAMU laminar branches,Re=75.6 Pr=23.5 Gr=1.59e+03 Gz=375 L/D=4.74,TAMU branch Re is laminar in this ledger,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,fit_target,coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,muzychka_yovanovich_forced_combined_entry,inside,method_reference_pending_characteristic_length_conversion,reference_or_candidate_after_conversion_audit,diagnostic_or_reference_source_use,0.1<Pr<infinity; laminar forced combined entry; characteristic-length conversion required,Re=75.6 Pr=23.5 Gr=1.59e+03 Gz=375 L/D=4.74,Pr/Re model class overlaps but implementation constants and characteristic length must be audited before active closure,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,fit_target,coarse_no_gci;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,everts_meyer_entrance_length_gate,unknown,diagnostic_gate,use_as_gate_not_active_correlation,unknown_source_envelope;diagnostic_or_reference_source_use;not_active_fit_source,entrance-length and mixed-convection diagnostic source; fluid/geometry/range match not fully established here,Re=75.6 Pr=23.5 Gr=1.59e+03 Gz=375 L/D=4.74,"TAMU groups are computed, but exact source envelope and geometry match require separate audit",work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,chen_2017_low_re_molten_salt_mixed_convection,outside,source_bounded_active_candidate_only_if_inside,do_not_promote,outside_source_envelope;not_active_fit_source,Re 300-2300; Pr 11-27; Gr 8.56e4-3.95e6; Gz 150-310; 35<L/D<95; concentric-tube molten salt,Re=84.6 Pr=20.4 Gr=9.54e+03 Gz=106 L/D=16.4,one or more TAMU nondimensional groups are outside or unknown,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,tian_2024_turbulent_cooled_molten_salt,outside,reference_or_outside_if_laminar,reference_only,outside_source_envelope;diagnostic_or_reference_source_use;not_active_fit_source,turbulent mixed convection source; exact audited numeric range not promoted for low-Re TAMU laminar branches,Re=84.6 Pr=20.4 Gr=9.54e+03 Gz=106 L/D=16.4,TAMU branch Re is laminar in this ledger,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,muzychka_yovanovich_forced_combined_entry,inside,method_reference_pending_characteristic_length_conversion,reference_or_candidate_after_conversion_audit,diagnostic_or_reference_source_use,0.1<Pr<infinity; laminar forced combined entry; characteristic-length conversion required,Re=84.6 Pr=20.4 Gr=9.54e+03 Gz=106 L/D=16.4,Pr/Re model class overlaps but implementation constants and characteristic length must be audited before active closure,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt3_jin_nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,everts_meyer_entrance_length_gate,unknown,diagnostic_gate,use_as_gate_not_active_correlation,unknown_source_envelope;diagnostic_or_reference_source_use;not_active_fit_source,entrance-length and mixed-convection diagnostic source; fluid/geometry/range match not fully established here,Re=84.6 Pr=20.4 Gr=9.54e+03 Gz=106 L/D=16.4,"TAMU groups are computed, but exact source envelope and geometry match require separate audit",work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt4_nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,chen_2017_low_re_molten_salt_mixed_convection,outside,source_bounded_active_candidate_only_if_inside,do_not_promote,outside_source_envelope;not_active_fit_source,Re 300-2300; Pr 11-27; Gr 8.56e4-3.95e6; Gz 150-310; 35<L/D<95; concentric-tube molten salt,Re=112 Pr=17.7 Gr=5.25e+04 Gz=121 L/D=16.4,one or more TAMU nondimensional groups are outside or unknown,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt4_nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,tian_2024_turbulent_cooled_molten_salt,outside,reference_or_outside_if_laminar,reference_only,outside_source_envelope;diagnostic_or_reference_source_use;not_active_fit_source,turbulent mixed convection source; exact audited numeric range not promoted for low-Re TAMU laminar branches,Re=112 Pr=17.7 Gr=5.25e+04 Gz=121 L/D=16.4,TAMU branch Re is laminar in this ledger,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt4_nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,muzychka_yovanovich_forced_combined_entry,inside,method_reference_pending_characteristic_length_conversion,reference_or_candidate_after_conversion_audit,diagnostic_or_reference_source_use,0.1<Pr<infinity; laminar forced combined entry; characteristic-length conversion required,Re=112 Pr=17.7 Gr=5.25e+04 Gz=121 L/D=16.4,Pr/Re model class overlaps but implementation constants and characteristic length must be audited before active closure,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt4_nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,everts_meyer_entrance_length_gate,unknown,diagnostic_gate,use_as_gate_not_active_correlation,unknown_source_envelope;diagnostic_or_reference_source_use;not_active_fit_source,entrance-length and mixed-convection diagnostic source; fluid/geometry/range match not fully established here,Re=112 Pr=17.7 Gr=5.25e+04 Gz=121 L/D=16.4,"TAMU groups are computed, but exact source envelope and geometry match require separate audit",work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
salt4_nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,fit_target,coarse_no_gci;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,chen_2017_low_re_molten_salt_mixed_convection,outside,source_bounded_active_candidate_only_if_inside,do_not_promote,outside_source_envelope;not_active_fit_source,Re 300-2300; Pr 11-27; Gr 8.56e4-3.95e6; Gz 150-310; 35<L/D<95; concentric-tube molten salt,Re=128 Pr=16.3 Gr=2.06e+04 Gz=125 L/D=16.8,one or more TAMU nondimensional groups are outside or unknown,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv
