salt,ins,rad,mdot,loop_T_K,pct_err_mdot
4,0.5,1,0.023046344977810586,508.767446691498,35.68904231310062
4,0.75,0,0.025558122491437373,547.1825354051147,50.47753418266812
4,0.75,1,0.025394070408531227,530.3397413503621,49.51165130447479
4,1.0,0,0.024994890828350054,547.4827319503984,47.16141767749926
4,1.0,1,0.02697203128794575,545.1959699210767,58.802148376415936
4,1.25,0,0.02459342840562964,547.7002030003179,44.79774344993396
4,1.25,1,0.02668316623555633,546.5364537068741,57.10140917659129
4,1.5,0,0.024289891839193313,547.8666336030055,43.01062336445371
4,1.5,1,0.026349122432987142,546.7099652365623,55.134672858755195
4,1.75,0,0.02405060080697031,547.9990919629663,41.60175913770909
4,1.75,1,0.026091612123624444,546.8448061100446,53.6185397236825
4,2.0,0,0.023855989024293457,548.1076530285317,40.45595113910054
4,2.0,1,0.02588572330249827,546.9533164798404,52.406336357444516
