observation_id,source_id,case_id,case_family,run_class,mesh_level,mesh_status,source_case_root,source_path,source_row_key,observable_family,observable_type,span,segment_1d,station_start,station_end,window_id,time_window_start_s,time_window_end_s,time_window_source,n_samples,quantity,value,units,uncertainty_value,uncertainty_units,uncertainty_method,geometry_source,pressure_method,thermal_method,physical_interface_bracket_status,thermal_residual_status,thermal_residual_assignment,thermal_residual_fraction,thermal_residual_W,interface_temperature_source,interface_temperature_selection_rule,max_interface_recirc_ratio,recirculation_flag,radiation_output_term,radiation_present,control_volume,control_volume_group,interface_role,dominant_flow_direction,backflow_fraction,convergence_status,window_state,operating_point_verdict,admission_status,needs_special_gate_scrutiny,fit_eligible,validation_eligible,fit_use_status,validation_use_status,independence_group_id,quality_flags,provenance_notes
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:T_mixing_cup_signed_K:test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,thermal,openfoam_interface_signed_mixing_cup_temperature,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,T_mixing_cup_signed_K,444.829805,K,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_lower_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_lower_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:T_mixing_cup_signed_K:test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,thermal,openfoam_interface_signed_mixing_cup_temperature,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,T_mixing_cup_signed_K,445.060131,K,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_upper_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_upper_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:T_positive_normal_bulk_K:test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,thermal,openfoam_interface_positive_normal_bulk_temperature,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,T_positive_normal_bulk_K,444.829805,K,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_lower_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_lower_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:T_positive_normal_bulk_K:test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,thermal,openfoam_interface_positive_normal_bulk_temperature,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,T_positive_normal_bulk_K,445.060131,K,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_upper_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_upper_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:T_simple_K:test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,thermal,openfoam_interface_simple_face_temperature,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,T_simple_K,444.884496,K,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_lower_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_lower_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:T_simple_K:test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,thermal,openfoam_interface_simple_face_temperature,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,T_simple_K,445.313116,K,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_upper_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_upper_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:backflow_fraction:test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,thermal,openfoam_interface_backflow_fraction,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,backflow_fraction,0,dimensionless,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_lower_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_lower_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:backflow_fraction:test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,thermal,openfoam_interface_backflow_fraction,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,backflow_fraction,0,dimensionless,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_upper_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_upper_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:mdot_signed_proxy:test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,thermal,openfoam_interface_signed_flux_proxy,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,mdot_signed_proxy,15849.574938,kg/m2/s_proxy,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_lower_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_lower_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:mdot_signed_proxy:test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,thermal,openfoam_interface_signed_flux_proxy,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,mdot_signed_proxy,15799.454051,kg/m2/s_proxy,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_upper_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_upper_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:negative_flux_proxy_abs:test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,thermal,openfoam_interface_negative_flux_proxy_abs,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,negative_flux_proxy_abs,0,kg/m2/s_proxy,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_lower_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_lower_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:negative_flux_proxy_abs:test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,thermal,openfoam_interface_negative_flux_proxy_abs,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,negative_flux_proxy_abs,0,kg/m2/s_proxy,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_upper_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_upper_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:positive_flux_proxy:test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_lower_junction:test_section_face:test_section_lower_junction__test_section_face,thermal,openfoam_interface_positive_flux_proxy,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,positive_flux_proxy,15849.574938,kg/m2/s_proxy,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_lower_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_lower_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
viscosity_screening_salt_test_2_jin_coarse_mesh:thermal:test_section_span:positive_flux_proxy:test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,test_section_upper_junction:test_section_face:test_section_upper_junction__test_section_face,thermal,openfoam_interface_positive_flux_proxy,test_section_span,test_section_span,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,7915,7915,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv,622,positive_flux_proxy,15799.454051,kg/m2/s_proxy,,,,work_products/2026-07/2026-07-09/2026-07-09_thermal_openfoam_interface_sampling/sampling_plane_plan.csv,not_applicable,openfoam_sampled_cutplane_directional_bulk_temperature,bracketed_openfoam_physical_interface_plane,not_applicable_plane_sample,not_applicable_plane_sample,,,tmp/2026-07-09_thermal_openfoam_interface_sampling/recon/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/thermalInterfaceSurfaces/7915/plane_test_section_upper_junction__test_section_face.xy,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,0,no,absent_no_qr_output,no,test_section_upper_junction,junction,test_section_face,positive_normal,0,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,openfoam_physical_interface_sampling;frozen_extraction_window_older_than_available_case_latest,From July 9 bounded OpenFOAM physical-interface sampling job 3287311; directional temperatures and backflow fractions are kept separate.
