phase,candidate_id,case_id,split_role,heater_lambda,cooler_candidate_id,sensor,kind,predicted_K,target_K,error_K,abs_error_K,prediction_source_segment,prediction_source_fraction,validation_excluded,source_path
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p00_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0,HX_LUMPED_UA_NTU,TW3,TW,427.9639174,443.57,-15.6060826,15.6060826,right_vertical,0.75,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p00_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0,HX_LUMPED_UA_NTU,TW4,TW,427.7427096,445.49,-17.74729043,17.74729043,heated_incline,0.25,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p00_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0,HX_LUMPED_UA_NTU,TW5,TW,433.5668629,471.69,-38.12313715,38.12313715,heated_incline,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p00_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0,HX_LUMPED_UA_NTU,TW6,TW,436.9195497,467.02,-30.10045025,30.10045025,heated_incline,0.75,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p00_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0,HX_LUMPED_UA_NTU,TW7,TW,437.4686174,453.23,-15.76138261,15.76138261,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p00_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0,HX_LUMPED_UA_NTU,TW8,TW,435.0402226,450.32,-15.27977739,15.27977739,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p00_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0,HX_LUMPED_UA_NTU,TW9,TW,431.8144654,450.67,-18.85553463,18.85553463,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TP1,TP,429.5596257,453.26,-23.70037432,23.70037432,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TP2,TP,nan,446.63,,,,nan,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TP3,TP,438.758314,446.67,-7.911686028,7.911686028,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TP4,TP,438.2894916,449.74,-11.45050837,11.45050837,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TP5,TP,439.2279718,451.64,-12.41202823,12.41202823,test_section,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TP6,TP,432.9662493,456.72,-23.7537507,23.7537507,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TW1,TW,428.5025676,443.86,-15.35743239,15.35743239,right_vertical,0.25,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TW10,TW,574.6661342,389.74,184.9261342,184.9261342,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TW11,TW,429.0530946,448.41,-19.35690545,19.35690545,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TW2,TW,428.1328269,445.08,-16.94717313,16.94717313,right_vertical,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TW3,TW,427.9638318,443.57,-15.6061682,15.6061682,right_vertical,0.75,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TW4,TW,427.7300343,445.49,-17.7599657,17.7599657,heated_incline,0.25,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TW5,TW,433.3693134,471.69,-38.32068664,38.32068664,heated_incline,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TW6,TW,436.7481017,467.02,-30.27189827,30.27189827,heated_incline,0.75,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TW7,TW,437.4886031,453.23,-15.74139692,15.74139692,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TW8,TW,435.0548153,450.32,-15.26518467,15.26518467,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p05_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.05,HX_LUMPED_UA_NTU,TW9,TW,431.822154,450.67,-18.847846,18.847846,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TP1,TP,429.5616459,453.26,-23.69835405,23.69835405,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TP2,TP,nan,446.63,,,,nan,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TP3,TP,438.7797688,446.67,-7.890231219,7.890231219,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TP4,TP,438.3099172,449.74,-11.43008284,11.43008284,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TP5,TP,439.2501677,451.64,-12.38983235,12.38983235,test_section,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TP6,TP,432.9751952,456.72,-23.74480477,23.74480477,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TW1,TW,428.5035317,443.86,-15.35646832,15.35646832,right_vertical,0.25,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TW10,TW,574.6719667,389.74,184.9319667,184.9319667,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TW11,TW,429.0551975,448.41,-19.35480247,19.35480247,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TW2,TW,428.1331835,445.08,-16.94681645,16.94681645,right_vertical,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TW3,TW,427.9637175,443.57,-15.6062825,15.6062825,right_vertical,0.75,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TW4,TW,427.7172794,445.49,-17.77272063,17.77272063,heated_incline,0.25,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TW5,TW,433.1709708,471.69,-38.51902916,38.51902916,heated_incline,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TW6,TW,436.5759804,467.02,-30.4440196,30.4440196,heated_incline,0.75,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TW7,TW,437.5086842,453.23,-15.72131579,15.72131579,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TW8,TW,435.0694691,450.32,-15.25053089,15.25053089,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p10_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.1,HX_LUMPED_UA_NTU,TW9,TW,431.8298609,450.67,-18.84013912,18.84013912,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TP1,TP,429.5636491,453.26,-23.6963509,23.6963509,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TP2,TP,nan,446.63,,,,nan,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TP3,TP,438.8013278,446.67,-7.868672183,7.868672183,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TP4,TP,438.3304403,449.74,-11.40955968,11.40955968,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TP5,TP,439.2724718,451.64,-12.36752822,12.36752822,test_section,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TP6,TP,432.9841663,456.72,-23.73583368,23.73583368,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TW1,TW,428.5044731,443.86,-15.35552691,15.35552691,right_vertical,0.25,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TW10,TW,574.6777782,389.74,184.9377782,184.9377782,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TW11,TW,429.0572847,448.41,-19.35271526,19.35271526,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TW2,TW,428.133514,445.08,-16.946486,16.946486,right_vertical,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TW3,TW,427.963574,443.57,-15.60642596,15.60642596,right_vertical,0.75,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TW4,TW,427.7044438,445.49,-17.78555617,17.78555617,heated_incline,0.25,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TW5,TW,432.971828,471.69,-38.71817199,38.71817199,heated_incline,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TW6,TW,436.4031797,467.02,-30.61682029,30.61682029,heated_incline,0.75,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TW7,TW,437.5288619,453.23,-15.70113814,15.70113814,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TW8,TW,435.0841846,450.32,-15.23581536,15.23581536,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p15_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.15,HX_LUMPED_UA_NTU,TW9,TW,431.8375862,450.67,-18.83241384,18.83241384,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p20_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.2,HX_LUMPED_UA_NTU,TP1,TP,429.5656352,453.26,-23.69436481,23.69436481,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p20_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.2,HX_LUMPED_UA_NTU,TP2,TP,nan,446.63,,,,nan,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p20_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.2,HX_LUMPED_UA_NTU,TP3,TP,438.822992,446.67,-7.847008029,7.847008029,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p20_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.2,HX_LUMPED_UA_NTU,TP4,TP,438.351062,449.74,-11.38893803,11.38893803,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p20_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.2,HX_LUMPED_UA_NTU,TP5,TP,439.2948851,451.64,-12.34511494,12.34511494,test_section,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
salt2_fit_grid,HS1_salt2_fit_heater_source_shift_p1_lam_0p20_PLUS_PB2_salt2_local_shape_passive_hA_p1_PLUS_HX_LUMPED_UA_NTU,salt_2,train,0.2,HX_LUMPED_UA_NTU,TP6,TP,432.9931629,456.72,-23.72683711,23.72683711,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-511 heater source redistribution scenario
