candidate_family_id,heater_lambda,fit_case_id,fit_parameter_count,tw4_to_tw5_weight,tw5_to_tw6_weight,tw6_to_tp3_weight,weight_sum,model_form,runtime_policy
HS1_salt2_fit_heater_source_shift_p1,0.5,salt_2,1,0.4,0.325,0.275,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.55,salt_2,1,0.38,0.3275,0.2925,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.6,salt_2,1,0.36,0.33,0.31,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.65,salt_2,1,0.34,0.3325,0.3275,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.7,salt_2,1,0.32,0.335,0.345,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.75,salt_2,1,0.3,0.3375,0.3625,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.8,salt_2,1,0.28,0.34,0.38,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.85,salt_2,1,0.26,0.3425,0.3975,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.9,salt_2,1,0.24,0.345,0.415,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.95,salt_2,1,0.22,0.3475,0.4325,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,1,salt_2,1,0.2,0.35,0.45,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
