artifact,row_number,case_id,fit_or_admission_trigger,original_label_status,missing_original_labels,label_enforcement_status,enforced_fit_or_admission_allowed,enforced_block_reason,property_mode,property_sensitivity_label,source_validity_envelope_status,source_use_category,provenance_author_title,source_property_label_coverage,source_property_gate_status,source_paths
work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv,16,salt_4,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Patino-Jaramillo et al., Laminar Flow and Pressure Loss in Planar Tee Joints: Numerical Simulations and Flow Analysis; Podila et al., Modelling of Heat Transfer in a Molten Salt Loop Using Computational Fluid Dynamics",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv,18,salt_4,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Patino-Jaramillo et al., Laminar Flow and Pressure Loss in Planar Tee Joints: Numerical Simulations and Flow Analysis; Podila et al., Modelling of Heat Transfer in a Molten Salt Loop Using Computational Fluid Dynamics",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv,1,salt_2,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv,2,salt_2,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv,4,salt_2,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv,6,salt_2,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv,7,salt_3,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv,8,salt_3,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv,10,salt_3,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv,12,salt_3,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv,13,salt_4,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv,14,salt_4,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv,16,salt_4,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv,18,salt_4,fit_use_status=fit_target,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Lin et al., Measurement Methods and Techniques for Pressure Losses in Pipe Fittings; Muzychka and Yovanovich, Pressure Drop in Laminar Developing Flow in Noncircular Ducts: A Scaling and Modeling Approach",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv
work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv,11,salt_2,fit_use_status=fit_target,original_missing_labels,property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_cp_1560_k_060,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv
