artifact,rows,fit_or_admission_candidate_rows,has_all_required_label_columns,present_label_columns,status_columns_present,inventory_reason
work_products/2026-07/2026-07-13/2026-07-13_predictive_hx_fit/violations.csv,0,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_hydraulic_correction_candidates/candidate_rankings.csv,5,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_hydraulic_correction_candidates/diagnostic_momentum_corrected_rows.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_hydraulic_correction_candidates/fit_safe_raw_pressure_rows.csv,2,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_hydraulic_correction_candidates/mdot_resistance_scaling.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_hydraulic_gate/forward_v0_hydraulic_residuals.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_hydraulic_gate/hydraulic_fit_safety_gate.csv,12,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_hydraulic_gate/hydraulic_gate_decisions.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_input_contract/case_runtime_inputs_forward_v0.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_input_contract/mode_contract.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_input_contract/runtime_input_contract.csv,32,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_input_contract/validation_target_contract.csv,75,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_input_contract/violations.csv,0,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_parallel_execution_coordination/forward_v1_decision_table.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_parallel_progress_and_next_plan/decision_gate_table.csv,10,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/native_cfd_probe_family_contract.csv,17,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/runtime_target_policy.csv,5,0,no,,fit_allowed,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/sensor_map_blockers.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_sensor_map_contract/sensor_map_contract.csv,17,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_validation_split/admission_split_table.csv,21,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_predictive_validation_split/response_variable_contract.csv,11,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_salt1_terminal_harvest_admission_review/admission_decision_table.csv,4,0,no,,admission_decision,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_salt1_terminal_harvest_admission_review/final_window_admission_review.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_salt1_terminal_harvest_admission_review/log_tail_review.csv,9,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_salt1_terminal_harvest_admission_review/postprocessing_availability.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_salt1_terminal_harvest_admission_review/scheduler_terminal_review.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv,25,0,no,,admission_decision,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv,12,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_stopped_sbatch_steady_state_decisions/final_window_metrics.csv,28,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,207,0,no,,fit_use_status,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_blockers.csv,7,0,no,,admission_decision,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_evidence.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_qois.csv,7,0,no,,admission_decision,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_tomorrow_start_here/blockers_and_gates.csv,8,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_wall_layer_drive_mapping/external_bc_drive_table.csv,24,0,no,,fit_use_status,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_wall_layer_drive_mapping/section_heat_parity.csv,51,0,no,,fit_use_status,scorecard_or_status_csv
work_products/2026-07/2026-07-13/2026-07-13_wall_layer_drive_mapping/wall_layer_selector_candidates.csv,24,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_boundary_hx_wall_radiation_model_form_decision/decision_table.csv,16,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_boundary_hx_wall_radiation_model_form_decision/source_status.csv,16,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_cfd_case_admission_inventory/boundary_condition_role_table.csv,38,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_cfd_case_admission_inventory/cfd_case_admission_inventory.csv,20,3,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_cfd_case_admission_inventory/source_manifest.csv,21,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_cfd_case_admission_inventory/training_validation_holdout_candidate_table.csv,20,3,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_cfd_postprocess_admission_workflow_triage/corrected_q_harvest_3295437_processing_status.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_cfd_postprocess_admission_workflow_triage/hiins_loins_construction_review.csv,2,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_cfd_postprocess_admission_workflow_triage/salt2_jin_vs_val_comparison.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_cfd_postprocess_admission_workflow_triage/source_manifest.csv,14,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_cfd_postprocess_admission_workflow_triage/steady_candidate_admission_triage.csv,7,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_cfd_postprocess_admission_workflow_triage/workflow_automation_steps.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_corrected_q_pm5_admission_split_processing/corrected_q_pm5_forward_gate_queue.csv,12,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_corrected_q_pm5_admission_split_processing/corrected_q_pm5_heat_role_reduction.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_corrected_q_pm5_admission_split_processing/corrected_q_pm5_split_admission_matrix.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_corrected_q_pm5_admission_split_processing/source_manifest.csv,16,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/scheduler_snapshot.csv,6,0,no,,admission_decision,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/source_manifest.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/admission_decision_table.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/case_summary.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/external_bc_patch_contract.csv,207,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/source_sink_parity_contract.csv,12,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/thermal_profile_drive_comparison.csv,15,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_f6_hydraulic_screen/f6_hydraulic_scorecard.csv,2,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_final_forward_v1_scorecard_gate/final_forward_v1_gate_table.csv,9,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_final_forward_v1_scorecard_gate/forward_v1_gate_checklist.csv,9,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_final_forward_v1_scorecard_gate/forward_v1_score_rows.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_final_forward_v1_scorecard_gate/internal_nu_dependency_blockers.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_final_forward_v1_scorecard_gate/scorecard_inputs_waiting_on_agents.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_final_forward_v1_scorecard_gate/source_manifest.csv,11,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_model_readiness_after_h1_proxy/blockers_to_final_forward_v1.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_model_readiness_after_h1_proxy/input_contract_gate_readiness.csv,12,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_model_readiness_after_h1_proxy/readiness_lanes_after_h1_proxy.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_model_readiness_after_h1_proxy/residual_attribution_after_h1_proxy.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_model_readiness_after_h1_proxy/source_manifest.csv,18,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_model_readiness_after_h1_proxy/train_validation_holdout_guardrail.csv,3,1,no,,fit_allowed,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_v1_gate_refresh_after_fluid_api_and_audits/forward_v1_blocking_gate_burndown.csv,7,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_v1_gate_refresh_after_fluid_api_and_audits/forward_v1_gate_checklist_refreshed.csv,10,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_v1_gate_refresh_after_fluid_api_and_audits/forward_v1_residual_attribution_skeleton.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_v1_gate_refresh_after_fluid_api_and_audits/forward_v1_scorecard_input_contract_next.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_v1_gate_refresh_after_fluid_api_and_audits/perturbation_split_policy_next.csv,7,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_v1_gate_refresh_after_fluid_api_and_audits/source_manifest.csv,8,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_v1_pm5_hydraulic_delta/forward_v1_gate_delta_after_pm5_hydraulic.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_forward_v1_pm5_hydraulic_delta/next_gate_actions_after_pm5_hydraulic.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_h1_faithful_gap_and_f6_decision/f6_candidate_decision_table.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_h1_faithful_gap_and_f6_decision/h1_faithful_implementation_gap_table.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_h1_faithful_gap_and_f6_decision/source_manifest.csv,7,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_heater_fraction_forward_v1_paper_methods/heater_fraction_decision_table.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_heater_fraction_forward_v1_paper_methods/heater_fraction_scalar_candidates.csv,4,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_heater_fraction_forward_v1_paper_methods/heater_fraction_split_scores.csv,12,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_heater_fraction_forward_v1_paper_methods/result_intake_table.csv,2,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_heater_source_split_screen/heater_source_gate_decision.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_hydraulic_reset_k_admission_contract/component_cluster_k_admission_table.csv,15,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_hydraulic_reset_k_admission_contract/f6_readiness_handoff.csv,1,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_hydraulic_reset_k_admission_contract/hydraulic_reset_development_contract.csv,33,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_hydraulic_reset_k_admission_contract/source_manifest.csv,7,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_hydraulic_reset_k_admission_contract/tap_length_gap_table.csv,15,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/component_cluster_k_recomputed_admission_table.csv,15,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/h1_faithful_readiness_after_tap_refresh.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/source_manifest.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/tap_centerline_length_table.csv,15,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_internal_nu_blocker_progress_integration/admission_decision_table.csv,8,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_localized_fixed_k_forward_score/localized_fixed_k_scorecard.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_localized_fixed_k_forward_score/localized_fixed_k_source.csv,33,12,no,,fit_use_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_localized_fixed_k_forward_score/rigor_gate_audit.csv,7,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_math_theory_assumptions_results_register/result_intake_contract.csv,17,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/case_admission_and_use_table.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_probe_error_audit/case_admission_and_use_table.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_pm5_corrected_q_matched_plane_unlock/parsed/matched_plane_metrics_salt2_hi5q.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_pm5_corrected_q_matched_plane_unlock/parsed/matched_plane_metrics_salt2_lo5q.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_pm5_corrected_q_matched_plane_unlock/parsed/matched_plane_metrics_salt4_hi5q.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_pm5_corrected_q_matched_plane_unlock/parsed/matched_plane_metrics_salt4_lo5q.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_predictive_h1_hydraulic_scorecard/h1_hydraulic_scorecard.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_predictive_h1_hydraulic_scorecard/h1_variant_decision_summary.csv,2,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_predictive_h1_hydraulic_scorecard/hydraulic_term_boundary.csv,8,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_predictive_h1_hydraulic_scorecard/source_manifest.csv,9,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_salt1_terminal_bc_and_pm5_upcomer_harvest/salt1_training_admission_update.csv,3,0,no,,admission_decision,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/salt_cfd_candidate_inventory.csv,25,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/steady_state_admission_matrix.csv,25,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/upcomer_onset_candidate_cases.csv,23,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_salt_training_promotion_and_legacy_perturbation_audit/matched_pressure_upcomer_workflow_readiness.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_salt_training_promotion_and_legacy_perturbation_audit/salt1_training_admission_package.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_salt_training_testing_evidence_rollup/next_agent_action_contract.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_salt_training_testing_evidence_rollup/salt_training_testing_case_use_table.csv,10,4,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_scientific_closure_forward_v1_execution_dashboard/gate_landing_requirements.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_table_update_cadence_contract/active_result_watchlist.csv,18,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_table_update_cadence_contract/daily_refresh_checklist.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_table_update_cadence_contract/gate_trigger_matrix.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_table_update_cadence_contract/table_update_contract.csv,8,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/segment_thermal_fit_summary.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/sign_radiation_nu_policy.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/source_manifest.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv,16,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/blocked_or_diagnostic_qois.csv,25,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv,25,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/sign_convention_table.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv,16,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_mesh_gate_evidence.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_mesh_gate_qois.csv,7,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/admission_decision_table.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/case_summary.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/external_bc_patch_contract.csv,207,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv,12,0,no,,,scorecard_or_status_csv
