source_id,path,exists,role
scanned_scorecard_066,work_products/2026-07/2026-07-13/2026-07-13_salt1_terminal_harvest_admission_review/final_window_admission_review.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_067,work_products/2026-07/2026-07-13/2026-07-13_salt1_terminal_harvest_admission_review/log_tail_review.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_068,work_products/2026-07/2026-07-13/2026-07-13_salt1_terminal_harvest_admission_review/postprocessing_availability.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_069,work_products/2026-07/2026-07-13/2026-07-13_salt1_terminal_harvest_admission_review/scheduler_terminal_review.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_070,work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_071,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_072,work_products/2026-07/2026-07-13/2026-07-13_stopped_sbatch_steady_state_decisions/final_window_metrics.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_073,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_074,work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_blockers.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_075,work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_evidence.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_076,work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_qois.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_077,work_products/2026-07/2026-07-13/2026-07-13_tomorrow_start_here/blockers_and_gates.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_078,work_products/2026-07/2026-07-13/2026-07-13_wall_layer_drive_mapping/external_bc_drive_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_079,work_products/2026-07/2026-07-13/2026-07-13_wall_layer_drive_mapping/section_heat_parity.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_080,work_products/2026-07/2026-07-13/2026-07-13_wall_layer_drive_mapping/wall_layer_selector_candidates.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_081,work_products/2026-07/2026-07-14/2026-07-14_boundary_hx_wall_radiation_model_form_decision/decision_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_082,work_products/2026-07/2026-07-14/2026-07-14_boundary_hx_wall_radiation_model_form_decision/source_status.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_083,work_products/2026-07/2026-07-14/2026-07-14_cfd_case_admission_inventory/boundary_condition_role_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_084,work_products/2026-07/2026-07-14/2026-07-14_cfd_case_admission_inventory/cfd_case_admission_inventory.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_085,work_products/2026-07/2026-07-14/2026-07-14_cfd_case_admission_inventory/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_086,work_products/2026-07/2026-07-14/2026-07-14_cfd_case_admission_inventory/training_validation_holdout_candidate_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_087,work_products/2026-07/2026-07-14/2026-07-14_cfd_postprocess_admission_workflow_triage/corrected_q_harvest_3295437_processing_status.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_088,work_products/2026-07/2026-07-14/2026-07-14_cfd_postprocess_admission_workflow_triage/hiins_loins_construction_review.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_089,work_products/2026-07/2026-07-14/2026-07-14_cfd_postprocess_admission_workflow_triage/salt2_jin_vs_val_comparison.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_090,work_products/2026-07/2026-07-14/2026-07-14_cfd_postprocess_admission_workflow_triage/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_091,work_products/2026-07/2026-07-14/2026-07-14_cfd_postprocess_admission_workflow_triage/steady_candidate_admission_triage.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_092,work_products/2026-07/2026-07-14/2026-07-14_cfd_postprocess_admission_workflow_triage/workflow_automation_steps.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_093,work_products/2026-07/2026-07-14/2026-07-14_corrected_q_pm5_admission_split_processing/corrected_q_pm5_forward_gate_queue.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_094,work_products/2026-07/2026-07-14/2026-07-14_corrected_q_pm5_admission_split_processing/corrected_q_pm5_heat_role_reduction.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_095,work_products/2026-07/2026-07-14/2026-07-14_corrected_q_pm5_admission_split_processing/corrected_q_pm5_split_admission_matrix.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_096,work_products/2026-07/2026-07-14/2026-07-14_corrected_q_pm5_admission_split_processing/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_097,work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_098,work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/scheduler_snapshot.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_099,work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_100,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/admission_decision_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_101,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/case_summary.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_102,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/external_bc_patch_contract.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_103,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/source_sink_parity_contract.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_104,work_products/2026-07/2026-07-14/2026-07-14_external_bc_thermal_profile_parity_study/thermal_profile_drive_comparison.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_105,work_products/2026-07/2026-07-14/2026-07-14_f6_hydraulic_screen/f6_hydraulic_scorecard.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_106,work_products/2026-07/2026-07-14/2026-07-14_final_forward_v1_scorecard_gate/final_forward_v1_gate_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_107,work_products/2026-07/2026-07-14/2026-07-14_final_forward_v1_scorecard_gate/forward_v1_gate_checklist.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_108,work_products/2026-07/2026-07-14/2026-07-14_final_forward_v1_scorecard_gate/forward_v1_score_rows.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_109,work_products/2026-07/2026-07-14/2026-07-14_final_forward_v1_scorecard_gate/internal_nu_dependency_blockers.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_110,work_products/2026-07/2026-07-14/2026-07-14_final_forward_v1_scorecard_gate/scorecard_inputs_waiting_on_agents.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_111,work_products/2026-07/2026-07-14/2026-07-14_final_forward_v1_scorecard_gate/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_112,work_products/2026-07/2026-07-14/2026-07-14_forward_model_readiness_after_h1_proxy/blockers_to_final_forward_v1.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_113,work_products/2026-07/2026-07-14/2026-07-14_forward_model_readiness_after_h1_proxy/input_contract_gate_readiness.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_114,work_products/2026-07/2026-07-14/2026-07-14_forward_model_readiness_after_h1_proxy/readiness_lanes_after_h1_proxy.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_115,work_products/2026-07/2026-07-14/2026-07-14_forward_model_readiness_after_h1_proxy/residual_attribution_after_h1_proxy.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_116,work_products/2026-07/2026-07-14/2026-07-14_forward_model_readiness_after_h1_proxy/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_117,work_products/2026-07/2026-07-14/2026-07-14_forward_model_readiness_after_h1_proxy/train_validation_holdout_guardrail.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_118,work_products/2026-07/2026-07-14/2026-07-14_forward_v1_gate_refresh_after_fluid_api_and_audits/forward_v1_blocking_gate_burndown.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_119,work_products/2026-07/2026-07-14/2026-07-14_forward_v1_gate_refresh_after_fluid_api_and_audits/forward_v1_gate_checklist_refreshed.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_120,work_products/2026-07/2026-07-14/2026-07-14_forward_v1_gate_refresh_after_fluid_api_and_audits/forward_v1_residual_attribution_skeleton.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_121,work_products/2026-07/2026-07-14/2026-07-14_forward_v1_gate_refresh_after_fluid_api_and_audits/forward_v1_scorecard_input_contract_next.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_122,work_products/2026-07/2026-07-14/2026-07-14_forward_v1_gate_refresh_after_fluid_api_and_audits/perturbation_split_policy_next.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_123,work_products/2026-07/2026-07-14/2026-07-14_forward_v1_gate_refresh_after_fluid_api_and_audits/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_124,work_products/2026-07/2026-07-14/2026-07-14_forward_v1_pm5_hydraulic_delta/forward_v1_gate_delta_after_pm5_hydraulic.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_125,work_products/2026-07/2026-07-14/2026-07-14_forward_v1_pm5_hydraulic_delta/next_gate_actions_after_pm5_hydraulic.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_126,work_products/2026-07/2026-07-14/2026-07-14_h1_faithful_gap_and_f6_decision/f6_candidate_decision_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_127,work_products/2026-07/2026-07-14/2026-07-14_h1_faithful_gap_and_f6_decision/h1_faithful_implementation_gap_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_128,work_products/2026-07/2026-07-14/2026-07-14_h1_faithful_gap_and_f6_decision/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_129,work_products/2026-07/2026-07-14/2026-07-14_heater_fraction_forward_v1_paper_methods/heater_fraction_decision_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_130,work_products/2026-07/2026-07-14/2026-07-14_heater_fraction_forward_v1_paper_methods/heater_fraction_scalar_candidates.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_131,work_products/2026-07/2026-07-14/2026-07-14_heater_fraction_forward_v1_paper_methods/heater_fraction_split_scores.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_132,work_products/2026-07/2026-07-14/2026-07-14_heater_fraction_forward_v1_paper_methods/result_intake_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_133,work_products/2026-07/2026-07-14/2026-07-14_heater_source_split_screen/heater_source_gate_decision.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_134,work_products/2026-07/2026-07-14/2026-07-14_hydraulic_reset_k_admission_contract/component_cluster_k_admission_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_135,work_products/2026-07/2026-07-14/2026-07-14_hydraulic_reset_k_admission_contract/f6_readiness_handoff.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_136,work_products/2026-07/2026-07-14/2026-07-14_hydraulic_reset_k_admission_contract/hydraulic_reset_development_contract.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_137,work_products/2026-07/2026-07-14/2026-07-14_hydraulic_reset_k_admission_contract/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_138,work_products/2026-07/2026-07-14/2026-07-14_hydraulic_reset_k_admission_contract/tap_length_gap_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_139,work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/component_cluster_k_recomputed_admission_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_140,work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/h1_faithful_readiness_after_tap_refresh.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_141,work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_142,work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/tap_centerline_length_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_143,work_products/2026-07/2026-07-14/2026-07-14_internal_nu_blocker_progress_integration/admission_decision_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_144,work_products/2026-07/2026-07-14/2026-07-14_localized_fixed_k_forward_score/localized_fixed_k_scorecard.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_145,work_products/2026-07/2026-07-14/2026-07-14_localized_fixed_k_forward_score/localized_fixed_k_source.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_146,work_products/2026-07/2026-07-14/2026-07-14_localized_fixed_k_forward_score/rigor_gate_audit.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_147,work_products/2026-07/2026-07-14/2026-07-14_math_theory_assumptions_results_register/result_intake_contract.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_148,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/case_admission_and_use_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_149,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_probe_error_audit/case_admission_and_use_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_150,work_products/2026-07/2026-07-14/2026-07-14_pm5_corrected_q_matched_plane_unlock/parsed/matched_plane_metrics_salt2_hi5q.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_151,work_products/2026-07/2026-07-14/2026-07-14_pm5_corrected_q_matched_plane_unlock/parsed/matched_plane_metrics_salt2_lo5q.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_152,work_products/2026-07/2026-07-14/2026-07-14_pm5_corrected_q_matched_plane_unlock/parsed/matched_plane_metrics_salt4_hi5q.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_153,work_products/2026-07/2026-07-14/2026-07-14_pm5_corrected_q_matched_plane_unlock/parsed/matched_plane_metrics_salt4_lo5q.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_154,work_products/2026-07/2026-07-14/2026-07-14_predictive_h1_hydraulic_scorecard/h1_hydraulic_scorecard.csv,yes,read_only_scanned_scorecard_or_gate_csv
