case_id,span,orientation,heating_cooling_signs,source_rows,fit_target_rows,mean_Re,mean_Pr,mean_Gz,min_Gz,max_Gz,mean_Ri,mean_Ra,x_from_reset_m,L_over_D_from_reset,hydraulic_entrance_L_over_D_0p05Re,thermal_entrance_L_over_D_0p05RePr,thermal_development_indicated_by_L_over_D,hydraulic_reset_status,thermal_reset_status,branch_lane_status,single_stream_allowed_rows,same_qoi_uq_blocked_rows,recirculation_blocked_rows,hydraulic_reset_variant_status,thermal_graetz_variant_status,blocking_reasons,quality_flags,mf07_gate
salt_3,left_upper_leg,mostly_horizontal,cooling_expected,5,0,66.8046144,35.1774956,339.56194,248.14202,481.00575,0.34487489,49448.0712,0.14309042,6.5592798,3.3402307200000005,117.50095145578486,True,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_for_single_stream_developing,0,5,5,blocked_single_stream_recirculation_invalid,blocked_single_stream_recirculation_invalid,coarse_no_gci;recirculation_invalid_single_stream;same_QOI_UQ_missing;source_envelope_not_fit,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;recirculation_invalid_single_f;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,forbidden_as_single_stream_fit
salt_3,upper_leg,mostly_horizontal,cooling,5,5,77.4010034,29.87381,134.890612,100.41493,189.50148,1.3335338,220329.84,0.35687444,16.354078,3.87005017,115.61314346904769,True,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,diagnostic_only
salt_4,lower_leg,mostly_horizontal,heating,5,5,103.6117136,25.2420432,154.09383,116.9652,214.67091,4.1963866,1066549.778,0.35684162,16.352882,5.18058568,130.7685675358614,True,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,diagnostic_only
salt_4,right_leg,mostly_vertical_downcomer,cooling,5,5,120.184404,22.7073302,157.956196,121.40427,218.91008,1.2523864,389777.614,0.36576,16.766477,6.009220200000001,136.45334732591007,True,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,diagnostic_only
salt_4,left_lower_leg,mostly_horizontal,heating_expected,5,0,85.220426,35.1774956,508.383962,371.51225,720.15023,0.21192739,49448.0712,0.12192,5.5888256,4.2610213,149.8920580322563,True,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_for_single_stream_developing,0,5,5,blocked_single_stream_recirculation_invalid,blocked_single_stream_recirculation_invalid,coarse_no_gci;recirculation_invalid_single_stream;same_QOI_UQ_missing;source_envelope_not_fit,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;recirculation_invalid_single_f;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,forbidden_as_single_stream_fit
salt_4,test_section_span,mostly_horizontal,heating_expected,5,5,79.3589972,35.1774956,558.240434,407.94592,790.77431,0.20856094,42198.8084,0.098072727,4.7396206,3.9679498600000005,139.58253874117062,True,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,diagnostic_only
salt_4,left_upper_leg,mostly_horizontal,cooling_expected,5,0,76.7656788,35.1774956,390.193146,285.14183,552.72728,0.26118023,49448.0712,0.14309042,6.5592798,3.83828394,135.02121641090068,True,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_for_single_stream_developing,0,5,5,blocked_single_stream_recirculation_invalid,blocked_single_stream_recirculation_invalid,coarse_no_gci;recirculation_invalid_single_stream;same_QOI_UQ_missing;source_envelope_not_fit,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;recirculation_invalid_single_f;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,forbidden_as_single_stream_fit
salt_4,upper_leg,mostly_horizontal,cooling,5,5,108.320464,23.8350344,152.689354,116.68315,212.11436,1.1889397,313795.294,0.35687444,16.354078,5.416023200000001,129.0910992831981,True,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,diagnostic_only
salt_2,lower_leg,mostly_horizontal,heating,5,5,55.491081799999996,38.1825606,122.566942,88.751519,174.35612,6.6302501,709642.416,0,0,2.77455409,105.93957967940287,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,diagnostic_only
salt_2,right_leg,mostly_vertical_downcomer,cooling,5,5,61.0384682,34.3636098,118.6533534,86.936788,167.87702,1.9912334,233111.152,0,0,3.05192341,104.87510520072541,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,diagnostic_only
salt_2,upper_leg,mostly_horizontal,cooling,5,5,57.1359734,36.3180162,120.1532416,87.491159,170.48177,1.4517552,156969.258,0,0,2.85679867,103.75326037719846,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,diagnostic_only
salt_2,left_upper_leg,mostly_horizontal,cooling_expected,5,0,58.859501200000004,35.1774956,299.177634,218.63034,423.79945,0.44426422,49448.0712,0,0,2.94297506,103.52649222405974,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,blocked_for_single_stream_developing,0,5,5,blocked_single_stream_recirculation_invalid,blocked_single_stream_recirculation_invalid,coarse_no_gci;recirculation_invalid_single_stream;same_QOI_UQ_missing;source_envelope_not_fit,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;recirculation_invalid_single_f;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,forbidden_as_single_stream_fit
salt_2,left_lower_leg,mostly_horizontal,heating_expected,5,0,62.506691399999994,35.1774956,372.884776,272.49338,528.20914,0.39393219,49448.0712,0,0,3.1253345699999997,109.94144308470288,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,blocked_for_single_stream_developing,0,5,5,blocked_single_stream_recirculation_invalid,blocked_single_stream_recirculation_invalid,coarse_no_gci;recirculation_invalid_single_stream;same_QOI_UQ_missing;source_envelope_not_fit,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;recirculation_invalid_single_f;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,forbidden_as_single_stream_fit
salt_3,lower_leg,mostly_horizontal,heating,5,5,74.561798,31.5573266,136.919926,101.29112,192.88462,5.2979542,854489.03,0,0,3.7280899,117.64855056846135,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,diagnostic_only
salt_3,right_leg,mostly_vertical_downcomer,cooling,5,5,84.9407164,28.369797600000002,137.497132,102.96319,192.66401,1.6049722,304621.486,0,0,4.24703582,120.48754661335003,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,diagnostic_only
salt_3,upper_leg,mostly_horizontal,cooling,5,5,77.4010034,29.87381,134.890612,100.41493,189.50148,1.3335338,220329.84,0,0,3.87005017,115.61314346904769,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,diagnostic_only
salt_3,left_upper_leg,mostly_horizontal,cooling_expected,5,0,66.8046144,35.1774956,339.56194,248.14202,481.00575,0.34487489,49448.0712,0,0,3.3402307200000005,117.50095145578486,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,blocked_for_single_stream_developing,0,5,5,blocked_single_stream_recirculation_invalid,blocked_single_stream_recirculation_invalid,coarse_no_gci;recirculation_invalid_single_stream;same_QOI_UQ_missing;source_envelope_not_fit,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;recirculation_invalid_single_f;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,forbidden_as_single_stream_fit
salt_3,left_lower_leg,mostly_horizontal,heating_expected,5,0,72.3644938,35.1774956,431.691672,315.46775,611.51193,0.29391614,49448.0712,0,0,3.6182246900000004,127.28008311228638,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,blocked_for_single_stream_developing,0,5,5,blocked_single_stream_recirculation_invalid,blocked_single_stream_recirculation_invalid,coarse_no_gci;recirculation_invalid_single_stream;same_QOI_UQ_missing;source_envelope_not_fit,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;recirculation_invalid_single_f;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,forbidden_as_single_stream_fit
salt_4,lower_leg,mostly_horizontal,heating,5,5,103.6117136,25.2420432,154.09383,116.9652,214.67091,4.1963866,1066549.778,0,0,5.18058568,130.7685675358614,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,diagnostic_only
salt_4,right_leg,mostly_vertical_downcomer,cooling,5,5,120.184404,22.7073302,157.956196,121.40427,218.91008,1.2523864,389777.614,0,0,6.009220200000001,136.45334732591007,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,diagnostic_only
salt_4,upper_leg,mostly_horizontal,cooling,5,5,108.320464,23.8350344,152.689354,116.68315,212.11436,1.1889397,313795.294,0,0,5.416023200000001,129.0910992831981,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,precheck_only_no_admission,5,5,0,diagnostic_reset_basis_available_no_coupled_closure,thermally_developing_diagnostic_only_missing_reset_or_same_qoi_uq,coarse_no_gci;same_QOI_UQ_missing,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_from_segment_when_available;updated_candidate_sensitivity,diagnostic_only
salt_4,left_upper_leg,mostly_horizontal,cooling_expected,5,0,76.7656788,35.1774956,390.193146,285.14183,552.72728,0.26118023,49448.0712,0,0,3.83828394,135.02121641090068,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,blocked_for_single_stream_developing,0,5,5,blocked_single_stream_recirculation_invalid,blocked_single_stream_recirculation_invalid,coarse_no_gci;recirculation_invalid_single_stream;same_QOI_UQ_missing;source_envelope_not_fit,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;recirculation_invalid_single_f;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,forbidden_as_single_stream_fit
salt_4,left_lower_leg,mostly_horizontal,heating_expected,5,0,85.220426,35.1774956,508.383962,371.51225,720.15023,0.21192739,49448.0712,0,0,4.2610213,149.8920580322563,True,feature_reset_assumed_for_downstream_development_sensitivity,possible_thermal_reset_if_wall_bc_or_geometry_changes,blocked_for_single_stream_developing,0,5,5,blocked_single_stream_recirculation_invalid,blocked_single_stream_recirculation_invalid,coarse_no_gci;recirculation_invalid_single_stream;same_QOI_UQ_missing;source_envelope_not_fit,clean_celsius_basis_comparison;coarse_no_gci;historical_constant_cp_k_sensitivity;recirculation_invalid_single_f;replication_plus_measured_k_candidate;source_supported_sensitivity_k_screening;thermal_deltaT_default_1K_no_segment_match;updated_candidate_sensitivity,forbidden_as_single_stream_fit
