branch_name,branch_type,component_spans,component_span_count,branch_total_length_m,time_sample_count,total_row_count,usable_row_count,masked_row_count,warning_fraction,thermal_warning_fraction,mean_mdot_mean_abs_kg_s,mean_bulk_positive_mass_flux_kg_s,mean_t_wall_area_avg_k,mean_bulk_temp_fluid_area_avg_k,mean_bulk_temp_area_weighted_k,mean_bulk_minus_wall_temp_k,mean_abs_bulk_minus_wall_temp_k,min_abs_bulk_minus_wall_temp_k,mean_wall_heat_per_length_w_m,mean_wall_heatflux_area_avg_w_m2,mean_effective_htc_w_m2_k,mean_effective_ua_per_m_w_m_k,mean_effective_thermal_resistance_k_m_w,mean_effective_htc_tp_endpoint_proxy_w_m2_k,mean_effective_ua_per_m_tp_endpoint_proxy_w_m_k,mean_effective_thermal_resistance_tp_endpoint_proxy_k_m_w,min_bulk_positive_mass_flux_kg_s,mean_area_ratio_to_reference,max_area_ratio_to_reference,thermal_status_breakdown_json,mean_branch_total_wall_heat_w,mean_branch_total_abs_wall_heat_w,usable_fraction,source_id,case_label
test_section_span,span_section,test_section_span,1,0.25127800000000006,4,108,108,0,1.0,0.0,0.01316270063415116,0.013600462140022081,451.1571562760014,454.5839300545905,452.07491326431824,3.4267737785888923,3.4270523229414285,2.8361924532516696,-30.35288804559307,-465.2258024976694,136.2070154496454,8.881949203680314,0.11376823457537394,348.3054133318785,22.440862352058254,0.053862946106126464,0.013505232762573465,1.0080518102155136,1.1086994291205967,"{""usable"": 108}",-7.627013002320542,7.627013002320542,1.0,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.013162731833566652,0.013647372260254115,450.8362349426758,454.17008255487303,451.8120335322714,3.333847612197173,3.34376393188418,2.540076459599959,-26.737064150600784,-387.1670976524619,117.17791527107151,8.069558701122805,0.12502490726836277,3063.92463894808,213.82247782535734,0.009857079204747416,0.013201823280754001,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-9.623840189768206,9.623840189768206,0.9487179487179487,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,360,16,0.9042553191489362,0.0425531914893617,0.013162774905993135,0.013092681335987113,442.18153762065367,449.66480249087573,449.0502787237467,7.483264870222394,7.48334586825382,0.2830022217021906,-166.2792032185522,-2392.194086998773,303.95718253706394,21.02366932950054,0.06548950082009374,338.4124613321675,23.667520469297717,0.1127571685472534,0.013087327731603874,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""usable"": 360}",-148.66920404842813,148.66920404842813,0.9574468085106383,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,4,400,384,16,1.0,0.04,0.013162723363187424,0.01368506288854822,450.89962542107014,454.51541934068575,451.8809654555984,3.6157939196157804,3.6141526950825438,2.540076459599959,-27.71738637688055,-408.467760154536,117.17919767643782,7.953642856115821,0.13281824710126158,1316.1562384400183,91.32958220571564,0.0874599584685311,0.013201823280754001,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 16, ""usable"": 384}",-25.50049988337627,25.50049988337627,0.96,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin
lower_leg,span_section,lower_leg,1,0.9004136306150922,4,368,276,92,0.8586956521739131,0.25,0.012243561702500006,0.012098294180172579,459.1043443439836,446.7469551988917,446.42972274896704,-12.357389145092087,14.259263849635145,1.5567984556470833,263.26519877487885,3795.13872989569,209.4931724501777,14.527681660817484,0.10223902250303307,220.23479447731214,15.251546020280463,0.11272311715848926,0.003132950898005786,1.4258824256107032,2.9195266054678455,"{""area_ratio_out_of_range"": 92, ""usable"": 276}",237.04757344349326,249.60108037696654,0.75,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst
right_leg,span_section,right_leg,1,0.9144000000000001,4,372,272,100,1.0,0.26881720430107525,0.012243562342499998,0.012957072889761246,442.0928271638454,454.15618713161604,450.64491569797326,12.063359967770303,11.217839574693661,2.7108317757644045,-24.986003912654603,-360.1657093854277,30.30547376010576,2.101683936168326,0.482900997421306,1002.0826059747425,70.07689678827407,0.054881508010011563,0.00494559159351481,1.4820533501328375,6.207896086691372,"{""area_ratio_out_of_range"": 100, ""usable"": 272}",-22.847201977731434,22.847201977731434,0.7311827956989247,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst
left_lower_leg,span_section,left_lower_leg,1,0.323501,4,136,128,8,1.0,0.058823529411764705,0.012243561806666685,0.013064855120702181,449.3179824556537,454.34425516501784,450.5386974418447,5.026272709364251,5.022098280530749,3.81636654280544,-26.419120172942662,-382.8227715750961,79.78920361014828,5.535085601456826,0.1942473700129852,80.04890794371545,5.542275480436566,0.19720084358679438,0.012480392263479604,1.0000000034395247,1.0000000037008279,"{""missing_wall_faces"": 8, ""usable"": 128}",-8.158129440745899,8.158129440745899,0.9411764705882353,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst
test_section_span,span_section,test_section_span,1,0.25127800000000006,4,108,108,0,1.0,0.0,0.012243561812500046,0.012789989219716087,449.92089016347876,454.1134747275903,450.91627425800874,4.192584564111537,4.195607557347016,3.728268198301521,-28.440173927121265,-436.1607879547328,104.06254308731603,6.783806921638663,0.14894765338487181,322.81480184803627,20.707463450078283,0.060773682030480475,0.012736328971835992,1.0080518102155136,1.1086994291205967,"{""usable"": 108}",-7.146390024059183,7.146390024059183,1.0,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst
left_upper_leg,span_section,left_upper_leg,1,0.37473599999999996,4,156,148,8,1.0,0.05128205128205128,0.012243561806666668,0.012805209405838982,449.68294091496597,453.7054429937789,450.73044602394805,4.022502078812799,4.03254387162935,3.181896592685348,-26.502072563102892,-383.76687686874396,96.20674398838648,6.628434141100766,0.1522545951262549,4781.509653858221,342.051534284236,0.008336552809294764,0.012356445105972861,1.000000003625496,1.0000000037008272,"{""missing_wall_faces"": 8, ""usable"": 148}",-9.539256427269779,9.539256427269779,0.9487179487179487,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst
upper_leg,span_section,upper_leg,1,0.9238969228247695,4,376,360,16,0.8936170212765957,0.0425531914893617,0.012243561375000007,0.012178205042683713,441.4255155590076,448.93352794039,448.38444590808456,7.5080123813823985,7.507990156830366,0.43069689390040367,-166.20123603239782,-2391.078048353308,289.4534421452591,20.08140888700721,0.06578806545982177,283.38369237246104,19.792117466190312,0.11835205942687818,0.012174964273112463,1.0104220853162138,1.0217621659261193,"{""missing_wall_faces"": 16, ""usable"": 360}",-148.59949407097392,148.59949407097392,0.9574468085106383,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst
upcomer,derived_branch,"left_lower_leg, test_section_span, left_upper_leg",3,0.949515,4,400,384,16,1.0,0.04,0.012243561808248012,0.012889424477835549,449.62327329720114,454.03340216238206,450.715581518467,4.410128865180963,4.408257002871243,3.181896592685348,-27.00357007158779,-397.75997057653234,92.75048835668335,6.2985560182586084,0.16564562076592595,1973.2094023452366,140.44678346128578,0.08681012531589347,0.012356445105972861,1.002264574166948,1.1086994291205967,"{""missing_wall_faces"": 16, ""usable"": 384}",-24.843775892074863,24.843775892074863,0.96,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst
