model_family,fit_form,grouping,admissibility,case,case_id,sensor,sensor_kind,prediction_source_segment,leg,thermal_family,fit_role,transfer_role,legacy_split_role,fit_allowed,score_allowed,row_usable,exclusion_reason,predicted_K,reference_K,baseline_residual_K,coefficient_group,multiplier_correction,offset_bias_K,corrected_prediction_K,corrected_residual_K,corrected_abs_error_K,coefficient_missing,source_path,claim_boundary
F0_null_baseline,identity,none,baseline_only,Salt 1,salt_1,TP1,TP,top_horizontal_exit,cooling_branch,cooling_branch,train_support_fit,fit_partition,train_support,True,True,True,,524.4485228409546,449.37,75.07852284095463,identity,1.0,0.0,524.4485228409546,75.07852284095463,75.07852284095463,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_1/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 1,salt_1,TW4,TW,heated_incline,lower_leg,heated_lower_leg,train_support_fit,fit_partition,train_support,True,True,True,,522.3959181695434,442.26,80.1359181695434,identity,1.0,0.0,522.3959181695434,80.1359181695434,80.1359181695434,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_1/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 1,salt_1,TW5,TW,heated_incline,lower_leg,heated_lower_leg,train_support_fit,fit_partition,train_support,True,True,True,,523.7636107175896,465.38,58.38361071758959,identity,1.0,0.0,523.7636107175896,58.38361071758959,58.38361071758959,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_1/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 1,salt_1,TW6,TW,heated_incline,lower_leg,heated_lower_leg,train_support_fit,fit_partition,train_support,True,True,True,,525.5304668171466,461.06999999999994,64.46046681714665,identity,1.0,0.0,525.5304668171466,64.46046681714665,64.46046681714665,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_1/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 1,salt_1,TW7,TW,left_lower_vertical,upcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,526.4898485589362,448.30999999999995,78.17984855893621,identity,1.0,0.0,526.4898485589362,78.17984855893621,78.17984855893621,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_1/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 1,salt_1,TW8,TW,left_upper_vertical,upcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,526.1166651268882,446.75,79.36666512688817,identity,1.0,0.0,526.1166651268882,79.36666512688817,79.36666512688817,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_1/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 1,salt_1,TW9,TW,cooled_incline_pre_hx,cooling_branch,cooling_branch,train_support_fit,fit_partition,train_support,True,True,True,,525.4748533026695,446.73,78.74485330266953,identity,1.0,0.0,525.4748533026695,78.74485330266953,78.74485330266953,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_1/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TP1,TP,top_horizontal_exit,cooling_branch,cooling_branch,train_support_fit,fit_partition,train_support,True,True,True,,544.5681815442263,453.26,91.30818154422627,identity,1.0,0.0,544.5681815442263,91.30818154422627,91.30818154422627,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TP2,TP,,unmapped,unmapped,train_support_fit,fit_partition,train_support,True,True,False,missing_prediction_reference_or_mapped_segment,,446.63,,,,,,,,True,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TP3,TP,left_lower_vertical,upcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,548.9790179720221,446.66999999999996,102.30901797202216,identity,1.0,0.0,548.9790179720221,102.30901797202216,102.30901797202216,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TP4,TP,left_lower_vertical,upcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,548.1382721751045,449.74,98.39827217510447,identity,1.0,0.0,548.1382721751045,98.39827217510447,98.39827217510447,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TP5,TP,test_section,upcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,548.5469763529202,451.64,96.9069763529202,identity,1.0,0.0,548.5469763529202,96.9069763529202,96.9069763529202,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TP6,TP,left_upper_vertical,upcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,547.7085679276468,456.71999999999997,90.98856792764678,identity,1.0,0.0,547.7085679276468,90.98856792764678,90.98856792764678,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TW1,TW,right_vertical,downcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,542.24375177055,443.86,98.38375177055002,identity,1.0,0.0,542.24375177055,98.38375177055002,98.38375177055002,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TW10,TW,cooled_incline_hx_active,cooling_branch,cooling_branch,train_support_fit,fit_partition,train_support,True,True,True,,540.1790416347385,389.74,150.4390416347385,identity,1.0,0.0,540.1790416347385,150.4390416347385,150.4390416347385,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TW11,TW,cooled_incline_post_hx,cooling_branch,cooling_branch,train_support_fit,fit_partition,train_support,True,True,True,,543.3893917664756,448.40999999999997,94.9793917664756,identity,1.0,0.0,543.3893917664756,94.9793917664756,94.9793917664756,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TW2,TW,right_vertical,downcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,541.5568728116062,445.08,96.47687281160626,identity,1.0,0.0,541.5568728116062,96.47687281160626,96.47687281160626,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TW3,TW,right_vertical,downcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,541.2903861188365,443.56999999999994,97.72038611883659,identity,1.0,0.0,541.2903861188365,97.72038611883659,97.72038611883659,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TW4,TW,heated_incline,lower_leg,heated_lower_leg,train_support_fit,fit_partition,train_support,True,True,True,,542.3701810707688,445.49,96.8801810707688,identity,1.0,0.0,542.3701810707688,96.8801810707688,96.8801810707688,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TW5,TW,heated_incline,lower_leg,heated_lower_leg,train_support_fit,fit_partition,train_support,True,True,True,,543.745714745552,471.68999999999994,72.05571474555211,identity,1.0,0.0,543.745714745552,72.05571474555211,72.05571474555211,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TW6,TW,heated_incline,lower_leg,heated_lower_leg,train_support_fit,fit_partition,train_support,True,True,True,,545.5540541859766,467.02,78.53405418597663,identity,1.0,0.0,545.5540541859766,78.53405418597663,78.53405418597663,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TW7,TW,left_lower_vertical,upcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,546.5203363414341,453.23,93.29033634143411,identity,1.0,0.0,546.5203363414341,93.29033634143411,93.29033634143411,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TW8,TW,left_upper_vertical,upcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,546.0455599660545,450.31999999999994,95.72555996605456,identity,1.0,0.0,546.0455599660545,95.72555996605456,95.72555996605456,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 2,salt_2,TW9,TW,cooled_incline_pre_hx,cooling_branch,cooling_branch,train_support_fit,fit_partition,train_support,True,True,True,,545.4170425983498,450.66999999999996,94.74704259834982,identity,1.0,0.0,545.4170425983498,94.74704259834982,94.74704259834982,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 3,salt_3,TP1,TP,top_horizontal_exit,cooling_branch,cooling_branch,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,562.7941669526448,465.80999999999995,96.98416695264484,identity,1.0,0.0,562.7941669526448,96.98416695264484,96.98416695264484,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 3,salt_3,TP2,TP,,unmapped,unmapped,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,False,missing_prediction_reference_or_mapped_segment,,458.52,,,,,,,,True,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 3,salt_3,TP3,TP,left_lower_vertical,upcomer,vertical_loop,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,567.2857333595355,459.31999999999994,107.96573335953553,identity,1.0,0.0,567.2857333595355,107.96573335953553,107.96573335953553,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 3,salt_3,TP4,TP,left_lower_vertical,upcomer,vertical_loop,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,566.4430425889182,462.56999999999994,103.87304258891822,identity,1.0,0.0,566.4430425889182,103.87304258891822,103.87304258891822,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 3,salt_3,TP5,TP,test_section,upcomer,vertical_loop,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,566.7633708955309,463.65,103.11337089553092,identity,1.0,0.0,566.7633708955309,103.11337089553092,103.11337089553092,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F0_null_baseline,identity,none,baseline_only,Salt 3,salt_3,TP6,TP,left_upper_vertical,upcomer,vertical_loop,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,565.9233135402906,466.46999999999997,99.4533135402906,identity,1.0,0.0,565.9233135402906,99.4533135402906,99.4533135402906,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
