phase,lane_id,candidate_id,case_id,fluid_case_name,split_role,heater_lambda,cooler_candidate_id,coupled_run_status,elapsed_s,root_status,qhx_total_W,qambient_total_W,mdot_error_pct,tp_rmse_K,tw_rmse_K,all_probe_rmse_K,coupled_gate,source_path
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p35_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.35,HX_LUMPED_UA_NTU,completed,102.0263401,accepted,89.86008531,179.4403898,18.55768388,49.88843142,104.4127402,90.95551847,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p35_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.35,HX_LUMPED_UA_NTU,completed,100.3464339,accepted,98.37532734,204.3251408,26.95730505,64.20250366,120.6314765,106.2665551,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p35_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.35,HX_LUMPED_UA_NTU,completed,60.39604082,rejected,112.9770366,252.3318106,28.71531542,69.15163751,134.4499488,117.9921663,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p40_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.4,HX_LUMPED_UA_NTU,completed,102.067116,accepted,89.86634999,179.4341306,18.2710214,49.91041126,104.4169192,90.96258468,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p40_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.4,HX_LUMPED_UA_NTU,completed,101.1522449,accepted,98.38176802,204.3187057,26.65088626,64.22488625,120.6347301,106.2733207,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p40_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.4,HX_LUMPED_UA_NTU,completed,60.24292369,rejected,112.9713825,252.282408,28.38380081,69.14789818,134.4279176,117.9742224,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p45_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.45,HX_LUMPED_UA_NTU,completed,102.0567598,accepted,89.87264053,179.427845,17.98360645,49.93250774,104.421142,90.96970666,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p45_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.45,HX_LUMPED_UA_NTU,completed,102.4355361,accepted,98.38823536,204.3122436,26.34363974,64.24738751,120.6380182,106.2801368,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p45_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.45,HX_LUMPED_UA_NTU,completed,60.13160998,rejected,112.9656843,252.2327281,28.05127239,69.14412866,134.4057767,117.9561872,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p50_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.5,HX_LUMPED_UA_NTU,completed,100.9899254,accepted,89.87895736,179.4215334,17.69543139,49.95472262,104.4254094,90.97688545,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p50_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.5,HX_LUMPED_UA_NTU,completed,100.3140976,accepted,98.39472973,204.3057547,26.03556011,64.27000901,120.6413415,106.2870043,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p50_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.5,HX_LUMPED_UA_NTU,completed,60.20701173,rejected,112.9599413,252.1827674,27.71772008,69.14032853,134.3835246,117.9380594,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p55_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.55,HX_LUMPED_UA_NTU,completed,101.6386985,accepted,89.88530074,179.4151952,17.40649433,49.97705711,104.429722,90.98412168,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p55_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.55,HX_LUMPED_UA_NTU,completed,101.4280962,accepted,98.40125141,204.2992385,25.72664201,64.29275209,120.6447005,106.2939237,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p55_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.55,HX_LUMPED_UA_NTU,completed,61.74235845,rejected,112.9541529,252.1325225,27.38313631,69.13649739,134.3611602,117.9198381,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p60_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.6,HX_LUMPED_UA_NTU,completed,102.8931818,accepted,89.89167093,179.4088302,17.11678765,49.9995126,104.4340803,90.99141603,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p60_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.6,HX_LUMPED_UA_NTU,completed,102.564316,accepted,98.40780072,204.2926948,25.41688006,64.3156182,120.6480957,106.3008956,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p60_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.6,HX_LUMPED_UA_NTU,completed,62.05364437,rejected,112.9483186,252.0819898,27.04751352,69.13263481,134.338682,117.901522,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p65_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.65,HX_LUMPED_UA_NTU,completed,102.1867922,accepted,89.89806826,179.4024381,16.82630371,50.02209068,104.438485,90.99876935,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p65_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.65,HX_LUMPED_UA_NTU,completed,100.6729028,accepted,98.41437788,204.2861231,25.10626529,64.3386087,120.6515273,106.3079208,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p65_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.65,HX_LUMPED_UA_NTU,completed,61.63456922,rejected,112.9424377,252.0311653,26.71083909,69.12874032,134.3160885,117.8831099,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p70_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.7,HX_LUMPED_UA_NTU,completed,102.0293559,accepted,89.90449296,179.3960185,16.53504063,50.0447925,104.4429366,91.00618223,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p70_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.7,HX_LUMPED_UA_NTU,completed,100.8839285,accepted,98.42098333,204.2795233,24.79479234,64.36172527,120.6549961,106.3149999,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p70_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.7,HX_LUMPED_UA_NTU,completed,60.57831446,rejected,112.9365095,251.9800454,26.37310798,69.12481352,134.2933784,117.8646007,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p75_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.75,HX_LUMPED_UA_NTU,completed,102.1038464,accepted,89.91094545,179.3895713,16.24299269,50.06761977,104.4474359,91.01365564,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p75_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.75,HX_LUMPED_UA_NTU,completed,102.8536587,accepted,98.42761727,204.272895,24.48245404,64.38496924,120.6585024,106.3221336,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p75_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.75,HX_LUMPED_UA_NTU,completed,59.77717035,rejected,112.9305334,251.9286263,26.03430759,69.12085393,134.2705503,117.8459932,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p80_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.8,HX_LUMPED_UA_NTU,completed,102.3965551,accepted,89.917426,179.3830962,15.95015035,50.09057407,104.4519835,91.02119036,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p80_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.8,HX_LUMPED_UA_NTU,completed,101.4165007,accepted,98.43428008,204.2662378,24.1692468,64.40834217,120.6620469,106.3293227,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p80_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.8,HX_LUMPED_UA_NTU,completed,59.1010121,rejected,112.9245087,251.876904,25.69443034,69.11686109,134.2476027,117.8272861,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p85_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.85,HX_LUMPED_UA_NTU,completed,102.277355,accepted,89.92393487,179.3765927,15.65650981,50.11365668,104.45658,91.02878703,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p85_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.85,HX_LUMPED_UA_NTU,completed,101.7539335,accepted,98.44097207,204.2595514,23.85516167,64.43184567,120.6656299,106.3365678,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p85_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.85,HX_LUMPED_UA_NTU,completed,59.5509525,rejected,112.9184348,251.8248746,25.35346615,69.11283452,134.224534,117.8084781,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p90_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.9,HX_LUMPED_UA_NTU,completed,102.1519382,accepted,89.93047243,179.3700606,15.36206536,50.1368693,104.4612261,91.0364466,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p90_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.9,HX_LUMPED_UA_NTU,completed,103.0293949,accepted,98.44769359,204.2528356,23.54019148,64.45548134,120.6692521,106.3438697,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p90_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.9,HX_LUMPED_UA_NTU,completed,58.99629854,rejected,112.912311,251.772534,25.01140745,69.10877378,134.2013429,117.7895681,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p95_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.95,HX_LUMPED_UA_NTU,completed,101.4461692,accepted,89.93703888,179.3634992,15.06681128,50.16021319,104.4659223,91.04416962,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p95_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.95,HX_LUMPED_UA_NTU,completed,100.1370706,accepted,98.45444493,204.2460899,23.22433085,64.47925068,120.672914,106.351229,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p95_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.95,HX_LUMPED_UA_NTU,completed,59.13280437,rejected,112.9061364,251.719878,24.66824163,69.10467834,134.1780276,117.7705547,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_1p00_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,1,HX_LUMPED_UA_NTU,completed,102.4696122,accepted,89.94363477,179.3569089,14.77073995,50.18369049,104.4706697,91.0519574,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_1p00_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,1,HX_LUMPED_UA_NTU,completed,100.8745032,accepted,98.46122651,204.239314,22.90757262,64.50315548,120.6766161,106.3586467,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_1p00_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,1,HX_LUMPED_UA_NTU,completed,59.1934734,rejected,112.8999105,251.6669023,24.32395862,69.10054769,134.1545867,117.7514365,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
selected_nominal_score,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_1p00_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,1,HX_LUMPED_UA_NTU,completed,101.4920646,accepted,89.94363477,179.3569089,14.77073995,50.18369049,104.4706697,91.0519574,selected_train_case_score_not_admission_gate,Fluid solve_case with AGENT-529 LOSO heater-source scenario
