source_id,base_case_id,variant_label,time_s,patch_name,leg_group,thermal_role,patch_order,q_min_w_m2,q_max_w_m2,q_total_w,q_avg_w_m2,imposed_q_w,ambient_like_component_w,patch_rank_in_leg,patch_count_in_leg,section_progress_0to1,areaAverage_T_k,areaAverage_Nu,areaAverage_wallHeatFlux_w_m2,latest_time,runtime_root,source_root,axial_field_extraction_error
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,junction_upper_left_upper_extension,junctions,junction,999,-452.2593783,-339.5690664,-4.615040281,-434.0192519,,4.615040281,14,21,0.65,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,junction_upper_left_upper_stub,junctions,junction,999,-11108.98419,-9644.670338,-4.108482083,-10620.59722,,4.108482083,15,21,0.7,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,junction_upper_right,junctions,junction,999,-437.7181973,-357.4383789,-1.23007863,-420.6086625,,1.23007863,16,21,0.75,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,junction_upper_right_right_extension,junctions,junction,999,-433.9128845,-256.6768056,-0.8804859784,-403.2734749,,0.8804859784,17,21,0.8,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,junction_upper_right_right_step,junctions,junction,999,0.0,0.0,0.0,0.0,,0.0,18,21,0.85,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,junction_upper_right_right_stub,junctions,junction,999,-12238.81909,-8615.724677,-5.810974399,-11500.92073,,5.810974399,19,21,0.9,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,junction_upper_right_upper_extension,junctions,junction,999,-436.0825098,-314.1712783,-2.198793157,-413.5688979,,2.198793157,20,21,0.95,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,junction_upper_right_upper_stub,junctions,junction,999,-12846.92106,-10867.36201,-4.690731948,-12125.73736,,4.690731948,21,21,1.0,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_left_01_upper,left_leg,transport,1,-387.7412186,-359.1670323,-9.194577019,-372.2589153,,9.194577019,1,7,0.0,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_left_02_connector,left_leg,transport,2,-397.7044804,-368.2797581,-0.06022821593,-379.7790803,,0.06022821593,2,7,0.16666666666666666,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_left_03_fitting,left_leg,transport,3,-506.3508222,-467.8869706,-1.007280995,-485.2579441,,1.007280995,3,7,0.3333333333333333,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_left_04_test_section,left_leg,test_section,4,-822.4556183,-418.9248728,-7.382596781,-602.2455786,,7.382596781,4,7,0.5,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_left_05_fitting,left_leg,transport,5,-512.9827843,-464.6733363,-1.016064267,-489.4892879,,1.016064267,5,7,0.6666666666666666,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_left_06_connector,left_leg,transport,6,-402.641317,-365.2558457,-0.06119333681,-385.8648112,,0.06119333681,6,7,0.8333333333333334,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_left_07_lower,left_leg,transport,7,-392.4016198,-351.6574883,-7.882373119,-372.7771569,,7.882373119,7,7,1.0,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_lower_01_fitting,lower_leg,transport,1,-515.0276831,-344.3651618,-0.9842418104,-450.457346,,0.9842418104,1,9,0.0,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_lower_02_straight,lower_leg,transport,2,-459.0151112,-362.9247824,-2.135515943,-392.8449717,,2.135515943,2,9,0.125,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_lower_03_bend,lower_leg,transport,3,-479.771477,-380.7223858,-0.2768263449,-418.8763229,,0.2768263449,3,9,0.25,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_lower_04_straight,lower_leg,heater,4,5255.844248,5355.725551,81.3622477,5330.985762,,0.0,4,9,0.375,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_lower_05_straight,lower_leg,heater,5,5275.053896,5364.035334,81.51862909,5341.232124,,0.0,5,9,0.5,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_lower_06_straight,lower_leg,heater,6,5298.721678,5415.047965,81.78020254,5358.370838,,0.0,6,9,0.625,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_lower_07_bend,lower_leg,transport,7,-355.4178358,-332.4709718,-0.2272816825,-343.908436,,0.2272816825,7,9,0.75,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_lower_08_straight,lower_leg,transport,8,-351.180608,-324.4952065,-1.868949605,-343.807995,,1.868949605,8,9,0.875,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_lower_09_fitting,lower_leg,transport,9,-409.7043582,-376.3740493,-0.8754863397,-400.6832964,,0.8754863397,9,9,1.0,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_right_01_lower,right_leg,transport,1,-351.2588001,-338.3928415,-7.339709548,-347.1132381,,7.339709548,1,3,0.0,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_right_02_middle,right_leg,transport,2,-353.714422,-338.4087012,-7.373575304,-348.7148346,,7.373575304,2,3,0.5,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_right_03_upper,right_leg,transport,3,-364.1219845,-339.556182,-7.461721453,-352.8834866,,7.461721453,3,3,1.0,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_upper_01_straight,upper_leg,transport,1,-370.2053511,-308.1081536,-2.661956086,-349.2917467,,2.661956086,1,9,0.0,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_upper_02_bend,upper_leg,transport,2,-374.3693069,-310.3586547,-0.2280657078,-345.094774,,0.2280657078,2,9,0.125,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_upper_03_straight,upper_leg,transport,3,-371.0045811,-285.7611339,-2.813236887,-351.4810011,,2.813236887,3,9,0.25,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_upper_04_reducer,upper_leg,cooling_branch,4,-2790.212823,-2790.212822,-16.138602,-2790.212822,,16.138602,4,9,0.375,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_upper_05_cooler,upper_leg,cooling_branch,5,-5715.026763,-5715.026761,-104.073536,-5715.026762,,104.073536,5,9,0.5,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_upper_06_reducer,upper_leg,cooling_branch,6,-2790.212824,-2790.212823,-16.138602,-2790.212823,,16.138602,6,9,0.625,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_upper_07_straight,upper_leg,transport,7,-382.0121379,-369.1418652,-3.015258706,-376.7212614,,3.015258706,7,9,0.75,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_upper_08_bend,upper_leg,transport,8,-385.0452726,-373.8182231,-0.2521347038,-381.5144748,,0.2521347038,8,9,0.875,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,5293.0,pipeleg_upper_09_straight,upper_leg,transport,9,-384.7100895,-368.6526207,-2.871336096,-376.7657949,,2.871336096,9,9,1.0,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,
viscosity_screening_salt_test_1_jin_coarse_mesh,salt_test_1,jin,3230.0,junction_lower_left,junctions,junction,999,-470.3613651,-244.3146137,-1.033950909,-353.5454233,,1.033950909,1,21,0.0,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,
viscosity_screening_salt_test_1_jin_coarse_mesh,salt_test_1,jin,3230.0,junction_lower_left_left_extension,junctions,junction,999,-376.5078139,-222.5539257,-0.7524826455,-344.6463642,,0.7524826455,2,21,0.05,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,
viscosity_screening_salt_test_1_jin_coarse_mesh,salt_test_1,jin,3230.0,junction_lower_left_left_step,junctions,junction,999,0.0,0.0,0.0,0.0,,0.0,3,21,0.1,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,
viscosity_screening_salt_test_1_jin_coarse_mesh,salt_test_1,jin,3230.0,junction_lower_left_left_stub,junctions,junction,999,-8712.266154,-6121.217278,-4.122016239,-8158.181181,,4.122016239,4,21,0.15,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,
viscosity_screening_salt_test_1_jin_coarse_mesh,salt_test_1,jin,3230.0,junction_lower_left_lower_extension,junctions,junction,999,-233.6917354,-38.94127869,-0.2515682475,-131.6815665,,0.2515682475,5,21,0.2,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,
viscosity_screening_salt_test_1_jin_coarse_mesh,salt_test_1,jin,3230.0,junction_lower_left_lower_stub,junctions,junction,999,-1232.654211,-1222.923345,-0.4758050587,-1229.975884,,0.4758050587,6,21,0.25,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,
viscosity_screening_salt_test_1_jin_coarse_mesh,salt_test_1,jin,3230.0,junction_lower_right,junctions,junction,999,-368.7860671,-298.3595866,-1.03144543,-352.6887347,,1.03144543,7,21,0.3,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,
